TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,Effort
0.899675235660186,0.7316022466205542,0.6847689363630312,0.761653714146401,0.2824258568212758,0.7000766651870731,0.5833866305682018,0.6434698899299591,0.4548811734666427,0.4227160599762468
0.8915655771014314,0.5517209245034452,0.6676561213045922,0.520073239124911,0.1969524718474417,0.4368212562320754,0.5764644512822432,0.8331455567988119,0.1998016793090465,0.3455770739149787
0.3266169465740317,0.5646101170647966,0.5543173607754603,0.4036614880597707,0.1615978921343907,0.2829382517812935,0.6334653579311136,0.8894403232421488,0.0955980156890268,0.2955590889841029
0.7708995827502153,0.5268498515924128,0.3831594927023459,0.4205255497869911,0.2006664637786612,0.3199311923499993,0.6015687727200922,0.8102255759450246,0.1620120477467099,0.299341911602982
0.0502113058676925,0.7814287584455214,0.572525627078722,0.3910321767306063,0.1727393705200018,0.2553485580955088,0.6679945141114599,0.584294632989151,0.0970685393469535,0.2693600202135662
0.741367719851317,0.3870617141869443,0.0860890995881658,0.5256915990562702,0.2133996419948212,0.361977385396507,0.6795986533653364,0.7439088872568752,0.1746403298081501,0.3987355439858481
0.1289648466550496,0.3778267755240759,0.3913231159584406,0.3225582486653013,0.203341157123728,0.1888463580161775,0.451339130469737,0.8175021082849552,0.1651862089715798,0.2131129797523162
0.6371714158172037,0.6907560126340108,0.1936565968935242,0.5019929392561406,0.1321145452900928,0.3540890693932192,0.7685808925634809,0.8580522606483256,0.1497823370051889,0.5120681195569106
0.8142388874349981,0.8983467805813476,0.4722340143394972,0.5644344543378663,0.2259987332130275,0.5054857977035598,0.8278530557066295,0.9537762486545388,0.2763992564044465,0.6345286609047223
0.08575883255137,0.7626805892190406,0.4207613954442862,0.4420202099724797,0.1211290398565263,0.3341141642115632,0.7824963390239847,0.7960887732128713,0.1187726124539617,0.30029968035037
0.2982864558460233,0.2423419814867805,0.2538909879769381,0.3676534807166084,0.1896354218226489,0.2190270842037437,0.5306219390164709,0.8298897944367404,0.0840623023980099,0.2199861876268611
0.8115766844676013,0.8251298400338276,0.5761101034295637,0.60345916549462,0.2460945631131943,0.5375240188719665,0.7155279301925592,0.8244422498100715,0.3194133366605928,0.5468940400313766
0.5513560494985675,0.2348275662046514,0.435998300207773,0.395552912281808,0.1933082591594603,0.2956578744715591,0.522462810370313,0.7781602415215977,0.1361475911836215,0.2193466636692902
0.0961204574760781,0.7289017596315422,0.505668315365306,0.2746313165105745,0.1131103661730807,0.0689506532335352,0.0920068062247047,0.5723257736417262,0.0760256080171363,0.185216028648215
0.5205676275280792,0.5818987661621845,0.4789849278473128,0.4175085345193424,0.1723364581584595,0.311558877658164,0.6948357578727653,0.9683242924744276,0.1335692168193098,0.3665602198564296
0.3534586303190818,0.8131244848894211,0.5482293137369024,0.3258708981337361,0.1341471262964782,0.1156992702436977,0.3241467182592403,0.7090381711355632,0.0517851356109086,0.1957466778770927
0.4236465717880883,0.3099396226977314,0.2206873065308557,0.4654259723487672,0.1277158652599336,0.3110502963234823,0.6039226507186344,0.9032781670992815,0.0780930399860879,0.3338903113282325
0.6876436547557796,0.8009999650450214,0.4419957690659146,0.3579396506323387,0.1793888160436776,0.2099018196652448,0.5499200821700544,0.8714102654081008,0.1114400216179137,0.2768300441364674
0.5478849611193887,0.6853333350524307,0.4873203290665227,0.337127155208076,0.5596494815703631,0.4711066903446643,0.3802707454437869,0.6952285611116082,0.5935311694388753,0.3634067137782009
0.2247271105266953,0.7131989322217754,0.5226790888415489,0.3601310815687226,0.1202624129211565,0.1701761960149195,0.3120589479077522,0.4856701118655767,0.0818131835000166,0.1720272729888961
0.1093114262236159,0.7662001609596022,0.59160585361828,0.2984596517145913,0.103754304366431,0.0865288759627578,0.1691287331239219,0.4453937188306986,0.0627712099454052,0.1565709948748684
0.4484782804461603,0.4766755416367713,0.6852221239455328,0.5107706188187233,0.1880810808893837,0.441004909414974,0.6469174885366334,0.8133157383713414,0.1717982026821987,0.3651684390394576
0.0443018814231433,0.6089935305158787,0.4835787769155957,0.4533446091758445,0.118031484534297,0.3075772989563094,0.5895886546017985,0.7007249740813413,0.0950079393150986,0.2557751678051809
0.2823632762305043,0.1159177105364151,0.5711150765046098,0.4776992515025574,0.0473961428310571,0.1821171792508373,0.4738725687754643,0.5600610237225974,0.0493102889461681,0.2053064241112976
0.6286000317160649,0.859465227375885,0.4369822902670683,0.5249359311374677,0.2094348794278333,0.4389725280087259,0.8378064423514986,0.9052464394551096,0.2552684998549449,0.6056881661401813
0.6337921749895701,0.7978398865062374,0.6373329100552028,0.5728173809528905,0.5343475481053713,0.7067894825207195,0.5050562961424345,0.6569306250225021,0.7085563877845747,0.5652446230510879
0.7573376570605435,0.2630391186844467,0.4526133020038853,0.4156415985232818,0.1039344963531705,0.2326409563327023,0.517546769024156,0.7833301217064622,0.0565780779840789,0.2303509504867204
0.3783317200399146,0.764057996404586,0.2873799358878656,0.3178676340148381,0.0847312829588567,0.0641876123253797,0.2325384865816778,0.7264101833599014,0.0608440722991726,0.1246527958657484
0.7906293827270433,0.7693871329525377,0.4061025972023195,0.456673480377224,0.2550889737401486,0.3713895959680789,0.6903404306684562,0.8539829148707343,0.2416419856102039,0.4772288804678926
0.7525870818947544,0.7489759780113909,0.5959517602667643,0.4303540251051462,0.1637069377850339,0.3113440461202301,0.2947353875872708,0.7807986830270687,0.1099161921158098,0.2395767019732223
0.7112374581708171,0.6653856526534709,0.431239364968068,0.416666111575161,0.2159721535152683,0.306521851616745,0.5048345909831631,0.7911640919633232,0.1729004124492694,0.242737809360232
0.4849865476461885,0.1782654162265387,0.3555192943479683,0.4025293927482786,0.1230038477674569,0.2266421561980255,0.5474782796777344,0.763468715402499,0.0589924619511797,0.2037056457126962
0.6170375376450572,0.7820600708861963,0.6765337059911474,0.692190758697965,0.3412571785411284,0.7262126888653587,0.8821191039849376,0.7933989801476831,0.501205771153623,0.79295854547132
0.450741745298128,0.3073670586885756,0.4097910353169636,0.4240352049984077,0.1958939046209717,0.3139231045379254,0.6585064145494552,0.933443534633171,0.129783941157494,0.2774331747637202
0.6028671891330359,0.7575988789610152,0.6321278993219505,0.6369859288774165,0.3445382951974668,0.6588303598568657,0.5560308963300723,0.3565022844368608,0.4847258935447278,0.37295241545174
0.5971526293067996,0.5974555028591453,0.3976914930293015,0.554800758368527,0.1535419542980514,0.4034959762690123,0.3130451648118507,0.3304260467737873,0.2282583870992945,0.1568020032194942
0.6406582783914142,0.5749629313130501,0.5192269896458367,0.4529526593148038,0.1994961218580836,0.386271627548153,0.732410329713373,0.9901604070875168,0.1849879706507284,0.4464828923836451
0.5657327109947125,0.4898983367525136,0.5416297402077208,0.4993002179907136,0.2455283587954795,0.454411928228879,0.6761047640364857,0.9095178442315884,0.2715183823172646,0.4512858133296209
0.7554969697962712,0.7627741693230627,0.5375511261353101,0.3546017171225756,0.1099383476818323,0.1222087630397202,0.1768319178435509,0.901951857273252,0.0468004415080939,0.1285967772736154
