rely,data,cplx,stor,virt,turn,acap,aexp,tool,MI_loc_data,MI_loc_stor,MI_aexp_data,actual
0.0652701164967829,0.0398386174167861,0.4811738996269299,0.3745969676330442,0.2818826589288419,0.060551131118584,0.1602585640637073,0.4036480457479636,0.2563249843060966,0.8489703424151185,0.9163627450136758,0.4649671055280032,0.2875808074582238
0.5555911718344768,0.5275430220649964,0.6885924726776552,0.641324060018916,0.5844243903029468,0.3298257374884294,0.0534996245535184,0.1167106269216298,0.137892553334849,0.840765938413304,0.7659096773991669,0.3547244523480298,0.7259881338774375
0.1417018935623922,0.1529559911918337,0.4910029725570196,0.2755834361192124,0.2458391901442216,0.1602190662090958,0.1683848084541553,0.3553264638752683,0.2201572615433327,0.7316351926597213,0.831364099481588,0.5331606265680803,0.286434987843995
0.1296383436055307,0.1120770315826883,0.4251740956015771,0.2843500816580427,0.18919105884669,0.1242192635779323,0.1378519044199113,0.3405845064004688,0.0686755978169449,0.7166825983934835,0.8899989987900072,0.3359843203218677,0.3526412856275835
0.0279970533822995,0.1509665248242981,0.2885677703369096,0.2735024942688802,0.2428664582574569,0.2170910266229129,0.2932808707632807,0.5121920950150014,0.2959443454240512,0.7455632714533731,0.7020227495956877,0.3412311448399817,0.2134778046037506
0.2302272237754973,0.1451740002122298,0.5265248064969374,0.4936517094123573,0.4626863667675878,0.0969429123656425,0.0486995736536053,0.2522867006796314,0.1756263878114409,0.840841893684672,0.9275929926959678,0.3070793060155926,0.4672232588548616
0.0684892165900592,0.196313283578622,0.3634048670188155,0.1092346397066258,0.1983692230046899,0.22454667750527,0.3022452346915274,0.465359450103938,0.3136469580324081,0.6310432414646397,0.7055682739003629,0.3744232735623364,0.20968092531675
0.1345439118630496,0.1603098963778394,0.498818106154362,0.4476951288039817,0.3111280605979453,0.1691743609301659,0.1773085018527023,0.3661350006847735,0.242671137817697,0.8474721620304063,0.8246795787785359,0.4886836544665152,0.3527662807582675
0.0590678497852368,0.1949474307317596,0.2588619936824929,0.2143802923743192,0.1208731625448516,0.2397085126640313,0.3315936851400872,0.4470208583547208,0.3722730881038539,0.5906714648893197,0.6103796617654813,0.1709796094307366,0.2229183147158233
0.0940221880583061,0.128062059018732,0.4917528405444539,0.3422898373713864,0.2647623361480092,0.1545662346377229,0.2247057412649071,0.4139380587968452,0.3120046684929718,0.7439593304549305,0.832818204023021,0.5673764395692136,0.2316971391693511
0.3164354597553748,0.2766310773552646,0.5809050557327341,0.6053464035498195,0.5188891750356613,0.1876340577545103,0.0561309609794587,0.1943916446427544,0.183434430931904,0.7954268882679482,0.8605875363426208,0.2753105864839846,0.5521648768100997
0.080205835243209,0.1159977345406573,0.3603685662182374,0.2811971285003796,0.1525792504822443,0.1502262743147989,0.2173795096164722,0.3650667845122045,0.1741685543288743,0.6923427200274279,0.7958294711878435,0.246860115525038,0.2978560776905057
0.045751876269016,0.069343855035718,0.4041319738332001,0.3017984970247688,0.2487603289741081,0.092955286398067,0.1860303246283352,0.4123756856008671,0.2213119393971105,0.7932940600171667,0.8531761691189524,0.3458476432010274,0.2794716383212048
0.1611007499764939,0.3960433262820284,0.3207170276282535,0.064736497086175,0.0703474722703764,0.4663152526081409,0.549700409379757,0.6162280229696975,0.4841967478190795,0.3069892414024906,0.4708013871028785,0.7596543174432155,0.0920110165428581
0.0969767569149026,0.2247898579253088,0.3184091577657262,0.2081685691632289,0.052346331552702,0.238808931685991,0.370210732113825,0.4627973788192672,0.3607386880445443,0.3537199515070879,0.6280106879032775,0.0234051330780049,0.2186367736477171
0.048193580026907,0.2399413495306142,0.2697323927234348,0.3158137595422884,0.2988423579235339,0.3195501926449823,0.3618214707690043,0.578955437789215,0.3566833479488595,0.7378380928041486,0.6670994134225385,0.5544562870404091,0.2183888474704261
0.0817734320706449,0.12216142590824,0.4928179046146568,0.3767789807016531,0.3125282241926297,0.1641389073658642,0.2376931573345616,0.4519006411414997,0.294291483994895,0.7196983948018585,0.8506534071300361,0.5627403535830382,0.243295588475598
0.064209064220129,0.1117086668261529,0.427084765521761,0.3749960013573684,0.2776833370678898,0.1700026555696469,0.2245681002680592,0.4062339135495045,0.3942997541567266,0.6290288423932264,0.7707371319895573,0.3048765961286787,0.2496100415666735
0.1074751792510108,0.1319446406628603,0.484490811403938,0.3167539938067523,0.214512853234322,0.1178917737719383,0.1721169577115071,0.3448086987113529,0.2252804294114254,0.7686053050245669,0.8296783846242435,0.4268603112620737,0.3117435861201138
0.0741506726845012,0.1137986127201021,0.379956913045624,0.3177146754015776,0.1898681724510967,0.172278987761858,0.2340308336274671,0.4208668062009426,0.228199140813155,0.7362028311569749,0.7995176060307154,0.2349712159593491,0.24882506567042
0.3682587736057614,0.5120228125100071,0.6774339168189006,0.4830669205865019,0.2323955659978028,0.4457953925156237,0.2653019993376879,0.287292659991355,0.2266670699151184,0.6776275755642922,0.6405026980750053,0.7111777527605407,0.4520050991645687
