AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Dev.Type,Duration,N_effort,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_7,Generated_Var_8,Generated_Var_10,Generated_Var_11,Generated_Var_12,Effort
0.095395535,0.10153640584635941,0.13557525,0.24156357,0.08920809,0.4758319,0.10275620616537239,0.1473795,0.65796417,0.3333374,0.29852000014799995,0.3275415,0.30278254,0.32261622,0.37968525,0.21513375290802517,0.36974669,0.40840816,0.36878395,0.6663342,0.5168388,0.35960674,0.55558777,0.4180790618079062,0.21984182
0.06599486,0.0901670309832969,0.056990683,0.29261062,0.094658576,0.24921046,0.06807899908473995,0.1435066,0.57252187,0.18679316,0.1500268149973185,0.18555576,0.16047552,0.37916684,0.3546679,0.06749315404958925,0.27742815,0.23576546,0.19911861,0.48470867,0.5014123,0.17813396,0.6337211,0.19256939925693994,0.06741658
0.13009396,0.10871998912800107,0.15648115,0.29743892,0.092889205,0.6026223,0.12799218767953127,0.1695928,0.5806105,0.071377024,0.06321237367876263,0.086592585,0.07430898,0.4120201,0.3992473,0.09546366572781995,0.4486494,0.55535126,0.5204148,0.33913735,0.50354195,0.5552263,0.4171255,0.3692899169289917,0.09953827
0.12685695,0.1499022950097705,0.084365696,0.27922735,0.15651123,0.44951755,0.11743315304598918,0.116491586,0.66549337,0.17327374,0.15399657460034252,0.16105714,0.1476965,0.23057026,0.43922657,0.1083789865027392,0.555182,0.5004797,0.5830879,0.61235774,0.31292737,0.4202013,0.5160097,0.40961724096172414,0.12135066
0.07789016,0.09700879029912098,0.10102658,0.224517,0.08677445,0.29311118,0.04457187967431279,0.21623465,0.7164122,0.24619062,0.2212079678792032,0.26925722,0.25562608,0.16468185,0.22616656,0.11197901671874101,0.3224244,0.37051105,0.4263196,0.7515969,0.57102215,0.26173115,0.6075375,0.1305180930518093,0.10864344
0.2048833,0.1625890237410976,0.22718023,0.34121466,0.14143066,0.5360941,0.1920559515233571,0.10681361,0.56599694,0.09463634,0.08960128103987189,0.099886276,0.09945785,0.3586604,0.3681537,0.1444003486640209,0.29292488,0.2770462,0.47664738,0.5324874,0.47183532,0.20179558,0.6078139,0.4548579954857996,0.15997416
0.1493806,0.22606292739370726,0.06376126,0.41510737,0.126737,0.45215976,0.14622939877376392,0.11869858,0.6554372,0.071145795,0.06411600958839904,0.075303525,0.058188185,0.06850675,0.36176276,0.06726906403614386,0.58228874,0.8020992,0.70884085,0.5794927,0.5955724,0.7395973,0.54197276,0.6564056356405636,0.07606649
0.2354851,0.28525850147414983,0.1437519,0.6966201,0.10238473,0.31845593,0.12143994728639684,0.410518,0.5282172,0.5579176,0.5854756414524359,0.56215805,0.59584785,0.15809852,0.15879981,0.6382624382957464,0.53084517,0.3488989,0.5088148,0.47264856,0.6391288,0.5310354,0.71170914,0.2681502268150227,0.6153779
0.24545074,0.2635606236439376,0.35832384,0.09456952,0.2204775,0.71329033,0.28587879715272785,0.083075255,0.5618894,0.22331889,0.19799646020035397,0.21732059,0.19505602,0.34173617,0.45978475,0.3320483799229028,0.40521145,0.505229,0.42663527,0.46573347,0.7533306,0.46508217,0.4145805,0.32111373211137323,0.35511577
0.30492598,0.23831004616899537,0.29365784,0.35917583,0.3779422,0.70206803,0.3083706985022419,0.1110579,0.6140665,0.036142092,0.049366939063306095,0.054964766,0.04413577,0.12135565,0.2933648,0.12963568777814127,0.44232035,0.50849533,0.42308617,0.5333424,0.70650756,0.5336237,0.4599197,0.5703362570336257,0.15083644
0.09052728,0.1217912178208782,0.06133044,0.34292895,0.0959557,0.43987772,0.09508359970501598,0.12298245,0.5009223,0.12543602,0.11333059866694012,0.14040911,0.12412,0.2544365,0.23594776,0.10053684603221076,0.4122162,0.31419182,0.32771158,0.50643086,0.46489677,0.3352871,0.61259866,0.27730956773095683,0.09952775
0.13686304,0.12637397736260225,0.1371488,0.33597398,0.09193283,0.39066765,0.11719976703198602,0.18349421,0.52254456,0.058179602,0.04255786074421392,0.07253443,0.06115002,0.37987614,0.32260627,0.042601457556087456,0.5787077,0.67474747,0.50098515,0.5404961,0.39208293,0.58202744,0.40509126,0.5453497545349756,0.05978883
0.21658656,0.1824365417563458,0.18342124,0.4059273,0.23267044,0.62217206,0.23386387403183245,0.10348955,0.61624885,0.03215049,0.045026975497302446,0.035278864,0.030500356,0.35954788,0.34547308,0.09045339542720372,0.29412556,0.4888916,0.36925983,0.37036416,0.5891765,0.53936386,0.45894104,0.44264571426457144,0.10123794
0.1098616,0.12329162167083782,0.053111937,0.41708875,0.08699532,0.37625486,0.0808519648511179,0.16211876,0.6850177,0.16301537,0.14862032513796747,0.16418537,0.1584818,0.22245668,0.31279898,0.07512613850756832,0.5339904,0.37996483,0.46149063,0.6068335,0.43629134,0.29759884,0.2818523,0.3701094770109477,0.08361283
0.070842415,0.10386233961376604,0.07524997,0.23079443,0.09077501,0.4694176,0.07286639937198397,0.16285452,0.58641845,0.11223017,0.09380515061948493,0.11825985,0.10200795,0.4307288,0.21565011,0.08685721521143291,0.37520504,0.40868187,0.35165358,0.60977376,0.57018423,0.38463116,0.39578414,0.42524711252471126,0.09004239
0.1379976,0.16393686360631363,0.10903992,0.25081882,0.22993101,0.45499358,0.14159400849564052,0.14960001,0.8047819,0.35020792,0.30944880905511907,0.33611462,0.30705547,0.18164948,0.43580937,0.21130903267854195,0.3507204,0.43954277,0.2861929,0.6597418,0.5060742,0.29932594,0.53562367,0.31002930100293014,0.21033958
0.29146862,0.2819680018031998,0.23367716,0.6346502,0.15148598,0.27520728,0.09810211588612697,0.54055053,0.77383494,0.35418668,0.3802902919709708,0.33311465,0.3828196,0.37211138,0.30219942,0.5184772911086375,0.54079866,0.44358063,0.77703714,0.36613575,0.5347915,0.37144852,0.756838,0.48419480841948087,0.526177
0.22815937,0.27960035203996475,0.098451026,0.44910115,0.27656144,0.5351181,0.19917546195052774,0.20744982,0.72347146,0.34408608,0.34392964560703543,0.32118225,0.3417675,0.43038157,0.5205853,0.5029200601752036,0.31069326,0.31457138,0.66789436,0.6887006,0.62347996,0.21244049,0.7259775,0.25540497554049757,0.5042666
0.13688968,0.1496436150356385,0.10204495,0.37046146,0.16658159,0.53274447,0.14317645859058753,0.13155513,0.48449624,0.41512123,0.405474619452538,0.36509588,0.3658393,0.47604555,0.36826968,0.335720050143203,0.3254118,0.3191452,0.29693413,0.518888,0.8221775,0.27406216,0.40131763,0.3236251323625133,0.3434172
0.13118976,0.13856475614352437,0.16018622,0.25237557,0.07194896,0.560766,0.11193102671586161,0.16170391,0.6880144,0.28823602,0.2744442225555777,0.27707422,0.2712735,0.3356719,0.3024251,0.25471998528319917,0.39751244,0.47089863,0.58894444,0.55633706,0.4884762,0.44779587,0.5235309,0.5243138524313853,0.252985
0.3217067,0.2309138769086123,0.35711288,0.31882605,0.2764765,0.7723596,0.3216718893003134,0.090317145,0.66147524,0.13676596,0.12243584775641521,0.1421502,0.114557184,0.3718087,0.7147857,0.26185051571103096,0.37735128,0.5247297,0.29136133,0.45047334,0.49094385,0.4896469,0.56624496,0.5134059513405951,0.27901748
0.15245672,0.13410255658974435,0.14638929,0.41639662,0.13763857,0.38102826,0.11388905683334342,0.19853297,0.6652368,0.16683324,0.14536991546300845,0.1548554,0.14791493,0.25672936,0.37918097,0.11788236307294178,0.3741727,0.3340311,0.56797314,0.53323925,0.57598984,0.28662968,0.56589484,0.30624369062436907,0.12927592
0.10540666,0.05268510273148973,0.0937191,0.32009482,0.122556,0.5209405,0.09051261543075692,0.1362206,0.59910095,0.14118534,0.15342074465792552,0.13766627,0.13016051,0.39297673,0.4423147,0.09042390542543433,0.5808768,0.3976984,0.3505435,0.7237541,0.48451957,0.4599018,0.46715963,0.6644725264472527,0.10417133
0.101198986,0.10409618959038103,0.10716398,0.27674296,0.12759724,0.41940054,0.10643382638602958,0.1284782,0.5387288,0.26824903,0.24927750507224947,0.276894,0.2624548,0.35700542,0.338405,0.19523909171434553,0.44047308,0.3915043,0.4312725,0.6108533,0.4565886,0.40496635,0.5708046,0.24252894425289445,0.18807347
