Transactions,PointsAdjust,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_PointsAdjust_Transactions,MI_PointsAdjust_ManagerExp,Effort
0.27303508,0.45659858,0.33249477,0.32667655,0.47048357,0.1275659,0.34778935,0.6816106
0.212568,0.2806726,0.112373255,0.21410574,0.2709082,0.04738883,0.22214696,0.42639548
0.066017024,0.09789848,0.009188028,0.030805737,-0.033037193,-0.004570655,-0.009795766,0.10579765
0.07688393,0.05441236,-0.02016129,0.03261056,-0.007598892,-0.003686333,-0.011063436,0.046195455
0.21762586,0.18926404,0.0023721145,0.03029108,0.0738985,0.021849815,0.12959924,0.068421565
0.104400426,0.09103293,-0.00686705,0.064244635,0.01114437,-0.0013529863,0.08596587,0.08195778
0.20238848,0.30309638,0.17057422,0.2888832,0.2814021,0.034849413,0.107473895,0.19994013
0.096431196,0.34153116,0.43726692,0.23107025,0.1610309,0.030814528,0.28340518,0.25740293
0.12638116,0.10210267,-0.03358983,0.06334441,0.02258683,0.0029578395,0.00036862306,0.062272526
0.18354657,0.23983636,0.07888899,0.2038195,0.15768945,0.039535105,0.12265633,0.12931748
0.011650026,-0.0010071583,-0.032537483,-0.008084528,-0.008466857,-0.038407475,-0.041734964,0.048941568
0.16110244,0.13741925,0.0065132943,0.10943345,0.13450827,0.019629676,0.06580751,0.17841066
0.11363792,0.20671615,0.081090905,0.1562219,0.12514232,-0.00016565621,0.06125245,0.105811074
0.23493537,0.20170796,0.023987424,0.17883189,0.14755319,0.04022617,0.06159207,0.17155108
0.08022635,0.07826358,0.00014063483,0.057391703,0.0024659522,0.0019963654,0.045463733,0.061677836
0.021457694,0.09644685,0.020047331,0.041867144,0.034021884,-0.01716019,-0.002138799,0.10521569
0.046741657,0.38069597,0.6408623,0.20492448,0.12498769,0.050952245,0.3629762,0.3631778
0.26306504,0.23514983,0.033458736,0.19169118,0.16806424,0.06508293,0.058874693,0.15201707
0.10520697,0.08765649,-0.004697985,0.061701335,0.008562904,0.0057944963,0.07323903,0.06348774
0.18968607,0.2418807,0.119664386,0.22198534,0.18006685,0.026320968,0.078210466,0.10803179
0.2550512,0.35142478,0.21183586,0.3032413,0.338543,0.06680366,0.17805578,0.3244975
0.16010046,0.12599364,0.0064611365,0.1274156,0.07627558,0.02459342,0.06375119,0.12243111
0.06467273,0.35629937,0.55619645,0.26275143,0.2624879,0.014448435,0.22587597,0.17042413
0.1525555,0.19480884,0.057229023,0.16541854,0.12747931,0.020307466,0.15728116,0.18232374
0.21581288,0.17175272,-0.007702387,0.08741275,0.075256124,0.027819145,0.1596538,0.13036576
0.25953174,0.207002,0.023590012,0.18436757,0.15058954,0.04958696,0.06288333,0.18175541
0.3569917,0.4321281,0.2323493,0.3298962,0.43684223,0.10995805,0.356418,0.57362026
0.18863001,0.20992845,0.045456268,0.04436837,-0.016629023,0.031116117,0.14273821,0.100321285
0.0861389,0.07474848,0.008220095,0.046818934,0.0057369694,-0.006645194,-0.0026886612,0.06312795
0.109040946,0.0926853,-0.019280383,-0.0546038,0.11517805,-0.029296521,0.03475582,-0.016873717
0.11552304,0.100588016,0.013678769,0.09867661,0.04419954,0.012034087,0.048058957,0.043343797
0.1469861,0.15689296,0.0107214525,0.107556656,0.07012211,0.01639947,0.14146812,0.12808268
0.12921734,0.10518412,-0.023010397,0.07715202,0.04470119,0.00047335587,0.11061509,0.09837414
0.32377398,0.3936993,0.24305646,0.2637311,0.28137106,0.1294787,0.32766464,0.34453762
0.2761594,0.2370274,0.0674256,0.0022357611,0.19017488,0.054380942,0.23153478,0.074673556
0.10244714,0.20896427,0.10031561,0.14025179,0.099792175,0.006097962,0.16249926,0.07873707
0.11548511,0.15406448,0.05802673,0.12620555,0.077268146,0.004576086,0.083539546,0.07190201
0.19074707,0.1916558,0.049514752,0.18173729,0.15948719,0.023786895,0.0885213,0.17866834
0.25326687,0.33939037,0.16522495,0.24928452,0.3167493,0.046271447,0.24301054,0.36007482
0.17922187,0.23640278,0.08400377,0.22754744,0.18935895,0.006341913,0.049968623,0.0871294
0.06415901,0.048745494,-0.017907174,0.039984442,-0.015992062,-0.0070496793,0.0013212711,0.059571378
0.35436147,0.5070442,0.4124013,0.3589754,0.6093088,0.17178,0.39358902,0.89810103
0.15850264,0.18418941,0.067106776,0.12423988,0.12778696,0.030177854,0.042468973,0.2399472
0.28128862,0.27355528,0.042151697,0.2493272,0.18510662,0.04371514,0.06339289,0.1529339
0.08636996,0.081727244,-0.007267889,0.02950169,-0.048781566,0.0040955907,-0.042142976,0.017933756
0.2159174,0.3582048,0.29861808,0.20443653,0.15000477,0.07740961,0.27402773,0.19502725
