size_D,duration_D,t07,t11,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_t12,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.143335192414947,0.2,0.75,0.0,0.0377607992947399,0.143335192414947,0.047778397471649,0.0,0.0,0.095556794943298,0.1032128514056224,0.143335192414947,0.1055875102711585,0.047778397471649,0.0,0.095556794943298,0.1407833470282114,0.0,0.0,0.143335192414947,0.2,0.0075898020947219
0.1670384829894032,0.24,0.75,0.6666666666666666,0.0528063473405818,0.1670384829894032,0.1113589886596021,0.1113589886596021,0.137416838724478,0.1113589886596021,0.1804216867469879,0.1252788622420524,0.3691454396055874,0.1670384829894032,0.1804216867469879,0.2227179773192042,0.1640646398247055,0.1035391432519997,0.1670384829894032,0.1670384829894032,0.24,0.1154790765476699
0.0228667038482989,0.02,0.25,0.6666666666666666,0.0006024096385542,0.0076222346160996,0.0152444692321992,0.0152444692321992,0.0188116540490937,0.0152444692321992,0.0,0.0171500278862241,0.0168447000821692,0.0076222346160996,0.0246987951807228,0.0228667038482989,0.0224596001095589,0.014173972865883,0.0228667038482989,0.0228667038482989,0.0066666666666666,0.0041514157595347
0.0574456218627997,0.08,0.25,0.6666666666666666,0.0060534822215691,0.0191485406209332,0.0382970812418664,0.0382970812418664,0.0236292727689836,0.0382970812418664,0.0206827309236947,0.0287228109313998,0.0,0.0574456218627997,0.0,0.0382970812418664,0.0282114489181045,0.0356077854923404,0.0574456218627997,0.0574456218627997,0.0266666666666666,0.0276813867630048
0.2810931399888455,0.24,0.5,1.0,0.0888627681457537,0.1873954266592303,0.1873954266592303,0.2810931399888455,0.2312456985547143,0.0936977133296151,0.3036144578313253,0.0702732849972113,0.4141331142152834,0.1873954266592303,0.2670359624121549,0.1873954266592303,0.2760887428101889,0.1742361542537826,0.2810931399888455,0.2810931399888455,0.16,0.3278192391183787
0.0934188510875627,0.16,0.75,0.3333333333333333,0.0196885101381134,0.0934188510875627,0.0622792340583751,0.0311396170291875,0.0384262445515026,0.0622792340583751,0.0336345381526104,0.070064138315672,0.0688167625308134,0.0622792340583751,0.1009036144578312,0.0934188510875627,0.0917556833744179,0.0579058647569614,0.0934188510875627,0.0934188510875627,0.16,0.0576920029788784
0.0828220858895705,0.16,0.25,0.6666666666666666,0.0174551866000587,0.0276073619631901,0.0552147239263803,0.0552147239263803,0.1022023399862353,0.0552147239263803,0.0,0.0828220858895705,0.0610106820049301,0.0552147239263803,0.0894578313253011,0.0828220858895705,0.0813475760065735,0.0828220858895705,0.0828220858895705,0.0828220858895705,0.0533333333333333,0.035540555529147
0.0448968209704406,0.46,0.5,0.3333333333333333,0.0272039377020276,0.0299312139802937,0.0448968209704406,0.0149656069901468,0.0184675384262445,0.0299312139802937,0.0484939759036144,0.0112242052426101,0.0992193919474116,0.0448968209704406,0.0484939759036144,0.0299312139802937,0.0440975075321829,0.027829385748868,0.0448968209704406,0.0448968209704406,0.3066666666666667,0.1067484273739918
0.0886781929726715,0.4,0.75,0.3333333333333333,0.0467234792829856,0.0886781929726715,0.0591187953151143,0.0295593976575571,0.0,0.0591187953151143,0.0957831325301204,0.0221695482431678,0.0653245686113393,0.0295593976575571,0.0957831325301204,0.0591187953151143,0.0435497124075595,0.0549673581872052,0.0886781929726715,0.0886781929726715,0.4000000000000001,0.1353488298394891
0.3159509202453988,1.0,0.75,0.0,0.4161769027328827,0.3159509202453988,0.1053169734151329,0.0,0.1299610002294104,0.2106339468302658,0.3412650602409638,0.2369631901840491,0.2327444535743631,0.0,0.3412650602409638,0.1053169734151329,0.0,0.260639821912984,0.3159509202453988,0.4526743582600434,1.0,0.1793189776742564
