PointsAdjust,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,Effort
0.19818057,0.30359936,0.17462666047759962,0.15380555
0.36208007,0.51062894,0.23663643419818606,0.1987645
0.2886713,0.45951855,0.3066531583991895,0.22522438
0.21980883,0.36287576,0.1879699312781959,0.2802127
0.30419457,0.5224464,0.2920290975217459,0.32964894
0.3138286,0.42281276,0.16991640019498402,0.23279327
0.29697722,0.47323975,0.3001580380094823,0.26237532
0.20653677,0.34904975,0.18336366100181967,0.27067327
0.16613978,0.2148163,0.08754633525278012,0.15103745
0.23707527,0.42864442,0.18645478118728687,0.30271834
0.09382616,0.18217267,0.06451031387061884,0.09127092
0.25080323,0.37035134,0.2457699347461961,0.19944459
0.08363231,0.1553842,0.03986981739218905,0.11179707
0.38273528,0.63126826,0.40361072421664346,0.22784048
0.38188013,0.6430439,0.5259429315565759,0.3479715
0.35745344,0.5551308,0.2784127767047666,0.3347077
0.2174799,0.33753628,0.16086704965202298,0.21316287
0.5081862,0.7158768,0.7091556025493362,0.7555237
0.3126224,0.47381166,0.2467427748045665,0.33847374
0.20180175,0.35136443,0.17029861021791662,0.20405239
0.17208287,0.24006167,0.17372284042337044,0.14009827
0.3011458,0.47409937,0.33288307997298483,0.29452083
0.27920583,0.42487118,0.15649816938989017,0.23685673
0.5807974,0.24565756,0.5985597759135866,0.34549907
0.14750116,0.22082886,0.07943894476633669,0.13707235
0.5357715,0.86123407,0.7402211444132687,0.7418893
0.2666648,0.42131045,0.26770497606229854,0.26707992
0.34540898,0.44488788,0.4220931453255887,0.29695332
0.28871357,0.47616267,0.25799211547952694,0.39049917
0.27858078,0.4547481,0.265732615943957,0.37585872
0.3920555,0.66303694,0.4063859243831555,0.6214975
0.20660123,0.35427207,0.20041341202480473,0.25732353
0.21762033,0.31642294,0.2569971154198269,0.22974351
0.5327903,0.6600518,0.6258288375497303,0.43873957
0.434588,0.68387496,0.496821199809272,0.55571985
0.1812123,0.33551928,0.13097176785830608,0.17656997
0.21785074,0.33539936,0.19108076146484568,0.20644552
0.105681956,0.1973815,0.07712150462729028,0.08269276
0.15714455,0.25490272,0.14944443896666634,0.1465774
0.26500934,0.41127083,0.22222813333368802,0.24739823
0.791035,0.87883663,0.9125587847535271,0.9240691
0.40420273,0.69312394,0.4741072284464337,0.57004386
0.5110249,0.62134784,0.6729612803776769,0.6067623
0.23239669,0.34651718,0.20606468236388095,0.1716893
0.16309738,0.3008811,0.09619505577170336,0.1899215
0.23073056,0.39640838,0.15833935950036157,0.31873542
0.17279005,0.25969237,0.12667932760075967,0.11659019
0.17957278,0.28695923,0.1400798784047927,0.09571592
0.3982894,0.6267162,0.5218898313133898,0.11248441
0.11028436,0.15799147,0.06438016386280984,0.042809624
0.27689198,0.37253565,0.330116949807017,0.26906824
0.40621525,0.5313096,0.5808661948519718,0.5782575
0.045994885,0.0,0.06666323399979404,0.07339592
0.6052263,0.7013265,0.4877760692665642,0.6221925
0.24555635,0.15792684,0.17868708072122486,0.09723677
0.1926808,0.28940535,0.12106764726405884,0.101794764
0.15283361,0.26993427,0.12612477756748666,0.19562104
0.1541248,0.24046583,0.109504066570244,0.18291035
0.24705102,0.28945017,0.10350408621024518,0.16708794
0.17356904,0.35676932,0.07062881423772886,0.18080631
0.24413712,0.3877964,0.2832174469930468,0.38721693
0.22821338,0.1559236,0.20750536245032175,0.17204145
0.5184444,0.8871299,0.5185019311101159,0.5946353
0.22359462,0.4173117,0.15425059925503595,0.20209095
0.111437865,0.2147288,0.10467957628077458,0.09495197
0.20749433,0.33721942,0.18727119123627148,0.16097024
0.13777415,0.25067902,0.09918411595104697,0.12469132
0.22927085,0.36258757,0.17235775034146503,0.15641318
0.31348145,0.46669567,0.276039766562386,0.3683999
0.12710547,0.21183543,0.07394270443656227,0.18307441
0.121082075,0.25012618,0.09496778569806714,0.19793227
0.255406,0.36982894,0.2708279962496798,0.11825952
0.26240194,0.34360906,0.36094110165646615,0.3432702
0.2885989,0.49743313,0.3506423410385405,0.46325105
0.12911573,0.06411101,0.06906440414386425,0.0058033615
0.24138212,0.39734703,0.21895024313701458,0.22090691
0.3840095,0.5761051,0.4888081293284878,0.60777843
0.43628138,0.75596535,0.5239526314371579,0.62106293
0.35069516,0.5881144,0.338328800299728,0.4864428
0.13284811,0.21382341,0.0831114949866897,0.14586708
0.44993743,0.5411725,0.43105282586316956,0.49310267
0.65033567,0.879019,0.8637795918267756,0.915765
0.24059057,0.4520467,0.2521793951307637,0.29982954
0.1704413,0.25401914,0.12024157721449465,0.1958673
0.4020974,0.57636666,0.5618021837081311,0.60898525
0.13317339,0.2660926,0.07910211474612688,0.09270118
0.25868225,0.16574937,0.0803817548229053,0.115258336
0.14439635,0.23880933,0.10471371628282299,0.119504
0.21027786,0.34175068,0.17684744061084645,0.25564024
0.22635148,0.28707722,0.2481411148884669,0.1755133
0.09029608,0.20261447,0.06268194376091664,0.11840373
0.117625564,0.22669482,0.07388339443300367,0.09734999
0.13917206,0.2487258,0.08644497518669851,0.13389865
0.28313777,0.46405196,0.2773625466417528,0.31403792
0.19190268,0.17404124,0.23479467408768045,0.09989634
0.24398234,0.31162024,0.14702863882171832,0.2048217
0.39466405,0.55423677,0.18098716085922967,0.19902629
0.10805602,0.18674737,0.06969105418146326,0.12451474
0.44254577,0.77154016,0.4949034296942058,0.6214061
0.2729411,0.40371665,0.22842531370551883,0.24382845
0.17289512,0.29318893,0.13052255783135347,0.19665617
0.3792553,0.5259601,0.40687272441236344,0.42236248
0.21620286,0.25223437,0.26374514582470876,0.083356604
0.18354572,0.2652825,0.12960210777612646,0.14795355
0.2134846,0.3853383,0.23671942420316544,0.26306173
0.307482,0.48601693,0.2986549179192951,0.2653794
0.1883546,0.32159376,0.15499303929958236,0.17839515
0.1679232,0.31376028,0.11603552696213162,0.17354998
0.22594385,0.3316689,0.23791922427515347,0.18697849
0.11432566,0.22840232,0.08666734520004071,0.11734275
0.28184855,0.5106673,0.3041370182482211,0.35556844
0.4939539,0.74403036,0.5781380846882851,0.6472468
0.090982065,0.18054014,0.09052665543159932,0.05886738
0.26292494,0.36503744,0.3793399227603954,0.3773271
0.31412134,0.58300424,0.4167246450034787,0.49317837
0.36977828,0.63431567,0.32432948945976936,0.35743183
0.14765719,0.2929554,0.12365724141943449,0.21197072
0.23284018,0.40517125,0.21796755307805318,0.17688045
0.13239971,0.18469739,0.07027145421628725,0.12147987
0.21714295,0.3539359,0.17598359055901544,0.25786757
