acap,modp,loc,MI_loc_stor,MI_loc_time,MI_loc_cplx,actual
0.3431942,0.2360531,0.22735374,0.5190969,0.36839032,0.4510469848953015,0.28399837
0.61890006,0.61069256,0.14399853,0.36863035,0.10070295,0.303741809625819,0.24927324
0.53704137,0.655549,0.14949319,0.39304543,0.14153674,0.2690942030905797,0.14902547
0.24572232,0.30540633,0.5041005,0.71455616,0.446096,0.6692234830776517,0.49338755
0.32026434,0.39071172,0.34010816,0.6276245,0.2557899,0.5105251189474881,0.37258488
0.42788988,0.4408412,0.149528,0.48097575,0.20802133,0.3515588248441175,0.19326213
0.5884998,0.70985186,0.17301995,0.3137101,0.11918233,0.21560305843969416,0.21937087
0.4702175,0.51110184,0.19495113,0.47782823,0.14549214,0.31589608841039113,0.18538089
0.55637836,0.5932075,0.10004648,0.38087317,0.1629506,0.2510755148924485,0.15385512
0.6264081,0.69922817,0.09326533,0.3653068,0.14585851,0.2586129041387096,0.15368715
0.4843159,0.60189253,0.18961036,0.442843,0.15663752,0.3155707984429202,0.21920182
0.48755503,0.4117471,0.14025015,0.41242287,0.18297935,0.37610246238975376,0.14819568
0.46366292,0.55131686,0.15815878,0.4364777,0.1687071,0.3067902893209711,0.20169629
0.48006153,0.45623067,0.2304919,0.4805955,0.16548921,0.33538260646173934,0.26776585
0.5550989,0.60905063,0.15104346,0.4009319,0.1389898,0.24728927527107245,0.26477766
0.6003632,0.72158194,0.12897405,0.3201785,0.10658647,0.21798204820179518,0.16050695
0.59147614,0.63342786,0.0985372,0.3655603,0.17556776,0.24724343527565645,0.1604724
0.40895396,0.36098027,0.13457465,0.50364906,0.28310212,0.6580588341941166,0.24522543
0.4421398,0.45564672,0.18990305,0.41687423,0.21373686,0.28690847130915287,0.23238619
0.5786992,0.6256768,0.09346814,0.40421483,0.18945448,0.33783989621601035,0.18344276
0.6751417,0.6798244,0.11964668,0.3129508,0.12170508,0.199801410019859,0.14464502
0.5942911,0.6045342,0.09613338,0.3551321,0.14733301,0.2580299141970086,0.17671265
0.52387893,0.53075105,0.10924892,0.42542654,0.1919246,0.31115120888487907,0.16491982
0.1600103,0.19728145,0.59869224,0.8238021,0.4302237,0.711558568844143,0.78053725
0.27543584,0.21823953,0.39070415,0.62670815,0.42030653,0.5194246880575312,0.39176184
0.52495426,0.5289283,0.131266,0.44891623,0.17964043,0.3251877374812262,0.1595562
0.72047925,0.8077511,0.077443786,0.2797565,0.14885083,0.23520993647900634,0.13515308
0.55171716,0.5817652,0.09995308,0.40680248,0.19682543,0.32919522708047727,0.17456128
0.4465689,0.5029964,0.17347048,0.470231,0.16480082,0.33096416690358327,0.15749769
0.52621776,0.46512562,0.1438126,0.44871867,0.26756242,0.5432331456766853,0.21934281
0.6703119,0.71912545,0.07903461,0.28530318,0.13618755,0.16259826374017364,0.14018169
0.7664123,0.74738866,0.093336426,0.26320487,0.124125965,0.22384864761513523,0.17017591
0.54886913,0.5180548,0.12652233,0.41282701,0.22806183,0.4268222873177713,0.23391028
0.57467,0.61539227,0.08907554,0.37564814,0.15983252,0.2632996436700356,0.14167896
0.46494508,0.50563854,0.13482551,0.4077353,0.18919282,0.31853174814682517,0.1337754
0.6451051,0.68731976,0.1268476,0.28566593,0.119066074,0.21417551858244813,0.12021012
0.39354566,0.34815586,0.17579788,0.50728226,0.30288714,0.4349306365069363,0.23025593
0.44693452,0.43493015,0.17342728,0.4994929,0.21058205,0.3853186614681338,0.2379966
0.62751746,0.6940477,0.09094912,0.36428285,0.15157759,0.2684885331511467,0.15729906
0.5558021,0.62003654,0.1545938,0.38439012,0.13596435,0.24189942581005738,0.1997276
0.55692583,0.5738781,0.11755615,0.41124538,0.21215233,0.3842247915775208,0.21196869
0.40688592,0.44613847,0.21431653,0.5315367,0.20275721,0.3693719130628087,0.33106422
0.5815602,0.63991356,0.10242611,0.37143892,0.15548691,0.25728571427142854,0.18552262
0.49337173,0.5133559,0.15345754,0.42186862,0.18316,0.2903218909678109,0.1948806
0.6378453,0.61431575,0.1358921,0.35410333,0.1877963,0.39354446064555393,0.16032907
0.2813848,0.33956456,0.37399656,0.64910257,0.2977638,0.5340121465987854,0.4211309
0.4245808,0.35671544,0.15924358,0.49934572,0.24974532,0.45637155436284454,0.20310877
0.45352215,0.44639537,0.119124584,0.41482577,0.2414688,0.30816786918321304,0.24263203
0.82506037,0.8013958,0.10384166,0.20749816,0.18089958,0.2814866918513308,0.12809445
0.34927076,0.4701728,0.23745471,0.55655694,0.1953573,0.4123484387651561,0.22805518
0.6521948,0.688944,0.16316533,0.3369649,0.120155856,0.22853559714644026,0.1678336
0.63583875,0.66313696,0.09640677,0.36859018,0.12354349,0.24865994513400547,0.18145613
0.63555026,0.5918654,0.09017902,0.31154025,0.17600504,0.30337288966271103,0.14929816
0.5670306,0.58150315,0.11742461,0.35120422,0.24725597,0.2975273102472689,0.19512649
0.34057233,0.39996344,0.32641363,0.61459035,0.31293097,0.4818017318198268,0.28633195
0.695171,0.7446163,0.0412936,0.269312,0.2271157,0.34054350594564936,0.1023665
0.6165853,0.52059424,0.1691046,0.39159578,0.26728782,0.5736567426343256,0.24540807
0.5846102,0.63296705,0.12471467,0.38344955,0.113794334,0.22594285740571426,0.21996757
