N_effort,MI_N_effort_PDR_AFP,MI_N_effort_PDR_UFP,MI_N_effort_NPDR_AFP,MI_N_effort_Enquiry,MI_AFP_PDR_AFP,Effort
0.056499805,0.034584902,0.018248814094928845,0.03400250004015,0.1505056650505665,0.07300129,0.06649937
0.07699122,0.072249345,0.017578765054725904,0.023103413386204804,0.09548306954830696,0.13967292,0.121737435
0.047461852,0.05815939,0.03280468196828092,0.0502019850121191,0.13298295329829532,0.09263511,0.080724806
0.045215406,0.057182617,0.028291181697470903,0.04620375777222547,0.13303044330304434,0.084382616,0.07648968
0.038866505,0.058906816,0.031184361871061713,0.04438134566288074,0.1287355728735573,0.08815081,0.07321919
0.11989719,0.09407325,0.055078856304731375,0.0820295549217733,0.14325898432589845,0.13668388,0.13104239
0.028913658,0.059160426,0.026459099587545977,0.02558584853515091,0.13074903307490332,0.054811813,0.055725448
0.11971505,0.08154253,0.050625483037528986,0.06909658414579506,0.16717277671727768,0.13649788,0.1308135
0.07523372,0.059467323,0.03088764285325857,0.04614305076858305,0.14901217490121751,0.092056125,0.08705018
0.078814745,0.06570487,0.04663678579820715,0.07246011434760685,0.15469969546996956,0.09361232,0.08615417
0.065049216,0.041731916,0.01656646199398772,0.035261585115695104,0.14509353450935347,0.0855791,0.08235493
0.061310124,0.022797521,0.03655441219326473,0.043728145623688736,0.13317561331756134,0.093913786,0.06640913
0.08999258,0.06326087,0.025531487531889253,0.04516548970992938,0.15258541525854155,0.10466147,0.103931874
0.52910197,0.27361494,0.24907544494452669,0.28633121717987303,0.38823077882307794,0.4852614,0.50591546
0.19586794,0.015260052,0.03563163613789817,0.0606814216408853,0.3425564342556434,0.21593378,0.20725508
0.07046979,0.06064821,0.04408554264513256,0.07300522438031345,0.1495061649506165,0.10244979,0.095570296
0.035405464,0.03282466,0.005987306059238364,0.029064764743885887,0.13536368353636835,0.056996137,0.047893405
0.062793866,0.0890452,0.03475981808558908,0.054740730284443824,0.13523799352379937,0.095341735,0.09596238
0.095176965,0.06461179,0.056557903393474204,0.08456323107379388,0.15583933558393356,0.11149911,0.102047555
0.029990029,0.06579623,0.02490851449451087,0.019545275172716512,0.12597194259719427,0.0531526,0.061394706
0.029810198,0.038657725,0.011804439708266383,0.022383190342991424,0.13300509330050933,0.051626712,0.04516072
0.047616698,0.006566424,0.02206346932380816,0.08456080907364855,0.22541975254197527,0.07207061,0.07083861
0.09407926,0.044010416,0.007891708473502509,0.008427607505656451,0.15258795525879554,0.10767256,0.1118778
0.16594206,0.048932366,0.01380617282837037,0.026352813581168817,0.19720037972003798,0.17398587,0.16578086
0.04945026,0.05080409,0.015379237922754276,0.050565447033926826,0.13478109347810935,0.08154796,0.07533052
0.09107966,0.047285665,0.016894466013667963,0.03910999234659954,0.17655730765573077,0.111741014,0.10596107
0.02952078,0.05398505,0.014666662879999773,0.04322576059354564,0.1307032230703223,0.051446505,0.046659708
0.067956805,0.037707157,0.007168573430114406,0.020766652245999134,0.13088770308877032,0.093728766,0.079348594
0.08421793,0.06542875,0.03543339912600395,0.06681372400882343,0.15237775523777555,0.109431304,0.10841081
0.084223025,0.06603725,0.054409633264578,0.08087507485250449,0.16097331609733162,0.102675594,0.09386344
0.22464168,0.0,0.03976049538562972,0.04013837240830235,0.39404513940451397,0.23763749,0.2291463
0.077136785,0.061070137,0.040470859428251564,0.06159621869577313,0.15546977554697758,0.08958357,0.08492643
0.053310424,0.050063845,0.025795239547714375,0.05033707302022438,0.13861294386129439,0.08312144,0.0735652
0.08171807,0.073296286,0.05961154357669261,0.08513791510827491,0.14897920489792052,0.13505377,0.12873195
0.11493778,0.060826235,0.03814240228854414,0.05969228358153702,0.1793949179394918,0.14282957,0.1282834
0.083967775,0.06534693,0.041890112513406755,0.07120741427244485,0.15180926518092652,0.10681416,0.10380107
0.04394697,0.05892931,0.02449362846961771,0.049902255994135364,0.1300423230042323,0.08831288,0.07727853
0.0821491,0.055675372,0.036015152160909135,0.057644549458672964,0.15698890569889057,0.10167334,0.093298815
0.08378906,0.05356063,0.008656688519401311,0.018603173116190388,0.09520475952047597,0.126827,0.10658985
0.08585913,0.08030446,0.0558335033500102,0.084365850061951,0.14765453476545348,0.09590098,0.088413775
0.061950758,0.045775395,0.03187776191266571,0.0542004732520284,0.14838854483885447,0.079464175,0.07017424
0.10943002,0.09144402,0.07508152450489147,0.12102599726155984,0.16082753608275363,0.13000701,0.12726153
0.11658973,0.04844836,0.0559070433544226,0.06075509364530562,0.2280135728013573,0.123471595,0.1206082
0.0591608,0.04897771,0.017780569066834145,0.033325316999519024,0.13090954309095432,0.10474786,0.091777384
0.10726594,0.057144597,0.028979928738795725,0.04315329558919774,0.17239183723918372,0.1275843,0.12146592
0.24355367,0.17504263,0.08832505129950309,0.15484590929075456,0.17158700715870073,0.30255798,0.28336793
0.07765957,0.08029048,0.05002262700135762,0.0820158049209483,0.13627679362767936,0.10229551,0.09218188
0.08260449,0.067649074,0.04705288582317315,0.07842065470523928,0.15285043528504352,0.10215576,0.09832773
0.14732696,0.14103481,0.12890148773408927,0.1737105104226306,0.16185259618525963,0.16663264,0.16000792
0.10445097,0.036014304,0.01619094897145694,0.03077448184646891,0.20231253023125303,0.117425375,0.11465648
0.07213522,0.06495157,0.03868313732098824,0.05965951357957081,0.14535468453546846,0.10138086,0.094755106
0.1294147,0.059289563,0.03621050517263031,0.05448750026925002,0.18807412880741287,0.13968503,0.13820495
0.09472022,0.07197949,0.04931728795903728,0.07679632060777924,0.15795701579570157,0.11383535,0.11158167
0.12764494,0.02726796,0.02487965649277939,0.10852492651149559,0.297996549799655,0.121516965,0.13357286
0.08247473,0.059106894,0.04825295089517705,0.07472923448375407,0.15244217524421752,0.097746305,0.08834743
0.110513516,0.07741845,0.030251947815116868,0.030784738847084332,0.18547149854714987,0.116663225,0.12291359
0.04875381,0.054745596,0.039624477377468645,0.07857370871442251,0.1477983547798355,0.06503943,0.056721486
0.10740048,0.05112749,0.036504592190275534,0.057906273474376414,0.20797734079773408,0.11601655,0.11587617
0.08980784,0.07696068,0.051567315094038904,0.07336966440217987,0.15489117548911754,0.10280276,0.09725464
0.061760746,0.06501657,0.025058196503491788,0.049659500979570066,0.1386147138614714,0.081344776,0.07759655
0.11742544,0.10470113,0.07651623059097384,0.12389845743390744,0.14633461463346148,0.13824464,0.13443637
0.105612814,0.077846244,0.049996985999819166,0.07048707422922446,0.15830592583059258,0.123730466,0.1239678
0.11044257,0.060394607,0.05109877306592639,0.07881644472898669,0.1797956879795688,0.1182294,0.1074824
0.034129914,0.03198404,0.009164044549842673,0.0273683616421017,0.13612952361295239,0.05497002,0.044536956
0.07908254,0.062293485,0.042388952543337154,0.06445854386751262,0.15469346546934656,0.087789975,0.08386288
