ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Effort
0.4075922,0.0059380457,-0.006131625,0.05214601,0.07441003,-0.0522361,0.012680492,-0.006716893,0.032217987,-0.005045914,0.3856186,0.33489594,0.3725547,0.34621575,0.010302439,-0.00047874916,0.07435087,0.13409081,0.5833041,0.5871032,0.28607073,0.54253113,0.27740127,0.29807588,0.67574865,0.2732323,0.71666926,0.7000998,0.7252666,0.71005845,0.26638177,0.18784729,0.1157469
0.7012692,0.00812776,-0.0028493144,0.023389507,0.022674043,0.032438405,-0.008662921,0.0072779926,-0.009253368,-0.0035554762,0.30533075,0.27803552,0.27342117,0.2775254,-0.057793662,-0.0007683933,-0.007712622,0.0300707,0.53401935,0.6017451,0.3463837,0.46274737,0.33878675,0.3635235,0.62163097,0.3301515,0.6980356,0.6626623,0.6591089,0.66853344,0.34867018,0.22066432,0.027072852
0.32409644,0.014811221,0.017687855,-0.0021793558,0.054189313,0.035443794,-6.1302795e-05,0.012634254,0.020996734,0.0072857505,0.11790019,0.10266478,0.11197621,0.10401203,0.0459384,-0.0012486689,0.1313029,0.04707422,0.56580937,0.6115285,0.2987546,0.51950955,0.2991381,0.32775676,0.6701204,0.2951939,0.7211457,0.7092584,0.71789324,0.71348417,0.29407927,0.19693166,0.040938117
0.40566888,0.03370482,0.016469235,0.06810082,0.13932623,0.034550518,0.021791425,0.037626714,0.012318216,0.012481007,0.042114764,0.050084494,0.045698956,0.0512432,-0.001992017,-0.0011235811,0.12984648,0.065684006,0.5663272,0.55153465,0.37941375,0.46056846,0.38793197,0.3987309,0.5906884,0.382663,0.6500807,0.6282143,0.6290441,0.6320296,0.39403272,0.22120792,0.06368826
0.4513962,0.04498817,0.03655251,0.06170923,0.097649015,0.054382086,0.008334884,0.05008322,0.014764544,0.0016200757,0.09961718,0.10040627,0.09174926,0.10759708,0.007984024,-0.0005629808,0.1007073,0.1414029,0.48381627,0.6015725,0.36357763,0.4111899,0.36740068,0.3957524,0.58212584,0.3498051,0.6579162,0.6358043,0.6369786,0.64507836,0.35284886,0.23652291,0.12608562
0.26972625,0.026330221,0.019768434,0.05543646,0.063396715,0.021567505,0.023997683,0.017006759,0.0505054,0.013817125,0.080628514,0.070139974,0.09671787,0.08882338,0.033754203,0.00011366792,0.09841792,0.10273695,0.53166205,0.6255442,0.2771303,0.49655145,0.29262993,0.31796187,0.6596057,0.27493528,0.72064656,0.7002376,0.7083111,0.7113061,0.27448067,0.1914131,0.08583574
0.44538936,0.012196947,0.007059913,0.041648015,-0.011177201,0.0035594571,0.01091327,0.012056753,0.0009786934,-0.0051993392,0.13602714,0.11012639,0.14952129,0.13922334,0.028751604,-0.00027875789,0.09182826,0.036755566,0.55392545,0.5841248,0.28404593,0.5185605,0.28200358,0.3019488,0.65553766,0.27813718,0.7202255,0.6905108,0.6985558,0.6902006,0.28497362,0.18387356,0.026369495
0.5412935,0.0076115634,0.0028738584,0.025288403,0.029467037,0.013387952,-0.00065301766,0.010047443,0.004701581,0.0021277275,0.15153852,0.14363077,0.13411704,0.14091748,-0.009165371,-0.0008591339,0.09650684,0.04889424,0.5300641,0.59886634,0.333529,0.45638657,0.3456002,0.37336627,0.6158041,0.33990243,0.68174905,0.6666408,0.6567638,0.6607724,0.34536752,0.2143335,0.0472196
0.7696177,0.022796277,0.024685962,0.06708091,-0.02108163,0.0023397822,0.023475863,0.011124312,0.049193874,0.01910761,0.1826203,0.14980507,0.12275301,0.10216185,0.011086332,-0.00159413,0.1143221,0.11513593,0.4557599,0.55742145,0.43107328,0.35270745,0.42062292,0.42741644,0.51172906,0.40290186,0.5912527,0.56998533,0.5695942,0.59784865,0.39681497,0.25342786,0.1144708
0.51474947,0.008294504,-0.0041604172,0.055569585,-0.020377927,0.0018504914,0.0066827605,-0.001153233,0.029362045,0.009634166,0.2601596,0.23989022,0.18546893,0.1901196,-0.0030205594,-0.0008197287,0.09359439,0.11019619,0.5012008,0.6011949,0.29310852,0.45017695,0.30016285,0.3341483,0.61121655,0.28824422,0.67321944,0.66939473,0.6803763,0.68321556,0.28451365,0.1938017,0.11137451
