ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_Enquiry,Effort
0.26810816,0.0030492963,0.0031917347,0.0070756786,-0.0006096037,0.006957099,-0.0006886008,0.002587052,0.011205636,-0.00081418105,0.05148953,-1.6436679e-06,-0.00020936354,0.055154487,0.0046812193,-0.00022860907,0.001959902,0.00043899636,0.0007688784,0.0027214508
0.12362854,0.0031144507,0.002972275,0.007668385,0.015143137,-0.0011877194,3.5527628e-05,0.0013811635,0.013246308,0.00026241923,0.03835348,4.83614e-05,-0.00016146163,-0.0022451952,0.0062478026,-0.00029357208,0.0017394805,0.00023748074,0.000990281,0.0046792817
-0.0113425255,0.005926085,0.008150715,-0.019140054,0.02024268,0.007617983,0.001144806,0.0020120442,0.020358942,0.0005078474,0.1332749,0.00015854751,-0.00013753345,0.0205872,0.02518,0.00030646613,0.00906847,0.0011376612,0.0019241081,0.023162821
0.20575005,0.0039580744,0.0038359547,-0.0075983144,0.025443688,0.0075617274,0.0005680127,0.00078481063,0.017131958,-9.7674085e-05,0.07214074,4.6420144e-05,-0.0001862074,0.008712146,0.012990687,-0.00016211637,0.0036451702,0.0005198609,0.0018251081,0.010433053
0.49574572,0.0018305825,0.0009954432,-0.0005153944,0.0014781905,0.009301223,0.00020009745,-0.0009432556,0.015178369,0.00014807098,0.10493049,6.140294e-05,-0.00020780308,0.042131945,0.010271993,-0.0005268153,0.004579828,0.0002199487,0.0010476,0.0066380086
0.027073875,0.0011962773,-0.001608097,0.02123002,0.020465577,-0.0088434275,-0.00080922875,0.0019856659,0.0061215246,0.00041327835,0.034974806,1.1719647e-05,-0.00018857566,0.025744528,0.0027489099,-0.0002123476,0.0021940398,0.00046490156,0.0017947824,0.0018959823
0.054075107,0.0011171047,-0.0004308587,0.0115827,-0.0014686584,-0.00072946586,-0.00019922247,0.0025051022,0.0041201776,-0.00058647105,0.078590974,1.7532031e-05,-0.00018563554,0.02904543,0.009349853,-0.00016199413,0.0030216125,0.00075277,0.0011769681,0.0073340926
0.2964658,0.004742932,0.0042482126,-0.00020640949,0.0024791602,0.014504679,0.00019099447,0.0023084842,0.015430881,-0.00018995604,0.054210693,0.00011665118,-0.00016982631,0.014680758,0.006805488,-0.0004140017,0.0017065969,0.00019075035,0.0003035796,0.003419081
0.27927673,0.01818136,0.012538976,0.02625607,0.022264495,0.022544226,0.022827806,0.021195471,0.0102088405,0.0008071931,0.08150169,-0.00021314033,-7.0951224e-05,0.10002251,0.053567477,0.0013930983,0.016519962,0.0026683817,0.0060001486,0.05031546
-0.021495104,-0.00019691046,-0.003924057,0.020837037,0.014780186,-0.009873487,-0.0005108749,0.0020529465,0.0006433856,0.00014775805,0.052888542,2.7712376e-05,-0.00019774966,0.00923158,0.0031488389,-0.0002468907,0.002255543,0.0006690129,0.0019986508,0.0020893193
-0.052029103,0.0049167736,0.0001383489,0.007606785,0.015088464,-0.0026015341,0.0015518024,0.006751026,-0.0024434961,0.0012917151,0.15700087,0.00051245093,-9.255498e-06,0.051448986,0.017337447,-0.0006915292,0.0073888013,0.00065474317,0.0022806055,0.014947889
0.36603847,0.006163616,0.0014746571,-0.0025455616,0.1001296,-0.00021264143,0.00076394016,0.0006562164,0.022190446,0.0005923549,0.053782333,5.1110954e-05,-0.0001557101,0.021401592,0.01968136,-0.0003551453,0.003771295,0.00019987463,0.0052656904,0.015695212
0.23474722,0.003260551,0.004353228,0.002621672,0.003025175,0.0036321925,-0.0002718945,0.0036523729,0.007917888,-0.0005435995,0.05625744,-1.0575692e-05,-0.00019350743,0.03650026,0.004864846,-0.0002907752,0.001413956,0.0004865959,0.0009883632,0.0044252547
0.2286191,0.017939568,0.016836466,-0.007699048,0.014964357,0.031963147,0.0014158533,0.026245933,-0.013338033,0.004459032,0.1388553,0.00038287608,0.00043082866,0.077560514,0.08501321,0.0015638286,0.033049792,0.0030168206,0.011663234,0.084351495
0.46667594,0.0047194036,0.0034966194,0.007279889,0.009174705,0.0070850803,0.00022282894,0.005935643,0.004691066,0.00081008323,0.033529703,6.0329738e-05,-0.00015170251,0.07779764,0.0055880286,-0.00025764585,0.0012668644,0.0005716841,0.001179393,0.0053243833
0.27407587,0.007949641,0.005871797,0.0061181528,0.04569462,0.0054957224,-0.0006816881,0.0031131208,0.021825172,0.0006146941,0.085768625,-2.983585e-05,-0.00021998685,0.051406015,0.020197593,-0.00015746919,0.0050077047,0.0006160886,0.002877742,0.018415298
0.45168814,0.02118907,0.013684392,-0.006949759,0.14568216,0.035079375,0.0038383228,0.025518246,0.009964488,3.031129e-05,0.035056144,6.4513704e-05,-5.989078e-05,0.07292129,0.024474952,0.00032463518,0.002623177,0.0014086828,0.007584188,0.021179765
0.3693405,0.005238928,0.0019487059,0.020740222,0.0067191725,0.003284162,0.014506649,0.010042041,-0.000822708,-0.0010696126,0.053495765,-8.428219e-05,-0.00026575854,0.041754965,0.012552968,-0.00020578527,0.0028676863,0.0008970479,0.0010437601,0.00925203
0.5614847,0.0018930333,0.00027791504,0.009894161,0.008232895,0.0026538074,-9.798771e-05,0.005279094,-0.00022940896,0.0005479483,0.08105495,0.0001274654,-0.00020601509,0.043246273,0.0121984435,-0.00022228516,0.004936465,0.00059708755,0.0012394876,0.009121384
-0.23271748,0.009602781,0.00627055,-0.0005326783,0.08624282,0.011195006,0.0024011196,0.020465761,-0.0069037136,0.002575221,-0.008926896,0.0002522936,0.00012208239,0.09875246,0.0018164832,0.0005315031,0.005419897,0.0011134258,0.003501641,0.0036763595
0.16758676,0.0046863663,0.0051255007,0.00424072,0.0089237,0.0059057437,7.316889e-05,0.0033496306,0.013523786,-0.000109639484,0.059876088,4.297815e-05,-0.00014517728,0.036842585,0.011354229,-0.0002017871,0.00267194,0.0003806149,0.00073491305,0.009275095
0.38104302,0.00428682,0.0018757228,0.016110912,0.01176452,0.005902701,-0.0008496053,0.0051186495,0.008198178,0.0007115847,0.14876021,0.00015918649,-0.00014189068,0.05887883,0.025774892,-0.0005003716,0.0096265245,0.00023769529,0.0012821528,0.01760824
0.32932508,0.0027141692,0.0017129872,0.005237719,0.001074424,0.010787124,-0.00085606775,0.0011769375,0.013491704,-0.0007057104,0.07145098,-6.6671055e-07,-0.00024047024,0.017082153,0.008658249,-0.00028807065,0.0033699672,0.00045769126,0.0008568113,0.0043750503
0.05950874,0.0063321814,0.004995979,0.010909619,0.028691392,0.005959521,0.00058171386,0.008569109,0.007438816,0.0008589539,0.023545332,0.00013384494,-3.7539212e-05,0.06447657,0.005982482,-0.000133508,0.002447407,0.00031779788,0.0011124146,0.004859145
0.52686965,0.0068216603,0.0024973024,0.03128037,0.017415574,0.001982673,-0.0015682012,-0.0034946455,0.036285385,0.00027565728,0.10819379,-2.8412906e-05,-0.0002309745,0.032225884,0.029917533,7.9598045e-05,0.008894045,0.0006956548,0.00323838,0.025117235
0.60606265,0.0023636185,0.0025193878,-0.015766189,0.008197185,0.01148752,0.0016877148,0.0017923755,0.008310435,0.0004370918,0.11036871,0.00011508525,-0.00018403782,0.06384458,0.0061359704,-0.0005460224,0.0034737375,0.0004416108,0.0016526358,0.0060350564
0.27684957,0.031560972,0.018282946,0.035825305,0.043725695,0.05925495,0.04382269,0.046669003,-0.007942414,-0.0017391953,0.032245316,-9.8877936e-05,4.947165e-05,0.042980388,0.039647125,0.0010708874,0.002538664,0.0028814268,0.0026752385,0.032754328
0.29112017,0.0049285307,0.004538515,0.012131732,0.0026815925,0.0077349255,-0.0005753997,0.0049267495,0.009875192,-0.0006073704,0.036723997,-1.7881393e-06,-0.00019689575,0.02903907,0.006339631,-0.00031488098,0.00058500166,0.00036419556,0.0006714008,0.0038537239
0.38042796,0.002950579,0.002747802,0.012660531,0.0059973365,0.0023095598,-0.0009053056,0.0065515926,-0.00040097535,-0.0005214226,0.03455834,7.0829585e-05,-0.0002963796,0.03316176,0.005421695,-0.00023975887,0.002275795,0.00052864326,0.0009362638,0.003697696
0.43562034,0.0055409074,0.0038236016,0.022568803,0.009936128,0.0020159418,-0.0006680931,0.001438295,0.020212445,0.00029682135,0.07881959,5.0303526e-05,-0.00016205052,0.03410947,0.016792575,-0.00045879092,0.0038355973,6.658863e-05,0.0009965306,0.012066271
0.16653684,0.0029669497,0.004434025,-0.008514484,0.0074885213,0.0017234525,0.0009630432,0.0020630858,0.0098647205,0.0008682946,0.090165,0.00010463293,-7.5308126e-05,0.10953743,0.004204097,-0.00037857378,0.0028467572,0.00041120814,0.0012462932,0.0069222143
0.13072313,0.002766898,0.0024566166,0.007204773,0.0020450065,0.0021075485,0.00022339774,0.0024873242,0.00885838,-0.00035746442,0.058082573,5.5946468e-05,-0.00016500645,0.0008226745,0.008385288,-0.00031116966,0.0017303929,0.00040218374,0.0007146216,0.00610699
0.32488185,0.035025075,0.0183988,0.087844625,0.09109112,0.03175215,-3.347383e-05,0.014879292,0.0740183,0.0013240854,0.0914329,5.2986434e-07,-7.830582e-05,0.05926326,0.091062695,0.0021214,0.021755368,0.0026436266,0.0152492095,0.080504134
0.28734994,0.005209909,0.005219789,0.0082567,0.0023165634,0.0031473478,0.00017825421,-0.0032142093,0.029880745,0.0008741836,0.07872959,0.00011462768,-9.632394e-05,0.10329299,0.010007885,-0.0004624169,0.0036661706,-6.784941e-05,0.00050154293,0.009762489
0.5185647,0.026588,0.023847032,0.021822276,0.11596837,0.015431667,0.0033379789,0.016044378,0.049327344,-0.00026606256,0.040049884,3.1496165e-06,0.0001595927,0.1361938,0.019589555,0.00014504418,0.00064168684,0.000724889,0.005682716,0.019864738
0.34913325,0.0029570432,0.0021618232,0.009147231,0.0020878455,0.0074640624,-0.0005109953,0.0051069735,0.0036519635,-0.0006837859,0.04805495,1.5837315e-05,-0.0002691336,0.020818211,0.007881569,-0.0002111923,0.0022457947,0.0005509383,0.0007536755,0.005283877
0.083943814,0.0071272533,0.0054522543,0.0054733884,0.04047978,0.011329555,-1.9099796e-05,0.0147048235,-0.004551202,-6.8778405e-05,0.027116027,1.6680278e-05,-0.00014183279,0.03766177,0.0055995663,0.00016237958,0.0028598926,0.0011108889,0.0024843295,0.0048512975
0.12246789,0.0038070949,0.003230623,0.00996578,0.026418095,-0.0007532332,-0.00045617297,0.0047609005,0.008250482,0.00024966104,0.022541407,5.236012e-06,-0.00019030731,0.001468949,0.0037810355,-0.00012741145,0.0018423458,0.0004790792,0.0016346293,0.0027690837
0.30175072,0.0043495726,0.003172014,0.0074605052,0.015477981,0.010201786,-0.00073438906,0.0057780906,0.006968879,-0.00080495095,0.043983333,-3.2247335e-05,-0.0001639955,0.0050549917,0.0069460156,-0.00041955622,0.0012592627,0.00038298557,0.0008493442,0.0036913024
0.5084386,0.002383559,0.0012657503,-0.0065284586,0.00089243986,0.014066463,0.002453978,0.0015432714,0.00980765,-0.00014883955,0.0822085,0.00010217301,-0.00022397087,0.032581065,0.0060915174,-0.0005357063,0.0022140297,0.0002769304,0.00091401266,0.0038451257
0.3751292,-0.0016376218,-0.0047970368,0.018588362,0.0013625426,-0.00306084,-0.0018599897,0.0043585617,-0.008170184,-0.00039002672,0.13446614,-0.00013616,-0.000298189,0.07035436,0.010308732,-0.00042594544,0.0056791697,0.0008872171,0.002370574,0.0072294325
