data,loc,Generated_Var_1,Generated_Var_3,Generated_Var_4,actual
1.0,0.0967056323060573,-1.5410249,-0.30799288,-0.91596097,0.1785222176389534
1.0,0.2534973258305604,-1.1426612,-0.26454526,-0.7105375,0.1399057406903572
1.0,0.1132558666225327,-0.7908917,-0.23401701,-0.5307356,0.020809015192073
1.0,0.0505391892127314,-1.4112195,-0.2984169,-0.8429633,0.0205457210310599
0.0,0.0122123307956307,-0.9642193,-0.24542397,-0.6079279,0.0023784239211521
0.272727272727273,0.0017595512273305,-1.4141605,-0.29354817,-0.83804333,0.0032560711245293
0.272727272727273,0.004285639623003,-0.68324405,-0.21475321,-0.45804268,0.0001843059127092
0.0,0.0174387205797808,-1.849492,-0.32875034,-1.0652908,0.093829262513055
0.0,0.0244072402919809,-1.1801305,-0.25582,-0.7279805,0.0366066648528624
0.0,0.0235361753279559,-1.3794292,-0.29619586,-0.80913377,0.0276546633784151
0.0,0.026149370220031,-1.3783891,-0.29598257,-0.8086209,0.0186148971836301
0.0,0.0305046950401561,-0.97742635,-0.22252138,-0.63096774,0.0171228969378889
0.0,0.0200519154718558,-0.88037884,-0.2134157,-0.5730574,0.0064156010566872
0.0,0.0008884862633055,-1.8027484,-0.32756257,-1.0587537,0.0047480713702705
0.0,0.001672444730928,-1.3172767,-0.2797359,-0.83481133,0.0048358360906082
0.272727272727273,0.003588787651783,-1.3792396,-0.3125554,-0.81986034,0.0029927769635162
0.272727272727273,0.0014111252417205,-1.3811343,-0.3079109,-0.82254845,0.0002720706330469
1.0,0.2770160798592359,-1.6901059,-0.35185993,-0.99328506,1.0
0.636363636363637,1.0,-0.9282463,-0.26887113,-0.6024574,0.5787293423789506
0.636363636363637,0.2587237156147105,-1.7190889,-0.35960594,-1.0140458,0.5611763983114068
1.0,0.2177836623055347,-0.99505836,-0.2802177,-0.62549365,0.2149445765791067
0.272727272727273,0.1010609571261824,-1.1210496,-0.2370755,-0.7249153,0.0630238456745157
0.272727272727273,0.0653472936011567,-1.1517558,-0.25355795,-0.7388331,0.0467873724120378
0.272727272727273,0.0766711381334819,-0.63476664,-0.2039497,-0.44771758,0.039239606462994
1.0,0.0313757600041811,-1.0435876,-0.25886184,-0.67100704,0.0453831368866343
0.272727272727273,0.0400864096444312,-1.0869739,-0.2315069,-0.6883581,0.0334471349207045
0.0,0.0064633020330656,-1.0802397,-0.24527825,-0.6922776,0.0072054835397267
0.636363636363637,0.0095991359035556,-1.4902239,-0.3103041,-0.8853477,0.0080831307431038
0.272727272727273,0.000139370394244,-0.9708752,-0.2311375,-0.63662463,0.0001228706084728
0.272727272727273,0.0,-0.95439297,-0.22827074,-0.63001907,0.0
0.636363636363637,0.0522813191407815,-1.6006994,-0.31339908,-0.9495989,0.0927760858690023
0.636363636363637,0.337990627340987,-1.0784813,-0.2628896,-0.6738136,0.0610930218270859
0.636363636363637,0.0348600198602811,-1.4146172,-0.3022194,-0.84722936,0.0525798439543272
0.636363636363637,0.0183097855438058,-1.2160437,-0.26612318,-0.76881313,0.0196680738276827
0.0,0.0095991359035556,-1.4516654,-0.28880495,-0.8519463,0.0066788952177003
0.5000000000000006,0.0113412658316057,-0.87479347,-0.24424303,-0.57257557,0.0043092477685819
0.0,0.0505391892127314,-0.8291051,-0.2162112,-0.5433226,0.0036071300058802
0.272727272727273,0.0113412658316057,-0.670083,-0.21849743,-0.45451066,0.00053536479406
0.272727272727273,0.0036758941481855,-0.8187216,-0.20902559,-0.5316788,0.0001843059127092
0.0,0.0008884862633055,-1.0725276,-0.27242246,-0.66086864,0.0001843059127092
0.0,0.002891935680563,-0.5799345,-0.1904576,-0.40548778,8.776472033771834e-06
0.454545454545455,0.0379087472343687,-0.9029047,-0.22813946,-0.5743642,0.0034316005652047
0.454545454545455,0.0231877493423459,-1.1008978,-0.25956532,-0.6712053,0.0067666599380381
0.454545454545455,0.0249298792703959,-1.1669152,-0.2674454,-0.70519984,0.0071177188193889
0.454545454545455,0.028762565112106,-0.97739416,-0.23890232,-0.6147335,0.0087852485058056
0.454545454545455,0.0618630337450567,-0.95531124,-0.23364006,-0.6055157,0.01054054291256
0.0,0.0183097855438058,-0.95343786,-0.25556934,-0.58330834,0.0026417180821653
0.0,0.4024494346788383,-0.95933646,-0.24603014,-0.61696887,0.1111189124195855
0.272727272727273,0.077542203097507,-0.5931126,-0.19943127,-0.42656556,0.0131734845226915
0.272727272727273,0.0191808505078308,-1.0612175,-0.2598724,-0.6708656,0.0149287789294459
