Added,N_effort,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_Duration,MI_N_effort_Output,MI_AFP_PDR_AFP,Effort
0.1106038291605301,0.1366392496656835,0.0192725349623342,0.1094393523553069,0.0111376954024218,0.0290959909198015,0.1416251234059218,0.1367183206945818
0.0037555228276877,0.0754547619483778,0.0369096369546609,0.0005332453006058,0.0328023719802122,0.0002471900473329,0.080381110122957,0.075539436568121
0.0120029455081001,0.0116690175676418,0.0013307099556961,0.0007696822191151,0.0025364300742164,0.0003153788531795,0.0119591556995177,0.0117595340147268
0.005081001472754,0.070893403432926,0.0297851216225799,0.0013360260991144,0.0057786407303086,0.001625729153253,0.0619579318391357,0.0588343041359856
0.0,0.0655077030170913,0.018675897965343,0.0299373414116306,0.0213585728698541,0.0,0.0577254146846925,0.0543649485291424
0.0,0.0288519665134001,0.0129876983819389,0.0016311946558955,0.0023517723902419,0.0,0.0238489593107213,0.0239403597464922
0.0,0.0348971404495411,0.0215735977821134,0.0018907617420123,0.0047408745009638,0.0,0.0285567422468443,0.0289592262886031
0.0088365243004418,0.0206451849273663,0.0058238763648078,0.000340436366147,0.0033656475984795,0.0018261097233051,0.0208219446325562,0.0207348792907645
0.0059646539027982,0.0268735459524812,0.0084679793450241,0.0036717414944849,0.0036508466629469,0.0005062174913243,0.0226985305516346,0.0222918269406894
0.0,0.0738610342743043,0.1618094049077831,0.0,0.0120410746380385,0.0004234457329403,0.0565729461583017,0.0612887863135143
0.0338733431516936,0.1862829507776291,0.1224285594127415,0.0105318212417792,0.0404912989398856,0.019680999713607,0.2009089203103706,0.1863574751804227
0.001840942562592,0.0370404293905365,0.0312354558393516,0.0013960954896173,0.0060384555848496,0.0001516807100349,0.029694932402111,0.030735978312635
0.0157584683357879,0.0550110828188829,0.0198105692652508,0.0073865931334472,0.0089680920481224,0.0051812240165204,0.050382252392647,0.0478807194929845
0.0123711340206185,0.0607631574126655,0.0357406066643247,0.0077295323908652,0.0412742276107535,0.0026873140870466,0.0636998931161929,0.0608491775653002
0.0027982326951399,0.0143435490666617,0.000731764034548,0.0027369116047848,0.002338333690869,0.0003054318392573,0.0109086755382945,0.0119060702641315
0.012960235640648,0.0161204638297092,0.0015480786727424,0.0038354651062433,0.0008760041072647,0.0005941202885642,0.0165792286415964,0.0162105725903945
0.0038291605301914,0.0451556174320833,0.0646391563850822,0.0003191186370462,0.0066252787907957,0.0005547373148904,0.039781581717157,0.0452430670037
0.0117820324005891,0.0208833281430324,0.003446893919778,0.0007871161514162,0.0051067057616681,0.0003420692570521,0.0217826750324323,0.0209730006960471
0.0013991163475699,0.0641337998497866,0.0319492432501076,0.0027194345191859,0.0209106162240937,0.001470717768873,0.0678752967861422,0.0642195113016082
0.0,0.009049442195314,0.0016022834160422,0.000895344622236,0.0,0.0,0.0074900255378865,0.0075099827819906
0.0,0.0194911062668303,0.0013453331420224,0.003351802944781,0.00158875290363,0.0,0.0162324682000276,0.0161739385280433
0.002061855670103,0.2001502134129586,0.0186201539392719,0.0457348143545129,0.027190968397654,0.0860596740719109,0.1668978402943793,0.1660988387002234
0.002061855670103,0.0057337558848852,0.0010668329092059,0.0,0.0007789468340166,0.0001314866214388,0.0054339400961136,0.0058248159138366
0.0039027982326951,0.0048544578578101,0.0007721152329072,0.0001715343586556,0.0002637966913922,4.7709659536216446e-05,0.004793453162863,0.0049455984174085
0.0025773195876288,0.0767370715711956,0.0842852972657389,0.0021692299725544,0.0250198718545355,0.0002513908978581,0.0646993790948325,0.0636883173975162
0.0022827687776141,0.0048544578578101,0.0004370463582493,0.0001029206151934,0.0,0.0001113225389178,0.0040468983298385,0.0040297468586291
0.0225331369661266,0.037571671948561,0.0073289100943415,0.0,0.0234793987227262,0.0032309791601956,0.0393777077910951,0.037659816097007
0.0179675994108983,0.0029309934235835,4.3979507748364445e-05,0.000151899608168,0.0004778204221443,0.0001872379091232,0.0023967265814315,0.0030223101439718
0.0083946980854197,0.0650680540035538,0.0503794057159066,0.0004598415410905,0.0247510978670793,0.0024513763179061,0.0544617869993389,0.0539986079056306
0.0229749631811487,0.0066680100386524,0.000160085408204,0.0009581758237964,0.0001811735767297,0.0002402886500415,0.0045976355017419,0.0055317434150272
