PointsAdjust,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,Effort
0.2201138519924098,0.2201138519924098,0.2201138519924097,0.1968880909634949
0.2352941176470588,0.2352941176470588,0.227180527383367,0.2175344105326152
0.0256166982922201,0.0256166982922201,0.0114833475103055,0.0110712148414123
0.2333965844402277,0.2333965844402277,0.2012039521036445,0.1403351286654697
0.1527514231499051,0.1527514231499051,0.100078518615455,0.06852184320766
0.1072106261859582,0.1072106261859582,0.1219982987633317,0.0972471573907839
0.0834914611005692,0.0511014822208778,0.0575803180003925,0.0864751645721125
0.1565464895635673,0.1565464895635673,0.107963096250736,0.1439257929383602
0.1774193548387097,0.1774193548387097,0.1529477196885428,0.3123877917414722
0.040796963946869,0.040796963946869,0.0267290453445003,0.0801915020945541
0.183111954459203,0.183111954459203,0.1199699011974088,0.1505086774386594
0.1755218216318785,0.1755218216318785,0.2118366812798533,0.3635547576301616
0.0303605313092979,0.0303605313092979,0.0146568082182817,0.0742070616397366
0.1423149905123339,0.1423149905123339,0.1325001635804488,0.1549970077797726
0.2571157495256167,0.2571157495256167,0.2039193875547994,0.189407540394973
0.0891840607210626,0.0545856741904831,0.0645815612118039,0.0457809694793536
0.0256166982922201,0.0256166982922201,0.033566708107047,0.1131059245960502
0.295066413662239,0.1805972837578751,0.1526205587908133,0.1235786953919808
0.3055028462998102,0.1869849690354849,0.1685532945102401,0.1687612208258528
0.0180265654648956,0.0180265654648956,0.0149185369364653,0.0125673249551166
0.4876660341555977,0.2984791120628548,0.4876660341555976,0.6166965888689407
0.1755218216318785,0.1755218216318785,0.1755218216318785,0.1980849790544584
0.3462998102466793,0.3462998102466793,0.3821239285480599,0.2235188509874326
0.2931688804554079,0.2931688804554079,0.3437152391546161,0.4287851585876721
0.2049335863377609,0.2049335863377609,0.1978669109468036,0.146918013165769
0.230550284629981,0.230550284629981,0.222600274815154,0.1119090365050867
0.2210626185958254,0.2210626185958254,0.2439311653471177,0.1280670257330939
0.3785578747628083,0.3785578747628083,0.4438264738598442,0.1594853381208857
0.2020872865275142,0.2020872865275142,0.1533075966760452,0.286654697785757
0.3595825426944971,0.3595825426944971,0.3967807367663415,0.1454219030520646
0.127134724857685,0.127134724857685,0.0964470326506575,0.144524236983842
0.1043643263757115,0.0,0.0791729372505397,0.0070103445327861
0.1698292220113852,0.0,0.2108224824968919,0.080490724117295
0.2011385199240986,0.2011385199240986,0.2080743309559641,0.2504488330341113
0.0967741935483871,0.0,0.1101223581757508,0.0044883303411131
0.1736242884250474,0.1062678550729619,0.1736242884250474,0.367145421903052
0.2884250474383302,0.0,0.2287508996924687,0.0380011968880909
0.3140417457305502,0.3140417457305502,0.2057514885820845,0.229802513464991
0.1366223908918406,0.0,0.061244520054963,0.0128665469778575
0.3548387096774194,0.2171812994387309,0.575083426028921,0.3207660083782166
0.4041745730550284,0.4041745730550284,0.3205522475953673,0.1741472172351885
0.683111954459203,0.0,0.4240005234574364,0.0771992818671454
0.0426944971537001,0.0426944971537001,0.0294444807956552,0.0695904932888775
0.4184060721062618,0.4184060721062618,0.6492508015441993,0.827049670855775
0.2229601518026565,0.2229601518026565,0.2306484328992998,0.263016157989228
0.4098671726755218,0.4098671726755218,0.1978669109468036,0.6172950329144224
0.1764705882352941,0.1764705882352941,0.1399594320486815,0.1478156792339916
0.2258064516129032,0.2258064516129032,0.3581757508342603,0.5248354278874925
0.0683111954459203,0.0683111954459203,0.0023555584636524,0.0763016157989228
0.1242884250474383,0.1242884250474383,0.1028593862461558,0.2253141831238779
0.1091081593927893,0.1091081593927893,0.0489105542105607,0.1044284859365649
0.0588235294117647,0.0588235294117647,0.0547667342799188,0.1107121484141232
0.2552182163187855,0.2552182163187855,0.2640188444677091,0.5936564931178935
0.079696394686907,0.079696394686907,0.0357259700320617,0.0870736086175942
0.1404174573055028,0.0859434019169309,0.0,0.132555356074207
0.340607210626186,0.2084708195147177,0.1291958385133808,0.3285457809694793
0.0891840607210626,0.0545856741904831,0.0215271870706013,0.1166965888689407
0.0977229601518026,0.0598119621448911,0.0303278152195249,0.0930580490724117
0.1641366223908918,0.100460868456953,0.056598835307204,0.1250748055056852
0.0056925996204933,0.0034841919696052,0.0017666688477392,0.0439856373429084
0.1518026565464895,0.0929117858561415,0.0942223385460969,0.101735487731897
0.0692599620493358,0.0423910022968645,0.0238827455342537,0.056852184320766
0.0986717267552182,0.0986717267552182,0.0306222600274815,0.0843806104129264
0.0664136622390891,0.0664136622390891,0.0206111365569586,0.0451825254338719
0.206831119544592,0.1265923082289928,0.2139632271150951,0.1316576900059844
0.2476280834914611,0.1515623506778309,0.1963946869070208,0.2666068222621185
0.4117647058823529,0.252023219134784,0.4259634888438133,0.4622980251346499
0.0,0.0,0.0,0.0308198683423099
0.0417457305502846,0.0255507411104389,0.0287901590001962,0.0855774985038898
0.0806451612903225,0.0493593862360751,0.0111234705228031,0.026032315978456
0.0626185958254269,0.0,0.0021592619250147,0.0
0.1309297912713472,0.080136415300922,0.0361185631093371,0.0739078396169958
0.603415559772296,0.3693243487781628,0.4369560950075246,0.3656493117893477
0.2020872865275142,0.0,0.0069685271216384,0.0020945541591861
0.198292220113852,0.1213660202745849,0.1162402669632925,0.1451226810293237
0.5521821631878557,0.3379666210517149,0.6664267486749983,0.5691202872531418
0.3083491461100569,0.0,0.3615127919911012,0.0365050867743865
0.215370018975332,0.215370018975332,0.2153700189753319,0.0963494913225613
0.4886148007590132,0.4886148007590132,0.5897075181574297,0.3836026331538001
0.5426944971537002,0.0,0.7111169273048485,0.2280071813285457
1.0,1.0,1.0,1.0
