size_D,duration_D,telonuse,t04,t07,t08,t13,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.022568256,0.05327601,0.7241127,0.7278814727881473,0.12706579270657928,0.113330424,0.04628429277705757,0.047235303,0.051466085,0.03841107384110738,0.0329452,0.034949414,0.065955944,0.14022261,0.014912912,0.006802700908162054,0.044781875521812446,0.040597282,0.033385627,0.020039786,0.04546921272815277,0.024584565
0.09045284,0.021875061,0.7499118,0.7599723759972377,0.13567297356729738,0.06634389,0.028849603730976222,0.075764365,0.13088319,0.08423153442315345,0.10391441,0.09166751,0.13715956,0.18044083,0.051321134,0.048702927922175676,0.14668795533120446,0.07763114,0.08402069,0.09902161,0.04137030448221827,0.072089806
0.2687308,0.2868086,0.4763922,0.499916309991631,0.34954476495447656,0.31988007,0.1619445797166748,0.34048623,0.2872095,0.2911354891135489,0.27222246,0.23518118,0.32252917,0.36080402,0.27779943,0.27701349662080976,0.2831083716891628,0.2796498,0.3204991,0.29157016,0.26713065602783936,0.29207417
0.30348048,0.3292134,0.43653718,0.4672722067272207,0.3674722967472297,0.35246593,0.1979931718795903,0.36405793,0.29727882,0.3096383809638381,0.30324858,0.28254038,0.35720825,0.3722357,0.3028391,0.29776211786572704,0.300992219900778,0.3283432,0.3600912,0.3098524,0.2911281774676907,0.32200417
0.113832794,0.02656965,0.7865866,0.7723729772372978,0.0788888678888868,0.048253633,0.0994662699679762,0.03718312,0.14681102,0.09515208951520895,0.096026614,0.1628226,0.14532934,0.11933224,0.054245256,0.05121609907296595,0.1503897649610235,0.10441769,0.081119284,0.14549175,0.03854583431275006,0.10204973
0.018430099,0.046399377,0.7210799,0.7441471344147135,0.12895987289598732,0.122591555,0.044183972651038364,0.06925757,0.057084918,0.04740668974066897,0.036362074,0.03789822,0.062557936,0.1761063,0.01448018,0.01082316864939012,0.07241352675864732,0.038889505,0.037965786,0.0204732,0.0536097032165822,0.0058288677
0.28696895,0.14064252,0.6483553,0.7210426721042672,0.3407536340753634,0.1562149,0.170874400252464,0.20573682,0.24230695,0.22852205285220528,0.27057087,0.2595536,0.29189774,0.25915712,0.16543712,0.19834652190079133,0.3186105681389432,0.23916891,0.19994001,0.30689153,0.18002800080168005,0.24972318
0.17115644,0.10728919,0.66625863,0.7077548707754872,0.24314575431457544,0.14198062,0.0801119248067155,0.16965657,0.18068667,0.16012555601255563,0.17445737,0.14753965,0.21745612,0.2691028,0.11034332,0.12645988758759324,0.23105837689416228,0.15391135,0.16289817,0.17199232,0.12261313235678795,0.14896615
0.050414957,0.03952506,0.7616082,0.7214138721413872,0.0791148329114833,0.09489879,0.07283506437010386,0.056981504,0.094094135,0.037303603730360374,0.05058021,0.08928617,0.08237528,0.12618676,0.031806186,0.021225781273546875,0.09482359051764093,0.079736345,0.04699093,0.0536359,0.043834189630051375,0.043841504
0.012404114,0.043952882,0.7334757,0.7185136718513672,0.11581213158121317,0.10458496,0.0319588799175328,0.054933965,0.03815382,0.04363910136391014,0.03270957,0.03500744,0.06490265,0.16390003,0.02568878,0.01923306415398385,0.06483202351679765,0.029072084,0.022571232,0.010230657,0.03812822228769334,0.022232886
0.26047918,0.2301257,0.5091734,0.596488859648886,0.3247370124737013,0.26297167,0.1667145600028736,0.25316155,0.223519,0.2782458078245808,0.25934356,0.22690609,0.31083095,0.29333988,0.2234739,0.22103980326238823,0.2190444680955532,0.24542287,0.25256568,0.27327064,0.19918735195124113,0.25979656
0.022459447,0.14072612,0.7335332,0.6381527638152764,0.06997615699761571,0.172262,0.15203887912233274,0.0565653,0.030062558,0.02885605288560529,0.029671218,0.14149147,0.044812053,0.125164,0.034943413,0.0280512066830724,0.046976427302357265,0.08523116,0.03512334,0.017424073,0.0957756917465415,0.087333046
0.050940253,0.044578142,0.71307707,0.7487531748753175,0.17002321700232173,0.10573396,0.030540288832417332,0.06525806,0.080684006,0.06525239652523965,0.07153441,0.038523205,0.099608906,0.1908721,0.04255379,0.03966786938007217,0.0912623908737609,0.033245765,0.054243647,0.04539003,0.04943367296602038,0.03890556
0.3776603,0.39637542,0.43431106,0.4050174405017441,0.398680939868094,0.4202722,0.24687279481236768,0.4411738,0.40616572,0.39904159990416005,0.37256593,0.38291755,0.4106747,0.46188152,0.3826585,0.37425609245536556,0.4234187176581282,0.3798602,0.42092672,0.38879535,0.36792924207575456,0.36552307
0.032894045,0.07127217,0.7607529,0.694473929447393,0.11465071146507115,0.116454616,0.04132735947964157,0.08059981,0.06907499,0.06466341646634166,0.04126174,0.052204765,0.07741465,0.16535085,0.043075174,0.03869002532140152,0.0799703370029663,0.063704155,0.043404587,0.019494686,0.061293106677586404,0.05314028
0.07401229,0.1546548,0.7649483,0.6409205640920564,0.09199906319990632,0.19919014,0.15623885937433157,0.083653934,0.060194068,0.09821324982132498,0.043061867,0.18350875,0.07920623,0.17582723,0.054968745,0.08284926897095615,0.16717278328272167,0.14133069,0.06468056,0.026089799,0.15292075917524556,0.11097236
0.049333036,0.023301855,0.74503934,0.7731506373150638,0.1298920629892063,0.080419436,0.012339145740348743,0.063291736,0.09220691,0.06486312248631225,0.06328316,0.048014484,0.10311355,0.198784,0.029916417,0.023493179409590767,0.10816590918340907,0.046048604,0.05543132,0.047313925,0.03658256219495373,0.024826758
0.053067237,0.049841084,0.7426454,0.7218898021889802,0.06820446682044667,0.08132447,0.0790086747405205,0.031190995,0.07476172,0.049096518909651894,0.04672438,0.09713637,0.08852643,0.10361962,0.03248056,0.019173944150436648,0.06209827379017262,0.07104673,0.04620461,0.06436756,0.028220893693253625,0.063159674
0.5271905,0.5553829,0.26987696,0.3274936327493633,0.5705829270582927,0.5620787,0.3641203818472229,0.5774019,0.5030268,0.5316431531643154,0.545487,0.5176928,0.56520617,0.6271735,0.5415612,0.519286631157198,0.5101361489863852,0.562734,0.5788021,0.5360302,0.5179788810787329,0.54054785
0.07421631,0.017199248,0.73281395,0.7598760259876026,0.12164671216467123,0.061817758,0.038344475300668514,0.048505493,0.10327289,0.08099407809940781,0.08956446,0.08073979,0.13909909,0.16088504,0.05397418,0.04013267240796035,0.08929465107053489,0.059625648,0.057063423,0.09904759,0.03163609189816551,0.06778907
0.4134204,0.40970606,0.3522562,0.4428176742817675,0.46137858613785865,0.41334388,0.28280259696815585,0.42319235,0.34546226,0.42432867243286726,0.40302873,0.36845338,0.46503013,0.4191972,0.3536211,0.36281975176918513,0.36107369389263055,0.4204551,0.4247333,0.42642865,0.3582989514979371,0.4178459
0.08038085,0.084074534,0.7250849,0.6865461686546169,0.17318148731814875,0.14309962,0.035713257142795427,0.11187018,0.092948474,0.09101883510188351,0.07369386,0.05601471,0.11452939,0.19350466,0.060908675,0.07516257950975477,0.12829956717004326,0.08078458,0.08828565,0.055634875,0.07666583059994984,0.085432224
0.1012338,0.14408693,0.6781506,0.6572510657251066,0.1881047988104799,0.18726176,0.06645733398744004,0.1512154,0.13885835,0.13568773356877337,0.1082139,0.0978386,0.14273392,0.19413581,0.12756589,0.11972751718365103,0.13943670605632938,0.122465424,0.12438789,0.10697785,0.12948290776897448,0.13129622
0.038670696,0.18445706,0.70864475,0.6087603008760301,0.0902123840212384,0.20244807,0.21504841290290477,0.07732646,0.0193826,0.05230244523024452,0.028143734,0.21792611,0.039136022,0.18379872,0.058508664,0.03805796228347774,0.09700649029935096,0.13010207,0.048459418,0.032903407,0.11537849692270982,0.11620788
0.19117284,0.2209593,0.5440525,0.5590569559056956,0.27636892763689275,0.26170588,0.1214079932844796,0.25516492,0.21076985,0.21703367170336718,0.20231536,0.1852813,0.24654818,0.28908253,0.21160424,0.19877740192664412,0.203732779626722,0.2039212,0.24294408,0.20573372,0.18998341139900468,0.20462027
0.04489159,0.1759024,0.75753826,0.6221825622182562,0.08643836864383687,0.20184422,0.1983515119010907,0.053453363,0.041123778,0.036152980615298064,0.03722407,0.21396056,0.040441312,0.22255719,0.061632648,0.02655653859339232,0.10786560921343907,0.124755435,0.0511482,0.019181702,0.13073460784407648,0.098640025
