Transactions,PointsAdjust,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_PointsAdjust_Transactions,MI_PointsAdjust_ManagerExp,Effort
0.1481247,0.23781478426888708,0.09854265191255912,0.38978088,0.090759866,0.050808024,0.19575852042414796,0.26749295
0.30769134,0.2891502173490131,0.12247582734854964,0.54487926,0.18335071,0.13038374,0.2716415528358447,0.39126194
0.1330404,0.20415484224929056,0.08111411086684665,0.33040583,0.06445748,0.06972323,0.15644825435517457,0.21127926
0.17147678,0.1662918899775134,0.03144947588696855,0.29935205,0.1094981,0.082078196,0.13974170602582942,0.1284489
0.3598141,0.3790905427454326,0.1958964417537865,0.6240739,0.33071882,0.16818553,0.37414314258568576,0.42395896
0.22280088,0.20555616233336974,0.05359031621541897,0.18220109,0.15784633,0.11708565,0.13596510640348936,0.10733912
0.19995895,0.18390484103429047,0.06667008400020505,0.310312,0.05996529,0.050246693,0.11228014877198512,0.20262513
0.08795479,0.07516959451017567,0.02591141255468475,0.21015477,0.029689008,0.09240518,0.06275955372404463,0.1340263
0.23360273,0.2824707769482466,0.11506507690390462,0.49881637,0.16850118,0.07675824,0.25412539458746053,0.30208445
0.17199004,0.14473414868404894,0.05053526303211578,0.34358257,0.101318136,0.059607435,0.07685711231428877,0.24640936
0.15537652,0.1657919399475164,0.07836841470210489,0.3686142,0.10369478,0.08612123,0.10606120939387906,0.2287644
0.1718696,0.17697441061846464,0.022624423357465402,0.19752632,0.02499565,0.1236389,0.1117834638216536,0.1082821
0.30112237,0.2983834879030093,0.11184199671051981,0.44561595,0.18773544,0.1420127,0.2827846717215328,0.28268307
0.14059432,0.28889161733349705,0.1975720518543231,0.50359243,0.19421999,0.06326042,0.26997861300213866,0.37696046
0.24023867,0.263766415825985,0.1123577267414636,0.46704346,0.16541494,0.110043615,0.1513695748630425,0.21505168
0.20704296,0.32430661945839717,0.2448769146926149,0.5697232,0.25974566,0.091453955,0.1915012008498799,0.34564817
0.10359395,0.1413342484800549,0.07147512428850747,0.27399373,0.054803006,0.045233544,0.1111470948852905,0.23676485
0.18494204,0.22441881346512882,0.0015633777938026676,0.23448168,0.017795302,0.14134511,0.0907220749277925,0.11882895
0.23280084,0.23311230398673824,0.08361912501714751,0.43596005,0.1708765,0.07398747,0.12427011357298863,0.28158477
0.39034042,0.34408729064523746,0.13630540817832448,0.4560094,0.30490863,0.11083357,0.3823653617634638,0.31352013
0.15377653,0.1444037186642231,0.04502911270174676,0.27889642,0.094462335,0.08459077,0.15397718460228155,0.1992595
0.17527649,0.22731147363868842,0.13249539794972387,0.39345405,0.15176821,0.051147267,0.13448478655152132,0.23614253
0.14186606,0.1387229983233799,0.06706838402410303,0.29762387,0.09168309,0.09558654,0.12351538764846122,0.10621586
0.15594596,0.1910076714604603,0.07592583455555008,0.29400876,0.030360095,0.06121648,0.18595559140444085,0.21101847
0.1545153,0.28073641684418504,0.2766037465962248,0.406877,0.2106485,0.09085558,0.11427265857273414,0.1295914
0.18883765,0.20847557250853435,0.08398259903895594,0.36991853,0.13280737,0.09367661,0.17472724252727573,0.24662101
0.31318963,0.37288850237331017,0.2693686961621218,0.6469614,0.41578943,0.15521494,0.3621477637852236,0.58968705
0.23058441,0.2857205771432347,0.09187242951234577,0.44583565,0.07398583,0.14374559,0.22755122724487728,0.23973615
0.2889249,0.3082745584964735,0.13574828814489728,0.51741886,0.2224166,0.15118276,0.16335152366484762,0.2188772
0.28530753,0.275092716505563,0.04768074586084475,0.36956808,0.012200337,0.08652669,0.1816650818334918,0.14850713
0.15914494,0.11081950664917041,0.03768007226080434,0.28170544,0.14298886,0.0642001,0.15549042445095757,0.21433531
0.6154623,0.5762166745730004,0.4154882049292923,0.62237895,0.61038804,0.4101979,0.6425177357482265,0.54982626
0.2609023,0.27120571627234297,0.10808461048507663,0.44453356,0.15654647,0.124663055,0.15893580410641958,0.26250172
0.20666829,0.16873933012435982,0.06137261868235712,0.28859738,0.15476057,0.06665149,0.20184922981507702,0.2552021
0.035156302,0.4424300465458028,0.6738570404314225,0.6767511,0.37950802,0.11521855,0.23456395654360435,0.13960505
0.18596363,0.19905667194340032,0.07306817438409047,0.31244922,0.12157716,0.099906944,0.1300824169917583,0.20238425
0.25259796,0.2893774973626499,0.1097756365865382,0.51677775,0.20517318,0.10676106,0.22370094762990522,0.29960588
0.13433036,0.23979331438759885,0.1355020781301247,0.43267512,0.17386134,0.041144013,0.23616782638321737,0.34991622
0.17632487,0.11686625301197517,0.044573555674413345,0.26928377,0.18027443,0.04245157,0.16656452334354765,0.25904226
0.27664128,0.3462233207733993,0.1933307715998463,0.54185516,0.1916894,0.119909726,0.303465989653401,0.34279028
0.18813437,0.2429679745780785,0.16293548977612937,0.30645424,0.01626981,0.09939374,0.2115781088421891,0.18118954
0.31628385,0.21466631287997878,0.03965012237900734,0.43084478,0.1892558,0.098227434,0.22323981767601822,0.1976828
0.33318296,0.37361482241688937,0.3010807480648449,0.4630159,0.18081313,0.08970927,0.4187454181254582,0.35881197
0.23059788,0.3017863181071791,0.15565467933928076,0.5462714,0.20397766,0.11245221,0.2637521936247806,0.38418758
0.23018947,0.2539363952361837,0.10536033632162019,0.42141882,0.1840213,0.07152504,0.19764779023522097,0.2774474
0.19008747,0.20616291236977477,0.033358672001520324,0.22689791,0.019755874,0.10471013,0.1501690249830975,0.13064094
0.24147385,0.24293861457631688,0.11518437691106262,0.46499246,0.1330127,0.10814704,0.14613932538606747,0.18478243
0.42445678,0.38387038303222304,0.21533018291981096,0.32293198,0.21952073,0.13132496,0.43069875693012427,0.19136783
0.3609982,0.3260387195623232,0.11950526717031604,0.41718477,0.3373971,0.12601693,0.29160312083968787,0.26264012
0.311442,0.3353523801211428,0.17641927058515625,0.5993842,0.30748326,0.14653319,0.13800142619985736,0.325595
0.36670533,0.40142302408538144,0.19901950194117013,0.6421411,0.36155537,0.16153398,0.30704436929556306,0.47083473
0.5863715,0.4621910277314617,0.14231265853875952,0.7480797,0.30834228,0.2341977,0.3215899178410082,0.3339082
0.22908258,0.3281820596909236,0.2151060929063656,0.542464,0.32567194,0.08975037,0.3313623368637663,0.4553159
0.14239985,0.3326843899610634,0.3023176981390619,0.5981526,0.30693373,0.0666427,0.27568513243148673,0.35720515
0.14669965,0.1675835900550154,0.04580068274804097,0.31018424,0.05180808,0.093030386,0.1411822758817724,0.1684702
0.5264254,0.5136829908209795,0.28773467726408064,0.7358687,0.42157602,0.2770616,0.41447772855222714,0.45573467
0.19796205,0.25741451544487093,0.11756793705407623,0.43483987,0.206056,0.10899983,0.2505380249461975,0.32054836
0.21191731,0.2585727755143665,0.11589520695371243,0.47988564,0.20740992,0.08633273,0.2764171723582827,0.3871348
0.20815498,0.1361907381714443,0.04958905597534336,0.2386319,0.08934548,0.044111438,0.0806625779337422,0.2674024
0.16297582,0.14470758868245534,0.060077517604651055,0.32091975,0.12691057,0.06681763,0.16887694311230567,0.22646779
0.6339663,0.530967731858064,0.28965778737946724,0.8438551,0.5800899,0.4162351,0.38448300155169984,0.6084113
0.17974842,0.20960506257630374,0.09182508550950513,0.3617291,0.11806029,0.06835476,0.11297334870266512,0.22320639
0.46817926,0.39792617387557044,0.20887120253227218,0.73590326,0.36509693,0.21655509,0.32681628731837126,0.529888
0.47376722,0.43878892632733557,0.15225667913540075,0.42819154,0.36014542,0.21762231,0.2959941304005869,0.19275947
0.21094015,0.23244997394699846,0.1067069364024162,0.45101628,0.13079244,0.097129345,0.1393548160645184,0.2125314
0.111254066,0.14262503855750233,0.06720423403225405,0.29218474,0.08623148,0.053963274,0.08624798637520135,0.21700466
0.28034705,0.2128548627712918,0.07954919477295169,0.38992828,0.1241464,0.07766208,0.13641683635831636,0.2387793
0.45449382,0.3583514915010895,0.10036765602205937,0.54780823,0.20761843,0.20736825,0.16816554318344568,0.29284346
0.18094724,0.21017247261034838,0.03901561234093674,0.36015707,0.030153776,0.07383269,0.10991435900856408,0.21810837
0.41855898,0.3880852432851146,0.1739200104352006,0.41058224,0.3460165,0.1688785,0.37483444251655573,0.22182493
0.32934552,0.3581210914872655,0.1832055309923319,0.63322145,0.28204334,0.14983502,0.34078558592144137,0.44991452
0.35607335,0.38669662320179743,0.23778867426732048,0.64620876,0.32850355,0.16730891,0.29865471013452893,0.42155343
0.15760717,0.16989357019361423,0.048179712890782773,0.23592672,0.07139408,0.08969059,0.14551250544874944,0.16454211
0.25141236,0.3309079898544794,0.14913125894787554,0.5607033,0.22431311,0.087156706,0.31843216815678316,0.36381203
0.20527706,0.20594656235679376,0.06011311360678682,0.40893567,0.14586082,0.083534256,0.202364709763529,0.30972692
0.29716697,0.3709780222586813,0.15291359917481595,0.56152004,0.22631648,0.12910838,0.34064730593526943,0.32803637
0.12500066,0.1934553916073235,0.06452607387156443,0.3658551,0.14589258,0.06415324,0.17452295254770472,0.25847483
0.30168217,0.2943605376616323,0.1100230466013828,0.5144323,0.16556232,0.09734702,0.27947590205240974,0.35091126
0.20361716,0.20226824213609454,0.08814424528865472,0.39908415,0.15922967,0.082266495,0.10304714969528503,0.30084738
0.37961155,0.44180702650842163,0.39615895376953725,0.81717205,0.5315246,0.24090526,0.37790283220971677,0.67027235
0.06868787,0.034161737049704224,0.02448622146917329,0.1963079,0.049967058,0.041867733,0.06251093374890662,0.13633832
0.26429656,0.3597305915838355,0.24279104456746267,0.5669317,0.3760212,0.11045654,0.36415454358454563,0.50765556
0.21836588,0.26230646573838795,0.11428833685730021,0.47361523,0.18902822,0.11519895,0.1631821536817846,0.29943943
0.34704265,0.31001506860090416,0.15303339918200395,0.45046192,0.26606745,0.08296875,0.38512613148738684,0.3401903
0.1753225,0.3653327719199663,0.38723477323408645,0.4941665,0.1710779,0.06155043,0.3545173045482695,0.32042044
0.11177185,0.5005197800311869,0.6673086400385184,0.5716729,0.1858931,0.05330641,0.47886528211347174,0.39010996
0.15690058,0.26156996569419794,0.15073967904438074,0.49402112,0.2251294,0.069463745,0.26455134354486565,0.4072522
0.2075716,0.20319429219165755,0.06395209383712563,0.3481868,0.073646866,0.07951641,0.1297467270253273,0.17883992
0.16113225,0.17275935036556103,0.04010324240619454,0.31475252,0.035888955,0.10897516,0.11508888849111114,0.17879704
0.13606575,0.15191510911490655,0.04491959769517586,0.28694975,0.042864308,0.10059513,0.12906260709373926,0.15438996
0.10325988,0.14555311873318713,0.08727013123620787,0.25864935,0.0964863,0.061919495,0.10383778961622103,0.22132573
0.52309704,0.5287303617238217,0.3612633016757981,0.7644768,0.5347022,0.33529127,0.512278978772102,0.59613633
0.066132255,0.15815383948923037,0.11312191678731502,0.3356974,0.11877942,0.0337267,0.11764634823536517,0.24385318
0.18697196,0.18901105134066307,0.07154529429271765,0.33242035,0.17687678,0.059697356,0.19800025019997497,0.23903576
0.6581339,0.6915788414947306,0.5978902958734178,0.88401896,0.6399594,0.4836713,0.6768833923116607,0.7415932
0.15158829,0.17513662050819723,0.056713938402836304,0.3147711,0.045476526,0.06468214,0.12864850713514928,0.21253146
0.20837641,0.23843383430603005,0.10426432625585957,0.43269187,0.16645126,0.10088098,0.16476777352322264,0.28119728
0.08543301,0.09510629570637774,0.054907983294479004,0.26194406,0.08008756,0.0458556,0.11144347885565212,0.16456951
0.17925817,0.32465391947923516,0.2427574645654479,0.58158076,0.2921385,0.0649288,0.3223459977654002,0.46349716
0.1883798,0.23313277398796645,0.10851340651080439,0.44667602,0.1836394,0.10635895,0.10840499915950007,0.2257683
0.39231712,0.39726472383588346,0.13281858796911528,0.24708885,0.36948848,0.16529998,0.24661112533888746,0.11125634
0.19647226,0.23210644392638666,0.08484463909067835,0.3933274,0.12053715,0.08789503,0.19312908068709192,0.22997917
0.16424711,0.18520629111237746,0.0850966751058005,0.39898825,0.08999624,0.07321024,0.10570789942921005,0.19206253
0.14595282,0.1996485819789149,0.10687932641275959,0.4007405,0.18016131,0.084956445,0.0807386719261328,0.20412296
0.21561098,0.12456536747392205,0.032757298965437935,0.2834797,0.044459794,0.07703293,0.07632681736731826,0.17226124
0.22937149,0.22489841349390483,0.061137366668242,0.44457608,0.19406693,0.06647303,0.2327146867285313,0.32238728
0.38715732,0.3605211216312673,0.13228191793691507,0.5535845,0.23571861,0.16176403,0.27581182241881774,0.31121778
0.38240245,0.32022549921353,0.10484517229071035,0.5165555,0.24200308,0.14290006,0.29364559063544093,0.2862485
0.16645609,0.2431977945918677,0.12323929739435785,0.437656,0.1741793,0.052911386,0.25988412401158756,0.3606817
