size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
0.022753006653266836,0.07358462126544081,0.20168128446367176,0.18805632618422014,0.06369682864843343,0.17283124107069042,0.16797805201952148,0.3439067868117046,0.4300100817879598,0.13610362371599327,0.28828477816625914,0.06215284278849663,0.8992163194858398,0.6246657249170597,0.227981148022451,0.06874427133300823,0.03752556167631582,0.4312349583157497,0.10728788064139519,0.0987181770563941,0.4583437486645447,0.021444241997870706,0.4363642090336063,0.16657044311576324,0.16814810342326633,0.04389990056572554,0.19647709926316903,0.33645548500882044,0.3956557848564801,0.037492721405261255,0.012828905699488212
0.04070519164937995,0.08133052874061844,0.06310368946810793,0.09962242954139773,0.1163113524266142,0.14150246645785602,0.11755314508646797,0.30716383010164217,0.42401652606585477,0.10406379000087887,0.24257446257032378,0.11639390962900997,0.652767835758235,0.293341922949202,0.2006477465103818,0.07605199665826695,0.10458124976049252,0.2566806973229048,0.018449177270556658,0.08071051034911762,0.10636996778516102,0.1374265528731182,0.25396792881139607,0.05564273517461682,0.13132409199306938,0.03355306278515423,0.1600921301197821,0.25592590318712927,0.3170512063330833,0.04579681779196265,0.0342616349174757
0.041183652915769274,0.12470107432122297,0.15571016908986965,0.1081726246878623,0.0721832230884257,0.04837118953173841,0.047013233705062496,0.2257250695108272,0.3448351835384411,0.22046165141439106,0.2217633437858456,0.163074879109627,0.7147083142872174,0.39834018015681866,0.11472238576553068,0.14259624105844138,0.1067762771536574,0.2815447398289395,0.08384397388032397,0.05178423716407979,0.35541631371621557,0.08916562634254208,0.31348104480295447,0.12528162068590232,0.20603939405614577,0.04343197676410229,0.16541425091046136,0.3109070394585772,0.357599974630462,0.07167872154234056,0.06445027737132289
0.10031415107914021,0.15899462313210067,0.15939457508554608,0.17340055988098518,0.07607187314725708,0.09182342719167985,0.061095371479366445,0.31202979624707605,0.43175590009873466,0.18881978716124337,0.1711268157805763,0.14466221521979636,0.7225217966099797,0.4208549911242754,0.09969871432047628,0.11204501337658407,0.10721192740617877,0.2896948651873132,0.06503506782042445,0.1268309073319456,0.2186107870243803,0.09459629291271018,0.22460183032480766,0.09948374962190953,0.21929674374569294,0.10821118361154529,0.2357094333491814,0.36714032844602473,0.40695850504258696,0.11653784954356383,0.09878671898033284
0.025739260492680598,0.08664298591907037,0.12961505656955233,0.15496862758912422,0.06709971706611409,0.13288566663640838,0.12312138843625442,0.3285411997070193,0.41932331690823876,0.13265047844560163,0.2699942168662835,0.07328479795249451,0.852420367311294,0.5532964731872914,0.17416614791346202,0.07349641644764188,0.05574472566492222,0.36938152851322054,0.08895977093068572,0.08688549704742377,0.3750146790312015,0.03977533791344001,0.3815044541196506,0.1484785475763571,0.17247131230847618,0.04195780214504335,0.18444110855887036,0.31861897069551426,0.38235848237843745,0.046307013709746894,0.015543586863120733
0.031498772223931736,0.04652833590715394,0.2006939305061581,0.17775610158567406,0.06542526358645182,0.25153801848341734,0.2444735207856774,0.42639160816197075,0.48942743038430947,0.03646021462758353,0.25755055685632816,0.008243450689991869,0.8888780714754623,0.5810556284444137,0.2393300323252387,0.027090010877431986,0.004151804446559812,0.38505404408319627,0.08117057028205571,0.12271469531645654,0.2700779291179878,0.0,0.34351416063702855,0.10846905311245014,0.13949902968405964,0.040649523446682226,0.2202234718566896,0.33323796740874656,0.39386395540536057,0.0275850923046796,0.02730829367510912
0.08197799093436928,0.02034951650352939,0.3355113834622868,0.30295145968338905,0.2192422536304827,0.48779258439997797,0.48988089880065566,0.6296083085411717,0.6495413083215205,0.03327106764158477,0.33835521509808836,0.003942347154289982,0.8923339327152026,0.6253363939888024,0.5225820408619928,0.10113945239310435,0.030900843766818037,0.5951269215524828,0.10170103402579544,0.24987758658955808,0.1010009255253571,0.055418632682284974,0.3744561991583899,0.1886507773291784,0.07538170486106234,0.03558829593972421,0.3208227509399303,0.3183753547930847,0.38767069892518197,0.021598102118038864,0.08497567867728106
0.06892696495552339,0.106042489236416,0.1257375833491907,0.06853102697569603,0.1890392235204094,0.15368545025093272,0.11987340850061318,0.24197019093802272,0.3622159631256547,0.2004866267653404,0.31747696005012266,0.21723550227927108,0.5272791004456066,0.205695786624888,0.2074981550499823,0.15544542489608626,0.1725540507308391,0.16866271040158232,0.03765072527581195,0.05973824888952832,0.15829242327827991,0.22327605722558416,0.25405287485693695,0.11610491504682491,0.1597536522184656,0.019715030236363805,0.15435393862833038,0.21823795534170537,0.2979209909562143,0.07917179149299572,0.07510953493980041
0.03733356017811496,0.12339175048329,0.13595493272997924,0.11641683928538453,0.11452353073599872,0.22133039480154038,0.17885416967821005,0.28961333838987974,0.417189381857045,0.14395076597392586,0.26159780031455354,0.13913148666276645,0.7213955092828679,0.3491489286978028,0.18305755178425676,0.10188989576497354,0.13389333971809145,0.20222942857347054,0.07193930026900272,0.07221660790006676,0.20817987916069303,0.13446897007383682,0.2905237317418199,0.10824178039988919,0.1523237649524873,0.03801144358746277,0.14261339336886128,0.2880243033741272,0.3226625695309986,0.06550521583540413,0.05550717295696098
0.03977831525654527,0.07577564124636126,0.18211571980706512,0.19627487643897223,0.07177051815051619,0.20737985514603985,0.20365079218791882,0.3887294345865372,0.47644296498552896,0.0710889570607029,0.2751643569798165,0.04519263659838291,0.8713074005977258,0.5580763926762493,0.18770987895686686,0.05653162428400249,0.022182514017145938,0.3801134513146039,0.06482978861555744,0.11614863426662708,0.3213852263673452,0.01717122894384379,0.36510065688824733,0.12964196100295428,0.15517140903835347,0.04379569352240699,0.21231482794084539,0.3203957424417794,0.3979630809872939,0.03907859442405141,0.024035784477174464
0.13384884009329032,0.2048468127627587,0.24169591252903425,0.08183923401819322,0.2948914635612234,0.16479672650637317,0.15365669428680617,0.18848312017213614,0.29128069470834517,0.35765869718134835,0.3386988754600287,0.35044323066486854,0.4227204320746779,0.15649578116309293,0.2595159068951615,0.32829838292863867,0.3061321183345852,0.17536785528182436,0.1264275095730894,0.06204210092584221,0.2890592482579809,0.32703225479968556,0.32663749310857315,0.2831964569389044,0.19475088294437254,0.0472722410707258,0.1557569711317243,0.2248193372627936,0.2803908377063925,0.15325958825227848,0.1659648177692704
0.024726741876134155,0.08115147235925298,0.1974814489302605,0.1824369132930438,0.047644759883412796,0.15320810015738795,0.1477364459719343,0.3309750417785801,0.4240351871840661,0.13976605919256613,0.25933593014701756,0.07038303937645832,0.8985986105510528,0.6009333641932956,0.1974799061864907,0.0651663958269327,0.03278863268562304,0.41246243033001034,0.10482119127012099,0.09753232504095558,0.44885237197338285,0.010663535500212956,0.41695759295358237,0.16603201476043655,0.17868872198142552,0.047634720982178184,0.19590532453888504,0.34558237924732627,0.39514437365096233,0.04082846459184294,0.013839541853113035
0.0808041001266164,0.14912813653283094,0.19425364771679002,0.1190928896380435,0.18091673790327598,0.13101902253855685,0.11590729904678893,0.22227278651616098,0.3487562493399118,0.27510799219579724,0.2900430831693059,0.22894617151565794,0.5839044532241735,0.2353759434128506,0.19911208068437658,0.20723695795514296,0.1929296779783302,0.29928295747128236,0.060425833580910165,0.07971361991050849,0.20854839162894218,0.19402966859005802,0.33646709873820524,0.16513972638888086,0.17432468324431694,0.03460884139690081,0.15881947228289897,0.263426876055535,0.3043331975794748,0.07999927305562418,0.09297185571313055
0.04396752843037103,0.11809529975948428,0.12898327736879614,0.0879033213143605,0.07197872370610289,0.08321981489558994,0.061544228940332735,0.23019931216017983,0.3633318065512728,0.16855875376842644,0.20100482839083528,0.14712231142130122,0.6924273728398193,0.33465742827811185,0.10210750464047591,0.10126420212841347,0.10428912344817673,0.21481650260502438,0.04941861002051798,0.0464610895787544,0.2566723587549371,0.10287173321370116,0.2520989368501314,0.09411138593382112,0.1850723241258378,0.042612020300696725,0.14781381233564142,0.29576888920178174,0.3435647137302153,0.067885499928803,0.05643148874105499
0.013543045545260153,0.05946778111462509,0.0955792785043593,0.0858861585876342,0.07554654783157524,0.14254621683480473,0.12496363107728392,0.3063946797335942,0.40044134468087583,0.08357125714861827,0.2779036525733563,0.0667118490324154,0.7605286161389472,0.4023544519257778,0.17332875705582085,0.035349055044823885,0.04480546386025952,0.2650993241110445,0.04715589270524262,0.055872887063518464,0.20458891687775393,0.05411423721436981,0.25760793844656826,0.018710794543905063,0.14591231362867976,0.02172572098144404,0.1518072851654815,0.29968072963570547,0.3639319027641654,0.04379307538800133,0.03072601428926336
0.17701120910973886,0.25669817592141075,0.19107638141167702,0.11859072823521309,0.1781752144549116,0.06666719076106736,0.10017764370790178,0.290850232650526,0.3901570882817746,0.2770731731599019,0.20388071788424328,0.2630605560486141,0.6071979518589543,0.3330378067546782,0.0767802004350609,0.2794168893179903,0.2603907553836329,0.2307972260778266,0.21757597341031865,0.13946539403250655,0.3772980806325184,0.2234009326730169,0.14938580549192884,0.1780067076197724,0.2912808831800679,0.1567036516642411,0.23989577661944522,0.3225581938947482,0.4035627879109978,0.2386445769383866,0.2027042701047831
0.06743565095159154,0.15321006896447212,0.1481241233113573,0.07813919475094837,0.31453687625901294,0.17376920626844744,0.15982073274147385,0.19869536376899058,0.2961441490990341,0.33178257136285133,0.42565375745082407,0.3611338358822178,0.4344407609937158,0.1967960814818637,0.35704819426174056,0.31248371855738133,0.31502170372371696,0.28311923798373156,0.08661546337219686,0.06480030620589959,0.27269271387333827,0.3350890706711287,0.4338256585018643,0.21716678453832028,0.16057799638681575,0.029939367087879393,0.130161105549835,0.1860475218918201,0.24816990346272205,0.10517671009029504,0.11362279391681004
0.7402591638380764,0.7468302458347331,0.7363020173568575,0.7155287221378624,0.3842709456801472,0.27530725546052104,0.3537632224374192,0.6877791896417154,0.8154775429505483,0.6080692602361737,0.08120150503566242,0.3065289532812678,0.8445260768945677,0.7651989794070027,0.23524227324581776,0.6787453140746958,0.5476428380107848,0.7518691672378497,0.7455030171695423,0.7177938544124217,0.7677499196531592,0.38174477484364266,0.04517368662616378,0.6815201595482738,0.7688484825412146,0.7136103096320006,0.7513596021343982,0.7774396481651064,0.8175603037979817,0.758481715727917,0.7155635871830869
0.05494407139365446,0.1175649484100777,0.1608520893833605,0.1277838879096011,0.12572663266005255,0.19579740492200798,0.15847401896069785,0.28839424883254244,0.41388543435985736,0.1503621551525392,0.2615451321425863,0.1443278522962141,0.6978886584878028,0.32360885526741234,0.15797188315401017,0.11081261377560231,0.11306075343728889,0.2549456309851294,0.04317654082659264,0.08134879687429021,0.16629551011901866,0.12550423127418606,0.2868297002394835,0.11000603141479082,0.15967067130470622,0.03303129923084427,0.15617427229946806,0.2918046012864173,0.331006427235317,0.06781036776511487,0.06097322806671695
0.02611772058242777,0.1260459652902842,0.05735211391799222,0.03414702247436524,0.0942032040912634,0.05238619157017904,0.04755189901767615,0.20894688864211303,0.327190496740012,0.19458698871891594,0.22897184364709228,0.18315992389290628,0.6378507518523554,0.30541884987265955,0.10781549705542082,0.1309081351380585,0.15253135120516495,0.13744580976413467,0.0745137157567845,0.022984454719543593,0.2839249826866461,0.14823455188733844,0.2583689571834946,0.08708103280628943,0.1838452294239003,0.039691236737228366,0.13094848671416412,0.2691591444361846,0.31936037462251726,0.08023400164519891,0.06470495564942419
0.04710392222059207,0.06957142316589136,0.1431171617298184,0.1731962573996383,0.08134566422268183,0.2078907341788695,0.19827161294957107,0.40420166970152893,0.49790543103640394,0.038643210079823465,0.22131700316244401,0.03402352855200606,0.8074069780875434,0.4512878918953296,0.19567263058092327,0.05278903983912653,0.03425095483921228,0.33998486670676825,0.03265414162304414,0.11962546941078309,0.16964314880000747,0.043681973300933236,0.26354124076823193,0.0682706532910059,0.13297721777828425,0.04326583820242237,0.22115354568883566,0.3049532319745041,0.37220553961450753,0.03521519450273368,0.03110058872325261
0.04929436997149835,0.14575150122493202,0.12430036922912982,0.060254001003239896,0.1079034529767445,0.03966272068622295,0.03556964596622786,0.19150762506642724,0.31957167661926306,0.22645803847064105,0.21357498702784433,0.20558662867450755,0.6252688337847885,0.28561815987818223,0.11103607975934526,0.1696072719720978,0.15986228064755867,0.18644258765819838,0.08296773658222342,0.030815207928060084,0.2965130202860406,0.14734810150899189,0.2636329872696659,0.1275238129823274,0.2002075325594554,0.04475270688516848,0.14428210047578616,0.2817843363094974,0.33234344436866126,0.09213872597265105,0.09071162626428597
0.06371147645500388,0.17052431116115513,0.10837078459696256,0.046062895370829596,0.18138798278268073,0.1072696110699547,0.08937545188930923,0.17637550143306635,0.30911617274303116,0.2569440673434814,0.2883860008214852,0.2238250619484447,0.5484842981936351,0.21191888348607185,0.1740913471785765,0.21602695675680444,0.22391852903985307,0.11762402324628674,0.08792860097135369,0.024821409238325876,0.25577705493265207,0.21974200124164703,0.28415848116470577,0.15174688398402614,0.18911708703261515,0.03694672251490601,0.12682174681997724,0.24479626508004892,0.28902370989769344,0.10000145750160627,0.11168513831317797
0.06780475152849785,0.1356870826689864,0.11565407852489426,0.08620283143568329,0.09313099826821633,0.0803533755630586,0.0566450500453799,0.23760747397073315,0.3668058584828968,0.17962044887135287,0.20293232368800374,0.1661954088015776,0.6289171757272685,0.3007383510459306,0.09910870948488953,0.13416072094416337,0.13259504492473714,0.18206269068373399,0.058849760145286756,0.057314755180342236,0.2233998831531554,0.13549840968293,0.2291090054619592,0.08542727866417094,0.18921891574657776,0.050011775138737044,0.17060843972827605,0.287940269676591,0.3442000142126055,0.08878893947762134,0.0786184167497744
0.07898718314952743,0.14633601708818042,0.11908671854603345,0.12447916238515654,0.02924866849951782,0.04550853350566214,0.03886552443273256,0.27745754363173497,0.4073314092266043,0.159782337549431,0.15136534623881337,0.12210428421856606,0.7171086931582071,0.3893450957108855,0.050976552570792144,0.09293031103727611,0.08417398048773947,0.2142783123244143,0.05504513286670959,0.08620934128278726,0.22962620717835358,0.06659424402450254,0.2023115226805345,0.05643418093192021,0.2183109480332683,0.081389829876195,0.2071096692860216,0.34175399329296197,0.39600559083801945,0.09142484967220998,0.0777814838370135
0.06411046229878195,0.056375635521489775,0.20790394218509375,0.23340914178108202,0.12162088003029173,0.29026025831876,0.27151192583782346,0.47390930173605866,0.5442858190520116,0.050172206001391884,0.2552013274884259,0.01761139897503855,0.8332732276909802,0.5272945397856404,0.31408817796353644,0.08093749309387249,0.04067764718379735,0.45894520475644945,0.043071713170618864,0.1770424101395446,0.15470492952016102,0.051138731516935154,0.3362314689068243,0.1381233195960817,0.1115758640972576,0.04643651584688048,0.25719748989869673,0.31481960980133356,0.3751390191431573,0.03394560126728291,0.0511162262211732
0.09986764167985768,0.06401395304782356,0.3415680585477022,0.3527534205069746,0.25377072336473905,0.5225925181184142,0.4920661524918032,0.6434628185654279,0.6715197181072012,0.059170150178366215,0.3760731625907065,0.04204275430685693,0.9121359858333954,0.6459243599197484,0.42756112639681737,0.10584061524336641,0.053247158844481,0.561902513572889,0.12753189407718057,0.2599090888425979,0.23234575016435244,0.07000956943861975,0.36734437783046603,0.2235928772545086,0.1304780633781129,0.044211146730116,0.3445095385650126,0.32748230957046454,0.43273070358396526,0.06392703537793744,0.08918819440388809
0.19667383785885617,0.33503065501593365,0.26950297796843126,0.1818958010357396,0.2668521732857052,0.0725410639222791,0.1242456328571297,0.2540843693046274,0.33402068098819937,0.4302292809991616,0.2667471236516305,0.38097596147781915,0.557088118934034,0.35703621594535395,0.18122086803391096,0.42948959557012023,0.3840221184013103,0.2884346341120641,0.3146413602645782,0.16963650731312815,0.47720953812128303,0.2979708826213032,0.24337643350925833,0.2674412433641884,0.33828607592288795,0.20999645424792546,0.23486875649294592,0.3723853420650051,0.40278780218602095,0.30173833830194335,0.2888082369516147
0.12383295274305037,0.2542542124357968,0.2110945319325808,0.043584720820397924,0.38746952717257366,0.23488380520049862,0.22164185407461345,0.16884921386588325,0.2592667970048224,0.4452879975971067,0.44773556336578174,0.3725663792139002,0.38278051569974414,0.1676893180881183,0.3553377058653247,0.3880339398439915,0.411816216474716,0.10364712278107069,0.18032001419677335,0.047667202978184914,0.3848759585275658,0.42113067859999453,0.4081701750854918,0.35635224827290723,0.19879707983777717,0.055425046091521026,0.12302498169806586,0.182097832153108,0.22937274525343135,0.1726185514740556,0.19321496803911914
0.03782172332824236,0.0608226438350426,0.18532738566200105,0.19124188742403603,0.08008910102423458,0.24793984837539534,0.24269948242064587,0.41428658043573063,0.4994866814784814,0.04906612475558589,0.2645259584878495,0.03187280104347112,0.8776837386382466,0.5724583447402636,0.20958849640351784,0.041812074511126396,0.02402271676438794,0.3863818471859653,0.08416664784088132,0.12861648502193596,0.2957691022052793,0.018864449360888075,0.31257888677968704,0.1031076383152627,0.14467177618317922,0.04109143074300315,0.21914574923947727,0.32569778018830825,0.39661729370006327,0.0362701553671042,0.023690112766695852
0.04950758866640544,0.10317137970274087,0.15956123417308185,0.1274761370812822,0.09531881723144023,0.1504176364972134,0.11940512903124406,0.28015926118891044,0.40616537244963713,0.14311691307951108,0.23068354843894362,0.12920048475294882,0.7256098846577916,0.3733824460243329,0.14603972383550712,0.08669238665581414,0.08399260126384067,0.2706605385973331,0.04334209407237824,0.07666831837054945,0.23097947335792424,0.09796772692407574,0.28702088849507224,0.11864384632983788,0.16887350564701933,0.038108095163892734,0.16132812942323704,0.29985475402867,0.3507503111662523,0.05992418262991419,0.046003793350255874
0.08101494697494638,0.15781463809111454,0.1410878933566471,0.08506410864309998,0.14559289259344924,0.24578278882995963,0.17357915017603404,0.331839983532852,0.44077397706914045,0.14144290950028282,0.1591037021622001,0.1744623872638076,0.6987100211231058,0.34282998852715496,0.13866891782286145,0.09104258147151834,0.17071889313613156,0.08757882977810583,0.09641153536143163,0.0805736207408653,0.2720312793617211,0.19225161393403192,0.11852740064742726,0.12164288995716405,0.18183680036278999,0.09452354284685323,0.16400121642138527,0.2730757233911588,0.3695857659005014,0.1442405245781215,0.09329274584553285
0.06249513990589688,0.15790757933127045,0.1436551396518597,0.1187159755011037,0.10486263129283749,0.011216840332306965,0.027861633592398627,0.2559463223836677,0.3475634190366055,0.24334974604836118,0.2170156071622063,0.21096305691099157,0.6746449445045759,0.4079833607150916,0.11139320048111834,0.19680445014631087,0.16433677518009923,0.33333781668020773,0.15519235761206063,0.07722835403340818,0.39455904073189674,0.12983689391017042,0.2759323514509011,0.13424770813312187,0.23243457758092223,0.0824664370387071,0.19577534987593978,0.3311162195572832,0.3793190492549506,0.13478483791788262,0.11686659125254181
0.05477837212930125,0.14278311978127065,0.13197616420905964,0.06558888856653482,0.12522208171023294,0.087969397472825,0.06518434558853148,0.19817416091431114,0.33222968296870625,0.21448935022571414,0.2208108466979809,0.2099634439004393,0.6098998993360345,0.256675270019032,0.12197134519970398,0.16650122431586095,0.1621540977612452,0.1880217800103366,0.06451870849713542,0.03936992628674203,0.24724452778010308,0.16273689356089124,0.24797623801404736,0.12306185327160113,0.18752072052917534,0.04274365199655557,0.13364194260116735,0.2708527212914348,0.3180611546724611,0.09315396188440297,0.08904484783636948
0.041781981120740615,0.06968025460110076,0.18854996758769235,0.21191394818846127,0.08430400430575954,0.23932729371859346,0.23346670603924224,0.41569909490755846,0.49660283472165834,0.05294786965033815,0.27976951811948153,0.029066599837127574,0.8814510902177396,0.5623075616769211,0.21457794352482518,0.05833744672116331,0.021526724058160945,0.3964360854735434,0.06814405746681085,0.13138729809109181,0.29576959979955725,0.01837739572045219,0.36675500498640445,0.13235546421369337,0.14443518601103203,0.04310762798667875,0.22280640381890005,0.31972014706721164,0.3973541561790942,0.03724222850493412,0.025173737279823243
0.040466018765493265,0.07895594316698472,0.198612648315894,0.16961900772319216,0.11704223838788283,0.2959618976819508,0.2686514972835826,0.39048835986485086,0.48071293344178967,0.08649446562186905,0.31249928874214256,0.07511243597687962,0.8159598567183199,0.45785849288530456,0.2416392860036693,0.07138016866741864,0.0693495086159541,0.33601055726092904,0.07068935337192547,0.11675685334962,0.2131145069806623,0.06680420957825997,0.3415770686718388,0.1141472644505871,0.13180507272338654,0.03277017025022719,0.19139798273031045,0.30710253094121803,0.35659370427786385,0.04173232308918236,0.03656312444774828
0.04739791157258904,0.11963421968460733,0.19704958105201434,0.14746843410606308,0.08041945083310273,0.1694490928478679,0.1371050425891669,0.305158938814053,0.4064490862441004,0.1748942195850101,0.24315300268072143,0.11637293790738681,0.787966050336138,0.4586373276420772,0.16755716829234496,0.10195721083106418,0.08198740605462568,0.3295591764722124,0.06315949390037451,0.09101069295069472,0.2706045009451364,0.06500181097219276,0.3519821479681371,0.12130246637546127,0.18051243461219707,0.051103749563448445,0.1749823490268791,0.33847606690744636,0.3672659586523484,0.06917279615180025,0.051545354165889644
