size_D,duration_D,app,ifc,source,t01,t03,t05,t07,t10,t12,t13,t15,Generated_Var_1,Generated_Var_2,Generated_Var_5,Generated_Var_7,Generated_Var_12,effort_D
0.38271164296269855,0.328058949683537,0.25101310489868944,0.03406155,0.061360255,0.2863394,0.27076257624575456,0.23419288,0.25054701503282095,0.33411023,0.42743616564617,0.2534212,0.26801237,0.1343559,0.019061565,0.14426754,0.100893095,0.05903826,0.50104284
0.3332664199959852,0.2795923867755432,0.23768854623114535,0.058163315,0.08856399,0.24133267,0.21502195290131718,0.18092257,0.19387687163261233,0.29156926,0.3927619435657166,0.20765005,0.23145327,0.17075242,0.02921781,0.17558134,0.12468656,0.079003334,0.466152
0.15121442907286572,0.12482840748970446,0.20965350903464908,0.16415071,0.27088702,0.124029264,0.1899649013978941,0.120372385,0.10191679611500776,0.23372418,0.3620008717200523,0.08553876,0.20983478,0.28372288,0.13826385,0.26133314,0.23671299,0.20575273,0.25806788
0.047163690829821456,0.05165669309940159,0.34040098595990137,0.5857005,0.586265,0.15242936,0.1914702814882169,0.2013799,0.09530819071849145,0.2099309,0.38438194306291656,0.20619528,0.25925514,0.5770317,0.42131957,0.5782511,0.53312594,0.4802895,0.15736045
0.3483807209028433,0.26770384606223074,0.3506300949369905,0.13284627,0.20837082,0.2966054,0.325584549535073,0.2539496,0.2524461351467681,0.37179992,0.4617088677025321,0.23511909,0.35740957,0.19809443,0.07390198,0.16303262,0.15411913,0.12175733,0.4289363
0.07613549456812968,0.05780447946826877,0.05687343431265656,0.17026478,0.23271166,0.044279784,0.045896085753765144,0.031338394,0.050236437014186223,0.08804205,0.23485399409123964,0.030930802,0.04097587,0.29110208,0.13346267,0.33280125,0.25802127,0.1976463,0.2527069
0.09819980589198836,0.056710263402615806,0.08338847166115283,0.17054623,0.26058125,0.051996633,0.028412090704725446,0.018401504,0.033732982023978925,0.08757931,0.25183515511010934,0.05089633,0.057335407,0.29228714,0.13057575,0.3310007,0.25905958,0.19665901,0.23706192
0.3384567403074044,0.2179926430795586,0.21768653823134618,0.1931948,0.20021276,0.21344058,0.23515839410950365,0.22799852,0.40575952434557144,0.34786567,0.4399690263981416,0.14450045,0.34042588,0.14003882,0.014818311,0.101608075,0.08743067,0.12036979,0.48649994
0.2194213131652788,0.17619510057170604,0.23602533639746634,0.1566456,0.21587835,0.18150608,0.20614548236872896,0.15909848,0.10191846611510798,0.22838694,0.38992300339538016,0.17074569,0.17346942,0.28044382,0.10658854,0.26459414,0.21606503,0.16874701,0.32610863
0.15269372916162377,0.10800380148022809,0.11363445863655414,0.13815624,0.21280642,0.098301515,0.09350988561059315,0.07128486,0.07459152447549147,0.15455252,0.31117731867063914,0.09393932,0.09042755,0.2541285,0.08075678,0.27820736,0.2026202,0.14584711,0.30094278
0.07700631462037888,0.044895416693725,0.04882305511769448,0.18537062,0.25435704,0.03354901,0.02458839247530355,0.025210649,0.05038690902321454,0.07642096,0.24768458486107509,0.031407014,0.025899053,0.2927331,0.12529767,0.3306386,0.24824673,0.20625952,0.2449058
0.0848633750918025,0.045628986737739206,0.05622571137742886,0.19448775,0.2731096,0.041059196,0.040751429445085766,0.03390014,0.08917144535028673,0.11282146,0.28489245709354744,0.03000553,0.06933141,0.26456544,0.0938113,0.29099786,0.21791203,0.17067279,0.24758774
0.08539728512383711,0.12416192144971529,0.08847125115287488,0.2115637,0.19236983,0.028613612,0.0824347449460847,0.10087758,0.13302761798165708,0.008222222,0.042717258563035515,0.028841302,0.08385721,0.48761246,0.40235093,0.524058,0.4812969,0.45443472,0.30215183
0.13131920787915247,0.07125032427501947,0.06670900332909967,0.16510713,0.23131965,0.056436017,0.05149087608945257,0.044737846,0.09006625940397557,0.12002471,0.28747935724876145,0.05891277,0.07205516,0.24402343,0.07386257,0.2709298,0.20468526,0.15996484,0.28117317
0.36091062165463733,0.26811335608680137,0.38188086181191383,0.17548454,0.23652156,0.3042789,0.3594104215646253,0.28877798,0.3363350201801012,0.4265842,0.49774472986468377,0.22012503,0.43118975,0.19958434,0.09313476,0.13890351,0.15294166,0.14511634,0.44428533
0.09162533049751982,0.059530183571811016,0.11586983841301615,0.21243721,0.2840038,0.06896691,0.07316381438982886,0.05204749,0.03278613196716792,0.111827224,0.2798974367938462,0.06573282,0.06289396,0.32369426,0.15204269,0.3403471,0.27381817,0.22047141,0.2327126
0.0796630947797857,0.14479843868790634,0.17648120235187975,0.35550654,0.31730187,0.07047407,0.14350846861050812,0.16386652,0.11897636213858173,0.05647935,0.1067241264034476,0.088607684,0.16095138,0.56376874,0.45487025,0.57975715,0.52847487,0.52313614,0.26872003
0.21308706278522377,0.14836990890219454,0.1213599318640068,0.06694263,0.13829039,0.13319294,0.1146760968805658,0.08011964,0.11306363678381821,0.1822207,0.32209041932542515,0.10413863,0.12296161,0.19059902,0.033252344,0.21099263,0.14830512,0.0953919,0.3580509
0.08100286486017189,0.07813357468801449,0.06777583922241608,0.1650874,0.20958532,0.048518226,0.04669165880149953,0.04207346,0.04616809277008557,0.048972636,0.15437067926224074,0.03116496,0.03987536,0.3777791,0.23884818,0.4274965,0.35643998,0.30599788,0.2723144
0.07773803466428209,0.08512174110730447,0.09420006557999343,0.22024047,0.24044518,0.05930595,0.06484949989097,0.07124248,0.06542155392529324,0.051929787,0.15712900942774055,0.03941457,0.068394125,0.4211618,0.27549437,0.45888805,0.38667715,0.3475993,0.2625444
0.08850136931008216,0.07002652420159144,0.10589455541054445,0.2089997,0.27282125,0.065881595,0.060879621652777306,0.054657787,0.01405173584310415,0.09909004,0.25141443508486616,0.06530909,0.07135558,0.35011137,0.1745247,0.37176716,0.29715273,0.2511798,0.24556144
0.1908339714500383,0.15117417907045075,0.12538225746177423,0.06039688,0.11206807,0.10379423,0.08892569533554172,0.06578353,0.05334982620098957,0.12034997,0.17961967077718025,0.079596564,0.077887386,0.32597518,0.20041686,0.35898602,0.31363878,0.23393169,0.3463505
0.0873750852425051,0.07912543874752632,0.034698482530151745,0.116966814,0.16559412,0.011795744,0.025916861555011696,0.009572774,0.03467577908054675,0.037977055,0.13531680811900848,0.016271576,0.023183256,0.35357866,0.21843514,0.39836365,0.33145082,0.28834024,0.28323543
0.1904080614244837,0.1446076286764577,0.30764978923502107,0.28925914,0.33382016,0.21136595,0.2670161560209694,0.18777263,0.18608976116538567,0.3211703,0.4399237863954272,0.1581508,0.30079445,0.3113796,0.16475374,0.26609373,0.25114152,0.24521357,0.29423314
0.07532031451921888,0.05045714902742895,0.03224333677566632,0.16577792,0.22587733,0.027401865,0.020403997224239835,0.025199145,0.048053505883210355,0.061863482,0.2202264032135842,0.02245687,0.014442474,0.29731444,0.1314426,0.34381264,0.25429305,0.21613395,0.25743467
0.14166677850000672,0.10462192627731558,0.1921845807815419,0.30240458,0.34889078,0.102815494,0.1341185980471159,0.11278689,0.07807296968437817,0.17814484,0.34666822080009324,0.12563784,0.18237117,0.3363959,0.15705028,0.3140493,0.26591516,0.22551134,0.21864554
0.031123363867401835,0.011730090703805443,0.16463078353692162,0.41130483,0.465163,0.06882365,0.09148553548913213,0.095199764,0.10471341628280499,0.17348304,0.3462403907744235,0.06430723,0.18557644,0.3813416,0.2233806,0.36658674,0.31452966,0.28057578,0.16811138
0.15466595927995755,0.09931365595881936,0.07303049269695072,0.105633676,0.15184782,0.070695326,0.05590361735421704,0.045369,0.05135038808102328,0.1019479,0.2437095946225757,0.07415597,0.04749149,0.23714808,0.093845874,0.29830593,0.22482567,0.16408038,0.31824344
0.07899506873970413,0.09644400178664012,0.045809681419031856,0.17029363,0.18055205,0.012143582,0.04362219861733192,0.0499613,0.06708667402520044,0.011715695,0.08868267532096052,0.021635398,0.039934218,0.41511726,0.29903764,0.45988655,0.39926693,0.3586076,0.28123268
0.08481769508906171,0.047055086823305205,0.02429517857048214,0.16602838,0.23090462,0.019550651,0.014900297894017873,0.016065717,0.05767894146073649,0.0704183,0.2511410850684651,0.02604194,0.018856615,0.2513064,0.08052984,0.2980824,0.2156233,0.169301,0.25896782
0.07761051465663088,0.06632332897939974,0.033221716677828333,0.116864085,0.18131901,0.004698649,0.022570149354208962,0.008950561,0.026736886604213195,0.0515036,0.17066276023976562,0.014921352,0.023809493,0.32347208,0.17965755,0.37005,0.2979243,0.25996277,0.27567855
0.07686990961219459,0.0486323599179416,0.048051829194817076,0.15977639,0.23503704,0.039545715,0.02088345725300744,0.015941888,0.033652844019170645,0.07076515,0.23117342387040543,0.026826248,0.021313548,0.2987412,0.13674548,0.33945912,0.26232073,0.21000433,0.2498942
0.3577062714623763,0.29466675768000544,0.3111037688896231,0.10711989,0.169784,0.2767691,0.2910785174647111,0.24961081,0.2883597773015867,0.36971405,0.46995079819704794,0.23270218,0.36081502,0.17700152,0.06093277,0.14923473,0.12753923,0.10907048,0.4484684
0.07843921470635289,0.050758183045490984,0.10496126550387345,0.23031574,0.29494375,0.054223552,0.05489367529362052,0.050914675,0.06576830394609824,0.11839533,0.2940783176446991,0.045397118,0.067118436,0.32712966,0.13345966,0.33062494,0.2504439,0.22546265,0.2244635
0.099113849946831,0.07073638424418306,0.061356120864387916,0.1433987,0.2229243,0.04328887,0.054235313254118796,0.025108904,0.05049112702946762,0.100822955,0.2445870646752239,0.04066451,0.05982378,0.28541714,0.13075969,0.32091886,0.25393176,0.20470288,0.27034295
0.15394372923662378,0.0935509116130547,0.06438421356157864,0.12514782,0.1728821,0.06519489,0.04926941095616466,0.041164696,0.07177818430669106,0.11429191,0.25906376554382593,0.07047908,0.061032236,0.23220327,0.084777206,0.28367108,0.21704489,0.1576183,0.30655178
