rely,data,cplx,time,stor,virt,lexp,tool,Generated_Var_1,Generated_Var_3,Generated_Var_6,Generated_Var_8,actual
0.1892749313564959,0.12054749,0.17015743,0.108597584,0.2248646134918768,0.17961898,0.116719656,0.10836771,0.16543555,0.17975682,0.10241100614466038,0.10323618,0.11031608
0.31394121883647313,0.23544371,0.28165013,0.2379717,0.3541361912481715,0.30966198,0.24377394,0.2423952,0.29096717,0.3250239,0.22356386341383183,0.22916645,0.23070355
0.07027866421671987,0.034990408,0.046079926,0.032405116,0.10872717152363029,0.03473779,0.03793156,0.02639687,0.025833389,0.026835185,0.026561254593675275,0.02142056,0.03649104
0.078723099723386,0.06330591,0.0543138,0.030292418,0.12279070136744209,0.0815837,0.021652745,0.03724833,0.100471176,0.10900159,0.054352197261131836,0.052721202,0.018845923
0.10438024126281448,0.062564455,0.07059931,0.04862708,0.1327762579665755,0.09021918,0.04768081,0.030102849,0.092020094,0.093395725,0.046878459812707586,0.037256546,0.052368317
0.12070435724226145,0.056473844,0.09935704,0.03537833,0.17648859058931546,0.11538488,0.03974075,0.061900437,0.10955133,0.122784965,0.046827296809637806,0.049921952,0.043581408
0.3295574697734482,0.25467855,0.2889149,0.25786608,0.36737170204230213,0.32224548,0.26009575,0.24523054,0.2851201,0.32682377,0.24277718456663105,0.24115336,0.24737011
0.4625321277519277,0.3979379,0.44544592,0.40328625,0.4856068291364098,0.45549086,0.42143518,0.40186143,0.4422935,0.47807842,0.3879671232780274,0.38659337,0.39283618
0.41764139505848374,0.36799768,0.38751963,0.36181432,0.44737442684246564,0.41380802,0.36488572,0.35687917,0.39788282,0.42021543,0.34606104076366245,0.34529522,0.3667311
0.2478832048729923,0.16791697,0.2038829,0.16484705,0.29044321742659307,0.24608508,0.17575252,0.14910139,0.21691227,0.23485039,0.14469354868161294,0.14499395,0.16822515
0.12497716749863005,0.111741975,0.07328018,0.060921405,0.1976464818587889,0.10762231,0.05012536,0.06810053,0.1091146,0.11667107,0.09474245568454735,0.09089355,0.07949957
0.15198103911886235,0.05198253,0.13496862,0.044147182,0.1996959519817571,0.13579017,0.056395672,0.07779798,0.11650245,0.1470247,0.040542702432562146,0.047182724,0.040507447
0.3010159580609575,0.23818785,0.26598772,0.23624152,0.34715702082942124,0.29192382,0.25218663,0.21347941,0.26219943,0.2848199,0.2202935032176102,0.21804419,0.2353922
0.11836770710206243,0.03650357,0.10708678,0.014177765,0.1610650096639006,0.10305656,0.028669255,0.05833344,0.096042715,0.12468251,0.0276622716597363,0.03119433,0.022872116
0.1926973015618381,0.11525838,0.17209601,0.10396448,0.2447092346825541,0.18643716,0.10509655,0.13066845,0.1739228,0.21014793,0.1115462266927736,0.11180262,0.09843323
0.1067918364075102,0.037282966,0.08052207,0.025732499,0.16234678974080738,0.0789065,0.037621357,0.049207434,0.06123303,0.08829483,0.027913549674812983,0.024814226,0.044050712
0.0918800815128049,0.045128733,0.06489277,0.025557201,0.1327535879652153,0.07595156,0.024815025,0.024544612,0.07736493,0.07693439,0.029344284760657084,0.0259659,0.04372845
0.17927505075650305,0.099785194,0.1465069,0.08641501,0.22922205375332322,0.17096463,0.08875552,0.087100774,0.15001059,0.1731923,0.07866313071978785,0.08203171,0.09153925
0.08774307526458452,0.027526826,0.05805596,0.014715486,0.14048408842904533,0.063872114,0.01014303,0.02565281,0.060783334,0.071478836,0.02093136425588186,0.016878746,0.026145015
0.2252999135179948,0.17086908,0.20265715,0.15542708,0.27527336651640205,0.22399971,0.15782188,0.19762485,0.2156307,0.24643521,0.1685312201118732,0.17122611,0.14736336
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.445084266705056,0.39251956,0.39490062,0.391469,0.4746335284780117,0.44060782,0.39596877,0.38332987,0.42499617,0.4466672,0.37591275255476514,0.38288262,0.3794263
0.059504663570279816,0.037524834,0.017626733,0.016836777,0.11481236688874202,0.037524637,0.011323221,0.03143865,0.042137127,0.0458368,0.03490040709402443,0.03163615,0.032998882
0.17196780031806802,0.09341349,0.1353532,0.07849811,0.23211665392699926,0.1535021,0.07889055,0.09713338,0.13544461,0.16312842,0.07596709455802568,0.08141644,0.07294415
0.13007781780466907,0.05519467,0.10546613,0.0326529,0.1923996115439767,0.11831616,0.030360179,0.07331017,0.11229042,0.13995212,0.046504142790248566,0.05295124,0.03430183
0.1933494116009647,0.12516537,0.16855131,0.11202063,0.24014791440887487,0.18794763,0.119665585,0.122480944,0.1737378,0.18516758,0.11041060662463639,0.11585267,0.1172044
0.20930717255843034,0.14841558,0.15468557,0.12920444,0.266919016015141,0.19762197,0.12592249,0.13013929,0.18040164,0.19894047,0.1326582979594979,0.12888402,0.12953496
0.14078376844702611,0.09858428,0.13065627,0.074328564,0.17088355025301302,0.13575618,0.07910243,0.056676224,0.13381547,0.13158204,0.07818337469100249,0.06861536,0.082568645
0.12521276751276605,0.0634448,0.10240026,0.045946803,0.18828372129702328,0.08855787,0.021238852,0.05054681,0.082339905,0.09460002,0.05490810029448602,0.049570426,0.059044536
0.14808166888490015,0.08570175,0.12559152,0.0683057,0.20515522230931335,0.13869756,0.082891464,0.087226436,0.1391068,0.14379498,0.07944439476666369,0.08380371,0.0795171
0.08213351492801091,0.038644157,0.057118572,0.02437957,0.1109558766573526,0.062259838,0.02801953,0.018156178,0.058741078,0.0664501,0.023903535434212128,0.018939942,0.02581777
0.07893576973614619,0.003003858,0.03929069,0.006002792,0.14035252842115173,0.052943274,0.013790658,0.019381203,0.04346602,0.059814177,0.004798718287923098,0.0041663647,0.02159809
0.05517121031027262,0.06060691,0.014467031,0.018164128,0.1086201065172064,0.05129414,0.0048554605,0.03149806,0.08692706,0.09748351,0.06408898884533934,0.054958582,0.01591793
0.2129608527776512,0.17644492,0.1896809,0.14662637,0.26993258619595517,0.19025624,0.13591209,0.18088551,0.18296161,0.20753308,0.1667248900034934,0.15922493,0.14308006
0.18645091118705467,0.13174008,0.16451761,0.11208485,0.2450214747012885,0.19402367,0.124596186,0.14616218,0.19097212,0.20561962,0.13169493790169626,0.13265549,0.110382125
0.36435392186123533,0.30183092,0.34389368,0.29335076,0.39912279394736766,0.36027429,0.29688787,0.30055076,0.34451064,0.36432117,0.28456661707399705,0.28653935,0.29711547
0.14578722874723374,0.059490412,0.1261534,0.046774834,0.1960961817657709,0.12904522,0.04699199,0.07470444,0.11528902,0.14291486,0.048054442883266574,0.05439239,0.04503583
0.04635826278149577,0.09260051,0.028327584,0.03576746,0.07546944452816667,0.05822563,0.01619317,0.034477964,0.12001387,0.096008204,0.0874798352487901,0.07230666,0.022151336
0.14905617894337073,0.0671926,0.12698735,0.071459875,0.1917640415058425,0.13257718,0.07466261,0.054384217,0.10942511,0.12638621,0.049073652944419184,0.05035723,0.0720638
