data,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,actual
1.0,0.0967056323060573,0.16087177,0.87907755,0.07186283,0.8518621,0.85207105,0.16885337,0.82663035,0.8568489,0.836428,0.16256838,0.13334745,0.15153204,0.1785222176389534
1.0,0.2534973258305604,0.5685848,0.44696632,0.55715925,0.43052137,0.44401917,0.5129709,0.3796725,0.44140053,0.45714244,0.54504365,0.53756464,0.54875994,0.1399057406903572
1.0,0.1132558666225327,0.9053723,0.07630845,0.9788046,0.07714337,0.06580832,0.90909314,0.020637762,0.09484308,0.08429828,0.9148814,0.90183616,0.9144741,0.020809015192073
1.0,0.0505391892127314,0.53610164,0.47716066,0.4959256,0.4641802,0.5255627,0.45134956,0.4362455,0.46926117,0.5039068,0.48241118,0.5170501,0.48745158,0.0205457210310599
0.0,0.0122123307956307,0.75595677,0.29529703,0.644454,0.2866674,0.33166873,0.7138031,0.27124646,0.2755967,0.34542105,0.68954843,0.65478325,0.70490795,0.0023784239211521
0.272727272727273,0.0017595512273305,0.36243704,0.6955936,0.22232483,0.670275,0.70076734,0.33298534,0.6888125,0.6622236,0.67367375,0.31207362,0.3250993,0.3227768,0.0032560711245293
0.272727272727273,0.004285639623003,0.8635551,0.15979618,0.80902547,0.15086079,0.18437368,0.835361,0.14228451,0.15082183,0.16343673,0.836018,0.81875247,0.84516585,0.0001843059127092
0.0,0.0174387205797808,0.0,1.0,0.066704854,0.9919418,0.92096454,0.1605574,0.97932446,0.9875548,0.9492524,0.09100271,0.037312247,0.035174474,0.093829262513055
0.0,0.0244072402919809,0.3835315,0.6239271,0.38629368,0.6125764,0.54865575,0.51354045,0.5949783,0.60358167,0.55378526,0.50065684,0.411135,0.4406633,0.0366066648528624
0.0,0.0235361753279559,0.5143755,0.49395317,0.53094655,0.50224996,0.57374084,0.4711443,0.50097924,0.5026887,0.5792244,0.38714102,0.45515358,0.42764974,0.0276546633784151
0.0,0.026149370220031,0.51553875,0.49224922,0.53274614,0.500665,0.57268965,0.4732515,0.49988192,0.50113237,0.57757866,0.38905746,0.45651075,0.42923877,0.0186148971836301
0.0,0.0305046950401561,0.69181156,0.3030014,0.71077925,0.29152107,0.24615699,0.7533905,0.27471742,0.30069655,0.24196011,0.76403284,0.7366611,0.738969,0.0171228969378889
0.0,0.0200519154718558,0.5763856,0.43211168,0.56960016,0.42530787,0.3962494,0.6786931,0.39299983,0.4191215,0.37558365,0.6752236,0.5727833,0.62604386,0.0064156010566872
0.0,0.0008884862633055,0.055839535,0.9974529,0.0022271625,1.0,1.0,0.14866167,1.0,1.0,0.99450624,0.004825029,0.0,0.0,0.0047480713702705
0.0,0.001672444730928,0.2721674,0.71103007,0.36269927,0.709468,0.5575205,0.6200142,0.6726932,0.67633915,0.58577543,0.5785442,0.39964083,0.4225201,0.0048358360906082
0.272727272727273,0.003588787651783,0.45925993,0.5685211,0.43954203,0.56373775,0.54859847,0.5011557,0.5857192,0.56154156,0.5724831,0.4064839,0.4358419,0.42469978,0.0029927769635162
0.272727272727273,0.0014111252417205,0.5446774,0.46023032,0.58851737,0.46303675,0.4381791,0.6024939,0.47364834,0.46496218,0.46814358,0.51705533,0.541642,0.52257085,0.0002720706330469
1.0,0.2770160798592359,0.0798059,0.98000455,0.0,0.9493246,0.9690717,0.0,0.918084,0.95290035,1.0,0.0,0.028434388,0.014769907,1.0
0.636363636363637,1.0,0.47385997,0.54585093,0.41657275,0.5147077,0.46935222,0.4504081,0.48328754,0.5159702,0.50280625,0.5257781,0.5037182,0.50420064,0.5787293423789506
0.636363636363637,0.2587237156147105,0.24137725,0.7573143,0.3051883,0.74150807,0.7124642,0.26159677,0.7055044,0.7621685,0.7324423,0.24521291,0.25080287,0.24191803,0.5611763983114068
1.0,0.2177836623055347,0.5989141,0.41956118,0.58708805,0.40841243,0.42978165,0.5554012,0.37929174,0.4158484,0.43603173,0.5581919,0.5534234,0.56605726,0.2149445765791067
0.272727272727273,0.1010609571261824,0.6424055,0.3150066,0.76851445,0.31557977,0.25129625,0.8078393,0.2746682,0.32717198,0.25345454,0.78546214,0.7344414,0.7261808,0.0630238456745157
0.272727272727273,0.0653472936011567,0.7095838,0.25729352,0.82177496,0.26187587,0.22378328,0.8296308,0.22934097,0.27625576,0.2204178,0.7887924,0.7631596,0.75891566,0.0467873724120378
0.272727272727273,0.0766711381334819,0.51964414,0.5063923,0.40614375,0.4768077,0.49843317,0.5058879,0.505475,0.46903148,0.45459312,0.56246233,0.49608782,0.5372565,0.039239606462994
1.0,0.0313757600041811,0.5287054,0.44904113,0.60162145,0.43961117,0.43069518,0.59146035,0.40441692,0.4664408,0.410291,0.56544083,0.55044234,0.55992556,0.0453831368866343
0.272727272727273,0.0400864096444312,0.4406042,0.56092185,0.43124935,0.5476959,0.51241165,0.5380195,0.51948863,0.55410194,0.4935091,0.52630043,0.46599022,0.48801133,0.0334471349207045
0.0,0.0064633020330656,0.44726133,0.5587047,0.4480281,0.54682267,0.48262128,0.60733813,0.5600938,0.53402364,0.46785548,0.58773774,0.49819964,0.52049017,0.0072054835397267
0.636363636363637,0.0095991359035556,0.2783117,0.7510089,0.26583552,0.74330544,0.7199162,0.31562114,0.7074803,0.7474032,0.7396177,0.26195702,0.22119723,0.25399908,0.0080831307431038
0.272727272727273,0.000139370394244,0.45355004,0.5722559,0.37772378,0.5519884,0.5544915,0.5080999,0.5611809,0.55060893,0.51728714,0.50272,0.45082095,0.47074464,0.0001228706084728
0.272727272727273,0.0,0.48759747,0.5361508,0.4195611,0.51712644,0.52687144,0.5308542,0.5252316,0.51678973,0.492126,0.5252726,0.48267308,0.49771032,0.0
0.636363636363637,0.0522813191407815,0.22146538,0.7584048,0.3308385,0.7531135,0.7008454,0.31868744,0.7266113,0.7640089,0.7366387,0.2682512,0.26268592,0.24056154,0.0927760858690023
0.636363636363637,0.337990627340987,0.6767135,0.32022065,0.6845809,0.31219018,0.29690024,0.6892529,0.26016143,0.32381144,0.3051821,0.70412296,0.6767927,0.69125646,0.0610930218270859
0.636363636363637,0.0348600198602811,0.47520673,0.4990646,0.5985473,0.5000799,0.46715465,0.55244404,0.48566157,0.510248,0.4968532,0.50675595,0.501832,0.4879827,0.0525798439543272
0.636363636363637,0.0183097855438058,0.5009245,0.47970688,0.57869583,0.47702312,0.4172224,0.689413,0.45125958,0.48166457,0.40016297,0.64847946,0.5622041,0.5839458,0.0196680738276827
0.0,0.0095991359035556,0.3217816,0.73880476,0.18654971,0.72499084,0.74745506,0.3406779,0.71940136,0.7181152,0.7230021,0.27204928,0.25459546,0.275913,0.0066788952177003
0.5000000000000006,0.0113412658316057,0.7698079,0.23989812,0.7416076,0.2291517,0.23545751,0.7736002,0.23139599,0.23093587,0.21520126,0.7846279,0.76482826,0.77574646,0.0043092477685819
0.0,0.0505391892127314,0.83911973,0.15400411,0.8496922,0.15604198,0.13192739,0.8806959,0.13457,0.15821993,0.13737929,0.8732075,0.84273106,0.8534568,0.0036071300058802
0.272727272727273,0.0113412658316057,0.9641519,0.0318409,0.99539,0.032735176,0.050231792,0.9462143,0.011020434,0.03912799,0.053855576,0.95417404,0.92134506,0.95787954,0.00053536479406
0.272727272727273,0.0036758941481855,0.80133045,0.22551796,0.80315065,0.22501668,0.23459463,0.8106974,0.17822215,0.23346609,0.2480066,0.7661611,0.7281716,0.77538556,0.0001843059127092
0.0,0.0008884862633055,0.7642218,0.23944238,0.7729436,0.2349299,0.22188279,0.7923418,0.22872566,0.23932172,0.21524328,0.7800385,0.750673,0.7746752,0.0001843059127092
0.0,0.002891935680563,0.9720418,0.013404598,0.970059,0.023352262,0.112316854,0.95720166,0.0018870925,0.020969085,0.07607415,0.96230406,0.91175663,0.951065,8.776472033771834e-06
0.454545454545455,0.0379087472343687,0.71871454,0.31175894,0.6782907,0.30095136,0.33873904,0.6356393,0.27190092,0.30263853,0.34936297,0.6486803,0.66290295,0.6668289,0.0034316005652047
0.454545454545455,0.0231877493423459,0.62640774,0.4122748,0.5786974,0.40198916,0.44411495,0.5416334,0.38406911,0.40220413,0.4627141,0.5230475,0.56764096,0.5545992,0.0067666599380381
0.454545454545455,0.0249298792703959,0.57143617,0.4782228,0.48989475,0.46510348,0.51641154,0.4786967,0.44793615,0.46222374,0.5303087,0.45921925,0.50408405,0.4909892,0.0071177188193889
0.454545454545455,0.028762565112106,0.6589157,0.37571508,0.60342056,0.36158594,0.3963754,0.5809272,0.3381252,0.3618158,0.4025642,0.5961435,0.60864806,0.6110369,0.0087852485058056
0.454545454545455,0.0618630337450567,0.656414,0.3829382,0.58663297,0.37116277,0.40002978,0.5966335,0.34370777,0.36920375,0.40743217,0.5987801,0.59875095,0.60993785,0.01054054291256
0.0,0.0183097855438058,0.8648483,0.15582669,0.8397167,0.16906384,0.18958819,0.8840736,0.12717947,0.16858003,0.1988741,0.8156441,0.78845406,0.8196446,0.0026417180821653
0.0,0.4024494346788383,0.64637786,0.37760517,0.5475856,0.3510827,0.3163948,0.64653254,0.35241377,0.34269252,0.31039006,0.71927804,0.68244123,0.6861128,0.1111189124195855
0.272727272727273,0.077542203097507,0.8325982,0.15501742,0.8719088,0.15360844,0.112748474,0.9126572,0.12497196,0.15743811,0.112955175,0.89934576,0.8571147,0.87234014,0.0131734845226915
0.272727272727273,0.0191808505078308,0.55972695,0.45343262,0.5437056,0.44456616,0.40836668,0.6289521,0.44880027,0.4390458,0.41371343,0.60737556,0.56297785,0.5803005,0.0149287789294459
0.272727272727273,0.0069859410114806,0.33397987,0.71464336,0.22054878,0.6829146,0.6981156,0.2717886,0.68298686,0.6777402,0.6850218,0.31604332,0.31838104,0.30940908,0.0101894840312091
