AFP,Input,Output,Enquiry,File,Interface,Added,Duration,N_effort,Generated_Var_2,Generated_Var_5,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_12,Generated_Var_13,Effort
0.0901250785310411,0.0823054019566142,0.1059063136456211,0.3571428571428571,0.04331641285956,0.0,0.1106038291605301,0.036144578313253,0.1366392496656835,0.6455648,0.15770616,0.17133856,0.8463492,0.84737176,0.8393642,0.17570817,0.1367183206945818
0.0143354846079159,0.000957039557635,0.0016293279022403,0.0031512605042016,0.0653130287648054,0.0260814249363867,0.0037555228276877,0.1927710843373494,0.0754547619483778,0.70916843,0.186126,0.18192549,0.82025105,0.8189017,0.8190862,0.18014519,0.075539436568121
0.0081672282825975,0.0026584432156529,0.0134419551934826,0.0294117647058823,0.0142131979695431,0.022264631043257,0.0120029455081001,0.0963855421686747,0.0116690175676418,0.56346124,0.17665234,0.20466831,0.82689095,0.8296422,0.8146197,0.21392117,0.0117595340147268
0.0138785767319664,0.0160569970225436,0.0114052953156822,0.0084033613445378,0.0131979695431472,0.0,0.005081001472754,0.036144578313253,0.070893403432926,0.74969304,0.13456254,0.12981495,0.870182,0.868991,0.8699367,0.12794328,0.0588343041359856
0.0161631161117139,0.0098894087622288,0.0,0.203781512605042,0.0067681895093062,0.0,0.0,0.144578313253012,0.0655077030170913,0.62074244,0.28510088,0.28419504,0.7242337,0.7228634,0.72052073,0.28335822,0.0543649485291424
0.0042263978525329,0.0066992769034453,0.0,0.0252100840336134,0.0,0.0,0.0,0.036144578313253,0.0288519665134001,0.7335987,0.14005685,0.13785267,0.8646668,0.863772,0.8634565,0.13684016,0.0239403597464922
0.0039979439145582,0.0025521054870267,0.0,0.0241596638655462,0.0101522842639593,0.0,0.0,0.0602409638554216,0.0348971404495411,0.7331179,0.14141287,0.13909972,0.8633634,0.86244893,0.86217195,0.13804741,0.0289592262886031
0.0050259866354446,0.0,0.0439918533604887,0.0073529411764705,0.0,0.0031806615776081,0.0088365243004418,0.072289156626506,0.0206451849273663,0.7230877,0.14712429,0.14604118,0.85774106,0.8569563,0.85603964,0.14539889,0.0207348792907645
0.0061111428408247,0.0,0.0093686354378818,0.0609243697478991,0.0047377326565143,0.0127226463104325,0.0059646539027982,0.0602409638554216,0.0268735459524812,0.7072027,0.17146742,0.16995694,0.83422256,0.8332766,0.8323261,0.16912358,0.0222918269406894
0.0024558798332286,0.0041471714164185,0.0028513238289205,0.0,0.0,0.0,0.0,0.072289156626506,0.0738610342743043,0.78838426,0.061995614,0.060348615,0.9401479,0.9396672,0.9398462,0.059671275,0.0612887863135143
0.0260437489291221,0.0222245852828583,0.0525458248472505,0.0252100840336134,0.0280879864636209,0.0095419847328244,0.0338733431516936,0.0963855421686747,0.1862829507776291,0.7352346,0.16636273,0.15972994,0.83956265,0.837994,0.83952576,0.15715449,0.1863574751804227
0.0033125821006339,0.0034028073160357,0.0020366598778004,0.0168067226890756,0.0023688663282571,0.0,0.001840942562592,0.072289156626506,0.0370404293905365,0.7403954,0.13281052,0.13029729,0.8717018,0.8708,0.8707018,0.12919253,0.030735978312635
0.0108515620538009,0.0,0.0468431771894093,0.0598739495798319,0.0,0.0267175572519083,0.0157584683357879,0.072289156626506,0.0550110828188829,0.7060158,0.16676421,0.16623436,0.8386959,0.8378943,0.83652407,0.16574496,0.0478807194929845
0.009537951910446,0.0013823904721395,0.0219959266802443,0.0567226890756302,0.0135363790186125,0.0044529262086513,0.0123711340206185,0.3012048192771084,0.0607631574126655,0.6351055,0.26516983,0.2643272,0.7435122,0.7422376,0.74005866,0.2635491,0.0608491775653002
