size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,effort_D
0.143335192414947,0.2,0.0,0.0,0.6979651364831616,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,0.0377607992947399,0.0075898020947219
0.1670384829894032,0.24,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.75,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.0528063473405818,0.1154790765476699
0.0228667038482989,0.02,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.0006024096385542,0.0041514157595347
0.0574456218627997,0.08,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.0060534822215691,0.0276813867630048
0.2810931399888455,0.24,0.8795232095320975,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.0,0.25,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,0.0888627681457537,0.3278192391183787
0.0934188510875627,0.16,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.0196885101381134,0.0576920029788784
0.0828220858895705,0.16,1.0,1.0,0.6979651364831616,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.0174551866000587,0.035540555529147
0.0448968209704406,0.46,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0272039377020276,0.1067484273739918
0.0886781929726715,0.4,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.25,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.0467234792829856,0.1353488298394891
0.3159509202453988,1.0,1.0,0.8249376887731341,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.4161769027328827,0.1793189776742564
0.0370886781929726,0.18,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.0087937114310902,0.0588962304511099
0.1926938092582264,0.34,1.0,0.0991880356339056,0.6979651364831616,1.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0862988539523949,0.0565194657032846
0.0167317345231455,0.06,0.8795232095320975,0.0,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.25,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0013223626212165,0.0050228961670707
0.0,0.12,0.8795232095320975,0.0991880356339056,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.0,0.0
0.0560513106525376,0.3,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0221495739053775,0.0314049848679311
