size_D,duration_D,app,har,ifc,source,telonuse,t01,t03,t05,t07,t09,t10,t12,t13,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,effort_D
0.38271164296269855,0.328058949683537,0.25101310489868944,0.2397470560252944,0.03406155,0.061360255,0.17385876043152565,0.2863394,0.27076257624575456,0.23419288,0.25054701503282095,0.28992546,0.33411023,0.42743616564617,0.2534212,0.26801237,0.1343559,0.019061565,0.028835095,0.08689214131078586,0.14426754,0.100893095,0.03579837214790233,0.32577786742221326,0.32138607,0.08995112,0.05903826,0.50104284
0.3332664199959852,0.2795923867755432,0.23768854623114535,0.24517763548223642,0.058163315,0.08856399,0.2218235233094114,0.24133267,0.21502195290131718,0.18092257,0.19387687163261233,0.25206578,0.29156926,0.3927619435657166,0.20765005,0.23145327,0.17075242,0.02921781,0.05384983,0.10502838949716103,0.17558134,0.12468656,0.046763692805821565,0.30586286941371305,0.27790853,0.105783924,0.079003334,0.466152
0.15121442907286572,0.12482840748970446,0.20965350903464908,0.20809114919088506,0.16415071,0.27088702,0.3636157718169463,0.124029264,0.1899649013978941,0.120372385,0.10191679611500776,0.30346107,0.23372418,0.3620008717200523,0.08553876,0.20983478,0.28372288,0.13826385,0.12137048,0.15689252431074754,0.26133314,0.23671299,0.1616739397004364,0.33654829634517036,0.30668113,0.15265611,0.20575273,0.25806788
0.047163690829821456,0.05165669309940159,0.34040098595990137,0.3956428104357189,0.5857005,0.586265,0.437669366260162,0.15242936,0.1914702814882169,0.2013799,0.09530819071849145,0.31539166,0.2099309,0.38438194306291656,0.20619528,0.25925514,0.5770317,0.42131957,0.388327,0.399562710043729,0.5782511,0.53312594,0.48715790922947455,0.3863175613682438,0.33642122,0.33734307,0.4802895,0.15736045
0.3483807209028433,0.26770384606223074,0.3506300949369905,0.3292553970744603,0.13284627,0.20837082,0.3389814403388864,0.2966054,0.325584549535073,0.2539496,0.2524461351467681,0.41750246,0.37179992,0.4617088677025321,0.23511909,0.35740957,0.19809443,0.07390198,0.06696722,0.11548011845198815,0.16303262,0.15411913,0.11874095312445719,0.4396203960379604,0.44789782,0.08764377,0.12175733,0.4289363
0.07613549456812968,0.05780447946826877,0.05687343431265656,0.11628230237176976,0.17026478,0.23271166,0.2801700968102058,0.044279784,0.045896085753765144,0.031338394,0.050236437014186223,0.071909755,0.08804205,0.23485399409123964,0.030930802,0.04097587,0.29110208,0.13346267,0.14638984,0.16597335340266467,0.33280125,0.25802127,0.10352400621144038,0.15299147470085253,0.11485723,0.19125113,0.1976463,0.2527069
0.09819980589198836,0.056710263402615806,0.08338847166115283,0.1108804829119517,0.17054623,0.26058125,0.29011161740669705,0.051996633,0.028412090704725446,0.018401504,0.033732982023978925,0.09956077,0.08757931,0.25183515511010934,0.05089633,0.057335407,0.29228714,0.13057575,0.1499615,0.17598859240114073,0.3310007,0.25905958,0.11969456718167404,0.16605466339453365,0.1340167,0.17476042,0.19665901,0.23706192
0.3384567403074044,0.2179926430795586,0.21768653823134618,0.4423497757650224,0.1931948,0.20021276,0.47578104854686293,0.21344058,0.23515839410950365,0.22799852,0.40575952434557144,0.32483947,0.34786567,0.4399690263981416,0.14450045,0.34042588,0.14003882,0.014818311,0.014208384,0.0034717392528260745,0.101608075,0.08743067,0.014443368866602132,0.46056815394318457,0.36811033,0.004388498,0.12036979,0.48649994
0.2194213131652788,0.17619510057170604,0.23602533639746634,0.18856300114369987,0.1566456,0.21587835,0.2652146359128782,0.18150608,0.20614548236872896,0.15909848,0.10191846611510798,0.2584362,0.22838694,0.38992300339538016,0.17074569,0.17346942,0.28044382,0.10658854,0.113297105,0.16610597338940267,0.26459414,0.21606503,0.15637717938263077,0.2903625709637429,0.29621884,0.16202886,0.16874701,0.32610863
0.15269372916162377,0.10800380148022809,0.11363445863655414,0.16904391309560868,0.13815624,0.21280642,0.28676553720593223,0.098301515,0.09350988561059315,0.07128486,0.07459152447549147,0.13606954,0.15455252,0.31117731867063914,0.09393932,0.09042755,0.2541285,0.08075678,0.093533546,0.13463969653603033,0.27820736,0.2026202,0.06665346399920784,0.21810396818960318,0.17983139,0.13580297,0.14584711,0.30094278
