rely,data,cplx,time,stor,virt,aexp,pcap,vexp,lexp,modp,tool,loc,Generated_Var_1,Generated_Var_3,Generated_Var_6,Generated_Var_7,Generated_Var_8,actual
0.1892749313564959,0.12054749,0.17015743,0.108597584,0.2248646134918768,0.17961898,0.23030969381858163,0.11389458,0.3152871189172271,0.116719656,0.11763715,0.10836771,0.10994591,0.16543555,0.17975682,0.10241100614466038,0.6533157746684225,0.10323618,0.11031608
0.31394121883647313,0.23544371,0.28165013,0.2379717,0.3541361912481715,0.30966198,0.34789624087377446,0.22249681,0.4379620262777216,0.24377394,0.23616374,0.2423952,0.20137814,0.29096717,0.3250239,0.22356386341383183,0.48913855108614485,0.22916645,0.23070355
0.07027866421671987,0.034990408,0.046079926,0.032405116,0.10872717152363029,0.03473779,0.0549456882967413,0.029997837,0.09661491579689495,0.03793156,0.041548662,0.02639687,0.088476345,0.025833389,0.026835185,0.026561254593675275,0.9153755084624491,0.02142056,0.03649104
0.078723099723386,0.06330591,0.0543138,0.030292418,0.12279070136744209,0.0815837,0.14591621875497313,0.09019646,0.1970895318253719,0.021652745,0.13067088,0.03724833,0.05979222,0.100471176,0.10900159,0.054352197261131836,0.7198553280144672,0.052721202,0.018845923
0.10438024126281448,0.062564455,0.07059931,0.04862708,0.1327762579665755,0.09021918,0.12352319741139185,0.074312076,0.1912738314764299,0.04768081,0.047057055,0.030102849,0.06684846,0.092020094,0.093395725,0.046878459812707586,0.7332814766718523,0.037256546,0.052368317
0.12070435724226145,0.056473844,0.09935704,0.03537833,0.17648859058931546,0.11538488,0.1663317799799068,0.059329916,0.25343544520612676,0.03974075,0.100316755,0.061900437,0.06057495,0.10955133,0.122784965,0.046827296809637806,0.7567145643285436,0.049921952,0.043581408
0.3295574697734482,0.25467855,0.2889149,0.25786608,0.36737170204230213,0.32224548,0.35705855142351306,0.2509175,0.4329931259795876,0.26009575,0.22385123,0.24523054,0.23622629,0.2851201,0.32682377,0.24277718456663105,0.47188983281101665,0.24115336,0.24737011
0.4625321277519277,0.3979379,0.44544592,0.40328625,0.4856068291364098,0.45549086,0.48097660885859655,0.40146068,0.546830932809856,0.42143518,0.38995272,0.40186143,0.3732891,0.4422935,0.47807842,0.3879671232780274,0.3842594815740518,0.38659337,0.39283618
0.41764139505848374,0.36799768,0.38751963,0.36181432,0.44737442684246564,0.41380802,0.44729530683771845,0.3469677,0.5199675911980555,0.36488572,0.3478599,0.35687917,0.32588285,0.39788282,0.42021543,0.34606104076366245,0.402695229730477,0.34529522,0.3667311
0.2478832048729923,0.16791697,0.2038829,0.16484705,0.29044321742659307,0.24608508,0.2859452571567154,0.15574147,0.38552966313177983,0.17575252,0.14177296,0.14910139,0.1381765,0.21691227,0.23485039,0.14469354868161294,0.5260964073903592,0.14499395,0.16822515
