rely,data,time,turn,acap,pcap,modp,loc,actual
0.2,1.0,0.0,0.7142857142857147,0.64,0.6527777777777778,1.0,0.0967056323060573,0.1785222176389534
0.2,1.0,0.0,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.666666666666667,0.2534973258305604,0.1399057406903572
0.3846153846153847,1.0,0.0,0.2499999999999999,0.2,0.2222222222222222,0.2142857142857144,0.1132558666225327,0.020809015192073
0.0,1.0,0.0,0.4642857142857144,0.64,1.0,1.0,0.0505391892127314,0.0205457210310599
0.2,0.0,0.0,0.4642857142857144,0.3866666666666667,0.2222222222222222,1.0,0.0122123307956307,0.0023784239211521
0.0,0.272727272727273,0.0,0.4642857142857144,1.0,1.0,1.0,0.0017595512273305,0.0032560711245293
0.0,0.272727272727273,0.0,0.0,0.3866666666666667,0.4166666666666667,0.2142857142857144,0.004285639623003,0.0001843059127092
0.6153846153846153,0.0,1.0,0.4642857142857144,0.0,0.4166666666666667,0.666666666666667,0.0174387205797808,0.093829262513055
0.6153846153846153,0.0,0.4545454545454546,0.4642857142857144,0.2,0.2222222222222222,0.2142857142857144,0.0244072402919809,0.0366066648528624
1.0,0.0,0.1666666666666668,0.7142857142857147,0.2,0.2222222222222222,0.4285714285714286,0.0235361753279559,0.0276546633784151
1.0,0.0,0.1666666666666668,0.7142857142857147,0.2,0.2222222222222222,0.4285714285714286,0.026149370220031,0.0186148971836301
0.6153846153846153,0.0,0.1666666666666668,0.4642857142857144,0.2,0.2222222222222222,0.2142857142857144,0.0305046950401561,0.0171228969378889
0.6153846153846153,0.0,0.1666666666666668,0.4642857142857144,0.0,0.0,0.0,0.0200519154718558,0.0064156010566872
0.6153846153846153,0.0,0.4545454545454546,0.4642857142857144,0.2,0.0,0.666666666666667,0.0008884862633055,0.0047480713702705
1.0,0.0,0.4545454545454546,0.0,0.2,0.2222222222222222,0.2142857142857144,0.001672444730928,0.0048358360906082
1.0,0.272727272727273,0.4545454545454546,0.0,0.2,0.2222222222222222,0.4285714285714286,0.003588787651783,0.0029927769635162
1.0,0.272727272727273,0.4545454545454546,0.0,0.2,0.2222222222222222,0.4285714285714286,0.0014111252417205,0.0002720706330469
0.6153846153846153,1.0,0.4545454545454546,0.7142857142857147,0.2,0.4166666666666667,1.0,0.2770160798592359,1.0
0.6153846153846153,0.636363636363637,0.1666666666666668,0.2499999999999999,0.0,0.4166666666666667,0.2142857142857144,1.0,0.5787293423789506
