ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,Effort
0.21763274,0.0037990748,0.0018647204,0.011881119,0.0014743323,0.008974736,0.0015938247,0.002514197,0.0033827159,7.8079756e-07,0.045851193,0.00012476245,-0.00017988762,0.031131778,0.0053300182,0.0005121046,0.0015057408,0.00749529
0.10946966,0.0056812745,0.0016624862,0.012862789,0.0017728067,0.01682121,0.00039451662,0.0049945777,0.0030948701,-0.0018832799,0.07526341,0.00026595342,-9.8730095e-05,0.10393275,0.012067629,0.0010180771,0.002266328,0.010069823
0.15938249,0.003449613,0.003847944,0.009408341,0.009423639,0.0009217388,-0.0039079674,-0.001291082,0.010267261,0.00027631677,0.09714189,0.00041220523,-0.00030236613,0.045422554,0.0055382117,0.0005308025,0.0024355913,0.007310047
0.4551412,0.0030871986,0.0043595377,-0.003935907,0.0250501,0.0042819604,0.0027593682,0.006458173,-0.0079467185,0.00020487508,0.067441344,0.00012123281,-0.0003302929,0.015305476,0.0038807145,0.0006037138,0.0013937824,0.004858895
0.61652255,0.010509385,0.003924479,0.023626953,0.0029948857,0.019680735,0.0102972565,0.009622537,0.006912697,-0.0007493594,0.020875193,0.00027563795,3.4115947e-05,0.016334828,0.0068316404,0.0010914023,0.0010123897,0.008255769
0.24842978,0.00413908,0.00238919,0.008389454,0.0005302881,0.010510531,-0.0008421333,0.0005673836,0.008303293,-0.0010878121,0.07555923,0.0002176961,-0.00017861789,0.03349476,0.008428641,0.0007982404,0.002014024,0.0069945436
0.12371479,0.021980038,0.013756728,0.035431627,0.080414325,0.024292804,0.0026923744,0.017500767,0.02088475,-0.00012166239,0.05506694,0.00021655811,-3.2564538e-05,0.06186091,0.03736847,0.0015355763,0.005846832,0.034416143
0.2944622,0.010431846,0.013019204,0.002901988,0.02085239,0.017612379,0.0015202013,0.00790117,0.010838219,0.00012797752,0.13287187,0.00032262242,-0.0007410519,0.08062289,0.04420391,0.0021279785,0.014872818,0.044180315
0.64313895,0.0049097976,0.0028113723,0.022184633,0.011954215,0.0015183757,0.007772185,-0.0014616854,0.015071443,0.00238392,0.13645758,0.0004032461,-0.0007351114,0.11715433,0.017979924,0.0009594178,0.00725754,0.021448813
0.6549128,0.0058462243,0.005366428,0.011310292,0.009957714,0.008743567,0.0046080956,0.005780191,-0.001958128,0.00035125407,0.16138904,0.00034519657,-0.00062168814,0.06027796,0.026177045,0.0011458,0.008402317,0.02424566
0.5716847,0.008725702,0.0077756513,0.037001915,0.018526189,-0.0052818777,-0.0032520324,-0.0074584773,0.043013126,0.0011636411,0.06263218,0.00016530599,-0.00048259547,0.066796,0.018189803,0.001151027,0.0038723613,0.015887605
0.04285875,0.0032821705,0.00016533479,0.014063617,0.0113866,-0.0050152913,0.008641028,-0.005348881,0.017115483,0.0011189234,-0.0025043897,-9.265728e-05,-0.0005771806,0.04207338,-0.0036188671,0.0009812542,0.00014096894,-0.0054868497
0.40501678,0.004156245,0.001851632,0.014991902,0.00419697,0.006930484,0.0036019012,0.0008455432,0.006896712,-0.00020927377,0.09798978,0.00026230988,-0.00043048058,0.07692603,0.01387429,0.0010141936,0.0041339425,0.013998975
0.9859364,0.013422506,0.0041884882,0.02969839,0.006609922,0.018266167,0.012075413,0.014640487,0.0006425305,-0.0020746435,-0.003644105,0.00039819354,0.00031138677,0.009696333,0.0042684167,0.0017312737,0.00026095775,0.003558111
0.21030259,0.0075019225,0.0047061024,0.010099564,-0.00077699404,0.022405606,0.0066837175,0.0059110043,0.006382536,1.5115482e-05,0.089057565,0.0003759073,-0.00028311164,0.08193107,0.027485568,0.0011612586,0.007390701,0.027890362
0.1927223,0.0058821705,0.0054158326,0.012133055,0.017900549,0.0049513914,0.00075950986,0.0023787818,0.011242956,0.0008321871,0.049569957,7.682737e-05,-0.00017994491,0.025493598,0.010648394,0.00059090566,0.0027365428,0.013201916
0.11880953,0.006422378,0.0030490905,0.022831853,0.015823077,0.0007969076,0.003785193,0.004818538,0.0027190454,0.0005928628,0.008266378,-0.00010573689,-0.00038285513,0.027027447,-0.00039818557,0.00075967994,0.00023441284,0.00041831285
0.69409156,0.0055464576,0.007603525,-0.0066004833,0.022112958,0.005358061,0.009844902,0.004999307,0.00095528166,0.00016070082,0.08852644,0.00016824972,-0.00057948864,0.0139546,0.014294176,0.0011168832,0.003209474,0.010591745
0.20111436,0.0050769425,0.0057525164,0.0051475815,0.0021330472,0.011930024,0.0024099555,-0.0041063596,0.025990307,-0.0002158531,0.025976494,0.00012323774,-0.000509831,0.037859872,0.004077783,0.0008206583,0.0008702801,0.0028513684
0.13893983,0.005356418,0.0019322372,0.010775097,0.00022506341,0.018081844,0.0020119185,0.004941917,0.0031656174,-0.0013111621,0.054338332,0.00013517226,-0.00012366698,0.053738084,0.009668203,0.00077151495,0.0014349953,0.007815475
0.23401383,0.004671066,0.0028026735,0.01182147,0.0041555203,0.01046606,0.005466003,0.003860942,0.0037856705,0.00062098424,0.040192626,0.0001497692,-0.00022391354,0.02979841,0.0048882975,0.00041251795,0.0014426595,0.008428463
0.478887,0.004655784,0.003481592,0.016260808,0.007882938,0.0031392148,-0.0020800054,-0.0002260548,0.009000622,0.0009462025,0.13828467,0.00043768223,-0.00046317218,0.08671647,0.015438254,0.0008944742,0.00582146,0.017787106
0.67584836,0.008496628,0.00784874,0.006446662,0.023911677,0.013363147,0.00734711,0.0063745817,0.006995881,0.00019668374,0.13478157,0.00011519531,-0.0004154003,0.021079745,0.03212448,0.0012739926,0.008125328,0.02727104
0.0699801,0.007597523,0.00245642,0.029749632,0.008142313,0.0012941109,0.010380017,3.6265003e-05,0.018046444,0.0007670915,0.0126262475,-2.6489011e-05,-0.000447059,0.05333368,0.0057603917,0.0009366097,0.0013007378,0.0044164443
0.20274656,0.005453958,0.003455846,0.012779677,0.005571985,0.009760777,0.0019629884,0.0039029638,0.0050018393,-0.00047003897,0.05735831,9.294148e-05,-0.000195345,0.027922194,0.011015069,0.0007181418,0.0022265483,0.010380285
0.15746671,0.004177842,0.0038255546,0.0105977915,0.009269002,0.004034145,0.0025322689,-0.00025846087,0.011889331,0.0005936696,0.024924526,9.6106574e-05,-0.00035625484,0.06079751,0.0016348017,0.00062159996,0.00075200864,0.003080024
0.35429835,0.0040792506,0.0040069846,0.002635518,0.009851478,0.005860951,0.0075151897,0.0018197661,0.0060721682,-0.00078388816,0.0519261,9.085424e-05,-0.00023326447,0.025460137,0.009449609,0.0007016411,0.0015975772,0.0067317355
0.4211496,0.010257773,0.0045242608,0.019618426,0.008219629,0.021433495,0.008211125,0.010343689,0.004976703,-0.001502978,0.02026041,9.3239956e-05,-8.857144e-05,0.027510874,0.0076111024,0.0011191595,0.00074045546,0.0063845464
0.17518324,0.0052174716,0.003018994,0.011432555,0.0064710206,0.0103476085,0.00960689,0.0013883539,0.011106258,0.00079268636,0.030969735,9.686975e-05,-0.00040511024,0.07493287,0.0052319495,0.00066834677,0.0013052404,0.006180049
0.4805774,0.009536185,0.012772275,-0.00877786,0.027504258,0.01567838,0.0064277872,0.013348148,-0.009411313,-0.00063363544,0.2648695,0.00058060465,-0.0009248199,0.0636488,0.06302698,0.0025456129,0.028348088,0.056716967
0.6814015,0.00565412,0.004493309,0.01386909,0.0062332964,0.0008759117,0.0053782337,0.003632798,0.004181534,0.0007886638,0.05024228,0.0003176398,-0.00018899159,0.026722584,0.00505728,0.00089679623,0.0014993544,0.0054902737
0.48050594,0.009771242,0.004901763,0.019042278,0.017831758,0.016081527,0.00406824,0.011727642,-0.00095515186,-0.0015309873,0.012082791,0.00014101915,-3.3283402e-05,0.039298132,0.0038546429,0.0011524237,0.00017490529,0.0029710792
0.34642285,0.003921578,0.002318191,0.012151885,-0.00181768,0.006979696,0.0041730707,0.0009150937,0.007334575,-0.000350734,0.06631023,5.303142e-05,-0.0001969544,0.06894187,0.0063481526,0.00052246056,0.0013765697,0.0068994076
0.8013725,0.02242908,0.014661051,0.02510023,0.1162415,0.020697925,0.013291173,0.013321173,0.034647487,0.00060109864,0.13042004,0.00045113862,-0.00011497519,0.09826084,0.07426444,0.0033881848,0.022086114,0.06647223
0.15406802,0.02179286,0.015401226,0.02791636,0.09266076,0.026563238,-0.0067888256,0.024188949,-2.6589143e-05,1.549162e-05,0.013037007,0.00014397383,-0.00024327936,0.075099446,0.021269754,0.0013559877,0.002716255,0.0224671
0.56990135,0.0058221985,0.00744077,-0.00030334666,0.016531786,0.0071164807,0.011191114,0.0071463957,-0.002853155,0.000102072954,0.107393876,0.0001354013,-0.0006818796,0.018870465,0.018813904,0.0010629798,0.0049986606,0.013772146
0.69311464,0.0047541987,0.0061489097,-0.00028113928,0.010903794,0.0041249543,0.0070851864,0.0015552331,0.0067451913,-4.6130735e-05,0.07802,0.00020736876,-0.00035575993,0.011953466,0.013200757,0.00093095633,0.002894236,0.010003479
0.5946704,0.013796956,0.006815087,0.043541994,0.0074781077,0.016867666,0.0065245824,0.011865521,0.009594028,-0.00026009104,0.056877904,0.000106482286,-0.00014607635,0.059173003,0.02445288,0.0011376945,0.00415003,0.023296274
0.38112482,0.007267452,0.005323071,0.023366936,0.0035554876,0.007005693,0.00062865857,-0.0007686347,0.022843154,-0.0007584791,0.051648047,0.00011049858,-0.00014224005,0.028537862,0.014360041,0.001172736,0.002671609,0.011800999
0.35323274,0.0045716916,0.0031864261,0.011088231,0.0034912494,0.0073689455,0.0040316,0.0012458698,0.008860862,-0.0010431005,0.061060965,0.000100625104,-0.00021815453,0.04905893,0.010428943,0.0007768776,0.0019002738,0.00818171
0.42245454,0.0056480286,0.0046483134,0.010923148,0.00021270197,0.0097480705,0.00409603,0.0035316425,0.006479253,-0.0011409238,0.058296323,3.27553e-05,-0.00019564727,0.045372203,0.011057492,0.0007679311,0.0014086681,0.008067083
0.44893485,0.0046600667,0.0047914675,-0.00046255626,0.013170799,0.0073406813,0.010095601,0.005519148,-0.0020163949,0.0002544995,0.06373894,0.00015583483,-0.00037174404,0.016968857,0.010606125,0.000775509,0.002720107,0.010179324
0.16852687,0.0045197094,0.0040143607,0.011799067,0.014765659,0.0032581456,-0.0008729447,0.0046169143,-0.0001030257,0.00032760896,0.017746028,-2.1213913e-05,-0.00031821002,0.035016473,-0.0021380223,0.00058835564,-5.6352932e-05,0.0001031775
0.2075523,0.0024261738,0.003161191,0.0017839791,0.009453505,0.0015313467,0.0035590238,-0.0012785878,0.008385997,0.00047079104,0.070947506,0.0002407448,-0.00025411625,0.026546905,0.0019022471,0.00032683427,0.0012065176,0.0035103918
0.8056079,0.010663304,0.00893517,0.017225161,0.044493753,0.010605259,0.000566544,0.0036611296,0.019205771,0.0007115408,0.12662429,0.00013925975,-0.00040039216,0.05540523,0.039910045,0.0014321108,0.009782064,0.03661558
0.44345006,0.0060492223,0.0028667143,0.01873263,-0.00072216755,0.009194553,0.004234228,0.0046489565,0.0052186884,0.00085159973,0.029082263,0.00027886458,5.7203695e-05,0.02696761,0.0016541916,0.00047498278,0.0004970059,0.005037452
0.41262698,0.00513381,0.0020742852,0.011869581,0.0112275705,0.006796557,0.0047231093,0.006122213,-0.003093547,-0.00036121893,0.029352214,0.00015190107,-0.000108069326,0.013249656,0.005338722,0.0008251227,0.0018855426,0.007959507
0.10816912,0.0040017343,0.0020031831,0.010002676,0.0050794906,0.008429924,0.0005260315,0.00056637474,0.008265831,-0.00021085702,0.06360143,0.00021309893,-0.00021796577,0.023435205,0.0058253007,0.00053948816,0.0013497005,0.00532859
0.17106435,0.0047728275,0.004162346,0.011946127,0.0073459805,0.0019240151,0.0035788473,0.0050971583,-0.0018219592,-0.00058998435,0.07902509,0.00014841046,-0.00039479532,0.0010893922,0.009342207,0.000570084,0.001580677,0.0059098536
0.4376819,0.009717663,0.0047987755,0.01052044,0.008791989,0.022619408,0.011717666,0.0095559275,0.005266442,-0.0022114227,0.032779783,8.144447e-05,-6.8559966e-05,0.015812434,0.013032297,0.0011712591,0.0014151265,0.009144498
0.20756817,0.005339113,0.002317136,0.015115868,0.005681792,0.012580115,0.0001487243,0.002808532,0.0073766466,-0.00059783796,0.06787254,0.00021830513,-0.00017847755,0.079771124,0.011518726,0.0007714673,0.0025104228,0.011336053
0.40437508,0.0062864614,0.0033170995,0.0044201114,0.044298165,0.010821823,0.003973037,0.004186361,0.0073563093,-6.5149216e-05,0.06332933,0.0003149986,-0.00022617402,0.063024096,0.009541916,0.0008059634,0.0019405445,0.009261633
0.23632632,0.003569315,0.0018904915,0.0075628064,0.0037095537,0.0071287714,0.0062036146,0.0021253633,0.0032050805,-0.00014934142,0.046343263,0.000104827865,-0.00021190899,0.020911627,0.005581748,0.0005536543,0.0013046386,0.0059881974
0.4368839,0.026500575,0.016384428,0.048452105,0.079503685,0.03750557,0.005597772,0.03476535,-0.007835264,-0.00019522721,0.054040913,0.000102470025,-7.42071e-05,0.120365724,0.04487293,0.0012839593,0.0070665507,0.04330114
0.11502256,0.0029107882,-0.00089423126,0.013409419,0.009655772,-0.0001863828,0.007994287,-0.00013962807,0.0033819352,0.0012264658,0.01741386,-3.9287886e-05,-0.00040273118,0.005587412,-0.0005726889,0.000633752,0.0010421835,0.0006558439
0.09688236,0.021571197,0.008350411,0.078523755,0.012083837,0.016505174,0.016294809,0.017799038,0.017135322,3.95549e-05,0.05508095,-1.0542048e-05,-4.7824637e-05,0.043713424,0.035621494,0.0010165202,0.005416603,0.034334596
0.2178498,0.0039550336,0.0031450852,0.009113527,0.008834919,0.005331431,0.0023798998,0.0036168406,0.0010033629,1.0247284e-05,0.03324218,5.4022436e-05,-0.00023805292,0.027807822,0.0023481273,0.000543442,0.00071807194,0.0038500181
0.48219115,0.005201173,0.0043706167,0.014215664,0.013516841,0.0055645276,0.0017722808,-0.00050241034,0.014225926,0.00074784784,0.07339861,0.0001579777,-0.0003512283,0.044604197,0.0143134715,0.00065429823,0.0035288339,0.014080081
0.09434039,0.012682787,0.0044021625,0.04121237,0.006973196,0.017934969,0.010954646,0.013361713,0.0024958432,-0.0005963383,0.039382085,-6.336486e-06,-0.00019564231,0.05686772,0.0163569,0.00088046107,0.0021019639,0.014800506
