size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,effort_D
0.3658048676667517,0.11665300621738661,0.24812450129021965,0.258565364653102,0.22840569292582757,0.18811671850615658,0.2370018524494747,0.3732656358594404,0.3277405743702024,0.2664607163657887,0.26607420853587566,0.25707288851475174,0.36106120890208176,0.11115892312694345,0.22972192385033702,0.17331652898810063,0.12860967067158818,0.21795484680507415,0.19050260015789833,0.18059329569488614,0.16458245006213273,0.36760632460999454,0.19360104402592943,0.7458794296658958,0.17802016003216897,0.6667952268348258,0.26238695526840206,0.3404421817443156,0.5190243856352682,0.3659577288422345,0.18951503907830372
0.3191329823500654,0.04960099892869141,0.1700282148660406,0.19719575647142243,0.1448528540941585,0.14064047161304594,0.1769178403134301,0.33905226828600554,0.3065139799756193,0.20014596667797724,0.14547385942431995,0.212588377988699,0.4682998197787953,0.040647615899316286,0.12526619232147018,0.09812886698498369,0.13387589667857197,0.13901700191113697,0.2326094755230138,0.13596793912130473,0.08984133090223884,0.31820122494804803,0.10822094179603409,0.6545475074726643,0.14204692810714514,0.6113800926109234,0.14244743629914647,0.2595608962081207,0.43235274211226454,0.3006584181330686,0.15877825593547856
0.7223500708081788,0.2468657417824453,0.3835768247225233,0.3971128104035607,0.23430365729518499,0.32027663882130764,0.28885089486288995,0.4333235780321266,0.35842838269169874,0.36141707918817795,0.22499394577084736,0.2772172368009928,0.5819037200736872,0.21978572854185038,0.34471285433284343,0.38994991370130555,0.217819410342104,0.4792383087090133,0.5234144443099562,0.33152956881830453,0.331264437232132,0.39968551391036716,0.2726063361398707,0.8605635701847831,0.5260732748314192,0.35543678471076556,0.5506121047288406,0.47257766030510245,0.6118852175944148,0.3491996361277066,0.4125798807707973
0.36476587657479825,0.12676963763194843,0.15192536792326924,0.21034463110347415,0.06910994404548254,0.13088476166465857,0.16554410327115354,0.37576524404805306,0.3260687501951435,0.17112924145099973,0.10525527209525071,0.20726438850795154,0.40111485440756756,0.08490115373808779,0.119095530636113,0.09122401604871022,0.05676009675189203,0.12426957639515912,0.2220388087711307,0.19645439140142806,0.0945887556363536,0.27507884898550383,0.05036706237143096,0.5372867817554927,0.1903030958263166,0.3645162439573337,0.21860954792134057,0.28742876145226576,0.4426050074519403,0.29360857727794387,0.2073191378901728
0.15615217235696974,0.15283203827225822,0.06499325868117678,0.371948440057408,0.28465620387729396,0.3290353601516982,0.3828657839117914,0.536314983109419,0.5154347520917918,0.0756865988393192,0.3411896877729777,0.11863744275268259,0.1923429251141887,0.2823612573055314,0.347879586044788,0.14598059029338883,0.07676282696566389,0.2580616472368975,0.36823276595120646,0.35712118954483074,0.15474330129357222,0.19150280187662594,0.33085619155789886,0.3641257930047146,0.17718036228920425,0.6408532625890438,0.2841299961146553,0.424576495200088,0.5914936643295086,0.49585772880630136,0.05564509690039225
0.33600423454090916,0.1885537667734294,0.29357657233773404,0.07903556680653409,0.13583964432148188,0.060902300992812575,0.0773233773765591,0.2328811968515393,0.20801955235316066,0.3009316777176525,0.10755873570271413,0.34330138605229354,0.5146148527423103,0.054111785135152274,0.063653170663176,0.19935765925355814,0.19089315169508253,0.08928892001429278,0.1270623808074005,0.06006401904674079,0.18042125272998283,0.41251603664953573,0.07060451849833471,0.6653095150235433,0.2001175611950176,0.585042009084862,0.24524356098111222,0.1585859241234393,0.29774479338306564,0.175766992274097,0.2299603398954509
0.2639920183927067,0.035974104109580685,0.09933209638287574,0.19607250410770924,0.09177892862574005,0.1531823285855476,0.19950358855646982,0.3831364789741859,0.34889616582890637,0.14626686722102655,0.13493314231091263,0.16687764577588143,0.31295839309336065,0.07874478738292004,0.15899110648006953,0.052589307955103415,0.02515054407155687,0.036759952748820324,0.1817250015923354,0.1640740236455322,0.046705224082962515,0.2751910992033909,0.1317118786851318,0.5123690413318397,0.03426838609646543,0.5934284235753008,0.11325158233797489,0.2526970235586931,0.4763670528694374,0.3286452601703459,0.03930829044465222
0.26910116183779903,0.08296558181372482,0.09031049176199182,0.18716718892401743,0.06877310031655415,0.12774543072661387,0.18515054513303725,0.3880996321901698,0.34796735183345323,0.11965756001938978,0.0970457202820672,0.17000472832947608,0.32217560006535884,0.08502940491602393,0.12483445661763881,0.03320622435902704,0.01483869781991165,0.040609639114162266,0.16174056817592342,0.18313583487706014,0.03820899461959687,0.24591140286609717,0.07389752616472445,0.4798906579439179,0.08312050795093512,0.4657002696660546,0.14612228057202303,0.2736619900395007,0.4512733097984182,0.31591871730114,0.09147449505378366
0.3859424737226007,0.29055367305022173,0.39822970458713325,0.10541687768332053,0.21410777279316717,0.09364226421281052,0.06996575460747607,0.22300671914211442,0.2011423564394676,0.3678146560324978,0.1289884577418981,0.40910197242166957,0.6156160356805084,0.10824848052650402,0.09663128632977525,0.3122766301963206,0.2709163346613546,0.21021674300166193,0.24717707930005528,0.08435716310856724,0.2929389897525955,0.4561057709460212,0.1349071329836844,0.7537785517555584,0.38505860477888715,0.544014983046119,0.3678566182460802,0.19841199593568318,0.27607503192735544,0.15610265363934056,0.3498994286683819
0.4454183187478753,0.08665662135454677,0.24211154698896212,0.24446800841904412,0.13021928180506448,0.1870576694347047,0.18949730583314361,0.3646618054069542,0.3188480075524406,0.25486253319122515,0.1329212629823333,0.23794558588276604,0.4758139853148532,0.08012242404878675,0.19791659291289865,0.18946185905966878,0.10900039428626779,0.1590097355973653,0.3230349541155687,0.1934278610083887,0.16493184696982705,0.3432721296439486,0.1527819850246332,0.7000121884120529,0.22814495543755836,0.5158900590060169,0.29068073746349654,0.29852412180677357,0.47039089672980405,0.28522266646554606,0.16028986523619476
0.4597082991438417,0.2496196109357942,0.3413587263289053,0.15732624954125304,0.1454216486341453,0.11692243564659643,0.11329329059306419,0.2796553906968254,0.2393810752827415,0.3139308375229417,0.1299570679753988,0.3448174188337294,0.5145794887337273,0.11848007185164108,0.12025254425878223,0.2665463790438402,0.16408888749213685,0.17934616426638972,0.20419522929739592,0.1216806601375413,0.24633635022683392,0.42849722028066073,0.1195914452606715,0.7033187309003175,0.27323867763571913,0.45353694063352007,0.31777881609786063,0.20625730307936235,0.36564629902622503,0.20031486206618782,0.2662639938870904
0.26302954473505685,0.10656195320337153,0.20934565643734596,0.05459252050739491,0.10868330997563425,0.04267230379229975,0.08006778095855792,0.23949595668282378,0.20867028320061623,0.26850393291664076,0.09437140133041388,0.3127292078467308,0.4601553594185285,0.023316863707825902,0.02960975335267113,0.12153907013451187,0.21378654133685354,0.03344368894348254,0.07319911240706173,0.03707497593586635,0.11893213685632092,0.3912137104437353,0.06522998233300553,0.6198044208521692,0.0920287623148025,0.6392102731711433,0.10008182786669512,0.1210200437617728,0.3086438237287586,0.20961053621666492,0.19309484896577309
0.5901886848115391,0.2332660755832714,0.3397401426298734,0.35678049889645813,0.18615385335376022,0.27085625638971333,0.27150626751906165,0.42273373931254354,0.3593354598987121,0.3297407225581955,0.2146219916592756,0.2617088283404447,0.48587753859637384,0.21040414236409818,0.33161129042999676,0.31756582078723755,0.14463191008196669,0.3748257614344357,0.4538513833400346,0.2941705927391537,0.2829510010697949,0.3850500245111224,0.23175265037838472,0.831619142811623,0.47812364166683624,0.430035853460053,0.5194022083798113,0.4423629692510293,0.5707451267747932,0.34277054935462076,0.30074579002876506
0.09388652646253462,0.17508174581521135,0.053679480842482585,0.37588268823316195,0.33110913950954945,0.34273432557880557,0.39758268253502044,0.538399539473591,0.5202940658714048,0.07227745146000371,0.3673025712504336,0.12313161659235636,0.17822806838535343,0.2965667166816074,0.3414615442396706,0.11365549856659268,0.09228504161331214,0.2503247281486509,0.3089310537364507,0.368063616689907,0.16647399456881234,0.19080432098571412,0.3173469589034002,0.3448229629487798,0.20777937729303714,0.6810954795627016,0.26891278027748877,0.415899824714803,0.5896530174620189,0.5089887871603529,0.04884076277379675
0.3401505865649202,0.18081107619851794,0.29222036629049486,0.07930617733560039,0.1384447326399717,0.07123376181468632,0.08464541469530147,0.2468181197787666,0.21846961332163994,0.29222846152342896,0.0977989899501599,0.33124893250499554,0.5009959853170736,0.059890148332085585,0.08266913240707657,0.18402817810491395,0.1636583573793708,0.09360455485434893,0.1303180665392652,0.0625542392105444,0.16825796550657351,0.3894472182576804,0.07638675773439912,0.6748239654195525,0.2028626981152563,0.5819828775108505,0.27006420594833747,0.16471148180470355,0.31066708716939323,0.17578189830212243,0.20347466373692116
0.4618437965088489,0.25769773559131565,0.19403198460472101,0.2835482054057352,0.10560274969341177,0.2108020375935547,0.23656063757502466,0.4477639555490244,0.3812281329415034,0.2534623278766758,0.11444304764476682,0.19614173083706268,0.4887403075720055,0.2260099799625855,0.23473820043077348,0.20236580519557695,0.15433550511129407,0.30635569521787986,0.40798544725802033,0.3102562816543094,0.13419843605661613,0.21798447906131146,0.15963161008460452,0.5454314784278239,0.421956979069986,0.2338369070353336,0.4758381189918157,0.44914517614357147,0.47998727282684484,0.31864657412288,0.25709441456591303
