AFP,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_AFP_PDR_AFP,Effort
0.0037990748,0.0053300182,0.0005121046,0.0015057408,0.007673577,0.00749529
0.0056812745,0.012067629,0.0010180771,0.002266328,0.009791075,0.010069823
0.003449613,0.0055382117,0.0005308025,0.0024355913,0.0050788065,0.007310047
0.0030871986,0.0038807145,0.0006037138,0.0013937824,0.0043347734,0.004858895
0.010509385,0.0068316404,0.0010914023,0.0010123897,0.00860293,0.008255769
0.00413908,0.008428641,0.0007982404,0.002014024,0.006785791,0.0069945436
0.021980038,0.03736847,0.0015355763,0.005846832,0.0349371,0.034416143
0.010431846,0.04420391,0.0021279785,0.014872818,0.045204468,0.044180315
0.0049097976,0.017979924,0.0009594178,0.00725754,0.019911472,0.021448813
0.0058462243,0.026177045,0.0011458,0.008402317,0.023160875,0.02424566
0.008725702,0.018189803,0.001151027,0.0038723613,0.014106218,0.015887605
0.0032821705,-0.0036188671,0.0009812542,0.00014096894,-0.005703654,-0.0054868497
0.004156245,0.01387429,0.0010141936,0.0041339425,0.013037913,0.013998975
0.013422506,0.0042684167,0.0017312737,0.00026095775,0.004478448,0.003558111
0.0075019225,0.027485568,0.0011612586,0.007390701,0.028471211,0.027890362
0.0058821705,0.010648394,0.00059090566,0.0027365428,0.013533967,0.013201916
0.006422378,-0.00039818557,0.00075967994,0.00023441284,0.0002597086,0.00041831285
0.0055464576,0.014294176,0.0011168832,0.003209474,0.010683052,0.010591745
0.0050769425,0.004077783,0.0008206583,0.0008702801,0.0031584995,0.0028513684
0.005356418,0.009668203,0.00077151495,0.0014349953,0.008349626,0.007815475
0.004671066,0.0048882975,0.00041251795,0.0014426595,0.008401304,0.008428463
0.004655784,0.015438254,0.0008944742,0.00582146,0.015632315,0.017787106
0.008496628,0.03212448,0.0012739926,0.008125328,0.028394746,0.02727104
0.007597523,0.0057603917,0.0009366097,0.0013007378,0.0043028225,0.0044164443
0.005453958,0.011015069,0.0007181418,0.0022265483,0.010970239,0.010380285
0.004177842,0.0016348017,0.00062159996,0.00075200864,0.0030379985,0.003080024
0.0040792506,0.009449609,0.0007016411,0.0015975772,0.007196614,0.0067317355
0.010257773,0.0076111024,0.0011191595,0.00074045546,0.007231952,0.0063845464
0.0052174716,0.0052319495,0.00066834677,0.0013052404,0.006010119,0.006180049
0.009536185,0.06302698,0.0025456129,0.028348088,0.05654431,0.056716967
0.00565412,0.00505728,0.00089679623,0.0014993544,0.0054614614,0.0054902737
0.009771242,0.0038546429,0.0011524237,0.00017490529,0.0033884821,0.0029710792
0.003921578,0.0063481526,0.00052246056,0.0013765697,0.006365571,0.0068994076
0.02242908,0.07426444,0.0033881848,0.022086114,0.07070102,0.06647223
0.02179286,0.021269754,0.0013559877,0.002716255,0.02066218,0.0224671
0.0058221985,0.018813904,0.0010629798,0.0049986606,0.013984328,0.013772146
0.0047541987,0.013200757,0.00093095633,0.002894236,0.010164606,0.010003479
0.013796956,0.02445288,0.0011376945,0.00415003,0.02385098,0.023296274
0.007267452,0.014360041,0.001172736,0.002671609,0.012025887,0.011800999
0.0045716916,0.010428943,0.0007768776,0.0019002738,0.008466511,0.00818171
0.0056480286,0.011057492,0.0007679311,0.0014086681,0.0084305145,0.008067083
0.0046600667,0.010606125,0.000775509,0.002720107,0.010454212,0.010179324
0.0045197094,-0.0021380223,0.00058835564,-5.6352932e-05,8.963328e-05,0.0001031775
0.0024261738,0.0019022471,0.00032683427,0.0012065176,0.0020442228,0.0035103918
0.010663304,0.039910045,0.0014321108,0.009782064,0.037219487,0.03661558
0.0060492223,0.0016541916,0.00047498278,0.0004970059,0.0050286544,0.005037452
0.00513381,0.005338722,0.0008251227,0.0018855426,0.008115635,0.007959507
0.0040017343,0.0058253007,0.00053948816,0.0013497005,0.0045074075,0.00532859
0.0047728275,0.009342207,0.000570084,0.001580677,0.0055386284,0.0059098536
0.009717663,0.013032297,0.0011712591,0.0014151265,0.01032432,0.009144498
0.005339113,0.011518726,0.0007714673,0.0025104228,0.010928453,0.011336053
0.0062864614,0.009541916,0.0008059634,0.0019405445,0.009235524,0.009261633
0.003569315,0.005581748,0.0005536543,0.0013046386,0.006088891,0.0059881974
0.026500575,0.04487293,0.0012839593,0.0070665507,0.042751096,0.04330114
0.0029107882,-0.0005726889,0.000633752,0.0010421835,0.00026425533,0.0006558439
0.021571197,0.035621494,0.0010165202,0.005416603,0.034579974,0.034334596
0.0039550336,0.0023481273,0.000543442,0.00071807194,0.0040178816,0.0038500181
0.005201173,0.0143134715,0.00065429823,0.0035288339,0.013655907,0.014080081
0.012682787,0.0163569,0.00088046107,0.0021019639,0.014951836,0.014800506
0.004401998,0.010032989,0.0005752061,0.0021849452,0.0098189665,0.009926037
0.004579096,0.0070465654,0.00059201114,0.0017018745,0.00851701,0.008606403
0.011350531,0.023088705,0.0008648565,0.004737152,0.02429046,0.024521936
0.004134811,0.0058472585,0.0005455952,0.0014091642,0.006958639,0.006987249
0.02140015,0.015286468,0.0013101845,0.0010979243,0.0142346,0.015396114
0.010278513,0.03608033,0.0012893685,0.007857611,0.03199467,0.032278564
0.0053203586,0.01286583,0.0008372648,0.0023864717,0.010767917,0.010067774
0.0041770674,0.0063213636,0.00057750125,0.001411567,0.0069247,0.006933744
0.004601462,-0.0020805262,0.00087713415,0.00050552946,0.00096317707,0.00096363714
0.006079702,0.0115413,0.0010995809,0.0017668311,0.0076376186,0.006825877
0.0040727016,0.0008957165,0.0005175573,0.0005396969,0.0031080511,0.0030649188
0.0037593918,-0.0011797147,0.0004896469,0.0004502572,-3.0918978e-05,0.00073290383
0.02498966,0.030780096,0.002070599,0.0038771275,0.028128296,0.026678292
0.0038186633,0.0041686445,0.00044580945,0.0011105926,0.004065344,0.0047510723
0.012542,0.018465057,0.00075836503,0.0024335487,0.016071176,0.016975772
0.012790989,0.0058168415,0.0009886759,0.0005260955,0.0074668014,0.008418968
0.0055857943,0.0109338565,0.00068288535,0.002392477,0.011506284,0.011659293
0.0026537217,0.0042456565,0.00065484457,0.0018791066,0.0044581937,0.0047059357
0.0060764863,0.016383164,0.001201502,0.0034841325,0.0115684625,0.0114301825
0.0032324,0.003688728,0.000473889,0.001606583,0.0056522717,0.00597429
0.003412276,0.006084068,0.0006555421,0.0020126333,0.007322404,0.0070595862
0.0049728164,0.007073347,0.0006992193,0.0010576046,0.0063630603,0.005953938
0.0046996037,0.010597024,0.0007772445,0.002786253,0.01003878,0.010728764
0.0026436006,0.005940174,0.00064506463,0.0021033767,0.004986496,0.006132791
0.0051668813,0.008712059,0.00048627175,0.0020245763,0.01032388,0.010514388
0.002473519,0.0022584859,0.00042163781,0.0013767278,0.0045260927,0.005644466
0.004147852,0.009271971,0.0006294761,0.0026156188,0.010947039,0.010743425
0.0033543177,0.0039038816,0.0003229902,0.0014928071,0.006714959,0.007237311
0.003703901,0.0030259793,0.0009338686,0.001065608,0.0009060637,0.0007584472
0.0034393605,0.0035528531,0.00035291002,0.0013954423,0.0022238907,0.0041480972
0.013816637,0.022864655,0.0011737912,0.0029904158,0.020531978,0.019913528
0.0044994773,-0.003100764,0.00068272353,-0.00010884041,-0.0020104945,-0.0018392801
