rely,data,time,turn,pcap,modp,loc,Generated_Var_1,Generated_Var_3,Generated_Var_4,actual
0.2,1.0,0.0,0.7142857142857147,0.6527777777777778,1.0,0.0967056323060573,0.77775294,0.6484185,0.26828188,0.1785222176389534
0.2,1.0,0.0,0.7142857142857147,0.4166666666666667,0.666666666666667,0.2534973258305604,0.39098918,0.30650434,0.6593715,0.1399057406903572
0.3846153846153847,1.0,0.0,0.2499999999999999,0.2222222222222222,0.2142857142857144,0.1132558666225327,0.13335466,0.03628668,0.91753066,0.020809015192073
0.0,1.0,0.0,0.4642857142857144,1.0,1.0,0.0505391892127314,0.5136388,0.4480779,0.56309223,0.0205457210310599
0.2,0.0,0.0,0.4642857142857144,0.2222222222222222,1.0,0.0122123307956307,0.24918956,0.29833394,0.8149466,0.0023784239211521
0.0,0.272727272727273,0.0,0.4642857142857144,1.0,1.0,0.0017595512273305,0.6330508,0.62260884,0.4087616,0.0032560711245293
0.0,0.272727272727273,0.0,0.0,0.4166666666666667,0.2142857142857144,0.004285639623003,0.14386904,0.10371372,0.8825069,0.0001843059127092
0.6153846153846153,0.0,1.0,0.4642857142857144,0.4166666666666667,0.666666666666667,0.0174387205797808,0.93271965,0.8934846,0.077903286,0.093829262513055
0.6153846153846153,0.0,0.4545454545454546,0.4642857142857144,0.2222222222222222,0.2142857142857144,0.0244072402919809,0.5302877,0.47386146,0.48556012,0.0366066648528624
1.0,0.0,0.1666666666666668,0.7142857142857147,0.2222222222222222,0.4285714285714286,0.0235361753279559,0.5496163,0.5394633,0.48254943,0.0276546633784151
1.0,0.0,0.1666666666666668,0.7142857142857147,0.2222222222222222,0.4285714285714286,0.026149370220031,0.5509361,0.53984797,0.48098043,0.0186148971836301
0.6153846153846153,0.0,0.1666666666666668,0.4642857142857144,0.2222222222222222,0.2142857142857144,0.0305046950401561,0.43792284,0.3327434,0.63078696,0.0171228969378889
0.6153846153846153,0.0,0.1666666666666668,0.4642857142857144,0.0,0.0,0.0200519154718558,0.358749,0.2873151,0.6540764,0.0064156010566872
0.6153846153846153,0.0,0.4545454545454546,0.4642857142857144,0.0,0.666666666666667,0.0008884862633055,1.0,1.0,0.0,0.0047480713702705
1.0,0.0,0.4545454545454546,0.0,0.2222222222222222,0.2142857142857144,0.001672444730928,0.93263644,0.7308593,0.097605936,0.0048358360906082
1.0,0.272727272727273,0.4545454545454546,0.0,0.2222222222222222,0.4285714285714286,0.003588787651783,0.5795569,0.54761696,0.4607856,0.0029927769635162
1.0,0.272727272727273,0.4545454545454546,0.0,0.2222222222222222,0.4285714285714286,0.0014111252417205,0.5397633,0.5172415,0.50571156,0.0002720706330469
0.6153846153846153,1.0,0.4545454545454546,0.7142857142857147,0.4166666666666667,1.0,0.2770160798592359,0.7059511,0.65726495,0.39403427,1.0
0.6153846153846153,0.636363636363637,0.1666666666666668,0.2499999999999999,0.4166666666666667,0.2142857142857144,1.0,0.3803899,0.3381294,0.67058563,0.5787293423789506
1.0,0.636363636363637,0.1666666666666668,0.7142857142857147,0.527777777777778,1.0,0.2587237156147105,0.7146957,0.6623216,0.3661423,0.5611763983114068
0.3846153846153847,1.0,0.090909090909091,0.0,0.4166666666666667,0.2142857142857144,0.2177836623055347,0.28714392,0.20094153,0.73883045,0.2149445765791067
0.6153846153846153,0.272727272727273,0.4090909090909091,0.4642857142857144,0.2222222222222222,0.2142857142857144,0.1010609571261824,0.6850323,0.5139109,0.3809905,0.0630238456745157
0.6153846153846153,0.272727272727273,0.1212121212121213,0.4642857142857144,0.2222222222222222,0.4285714285714286,0.0653472936011567,0.6181978,0.46585253,0.44553217,0.0467873724120378
0.2,0.272727272727273,0.090909090909091,0.0,0.4166666666666667,0.0,0.0766711381334819,0.40070394,0.23715803,0.60973823,0.039239606462994
0.6153846153846153,1.0,0.2272727272727271,0.0,0.2222222222222222,0.0,0.0313757600041811,0.48289472,0.3014935,0.5403909,0.0453831368866343
0.2923076923076922,0.272727272727273,0.1060606060606061,0.7142857142857147,0.2222222222222222,0.2142857142857144,0.0400864096444312,0.56847185,0.4387637,0.45154214,0.0334471349207045
0.6153846153846153,0.0,0.5303030303030305,0.0,0.4166666666666667,0.0,0.0064633020330656,0.66333675,0.50756854,0.38873538,0.0072054835397267
0.6153846153846153,0.636363636363637,0.1666666666666668,0.7142857142857147,0.2222222222222222,0.666666666666667,0.0095991359035556,0.62185204,0.560193,0.4057635,0.0080831307431038
0.2,0.272727272727273,0.0,0.4642857142857144,0.2222222222222222,0.2142857142857144,0.000139370394244,0.6739334,0.4979569,0.344569,0.0001228706084728
0.2,0.272727272727273,0.0,0.4642857142857144,0.2222222222222222,0.2142857142857144,0.0,0.64683706,0.48015904,0.36983404,0.0
