rely,data,cplx,turn,acap,aexp,pcap,vexp,modp,Generated_Var_4,actual
0.3520717039070674,0.517715748523373,0.0658092010245404,0.4068764209286816,0.3288434015480237,0.3161499056173219,0.3536173966606235,0.2348438700272551,0.3150876546203291,0.0329348463926508,0.3949458747833356
0.3070075481295142,0.2040986405857949,0.1870490341598282,0.0894662797694914,0.081099987163311,0.1609088494937366,0.0603895580060153,0.4664897338452185,0.0400201409482925,0.1970279428842027,0.1433537445558677
0.419369754332178,0.4691378514288634,0.1275750330954556,0.3920922305448406,0.2819697420293847,0.3140413416062705,0.3438249926215127,0.2658071497268909,0.3000180976835307,0.0245733334544165,0.3435721322223782
0.2915921689570157,0.2577349656927159,0.1790567694183516,0.1179305155526825,0.1539206824605485,0.2670399219148204,0.1139537838331273,0.4101008273926135,0.0353105046884503,0.2229565989286783,0.1744351326605145
0.3734777892169878,0.5037916675422796,0.0994629319547645,0.3958192018988195,0.3289459034676729,0.287547531647765,0.331536368186031,0.2591310963873052,0.2986371478817665,0.0380521296945276,0.4119316150889498
0.2403371325270381,0.236098003062394,0.1698916563251505,0.0717555323584718,0.1126008600794511,0.2258476301261865,0.0429229283107145,0.4633966026912454,0.0120026192682194,0.2818272477084358,0.1448368528655323
0.2610941481968901,0.4391805366446667,0.059097206497985,0.2545509409447023,0.2917761741259608,0.3062416463130665,0.2494080063474044,0.2908111178885687,0.1780106092277369,0.1150598127430058,0.3156712540266628
0.1678686699393768,0.1968509791669219,0.2659671368102622,0.0399821243329036,0.2478683219680026,0.5482084128168098,0.2107231766807792,0.5232034422343239,0.0687623505734253,0.4929258281280868,0.2267489306334381
0.1639799915272884,0.2139693075840261,0.2109150753820543,0.0664588914174615,0.1307220712072214,0.3578430080157386,0.0492351902517526,0.5361508864875784,0.0432481363597115,0.4204977824661517,0.1324345290731379
0.3373006286201572,0.2449453671221595,0.1763839651821097,0.1258620714009547,0.1163702697173565,0.1871105485934797,0.0892465690714058,0.4389421865293962,0.034516007479828,0.1728488995294047,0.1523947571923297
0.0925114395015629,0.1772475406896057,0.2759900255675236,0.0531816872324501,0.2082818570750699,0.5696918465195028,0.1090415783071709,0.6196800257988322,0.1085545825929865,0.6029808736764377,0.139842991604718
0.3237435030592598,0.3840993285262842,0.1044070055209354,0.2440288135587017,0.218549398793777,0.2369871921642126,0.2204475386008386,0.3158686918296265,0.1409989359822006,0.105519034621292,0.255282465097072
0.1957069525093207,0.3320360294845539,0.1315233319314053,0.1584572365900612,0.2758038204796493,0.4004457214427066,0.2074412603272968,0.4116223664216289,0.1442693510491144,0.237747848829937,0.2732359301932037
0.2444124298153156,0.3201117011014482,0.1165562295822182,0.1227867502009024,0.2081442192429844,0.2987128565392752,0.1492753187718844,0.3619034543757543,0.0675059824039571,0.1919219221452973,0.2232102738174783
0.5222492052314387,0.1882951225835297,0.3576126888214138,0.1732635670500578,0.0485674212496804,0.0570304273230161,0.1724206892895282,0.5449232467206685,0.2007329253696861,0.201994815296477,0.2743707943207951
0.3575334311205049,0.4538784007609958,0.0929077589037145,0.3244429890310119,0.2889445665786689,0.2753471179045933,0.2783898121025048,0.2734191344526447,0.224751865557561,0.0780409730032988,0.3217093739246259
0.1552521587864968,0.2139990287689114,0.2565215816094713,0.032807373464093,0.193168220445333,0.4649334629593541,0.146056817673358,0.5218078227676907,0.0666754610133237,0.5018186529308424,0.2224711854707792
0.4914258981150023,0.2085128684627535,0.3212886814883092,0.1782202679131421,0.0168572549538869,0.0329288995290505,0.1167978682023065,0.5472756583554763,0.2142558253759103,0.1946550559438609,0.3082575883684113
0.2571966134341102,0.1948100435045504,0.2041353820879821,0.093845666908203,0.0892944142520882,0.2372719250095273,0.0633245248727694,0.5006961122735515,0.047431296420678,0.2739959879172961,0.1438644803105356
