size_D,duration_D,har,ifc,source,t02,t04,t05,t06,t08,t12,t14,Generated_Var_5,effort_D
0.3226867827581787,0.2307612975829678,0.2859873282674794,0.1039028017058968,0.3428793753109739,0.1142907078311257,0.2428502041872088,0.1751057036393888,0.2153038438392225,0.2483303772614498,0.1713991161896717,0.3204148669631586,0.1983482991767192,0.477275277430892
0.1491803981080672,0.1530861780755709,0.2877667908647107,0.3031516309647677,0.4169122362920828,0.3617499163852939,0.5189779711919636,0.4379699371952361,0.4678840463321407,0.3364474355179063,0.3320194262403143,0.6589994469935523,0.3993044662247592,0.3039244109648419
0.4479702497996181,0.3422404067268337,0.321896864430281,0.0566146924702326,0.2797470911525355,0.0677961420325519,0.1820825417276144,0.1255214293041396,0.1431673035442121,0.2822597359648031,0.1541907256768324,0.2093743079590758,0.1220531884493296,0.5874313786538734
0.2186404427844452,0.2137717549143529,0.0786523304288113,0.1536022462458773,0.1052620961809568,0.3234860292914551,0.4063214951955228,0.3634790294106884,0.2660149946062018,0.1193093194926628,0.0713970818087337,0.3964055857687319,0.5099599225173495,0.3536571344667755
0.1688213461925095,0.1097270633947643,0.1206341552251806,0.1822674926079998,0.2449680955401829,0.2793516616069218,0.5260006155493326,0.3524005416520474,0.3406840671225959,0.0866452593282349,0.1520397257661154,0.5372745521771165,0.4688119463249259,0.2891212596219828
0.3294030462048228,0.238762704175641,0.3372047634967855,0.0994297629045051,0.3483470959630199,0.1285521160720389,0.2685045425412528,0.2190485142651905,0.2632422205225232,0.2983704822564507,0.22695613676587,0.3706432936802374,0.2302137735045094,0.4641719441326531
0.5406042074012987,0.4886129370490127,0.350588378625948,0.1970853806249726,0.2581592891411696,0.1632484467477651,0.2725061759570686,0.1840391576975,0.1518303498860346,0.3189223521011959,0.192239143044166,0.113215824198204,0.1116315317964702,0.706721176906346
0.7641724266991898,0.9872177914958524,0.6278164504135285,0.7337618956886698,0.3619905714232884,0.611883037295505,0.3281664262859208,0.7147800552688008,0.4070580028219985,0.90423809087521,0.6367037648183715,0.1075003955470458,0.201022305953048,0.978845686020852
0.2702716128613248,0.2372070075880221,0.2672018585674792,0.1902418186197836,0.3531268874894289,0.1847658663579165,0.3233778085461493,0.2245725577495022,0.2321742994304536,0.2688268805307715,0.199929460920849,0.3578649653608376,0.2523100663133287,0.4602137806280986
0.2011442145303086,0.2191829688198697,0.4457553504062902,0.4909889570276278,0.56128320501011,0.4634380871317066,0.6125609512529129,0.5750748588621741,0.5829757765719088,0.4943600046576838,0.534535472669682,0.6978121018679884,0.3385956881293083,0.3447091631996583
0.2084628600320556,0.1282101861151448,0.0749382322116661,0.1008436863150998,0.1545274127004576,0.2731270273039903,0.4404213525223197,0.2819549224937615,0.2795654794875152,0.0380445903884529,0.0701976793973131,0.4617664954675757,0.4757065047274671,0.3039849273018818
0.3055559063884228,0.2338637661448287,0.2861822353966948,0.0991816318502519,0.3252065968102743,0.1166460904728834,0.2491347316344062,0.159844260390968,0.2077741728532708,0.264332142509068,0.1842226999188395,0.3415425585052157,0.210123375166482,0.4645571164182884
0.4048571508243093,0.4725104350121844,0.2199225973843481,0.1034776552935046,0.0975733656199231,0.1623467069189414,0.1290921138471587,0.0830760477201139,0.025413630691196,0.2830194202789573,0.0545381902829742,0.0532747334930867,0.2140400356460729,0.6779231620497083
0.3205779921713773,0.2375760679530489,0.3768904104024448,0.1749494186556591,0.4053917635633584,0.2109324473214231,0.3439635033269949,0.3079780193038439,0.363633009739411,0.3721860343215823,0.3250306950958583,0.5014321535142363,0.2425669206011118,0.4308248818356832
0.3090254580271933,0.3675271946540522,0.1485870712939288,0.1544027662295102,0.1171998302791617,0.2620163156598503,0.2759254113007326,0.1694739521498759,0.1174559158271926,0.167887897285658,0.0318971286477744,0.1653386712019137,0.3062019452094706,0.553301862532435
0.3195857346918156,0.2468543306356721,0.2816089521722576,0.0736923163522681,0.3312288390742223,0.1217618277905761,0.2002323350847567,0.152534987552891,0.1892075116729742,0.2788287457944873,0.1886057253705931,0.319984450297861,0.2172033889680705,0.4847313337677642
0.4545164142429133,0.3102397103616401,0.303520118929496,0.0831461421038237,0.3072425235324058,0.03007240134744,0.2341807914229093,0.1235724282840688,0.1290288258641415,0.2154825648945687,0.1336728618560616,0.1991974559658125,0.1159591120468329,0.5915675595534395
0.2008721239598083,0.1782638235015708,0.1941232029847264,0.2036919717710602,0.3160409891804931,0.3098341784902695,0.4689529235728381,0.3486581920678954,0.3225303308790744,0.1922674050823508,0.1987616480170371,0.4886677246336134,0.3684986778057025,0.3818795424539263
0.2528781048570013,0.5549321837490795,0.1742941089852182,0.5147521894958775,0.0767435133648783,0.6846143298745472,0.4544151135369283,0.5587962532783755,0.3480050590107515,0.3397458934083915,0.2199942920798003,0.2871982338502938,0.5823567776769596,0.5324584923871359
0.3051035191291627,0.2587262209081947,0.1773087624098402,0.0915970980559998,0.2397533594335805,0.1078573287092553,0.2476134775836086,0.0713726582591593,0.0901973258786642,0.1395541837208105,0.0439096319996334,0.2292501604955549,0.2488994876827797,0.519171077889075
0.314358296145415,0.4656470929705037,0.1756208062705326,0.2757243516517209,0.0859790263148016,0.4031940620896762,0.2950284159509131,0.2800351300758644,0.1625782508398986,0.2577313355908742,0.0919315103515445,0.16119035132547,0.369615466564111,0.5896619700007768
0.3078736089779031,0.214059389683107,0.2931525743089702,0.083160071982444,0.3225607421679485,0.1065607201532238,0.259692037067202,0.1629613177285127,0.2204778849176968,0.2501393399448597,0.1825396742157016,0.3572263173123512,0.22544631866321,0.4544108831026887
0.1572255193155227,0.092388247854424,0.0456570949115156,0.2258403973159812,0.1922843166172976,0.3782017346984432,0.5903725260360178,0.4431233027574493,0.4060093078052362,0.0409681631240648,0.143530236602665,0.6121341943191523,0.6033949365285131,0.2089122121575744
0.2484354947070342,0.2372771854112503,0.1589985873344998,0.170038036714761,0.2616579195029046,0.2086994196634234,0.3494215105024011,0.2013650797471407,0.1839230365886532,0.1441938647789662,0.0825606223460964,0.3194223913641316,0.321582624662429,0.466310210654383
0.3547391162358573,0.2405089535263639,0.2844946277206694,0.0470791610563604,0.3173124642596672,0.0523902390508035,0.2215264231918033,0.1195717439271364,0.159842420579697,0.2032681902452183,0.1344993998659472,0.2652975471375383,0.1906628562212973,0.5104403185044187
0.3005503443559892,0.2476855004275303,0.1846736035732372,0.109388159814972,0.2532441162558709,0.1204340958006063,0.2766571435236761,0.1006941688437884,0.1127886777627228,0.1467360476631458,0.0551294759439698,0.2472893204972227,0.242922457555063,0.5107923647630296
0.4162664597197582,0.5384584055282674,0.2452181231701641,0.1922002292157453,0.0999526155069426,0.2552796929959283,0.1415637101744901,0.1842834637081525,0.0928265795777601,0.3884137556446129,0.1388159999499228,0.0902562991763369,0.2700566425531955,0.6942898216968167
0.2147719819147003,0.1695704450172587,0.2135685181098528,0.1510898989562447,0.3100739331851923,0.2044379235106184,0.3864524303966772,0.214068899803734,0.2630670813207442,0.2061634372539521,0.1774286167443236,0.4511337939221282,0.3096049489722055,0.3870900396434217
0.3480348299780852,0.2308138868640256,0.2448823578899016,0.1066088639157571,0.2948257758781715,0.0994987447625179,0.3262038000348701,0.1141104239118842,0.1654232157025008,0.1672673594545691,0.1321952470301992,0.3021573459916617,0.202595530921667,0.5103932635440321
0.3855883419818776,0.3284492185435249,0.2355378364196362,0.0577177596421438,0.2248177886560989,0.0666850406894287,0.1821946625651872,0.0396193414101525,0.0530850895238018,0.1934524498286037,0.0621533009920037,0.1446569900794979,0.1618793894271971,0.5957006105499163
0.5885323376394554,0.4827178618883571,0.3793272048429928,0.1684674632656474,0.2901418277608066,0.0967141027863215,0.2237131990311645,0.1605718033001466,0.1563387702751525,0.3343679767437021,0.2101902241070378,0.1335785746196332,0.0794327576821502,0.703502617615902
0.3509111502982174,0.2558372913559185,0.309819331498654,0.0937787125549995,0.335417033258097,0.1014303264798359,0.2453343181849807,0.1783492767731192,0.1911240043639572,0.2547177118653039,0.1716155646656532,0.287173000650599,0.194413228182604,0.5106211964419692
0.3351313158560023,0.2463845156792499,0.265695962877714,0.0324173528489575,0.2896264235544219,0.0749104315594769,0.1770360399223032,0.0726848459759595,0.1231960330996275,0.2264517026280507,0.1090456983722605,0.2550251781041832,0.2039145608069118,0.5078406499961395
0.3093120525575805,0.3108886999658303,0.1792345563547387,0.1555446089699783,0.2170265673724426,0.2031170932602152,0.3087746270892455,0.1695586797066392,0.1318083109844433,0.1566300999540437,0.0536007435512496,0.2123474868649849,0.2676865325262011,0.5515135060073688
0.7031434340112841,0.5143922808289384,0.4767137111766545,0.2742337731780757,0.3810132497374412,0.0970596621270453,0.3088630918420886,0.256682009884409,0.2505661577251573,0.3746137973301542,0.3077958343236789,0.154225346790241,0.0391340171767119,0.7410771108557603
0.3397876104541786,0.4225871905208215,0.2084205864097154,0.1737913651207733,0.1488644034716394,0.2441325044772739,0.2252986887653242,0.1668848079225569,0.0952821769237158,0.2776155870342635,0.0893845719641697,0.1391681640331768,0.2643167920698359,0.6249061353303454
0.6950695062203907,0.5475273614921855,0.6328002652000717,0.4507547428181901,0.593480553602926,0.269242686288251,0.3262223197205798,0.5441646552008277,0.4989603243718659,0.6836375489631725,0.5950746205767177,0.4060301453472845,0.0864715971467821,0.6718879560138611
0.6947472441837359,0.5445470006559591,0.5312049589428712,0.278715365413708,0.4131974054476959,0.1647215613886773,0.2423832932380431,0.3249974257478433,0.3179509783488812,0.5188552610109874,0.3816204470134248,0.2336430366707192,0.0688327946918786,0.7114810904271103
0.3435952847866462,0.2749335794850065,0.2416492412181828,0.0678188767125094,0.2872624217907946,0.059820893297663,0.2285534570216416,0.0799732246943253,0.1044824832771872,0.175743395196088,0.0903216940606381,0.2280162146725901,0.1766033636980425,0.5334200230914486
0.195020895110839,0.1910677071620896,0.1477296286030481,0.2151657113838307,0.2602153846266547,0.3004430365712157,0.4222514637714019,0.3034227312174583,0.274272932814727,0.1749192260506162,0.1341654750471774,0.4241988357740523,0.4177663015990499,0.3867252190438335
0.4284046169921967,0.387133742185922,0.2747423484560249,0.1340403792152851,0.2461670335056756,0.1210891837275874,0.2331894254845608,0.1206229247259892,0.1086569824590726,0.2453897141839253,0.1184027269494691,0.1508896206597482,0.151741056361976,0.6262379802593034
0.2319404888199984,0.1986094578298907,0.1246088203462748,0.1392183839206515,0.2105901839066123,0.2316068968584882,0.353825041561858,0.2024398987532419,0.1985106084826076,0.1164824703538051,0.0611827830840658,0.3599753806266306,0.390775792570017,0.4188506348060001
0.2861090929939779,0.2382654636676305,0.2184932892778484,0.0930121619244932,0.2876006208265299,0.1028005448437904,0.255481867897547,0.1125443515717554,0.1386911083605656,0.1888087316243235,0.1032609478287337,0.2810279601340375,0.2329095524230907,0.4834904296163109
0.3184125044980279,0.2369479561170933,0.2834707217967606,0.0719930340831543,0.3146564351577826,0.0993893272601524,0.217781681350083,0.1433072378145376,0.1853080783657479,0.2472466991950164,0.1496788533243473,0.306422827789566,0.2129299253214176,0.4778059110647414
0.1386572912285261,0.0885569853968636,0.0652841545461418,0.2670125566858488,0.2180947770985504,0.4695850440615713,0.6259290538466511,0.5209163344873335,0.4595118625343259,0.071575023571312,0.1645103810280626,0.6518355782197696,0.627930672936219,0.2160870594050351
0.2956761697701127,0.2264820451423199,0.2487455472839096,0.094706882362012,0.3093530048957192,0.1165563416161643,0.2721871564649459,0.1394697701399144,0.164711641992439,0.2157707134615462,0.1481665441459914,0.3111810286566187,0.2271573703686818,0.4802483727746238
0.2775071219437734,0.1983225054413689,0.1960144107873155,0.0793140406415205,0.2670354198305561,0.1208704536922797,0.2866490869487987,0.0998056805756927,0.149824325749743,0.1614972336788512,0.1042092157356602,0.3366904623001141,0.2573837934542237,0.4515243555843127
0.3501562505481091,0.2795421302245541,0.2211086223656994,0.0447945795013609,0.2471782662582539,0.0577674814437022,0.1910240403937878,0.0479658587822872,0.0554123210963499,0.1706800985122057,0.0541446740847654,0.1804552639241107,0.1827928823144534,0.5584861785414975
0.3255310356206026,0.3003043308495868,0.2461826230737118,0.1406472962064866,0.2928926285619951,0.1392395778812105,0.2722811668916313,0.1676709735857114,0.1523044537944873,0.2142585284711882,0.127990829237144,0.2485558334858368,0.2416092208749363,0.5388752286879388
0.246325064003466,0.2616962387002242,0.1153141709409676,0.1488550902423969,0.1352839825287435,0.301065295311134,0.3457391012161191,0.2614512956887621,0.1990282806242639,0.1398214822166633,0.0568461471780048,0.3206449913239243,0.4165023295732787,0.4395438567295041
0.3560985864121653,0.4063194221254567,0.1794756464842974,0.0648552339400923,0.1010408214375699,0.1323131705003905,0.139799889168378,0.0876559195420379,0.0273257410803596,0.2151219229080301,0.0152977289033573,0.0927268109602684,0.2575453252692725,0.6095534286063153
0.2015968263570202,0.2345580075257798,0.1365761784804028,0.248996987643383,0.2482625923283028,0.3507712037906558,0.4460592666777442,0.3301369886525198,0.2885970468381437,0.1691534294388257,0.1320962998689488,0.4101915659137377,0.438455103288959,0.408011160545386
0.3506884994137279,0.2919202316216256,0.529014147056365,0.3496129082238499,0.5589140481869731,0.3253832991286094,0.338001934642085,0.4713303643676513,0.5171342905435532,0.5540456693942346,0.4923349703773658,0.5733419922540612,0.2432457172801114,0.417833875212493
0.3405967440182025,0.2583052766439233,0.2387050470692353,0.0613945144463838,0.2801912402271433,0.0550875989517228,0.2067310769739528,0.0556198075144895,0.0958127258987412,0.1841322636234518,0.0808834234296057,0.2284218580238468,0.1801614673614398,0.5314306065401686
0.41096571151599,0.3181125381172613,0.265750137302664,0.087113387827127,0.2681935175153795,0.0509385775357299,0.2076949703398536,0.0877664846870717,0.1048224174101717,0.2186034102569063,0.1152852712335056,0.1878196670475064,0.1685543270875477,0.5824944520206441
0.5977399129005072,0.3769128593849417,0.4261585652616275,0.1713660184765584,0.3859972087523305,0.0605828400973225,0.2396764928094506,0.2000166227984364,0.2329449730666787,0.2987462580656229,0.2375889735754059,0.2121608459030218,0.0581880212039913,0.641209644892808
0.3727485407432765,0.5081308748241855,0.2069354591315734,0.1523079894533711,0.0751095426405427,0.2178452742831342,0.0794130262353346,0.1513047010854655,0.0374585910695823,0.3125069764878215,0.0652218533200356,0.0619911701833426,0.2893654848552878,0.681398385365068
0.0691291406646919,0.0,0.0,0.5893162229891709,0.2821538934760402,0.7136642765566407,0.993250341949114,0.898401340849557,0.7163471577970068,0.0517218282212574,0.3229902376518196,0.9971240808587656,0.9039565029396416,0.0
0.3034812128844692,0.2964081697382952,0.163696950292563,0.1063420782287321,0.1854102211182737,0.1575469013223129,0.2574442383518339,0.1207574158477509,0.0990237352600514,0.151271938293718,0.0264057984318386,0.1996480470886118,0.2635294428287826,0.5381187319093215
