TeamExp,ManagerExp,YearEnd,Transactions,Entities,Envergure,Language,Generated_Var_1,Generated_Var_2,Generated_Var_6,Effort
0.688854873273981,0.691258777999995,0.4125524524225129,0.2769070651015409,0.4016304415557579,0.6860421241482454,0.7111173744579986,0.4075701044426686,0.5033258717360318,0.4748147207524658,0.3971903626274332
0.3602481886292028,0.4965622538580734,0.4310986240076872,0.1243030699865596,0.5176759892246922,0.4133510353461745,0.7513608102887821,0.3919329737384261,0.6097533067913785,0.6482701441438534,0.2814514764687381
0.6518785825655043,0.8198892202262731,0.326664222554249,0.5969040336145501,0.397189267566993,0.7701325659464218,0.674373345205896,0.4750279253880929,0.4887567311732616,0.5822357243402165,0.551320113305408
0.4416123213426903,0.3454474162517559,0.2745390407938875,0.2025136940119574,0.2458401931892061,0.6028696631568045,0.7571431207497008,0.3081726780085357,0.3623661766494766,0.5324649676979216,0.265145771035171
0.3931596909352984,0.6764277348276593,0.6267409016331839,0.357089916920578,0.2180870185457023,0.426130163648579,0.3058093487463702,0.1766044381770986,0.6003673583834535,0.2038945895364641,0.1314971151736029
0.4691400079534517,0.7793552901562215,0.2237183636028343,0.1183328869061266,0.225562160730618,0.5258718130187091,0.7315309197303954,0.1239742838039466,0.736285427994657,0.3793610520680622,0.1856225531484292
0.5857439565319406,0.711219588874127,0.3913880019414916,0.094016222070842,0.2776980002423764,0.4484518458563128,0.7284312634948764,0.2413588153838699,0.6400763030102806,0.3894815497355919,0.1665198179576905
0.3437896515640018,0.4398832228919007,0.2210008657315363,0.1493718790229988,0.3403994845270706,0.6374524895948669,0.7567777936863143,0.2618635446128528,0.4988833173787048,0.5593549902466614,0.2663970573265618
0.1369257096411842,0.5130182909134362,0.6823431991893373,0.306793472703927,0.2517911372520839,0.465757686976327,0.8653359293823227,0.5124172424179013,0.3151875962091734,0.6756596207027051,0.2137233551687605
0.7600070388401776,0.7203323597479881,0.2218650636184592,0.1148946627860962,0.2727067201202286,0.4891586509335465,0.7614616012516946,0.2213833180205691,0.6424981329848933,0.3872432297701793,0.1946608165203914
0.3866262838103577,0.6620424565531687,0.5082889443046044,0.0873910888144759,0.3746280554142748,0.2757284908852146,0.6500413299506191,0.2526285011015652,0.7851824766868812,0.4364957023280425,0.1626758546834593
0.3134565706813194,0.4540652249106951,0.4490597490481279,0.1570866634882539,0.3286338310354716,0.5422668723312868,0.7838088742654884,0.3747331377742422,0.4450696804478189,0.5820097451667541,0.2519169814900621
