size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,effort_D
0.42082230182503444,0.5320905997410103,0.29750107997766506,0.1305482932575271,0.10477291859742754,0.22645798492404123,0.25420978269597727,0.14226895752172197,0.2508580616421495,0.04347031907044413,0.11450658759850946,0.2761910038721932,0.1808677280889249,0.06738111060586505,0.17463264832421216,0.3963791048402209,0.09332343320507308,0.19092380207105897,0.45716530463914623,0.22313518478974087,0.2600996156382471,0.04405307829045191,0.20183031968056597,0.06500656502901253,0.32682015620780813,0.21034949966686664,0.10798035802012446,0.4000891468543194,0.3123090512968715,0.26210077801557696,0.08052455907415282,0.14593731670859916,0.27824569167211605,0.10153186698220576,0.22243132596090165,0.31104371082263776,0.5575351863791718
0.38544938038931503,0.507296381930862,0.2392818832668213,0.13287204302584477,0.15196930728756625,0.2620480297039288,0.26770765912112654,0.15219951660248304,0.2633188902779242,0.06766176943008217,0.1511720891589387,0.31705528414439343,0.19160780239442907,0.08994443290734727,0.20638221700146261,0.3346887334787968,0.1077341053447044,0.1686826861121724,0.41590126772746283,0.2223648975318435,0.24691719262042228,0.10181071830790145,0.18636662644869273,0.08241981236656687,0.3598157376937274,0.25515496035282853,0.14480950088174102,0.41172264170813644,0.3287529367414773,0.2973307182477689,0.11880985521739607,0.19607575256292387,0.25767220133195395,0.10400308651265563,0.2565217219278295,0.3438536634212469,0.4770708810030891
0.37783217849849227,0.3025450623334782,0.3413116274031819,0.0827709673850609,0.2648295054672209,0.1398325737140731,0.058033890269935995,0.07011628730550813,0.09191632491518709,0.20319656544392178,0.22646397854162764,0.406325671875405,0.09091117031025264,0.17104905446119034,0.1536703134779255,0.3466658877314408,0.19159879641076072,0.2176843923686677,0.3738479213787764,0.11241270504636575,0.16412128128425987,0.14477662829629012,0.35592061972831135,0.20623190818214648,0.3733845593951989,0.31105601853248144,0.28567474227913914,0.4586076852722362,0.33186025533008146,0.3777607108385693,0.2464502016154091,0.26698662538357243,0.24117875033811015,0.11682251087885889,0.27377532150310957,0.34501040201369193,0.5897770519890864
0.343592947316716,0.5351124794349554,0.13264676310211507,0.07433941402438593,0.14693391686723456,0.24927936461534672,0.2614638570239691,0.12627799762798536,0.24764238346636885,0.07800106490105024,0.12110908083089228,0.29465815243388926,0.12148728396493205,0.08527510254942239,0.22469433906192085,0.2574067042019952,0.07434498856236132,0.08006467332985612,0.3501856672656039,0.16092254947604911,0.20229030151167246,0.07212604497398323,0.19801376434238926,0.04172388475663119,0.4343271982653976,0.3109934108180319,0.1889595749636441,0.4890516006100155,0.3839947775994883,0.38914273893477813,0.16138227477682987,0.23697143305491136,0.2513716511576455,0.0637520653357945,0.3296858535331671,0.4061598636487137,0.40542200794625216
0.3635926662108035,0.5182364740080938,0.2447219670512459,0.0689689217287251,0.10774127088735824,0.1995206976474898,0.20152063117045604,0.09742833587238896,0.19937367657047272,0.03135779844217429,0.1203115498827208,0.31906172031164337,0.11780469327904325,0.044348582249263135,0.14593137034338471,0.31913161643817045,0.08038683926731172,0.11663069221350186,0.3931013275113054,0.16067957603640035,0.1979350928767371,0.018013972241330056,0.17567637427012206,0.04042266906935443,0.38047649786771087,0.24296574405733792,0.14818156818764547,0.4393403602210174,0.32833240761081667,0.32221171058431847,0.13014077502374172,0.19255216938535863,0.23921301155235308,0.05864931310043209,0.24613868296616792,0.34659446349531464,0.53735741571533
0.5739609659138283,0.5766665782247452,0.20911994206148635,0.27271125273222296,0.10151171472140286,0.26271336885605334,0.36040678367169604,0.32518413468058016,0.42981736322896236,0.17982595129137208,0.19223816670800625,0.12941622149897133,0.33103755238946597,0.243051174169283,0.31940241110569245,0.35252778992434075,0.2522551107712046,0.32569448558386654,0.5453803270058359,0.38618953283893004,0.4057400495303549,0.20899248570280504,0.24532941065431269,0.22655317673500147,0.1829761598434912,0.10794852202645992,0.030001311357333138,0.2319708712829548,0.14518571212790649,0.13309148803443044,0.024507604420221513,0.07418242925868311,0.42418447569233175,0.27251551594955825,0.11795854786326758,0.189840684641003,0.5774090363363914
0.4013965594314288,0.5431695435925024,0.2641338498022172,0.13425086003285203,0.10987927887210985,0.25892854010732747,0.29332115225628325,0.1494214154851332,0.28676586769508444,0.04934649823819659,0.12512968558335053,0.28727898460776957,0.18550496007798248,0.05121275574553641,0.169309591883275,0.25861846424491164,0.06174436182659754,0.14055025153277123,0.41392032828090664,0.22762473592242766,0.23674542990223313,0.06908562596288853,0.08896661174848053,0.04483444454190877,0.3670009330191889,0.26838970799985606,0.14160759197605896,0.4245197303642126,0.34796672367895953,0.30374448403647947,0.11017827062651159,0.209195080984674,0.23955498791990054,0.08665948053194752,0.275471785866532,0.37311598508194965,0.44512278641787495
0.559990496624243,0.6447779906579596,0.10237996691317322,0.23875283669016667,0.06508177892504569,0.2037231657615144,0.3476146009611296,0.3176336102728407,0.4390985190395512,0.15569854989577475,0.13925114710733438,0.07299577141569522,0.2950971127423323,0.21083598476465693,0.3374515229070901,0.29639092692275837,0.23127692634835267,0.27936910161781087,0.5161310609955805,0.3652757476566913,0.3921689312265961,0.21164284636215092,0.17952425315261156,0.1994864427488719,0.18110662114642753,0.09400491545480341,0.010149636636583775,0.2333315370530603,0.14702208211678636,0.1429904267901414,0.005983190769175195,0.054099861727209,0.42063906385408395,0.2541081369552537,0.13102337628013802,0.18878410980745025,0.5456384125718846
0.36266275672452286,0.40006199921676816,0.5083517130781705,0.0738698855322838,0.2705790984597419,0.3088260456075277,0.053745549638393814,0.025062088602546176,0.09140170452602926,0.15248757343494374,0.25111309786554087,0.5938020163110735,0.06253923365723427,0.08691015589346296,0.0615803156257422,0.26499861624635723,0.08789397113818498,0.09434694225496543,0.2714079810307635,0.10273351396495134,0.06488565509768038,0.1465847889468982,0.2485204420971051,0.14515272239769633,0.5054304520371413,0.41611052171235086,0.3557329802454783,0.5208948275268477,0.48072152294614956,0.42429884023102094,0.29624488350366274,0.3685323855748649,0.1350048975711064,0.049785961655327476,0.3413878653562308,0.4434209342154579,0.5148449816720272
0.44063235212179724,0.5022452350280746,0.355817182074439,0.15906246292616788,0.11873050272975244,0.2518008576326075,0.26021421308893694,0.15445953170295856,0.255826083430842,0.05452222018249864,0.1527156917018499,0.2804482477676341,0.22654591902351526,0.0690266982187876,0.16066477000969714,0.4028834919072043,0.09874972347633709,0.22889460128195427,0.4693966552048238,0.24790294392290999,0.2641808562906377,0.0759859136478061,0.21633706649277007,0.08269933548506964,0.3083560939075103,0.20895615102811402,0.11842120895402622,0.39138459527463637,0.31496300816987277,0.24239320024825678,0.08833821447708246,0.15972325013966415,0.27163080511425997,0.11864653491363217,0.20828946451486732,0.29399211943214876,0.554999705963975
0.6364295529021502,0.5827934418701581,0.3101383883023425,0.4043618012154694,0.17761703506191934,0.3984509461863064,0.4630995530565202,0.4281783667644157,0.5131405544541977,0.3223674429021108,0.3258689730903193,0.15700703598835405,0.4633332000249737,0.3920667157821728,0.4146363288763185,0.46532113260881525,0.3601214534697084,0.46193686744239965,0.6511201790597623,0.49294301836209603,0.5040121668656864,0.31992122103246223,0.383275774499522,0.34759442279891944,0.16317121022490266,0.10236393439108618,0.04995181740425628,0.19288806799366437,0.13027879694774244,0.11126568500560999,0.040957941584863294,0.08244708240175135,0.5074999361236605,0.39439526235764344,0.1019915060153822,0.17680565885424873,0.6187258008146803
0.5494870355816588,0.5469192614923895,0.48266101854160814,0.18348370822054305,0.16288765301585095,0.20694847940106198,0.2104468140478291,0.15735797915611555,0.1922550447423577,0.07265771045752062,0.19851692006688654,0.3182979157386261,0.21764014137207674,0.11706751035918761,0.1338392875073747,0.5613253274866535,0.19459079984982708,0.3521743119251694,0.5861673906912686,0.25704497628264467,0.27724490614762953,0.13015972616640498,0.4236175250519759,0.16586205634252255,0.22793667798608508,0.1723736322820536,0.11006663456777077,0.34479657808714675,0.250613695560047,0.211776285639034,0.059284817130443535,0.07579734952913388,0.338514307614458,0.1799258512925687,0.12978615953323863,0.2076508070082172,0.7533795290238096
0.5353703523590637,0.4670457250657662,0.48330768370356114,0.391026402198704,0.2150025307497157,0.47135412178079306,0.4777837769086495,0.3141306794500276,0.434113987863728,0.24234143867461816,0.35215683243997636,0.27815951169000874,0.44006760172410864,0.24583233088608836,0.2774494252278977,0.4542534408185578,0.21230607964812032,0.40510543284232187,0.5526882565077524,0.43752413077171487,0.40861152884801516,0.2798615311198346,0.25362295033841453,0.25169019279290344,0.29577285251561825,0.2330841527612971,0.1450012819985869,0.3224482411761359,0.2861350131273086,0.19420386780860566,0.12743602650026475,0.21147630681594803,0.3621147252810859,0.2800202404941674,0.2171414474343527,0.3111915597940732,0.5053382334430114
0.10868117143148254,0.15013190305793156,0.4087069671043132,0.2095689031461131,0.5679997674413875,0.6674650483391198,0.3216267413056637,0.10927512357312301,0.16772809247438933,0.4168993626736474,0.5416843020304365,0.5315053644192006,0.16028182921703013,0.32603973684549825,0.28644229791160397,0.1554078427796702,0.2712248081099565,0.11593714974322905,0.12975332572171772,0.10595526167019996,0.23195678816840876,0.34820847349050676,0.48527027325955896,0.30190184159251504,0.7803230969562569,0.7059311372776077,0.6172848640005011,0.7701950650487286,0.7160145877721835,0.7094041161646584,0.5851169714092023,0.6512241206609295,0.1340415313688278,0.061940374335248655,0.6853674806258674,0.7493160857227863,0.15094528697057263
