TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Effort
0.07237850651272475,0.23256763356514273,0.62435764830494,0.03202028980941786,0.36933395267913793,0.05295794805761493,0.37146267985537185,0.6085573429962581,0.5927227692167607,0.11859700003516392,0.2164542248269149,0.354255158572779,0.11413400166252222
0.11113595983661675,0.4873422352678954,0.37851269451171093,0.0922504304481685,0.6204121980018271,0.1772086794971252,0.5422201522485987,0.6886172420752225,0.5843648888974711,0.2300737523481865,0.26629687988229866,0.3566907380122058,0.1858072532376745
0.4580720489590225,0.7343675807435361,0.0884209661102878,0.10872171631018766,0.44655454212694434,0.12743939823406658,0.5142818375883399,0.7116873542296303,0.5613294993079186,0.29256058704486954,0.2793861098655103,0.36105654260281916,0.1689253112299986
0.7198367514054149,0.6881490224503607,0.27919040866333567,0.1054726644657327,0.44248813371160567,0.12515218884285556,0.1616426876134045,0.7054899363061152,0.49145732341134457,0.3169277270891878,0.27034679467958445,0.36587835717965306,0.120898314381551
0.3590531886482687,0.6812791150767271,0.1253145716217478,0.1255322214096384,0.4939859517330673,0.12591839499057608,0.3431571043907823,0.6489898836853777,0.5698111495837326,0.25304354937232376,0.21983027507055117,0.29963541424363294,0.14186462099056696
0.2735409795585868,0.7119254752724872,0.2658031729462854,0.10196295121504899,0.641524209585205,0.17060723295355676,0.5821849961221006,0.6719889847047491,0.5791098070095538,0.34013579874159183,0.29842783545932566,0.356458984717963,0.22727103345248473
0.4404248031469072,0.3865902763542909,0.5041724868582373,0.13334827315126477,0.7542758714183176,0.2464551209238385,0.660320793325036,0.740619611609617,0.521097001298473,0.3520950332373729,0.3536528516261472,0.4116219744950198,0.2552186709458303
0.0989104534972507,0.17218485842328515,0.45914575825053366,0.07768829965108695,0.400071691945609,0.0547027763088356,0.2759277884929227,0.4626979472550673,0.7864179317576314,0.03767652968036117,0.08781884912973592,0.15598892010181611,0.1754201007982708
0.6298515642107889,0.7259809525734824,0.3454055751327062,0.1350406215783815,0.47875056869236543,0.1605161064700228,0.577505470080203,0.7163395406470918,0.4536993662795847,0.4061340946570262,0.37307198435815087,0.4562445332485655,0.26467925247034463
0.5352263425128989,0.25726608834680814,0.5462688072041241,0.23268903020818382,0.5925579390533703,0.2559648293967464,0.7396111068328634,0.829403036952484,0.39026243588891824,0.326910337314296,0.3667295151930668,0.5361284935753335,0.2617027781026083
0.6610856922773798,0.7432025322370519,0.2809717239980928,0.18905068427140664,0.39526425552598266,0.17340949867977848,0.7264121457903127,0.728412841829949,0.4135179013019531,0.4221941442718275,0.4120175932502154,0.514231668019559,0.3404725791554447
0.19526703307375443,0.7194587308481092,0.6038037907840131,0.09908101765088266,0.21572315334492964,0.050162490932168374,0.21220159426722282,0.6976653072202484,0.5451387748190918,0.2529421724433577,0.3195963402726824,0.5434556309813328,0.15735194618882153
0.48218734252959233,0.7339984502667344,0.14460203226795806,0.11434943047493211,0.35706774924842954,0.10132948569097044,0.3826726007013682,0.728765858184249,0.5504210237090678,0.27045486979756395,0.2654370323675266,0.3879589244569422,0.10724202736216516
0.7162358467430627,0.5700541036302893,0.22523641670698225,0.12699034763974565,0.5118583521641386,0.15913120827768085,0.5458112245511131,0.7066262709363279,0.42054294803421,0.3049843920226511,0.3136542616711397,0.38877469638585904,0.232533271766154
0.4640900528059925,0.7128742222818925,0.5525553401634544,0.13277746112477962,0.4489464459487099,0.15085832306754426,0.2563680716642422,0.5374954805050468,0.44338860598818114,0.31365791912741764,0.29816724098813774,0.40727310389596716,0.18629154588278832
0.14418033796609972,0.2010406678386027,0.303492284507433,0.11871443976515118,0.5710452777826005,0.14886307826329892,0.44009047146228975,0.43261105872913463,0.8370668129197656,0.07494562293568553,0.1324463948816311,0.10319159978328622,0.18567061788646344
