size_D,duration_D,app,har,dba,t01,t02,t03,t07,t08,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
0.0227530066532668,0.0735846212654408,0.2016812844636717,0.1880563261842201,0.0636968286484334,0.1361036237159932,0.2882847781662591,0.0621528427884966,0.0687442713330082,0.0375255616763158,0.1072878806413951,0.0987181770563941,0.4583437486645447,0.0214442419978707,0.4363642090336063,0.1665704431157632,0.1681481034232663,0.0438999005657255,0.196477099263169,0.3364554850088204,0.3956557848564801,0.0374927214052612,0.0128289056994882
0.0407051916493799,0.0813305287406184,0.0631036894681079,0.0996224295413977,0.1163113524266142,0.1040637900008788,0.2425744625703237,0.1163939096290099,0.0760519966582669,0.1045812497604925,0.0184491772705566,0.0807105103491176,0.106369967785161,0.1374265528731182,0.253967928811396,0.0556427351746168,0.1313240919930693,0.0335530627851542,0.1600921301197821,0.2559259031871292,0.3170512063330833,0.0457968177919626,0.0342616349174757
0.0411836529157692,0.1247010743212229,0.1557101690898696,0.1081726246878623,0.0721832230884257,0.220461651414391,0.2217633437858456,0.163074879109627,0.1425962410584413,0.1067762771536574,0.0838439738803239,0.0517842371640797,0.3554163137162155,0.089165626342542,0.3134810448029544,0.1252816206859023,0.2060393940561457,0.0434319767641022,0.1654142509104613,0.3109070394585772,0.357599974630462,0.0716787215423405,0.0644502773713228
0.1003141510791402,0.1589946231321006,0.159394575085546,0.1734005598809851,0.076071873147257,0.1888197871612433,0.1711268157805763,0.1446622152197963,0.112045013376584,0.1072119274061787,0.0650350678204244,0.1268309073319456,0.2186107870243803,0.0945962929127101,0.2246018303248076,0.0994837496219095,0.2192967437456929,0.1082111836115452,0.2357094333491814,0.3671403284460247,0.4069585050425869,0.1165378495435638,0.0987867189803328
0.0257392604926805,0.0866429859190703,0.1296150565695523,0.1549686275891242,0.067099717066114,0.1326504784456016,0.2699942168662835,0.0732847979524945,0.0734964164476418,0.0557447256649222,0.0889597709306857,0.0868854970474237,0.3750146790312015,0.03977533791344,0.3815044541196506,0.1484785475763571,0.1724713123084761,0.0419578021450433,0.1844411085588703,0.3186189706955142,0.3823584823784374,0.0463070137097468,0.0155435868631207
0.0314987722239317,0.0465283359071539,0.2006939305061581,0.177756101585674,0.0654252635864518,0.0364602146275835,0.2575505568563281,0.0082434506899918,0.0270900108774319,0.0041518044465598,0.0811705702820557,0.1227146953164565,0.2700779291179878,0.0,0.3435141606370285,0.1084690531124501,0.1394990296840596,0.0406495234466822,0.2202234718566896,0.3332379674087465,0.3938639554053605,0.0275850923046796,0.0273082936751091
0.0819779909343692,0.0203495165035293,0.3355113834622868,0.302951459683389,0.2192422536304827,0.0332710676415847,0.3383552150980883,0.0039423471542899,0.1011394523931043,0.030900843766818,0.1017010340257954,0.249877586589558,0.1010009255253571,0.0554186326822849,0.3744561991583899,0.1886507773291784,0.0753817048610623,0.0355882959397242,0.3208227509399303,0.3183753547930847,0.3876706989251819,0.0215981021180388,0.084975678677281
0.0689269649555233,0.106042489236416,0.1257375833491907,0.068531026975696,0.1890392235204094,0.2004866267653404,0.3174769600501226,0.217235502279271,0.1554454248960862,0.1725540507308391,0.0376507252758119,0.0597382488895283,0.1582924232782799,0.2232760572255841,0.2540528748569369,0.1161049150468249,0.1597536522184656,0.0197150302363638,0.1543539386283303,0.2182379553417053,0.2979209909562143,0.0791717914929957,0.0751095349398004
0.0373335601781149,0.12339175048329,0.1359549327299792,0.1164168392853845,0.1145235307359987,0.1439507659739258,0.2615978003145535,0.1391314866627664,0.1018898957649735,0.1338933397180914,0.0719393002690027,0.0722166079000667,0.208179879160693,0.1344689700738368,0.2905237317418199,0.1082417803998891,0.1523237649524873,0.0380114435874627,0.1426133933688612,0.2880243033741272,0.3226625695309986,0.0655052158354041,0.0555071729569609
0.0397783152565452,0.0757756412463612,0.1821157198070651,0.1962748764389722,0.0717705181505161,0.0710889570607029,0.2751643569798165,0.0451926365983829,0.0565316242840024,0.0221825140171459,0.0648297886155574,0.116148634266627,0.3213852263673452,0.0171712289438437,0.3651006568882473,0.1296419610029542,0.1551714090383534,0.0437956935224069,0.2123148279408453,0.3203957424417794,0.3979630809872939,0.0390785944240514,0.0240357844771744
0.1338488400932903,0.2048468127627587,0.2416959125290342,0.0818392340181932,0.2948914635612234,0.3576586971813483,0.3386988754600287,0.3504432306648685,0.3282983829286386,0.3061321183345852,0.1264275095730894,0.0620421009258422,0.2890592482579809,0.3270322547996855,0.3266374931085731,0.2831964569389044,0.1947508829443725,0.0472722410707258,0.1557569711317243,0.2248193372627936,0.2803908377063925,0.1532595882522784,0.1659648177692704
0.0247267418761341,0.0811514723592529,0.1974814489302605,0.1824369132930438,0.0476447598834127,0.1397660591925661,0.2593359301470175,0.0703830393764583,0.0651663958269327,0.032788632685623,0.1048211912701209,0.0975323250409555,0.4488523719733828,0.0106635355002129,0.4169575929535823,0.1660320147604365,0.1786887219814255,0.0476347209821781,0.195905324538885,0.3455823792473262,0.3951443736509623,0.0408284645918429,0.013839541853113
0.0808041001266164,0.1491281365328309,0.19425364771679,0.1190928896380435,0.1809167379032759,0.2751079921957972,0.2900430831693059,0.2289461715156579,0.2072369579551429,0.1929296779783302,0.0604258335809101,0.0797136199105084,0.2085483916289421,0.194029668590058,0.3364670987382052,0.1651397263888808,0.1743246832443169,0.0346088413969008,0.1588194722828989,0.263426876055535,0.3043331975794748,0.0799992730556241,0.0929718557131305
0.043967528430371,0.1180952997594842,0.1289832773687961,0.0879033213143605,0.0719787237061028,0.1685587537684264,0.2010048283908352,0.1471223114213012,0.1012642021284134,0.1042891234481767,0.0494186100205179,0.0464610895787544,0.2566723587549371,0.1028717332137011,0.2520989368501314,0.0941113859338211,0.1850723241258378,0.0426120203006967,0.1478138123356414,0.2957688892017817,0.3435647137302153,0.067885499928803,0.0564314887410549
0.0135430455452601,0.059467781114625,0.0955792785043593,0.0858861585876342,0.0755465478315752,0.0835712571486182,0.2779036525733563,0.0667118490324154,0.0353490550448238,0.0448054638602595,0.0471558927052426,0.0558728870635184,0.2045889168777539,0.0541142372143698,0.2576079384465682,0.018710794543905,0.1459123136286797,0.021725720981444,0.1518072851654815,0.2996807296357054,0.3639319027641654,0.0437930753880013,0.0307260142892633
0.1770112091097388,0.2566981759214107,0.191076381411677,0.118590728235213,0.1781752144549116,0.2770731731599019,0.2038807178842432,0.2630605560486141,0.2794168893179903,0.2603907553836329,0.2175759734103186,0.1394653940325065,0.3772980806325184,0.2234009326730169,0.1493858054919288,0.1780067076197724,0.2912808831800679,0.1567036516642411,0.2398957766194452,0.3225581938947482,0.4035627879109978,0.2386445769383866,0.2027042701047831
0.0674356509515915,0.1532100689644721,0.1481241233113573,0.0781391947509483,0.3145368762590129,0.3317825713628513,0.425653757450824,0.3611338358822178,0.3124837185573813,0.3150217037237169,0.0866154633721968,0.0648003062058995,0.2726927138733382,0.3350890706711287,0.4338256585018643,0.2171667845383202,0.1605779963868157,0.0299393670878793,0.130161105549835,0.1860475218918201,0.248169903462722,0.105176710090295,0.11362279391681
0.7402591638380764,0.7468302458347331,0.7363020173568575,0.7155287221378624,0.3842709456801472,0.6080692602361737,0.0812015050356624,0.3065289532812678,0.6787453140746958,0.5476428380107848,0.7455030171695423,0.7177938544124217,0.7677499196531592,0.3817447748436426,0.0451736866261637,0.6815201595482738,0.7688484825412146,0.7136103096320006,0.7513596021343982,0.7774396481651064,0.8175603037979817,0.758481715727917,0.7155635871830869
0.0549440713936544,0.1175649484100777,0.1608520893833605,0.1277838879096011,0.1257266326600525,0.1503621551525392,0.2615451321425863,0.1443278522962141,0.1108126137756023,0.1130607534372888,0.0431765408265926,0.0813487968742902,0.1662955101190186,0.125504231274186,0.2868297002394835,0.1100060314147908,0.1596706713047062,0.0330312992308442,0.156174272299468,0.2918046012864173,0.331006427235317,0.0678103677651148,0.0609732280667169
0.0261177205824277,0.1260459652902842,0.0573521139179922,0.0341470224743652,0.0942032040912634,0.1945869887189159,0.2289718436470922,0.1831599238929062,0.1309081351380585,0.1525313512051649,0.0745137157567845,0.0229844547195435,0.2839249826866461,0.1482345518873384,0.2583689571834946,0.0870810328062894,0.1838452294239003,0.0396912367372283,0.1309484867141641,0.2691591444361846,0.3193603746225172,0.0802340016451989,0.0647049556494241
0.047103922220592,0.0695714231658913,0.1431171617298184,0.1731962573996383,0.0813456642226818,0.0386432100798234,0.221317003162444,0.034023528552006,0.0527890398391265,0.0342509548392122,0.0326541416230441,0.119625469410783,0.1696431488000074,0.0436819733009332,0.2635412407682319,0.0682706532910059,0.1329772177782842,0.0432658382024223,0.2211535456888356,0.3049532319745041,0.3722055396145075,0.0352151945027336,0.0311005887232526
0.0492943699714983,0.145751501224932,0.1243003692291298,0.0602540010032398,0.1079034529767445,0.226458038470641,0.2135749870278443,0.2055866286745075,0.1696072719720978,0.1598622806475586,0.0829677365822234,0.03081520792806,0.2965130202860406,0.1473481015089918,0.2636329872696659,0.1275238129823274,0.2002075325594554,0.0447527068851684,0.1442821004757861,0.2817843363094974,0.3323434443686612,0.092138725972651,0.0907116262642859
0.0637114764550038,0.1705243111611551,0.1083707845969625,0.0460628953708295,0.1813879827826807,0.2569440673434814,0.2883860008214852,0.2238250619484447,0.2160269567568044,0.223918529039853,0.0879286009713536,0.0248214092383258,0.255777054932652,0.219742001241647,0.2841584811647057,0.1517468839840261,0.1891170870326151,0.036946722514906,0.1268217468199772,0.2447962650800489,0.2890237098976934,0.1000014575016062,0.1116851383131779
0.0678047515284978,0.1356870826689864,0.1156540785248942,0.0862028314356832,0.0931309982682163,0.1796204488713528,0.2029323236880037,0.1661954088015776,0.1341607209441633,0.1325950449247371,0.0588497601452867,0.0573147551803422,0.2233998831531554,0.13549840968293,0.2291090054619592,0.0854272786641709,0.1892189157465777,0.050011775138737,0.170608439728276,0.287940269676591,0.3442000142126055,0.0887889394776213,0.0786184167497744
0.0789871831495274,0.1463360170881804,0.1190867185460334,0.1244791623851565,0.0292486684995178,0.159782337549431,0.1513653462388133,0.122104284218566,0.0929303110372761,0.0841739804877394,0.0550451328667095,0.0862093412827872,0.2296262071783535,0.0665942440245025,0.2023115226805345,0.0564341809319202,0.2183109480332683,0.081389829876195,0.2071096692860216,0.3417539932929619,0.3960055908380194,0.0914248496722099,0.0777814838370135
0.0641104622987819,0.0563756355214897,0.2079039421850937,0.233409141781082,0.1216208800302917,0.0501722060013918,0.2552013274884259,0.0176113989750385,0.0809374930938724,0.0406776471837973,0.0430717131706188,0.1770424101395446,0.154704929520161,0.0511387315169351,0.3362314689068243,0.1381233195960817,0.1115758640972576,0.0464365158468804,0.2571974898986967,0.3148196098013335,0.3751390191431573,0.0339456012672829,0.0511162262211732
0.0998676416798576,0.0640139530478235,0.3415680585477022,0.3527534205069746,0.253770723364739,0.0591701501783662,0.3760731625907065,0.0420427543068569,0.1058406152433664,0.053247158844481,0.1275318940771805,0.2599090888425979,0.2323457501643524,0.0700095694386197,0.367344377830466,0.2235928772545086,0.1304780633781129,0.044211146730116,0.3445095385650126,0.3274823095704645,0.4327307035839652,0.0639270353779374,0.089188194403888
0.1966738378588561,0.3350306550159336,0.2695029779684312,0.1818958010357396,0.2668521732857052,0.4302292809991616,0.2667471236516305,0.3809759614778191,0.4294895955701202,0.3840221184013103,0.3146413602645782,0.1696365073131281,0.477209538121283,0.2979708826213032,0.2433764335092583,0.2674412433641884,0.3382860759228879,0.2099964542479254,0.2348687564929459,0.3723853420650051,0.4027878021860209,0.3017383383019433,0.2888082369516147
0.1238329527430503,0.2542542124357968,0.2110945319325808,0.0435847208203979,0.3874695271725736,0.4452879975971067,0.4477355633657817,0.3725663792139002,0.3880339398439915,0.411816216474716,0.1803200141967733,0.0476672029781849,0.3848759585275658,0.4211306785999945,0.4081701750854918,0.3563522482729072,0.1987970798377771,0.055425046091521,0.1230249816980658,0.182097832153108,0.2293727452534313,0.1726185514740556,0.1932149680391191
0.0378217233282423,0.0608226438350426,0.185327385662001,0.191241887424036,0.0800891010242345,0.0490661247555858,0.2645259584878495,0.0318728010434711,0.0418120745111263,0.0240227167643879,0.0841666478408813,0.1286164850219359,0.2957691022052793,0.018864449360888,0.312578886779687,0.1031076383152627,0.1446717761831792,0.0410914307430031,0.2191457492394772,0.3256977801883082,0.3966172937000632,0.0362701553671042,0.0236901127666958
0.0495075886664054,0.1031713797027408,0.1595612341730818,0.1274761370812822,0.0953188172314402,0.143116913079511,0.2306835484389436,0.1292004847529488,0.0866923866558141,0.0839926012638406,0.0433420940723782,0.0766683183705494,0.2309794733579242,0.0979677269240757,0.2870208884950722,0.1186438463298378,0.1688735056470193,0.0381080951638927,0.161328129423237,0.29985475402867,0.3507503111662523,0.0599241826299141,0.0460037933502558
0.0810149469749463,0.1578146380911145,0.1410878933566471,0.0850641086430999,0.1455928925934492,0.1414429095002828,0.1591037021622001,0.1744623872638076,0.0910425814715183,0.1707188931361315,0.0964115353614316,0.0805736207408653,0.2720312793617211,0.1922516139340319,0.1185274006474272,0.121642889957164,0.1818368003627899,0.0945235428468532,0.1640012164213852,0.2730757233911588,0.3695857659005014,0.1442405245781215,0.0932927458455328
0.0624951399058968,0.1579075793312704,0.1436551396518597,0.1187159755011037,0.1048626312928374,0.2433497460483611,0.2170156071622063,0.2109630569109915,0.1968044501463108,0.1643367751800992,0.1551923576120606,0.0772283540334081,0.3945590407318967,0.1298368939101704,0.2759323514509011,0.1342477081331218,0.2324345775809222,0.0824664370387071,0.1957753498759397,0.3311162195572832,0.3793190492549506,0.1347848379178826,0.1168665912525418
0.0547783721293012,0.1427831197812706,0.1319761642090596,0.0655888885665348,0.1252220817102329,0.2144893502257141,0.2208108466979809,0.2099634439004393,0.1665012243158609,0.1621540977612452,0.0645187084971354,0.039369926286742,0.247244527780103,0.1627368935608912,0.2479762380140473,0.1230618532716011,0.1875207205291753,0.0427436519965555,0.1336419426011673,0.2708527212914348,0.3180611546724611,0.0931539618844029,0.0890448478363694
0.0417819811207406,0.0696802546011007,0.1885499675876923,0.2119139481884612,0.0843040043057595,0.0529478696503381,0.2797695181194815,0.0290665998371275,0.0583374467211633,0.0215267240581609,0.0681440574668108,0.1313872980910918,0.2957695997995572,0.0183773957204521,0.3667550049864044,0.1323554642136933,0.144435186011032,0.0431076279866787,0.2228064038189,0.3197201470672116,0.3973541561790942,0.0372422285049341,0.0251737372798232
0.0404660187654932,0.0789559431669847,0.198612648315894,0.1696190077231921,0.1170422383878828,0.086494465621869,0.3124992887421425,0.0751124359768796,0.0713801686674186,0.0693495086159541,0.0706893533719254,0.11675685334962,0.2131145069806623,0.0668042095782599,0.3415770686718388,0.1141472644505871,0.1318050727233865,0.0327701702502271,0.1913979827303104,0.307102530941218,0.3565937042778638,0.0417323230891823,0.0365631244477482
