AFP,Input,Enquiry,File,Added,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Dev.Type,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
0.2207514148951488,0.3242803579521593,0.0737909501800313,0.1227901931682984,0.1843486394570535,0.275749132676006,0.1614536280567723,0.1450154940268783,0.166625182179798,0.1592610655936734,0.2011953525615482,0.0853675011789055,0.1740982480550465,0.0401808429603164,0.293577826506728,0.088905917333032,0.0917519757059768
0.1950038933232219,0.2122115867959026,0.0607361683895987,0.178324134001736,0.087290132330965,0.4572242876383268,0.2837524219941168,0.259635818991037,0.2847711703390438,0.2745628903188764,0.1645415300700548,0.1535717537644352,0.240096930800548,0.0785264161968638,0.2976857883851491,0.1401393300057541,0.1405426621666149
0.1623896706721978,0.2653921177654703,0.1124169119812533,0.2024076415623881,0.0858837228222632,0.3727661185558871,0.4947895726918276,0.4900794170089168,0.4867795213775834,0.4860885489951922,0.2852401120838822,0.2589942188262787,0.2896445160016243,0.1961296781364599,0.2892270976460909,0.2421693636706619,0.2452732366298524
0.085657573653528,0.2568986421957844,0.0300841341109947,0.1518377238880146,0.0984266584887336,0.2813233090606708,0.1323341519983933,0.1130029431298252,0.152655999259516,0.1404588010831231,0.1402640866578842,0.0266674046817682,0.0933350522586838,0.0284741321557135,0.213666368176389,0.0294173196948998,0.0238898502872802
0.102436720031913,0.1711330486033206,0.0428225460390272,0.0975855871662074,0.1617026281755049,0.2983378764551746,0.2395504752052837,0.2130365203991245,0.2299300432104944,0.2109379021061188,0.1427346641019283,0.0938021742480872,0.1528235043099317,0.050535651543073,0.2866994850408619,0.088671971751981,0.0879293069428066
0.0707360810576456,0.2306409643862816,0.037207492258481,0.0969440934594802,0.122186305042444,0.2626740266900578,0.2188615930335918,0.1969013543140679,0.2344081712611143,0.2157612755850123,0.17071011283108,0.0548440781743965,0.1372322584049537,0.0357793841726897,0.2619975556916473,0.051052575345139,0.050705617193421
0.1599126522467135,0.3002534570765072,0.1970580789231918,0.1796891479266424,0.12341100485425,0.2985573085032919,0.2971915365237985,0.2812473321661347,0.3086149158193064,0.2940439046401594,0.2393472054913664,0.1485325438386273,0.211619781830606,0.0785709842500564,0.2885721262882053,0.1374826798097324,0.139468084530538
0.136652233169672,0.3182127226394677,0.0342256922638531,0.0976977928991384,0.2469627651155502,0.4611428277070005,0.1164488660561939,0.0782687975631946,0.123911170334917,0.0949895203088959,0.1144941085094485,0.047141905595706,0.3297702605089607,0.0200846122120759,0.3647264302617806,0.0329534405117919,0.0305505396095432
0.1238338168690459,0.1941050027110769,0.0420165303126713,0.1965612799336845,0.1387445240893352,0.3674760744041153,0.2803582319289078,0.2430804400332987,0.2308120769518361,0.2138951824235284,0.3318510076647232,0.0807515973819151,0.213252625023141,0.0616983533363049,0.238301971676013,0.1195450703748446,0.1172775617486035
0.122533550394486,0.2028509851705654,0.0731555815250518,0.1113542550061328,0.135569502650992,0.481431471850036,0.4153558614664137,0.3908867548451671,0.4132517379237693,0.3992653555083887,0.2019359410375521,0.1462690147473695,0.1758873634455876,0.098513098592434,0.2651095273544713,0.1412434034499263,0.1346909357407875
0.1404602858780386,0.3349403931803567,0.0861593741204255,0.1539554756709114,0.0950674660784584,0.3139872215467814,0.3484297519301969,0.3396915688897337,0.3555099915112056,0.3481329469101987,0.2254099708489825,0.1813562522053702,0.2476740451625575,0.1158672834185096,0.2902757038326686,0.1694806924751415,0.1734039068804703
0.0403862295098449,0.2568821920504011,0.0394389217538442,0.0440545237630804,0.0871675071331894,0.2269044580062294,0.2198427739627193,0.195050155103053,0.2462051279378579,0.2267136850141079,0.1354856118058214,0.0260958166995204,0.0957590017243962,0.0299761249412867,0.2194113839134966,0.0237809581035735,0.0212814068978502
0.098011886968966,0.2535908516714242,0.0438634115917115,0.1059989030239862,0.1256757703087775,0.2645576679631048,0.1906247808974265,0.1698215109202231,0.2045159443303945,0.1870189048497236,0.1772832445591842,0.0365421661213651,0.1252750677643081,0.0245950464943417,0.2478022428806788,0.0321582299964777,0.0339171747954211
0.0841251566534244,0.2003368755932361,0.0533027332601321,0.0812606133631173,0.1161165139618787,0.3812568050153819,0.3089308631159749,0.2833429595939384,0.318989165929381,0.3008410003289622,0.1718685560399423,0.0873113107663987,0.145942263168177,0.0606168607170251,0.2536064894191966,0.0817049226498919,0.0776168290767599
0.1089774863821087,0.250845317535234,0.0750738556415309,0.1035341436555766,0.1492615147121506,0.3528174542532852,0.2563714169185843,0.2317838479820053,0.2645627505464154,0.2467977677917778,0.1934139644360096,0.0909060227316045,0.147293359671364,0.0550175329120072,0.2901047953496254,0.0864154957192735,0.0829207236140109
0.098419424848413,0.2272879278425983,0.0309462105960824,0.1341387103883342,0.1207626955729097,0.2932800107719622,0.1659916279093153,0.1474198285712902,0.1740170554523552,0.1620308152951809,0.1699020995272296,0.0464336166853817,0.1257622436811404,0.0321131229365123,0.2483533857498899,0.0475058271383179,0.0444602560540228
0.1244217110413481,0.1910533302325702,0.0270111194847277,0.1130927327043436,0.1895203501219215,0.33888200253515,0.2944791598490742,0.2697497210252029,0.2670183392982134,0.2516615293910124,0.2316691365645541,0.1001040258890066,0.1614177039781121,0.0641028777916582,0.3147208333577106,0.1074246542391982,0.1032196761609395
0.2572197091371143,0.2773138653413874,0.2410369158551855,0.2053271624400502,0.1866923948586844,0.1869520713185995,0.0238193235442348,0.0334556287498823,0.0189514694603987,0.0170911532308575,0.050469423281316,0.0079341580673079,0.1217576947057981,0.0142240473198128,0.233342404488832,0.0312619132850393,0.0315695793360237
0.1382862359688368,0.3343210565740007,0.0146911114558253,0.1356155893845486,0.1389705995709902,0.4233802609922629,0.270070974270615,0.2473922610049073,0.2851124979742823,0.2679353859367721,0.2450346948568201,0.1706516935516628,0.2592607915068851,0.100243599896978,0.3385839423503324,0.1557009139398705,0.1535700563326848
0.0875403000637698,0.1989919909531995,0.079641012381482,0.1126892900865613,0.1158409396861714,0.322422210989357,0.2976079198822752,0.2799884350946369,0.3030017136337952,0.2902482653707318,0.1772070229805157,0.1023102981104293,0.1686171827942984,0.065951454713397,0.2668449108704018,0.0969705712827815,0.0965811952938863
0.1262087166038827,0.1364083522706396,0.103595015965297,0.1485077668829719,0.1401567802065742,0.5577514118220328,0.5288866763128529,0.5078963737244696,0.5279135283976838,0.5200873006901822,0.3123590547401162,0.2447071829434552,0.2114727925354166,0.1877205420155961,0.2972798454402259,0.2296491320739108,0.2123122569680011
0.0874011933523884,0.2460076878487804,0.0727556807997161,0.1031583259187453,0.1019553585159976,0.2727382130381209,0.3074320481149667,0.2906734384578781,0.3171131951665956,0.303767377795382,0.1736873033168945,0.0891530774486327,0.1480818363770136,0.0635108846934639,0.2425942965890437,0.0855233016918965,0.0861143466177359
0.091003980623125,0.2540637811719167,0.0298792458473317,0.1618609047303404,0.1043597016468422,0.2864048604973124,0.1313307561731259,0.1123237471730368,0.1502071864736437,0.1380030488521355,0.145852533677898,0.0305819221147427,0.09888462216556,0.0293082353178227,0.2198253333057828,0.0330932381217464,0.0278798705310937
0.0846353429712021,0.2240428606020912,0.045958512773891,0.1115506835233525,0.1249398684604176,0.3059901066049293,0.2474662817155972,0.2259819432330445,0.2589569500054124,0.2421631909927256,0.1765577284541762,0.0729178853476815,0.1453943865969001,0.0479361153047036,0.2622214927271191,0.0692413923070741,0.0676755948891377
0.2416530498849764,0.3479717542153492,0.1319947440926403,0.2959587056777134,0.0985640540229431,0.593404623435405,0.2616814926931305,0.2237361218085237,0.273942304833361,0.2575679218713849,0.2331768742627551,0.2139156636358406,0.2797889904419632,0.0950863116196821,0.3122980722402385,0.1985120405815784,0.1941302878719311
0.292408992833817,0.3257254699340577,0.1936236856747194,0.2388159613190745,0.255038582944665,0.3756726466238222,0.1620940717741826,0.1481239099328676,0.1324813894068875,0.1209103756638714,0.2523066513527991,0.101817533671604,0.1859804660193695,0.0502476892084659,0.3329420361279989,0.1165964306019008,0.1174363227643118
0.0683047797000323,0.0884276042671425,0.0618134584070643,0.065089788426442,0.146292002848604,0.314175190911529,0.3834032736916727,0.352973466432621,0.4005886357479873,0.3749601270689837,0.3111813892703857,0.0385207027450311,0.1418943933914203,0.0394599517778214,0.2049832754022762,0.0234322308046601,0.0169755932126382
0.3409448371238008,0.3910135677303669,0.1882114726256775,0.5086891144924862,0.4744207255942517,0.2240139291161555,0.1854957229435739,0.1514976885965742,0.1810519225162572,0.1724146258796545,0.2511432674533721,0.1727296675237286,0.332790924144742,0.06532510018788,0.4765846162784551,0.1729376850194217,0.1808643098731949
0.1218714302404144,0.2837288008976891,0.0504289302851589,0.1652149194084013,0.2113421332539022,0.2641691334037889,0.3335251824067224,0.2989244973871748,0.3514055400097724,0.3136248767514833,0.2495085409485631,0.0844244336762838,0.1559603507101861,0.0561328528105989,0.3131015746103329,0.0705511133149881,0.0754174511679074
0.2055844479121102,0.1707775171973796,0.0533501765851916,0.3111444020587109,0.2333914155622657,0.4224432323644371,0.3097754874025265,0.2709233614771129,0.2225999856506607,0.2058608019263285,0.4576384138996121,0.1395517269216784,0.3107721680925452,0.081542114062861,0.3313324530919412,0.1883197982813733,0.1896707466157286
0.0768529706636469,0.2391440656456773,0.0758490195286816,0.0994827268756937,0.096040730306109,0.2259991921673687,0.2874498934119679,0.2720666112221335,0.2999901695244835,0.2864410205151945,0.1765098559920742,0.0735304515231957,0.1434855111711617,0.0542015281926826,0.2352378679157017,0.0691711440663611,0.0710831310720119
0.0880171908750807,0.1865756367910855,0.0231476753776653,0.1035332028990262,0.1235457723344183,0.3373331242131572,0.2534916721241146,0.2317316735503339,0.2576240083468717,0.2403759987997986,0.1869014595518178,0.078432209849341,0.1575786342167444,0.0470204335393099,0.2743559628959416,0.0750403551643535,0.0727954842351728
