AFP,Input,File,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_N_effort_NPDR_AFP,MI_N_effort_Enquiry,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Changed,MI_N_effort_Output,MI_AFP_PDR_AFP,Effort
0.0025375523,-0.0002529974,-0.0063938447,0.0012269823,0.08439863,0.07000576,0.08115083,0.080285266,0.00030496716,0.0054496536,0.0011538349,0.004931164,0.00027308738,0.0014470888,0.0047341534,0.00057030685,0.0018301213,-0.00043820852,9.835651e-05,-0.00058073807,0.0005410497,-0.00040318276,0.0063084406,0.0067674154
0.022463508,0.013697256,0.024524916,0.023688449,0.024618654,0.022487666,0.027964506,0.030006183,0.04963896,0.020975487,0.0015062359,0.004539216,0.0007840626,0.0014310356,0.0044583464,0.0007505258,0.0010688931,0.0023952243,0.0033139735,0.0003534936,0.0010873335,0.00031047256,0.02006161,0.01924611
0.0033937632,-0.00032780087,0.0039813044,0.0018323746,0.11156276,0.094332874,0.10243814,0.101894744,0.068686984,0.008584576,0.0005382784,0.004221998,4.6213856e-05,0.001527807,0.005699133,0.00027962137,0.00263488,-0.0006657322,0.0010034256,-7.136946e-05,0.0005537645,-0.0007030997,0.0096443845,0.010375125
0.0106084645,0.0042566387,0.005249398,0.0062483335,0.034083813,0.029545136,0.029413793,0.030537065,0.13085096,0.007887213,0.00032648141,0.0014002651,0.00041662218,-0.0007972971,0.0022809543,0.0003889671,-0.0013458503,-0.0008535584,0.00455107,-0.00014598935,0.0007803336,0.00049092347,0.008686673,0.008745946
0.004797175,0.0026834472,0.0005734316,0.002698349,0.06471253,0.055320825,0.059975624,0.062039234,0.046914186,0.0044635474,0.001178206,0.0030960443,-0.0001619758,0.00085272244,0.0033183638,0.00032127326,0.0005374078,-0.0013697061,0.00062791933,-0.0006168664,0.00033643335,-0.0012156845,0.005986106,0.006393081
0.0066221245,0.0032232085,0.0043755737,0.0057225944,0.044731457,0.03886311,0.043315228,0.044310015,0.027153317,0.0056212763,0.00073936325,0.002157668,8.915944e-05,-0.00015873229,0.0019873865,0.00044932414,2.9158313e-05,-0.0006350514,-0.00015777606,-0.00036062486,0.0004222456,-0.0011615951,0.006223533,0.0063991323
0.004489172,0.002971751,0.0027175264,0.0035102076,0.06359226,0.05299635,0.060672417,0.06219636,0.029072732,0.006775419,0.0007979777,0.0023589993,0.00011854796,0.0006609375,0.002784025,0.0003024805,0.0005451881,-0.00061124295,5.3823227e-05,-6.777549e-05,0.00051151105,-0.00047762488,0.0074263443,0.0078071468
0.017877476,0.01418472,0.020686777,0.021229729,0.02621964,0.02061395,0.023343889,0.026487164,-0.0007554516,0.01841421,0.0016200531,0.004452138,0.00066425744,0.0007769165,0.0041106893,0.0006609014,0.0004293772,0.003394815,0.00027454086,0.0006376335,0.0005184975,-0.00048632774,0.018820481,0.018798117
0.022361755,0.020514896,0.03105903,0.026628861,0.112817846,0.10119811,0.106750116,0.10298345,0.17520559,0.06480816,0.0026312745,0.017005714,0.0016806214,0.011170543,0.01913787,0.002248103,0.015331518,0.0058320626,0.018073551,0.0017856888,0.0013435838,0.0003705772,0.0661476,0.062119402
0.010304034,0.00599718,0.015919857,0.009924717,0.092475854,0.07692655,0.083814695,0.08052911,0.034680746,0.02591765,0.00070548826,0.005906635,0.00063676835,0.0031497234,0.0067882505,0.0006263468,0.004015146,0.00084824173,0.0022656405,0.0009880245,0.0014216478,-0.000166026,0.025586871,0.023355076
0.006684773,0.003467698,0.00021236856,0.0034209637,0.061259307,0.051609583,0.056003574,0.054507047,0.028935015,0.00876279,0.0008569476,0.0039012402,0.00010584059,0.0003972852,0.0037924708,0.00058579963,0.0012219953,-0.0012454797,0.0015102415,-0.00024491572,0.001062616,-0.0011798723,0.00967403,0.009664137
0.01913365,0.014691509,-0.0040718657,0.006739578,0.05843625,0.055057645,0.052583918,0.05392923,0.018925296,0.026911244,0.00059962505,0.00582817,0.000539269,0.0025913592,0.0075161685,0.00035282763,0.0014284502,0.0072381278,0.0027739056,0.00038483366,0.0029278323,-0.0007828152,0.02750659,0.024495004
0.0099330265,0.0054644747,0.011476383,0.0077863364,0.05373891,0.046196967,0.049249563,0.048719093,0.03428372,0.015911005,0.00053995126,0.00383586,0.00031611725,0.0007402387,0.0037111458,0.0006465239,0.0018137807,0.0011137155,0.0012183918,0.0003190264,0.0011010187,-0.0005614234,0.016444692,0.015990224
0.0020256464,0.00014936214,-0.0012593204,0.0002880767,0.0754967,0.06023033,0.06977433,0.06534335,0.04050391,0.0014010306,-5.007512e-05,0.0023639656,7.2672265e-06,-0.00076881424,0.0023286147,0.00046410502,7.5625256e-05,-0.0011813113,1.4077872e-05,-0.00023206568,0.00064744166,-0.0013916618,0.0017397365,0.0022553755
0.0011146545,-0.0017545118,-0.002454442,0.0006233754,0.0906158,0.07032551,0.08377016,0.07519226,0.038187135,0.0003869757,-0.00038388942,0.003278481,4.134979e-05,-0.001091826,0.0028762752,0.0006167949,0.00056543224,-0.0009375127,0.00027753017,-0.00032681297,0.00068991573,-0.0017646833,0.0006947011,0.0013952785
0.006883543,0.00353368,0.0076530846,0.0054955706,0.053078596,0.044515885,0.051860105,0.0480485,0.061342135,0.008862601,-2.0085601e-05,0.0018828234,0.00038393837,-0.00055515394,0.0026175044,0.00062272133,0.00034069084,-0.0008664273,0.0019022981,0.00023514673,0.000806876,-0.0009930162,0.008285813,0.007885865
0.012989016,0.006422816,0.008740689,0.0071102176,0.08620534,0.071172565,0.086959034,0.080888376,0.059157263,0.03500686,0.0008881842,0.0068298243,0.00049159443,0.0047186743,0.008024694,0.0009503302,0.0060288487,0.002406782,0.003979475,0.00083247427,0.0022593925,0.0004230921,0.032198936,0.028223822
0.0037750448,0.0007670397,-0.0042817653,0.0014768664,0.07433424,0.062391378,0.071330145,0.06948337,0.01025903,0.005845489,0.0009530708,0.004392552,0.00018635052,0.0007571548,0.004155728,0.0006098032,0.0018847499,-0.0006646529,0.00021038204,-0.0005568431,0.0006470733,-0.0009565802,0.006700324,0.006873921
0.016177716,0.017058456,0.026257869,0.021097379,0.09012802,0.08022736,0.079935335,0.07867165,0.14665252,0.041753862,0.0013533232,0.010063854,0.0013764144,0.005771487,0.012087133,0.0014683487,0.008618448,0.0031280413,0.012321478,0.0017231726,0.0005966156,6.9639704e-05,0.043818247,0.04209878
0.007767228,0.004676113,0.0071147103,0.0069442773,0.05091809,0.04449215,0.04928761,0.049847674,0.037624996,0.009216384,0.00088874414,0.0026402606,7.472426e-05,0.0003133826,0.0028807027,0.00044846057,0.001409787,-0.0003323983,0.00045492966,-0.00024197949,0.00040134205,-0.0012924441,0.010232998,0.0101598855
0.010619037,0.004384298,0.010774489,0.011820172,0.044988155,0.03979718,0.042872056,0.04398787,0.02346302,0.011742554,0.0009887388,0.0032490322,0.00022237308,0.0003654922,0.0031156698,0.00047989353,0.001314135,0.00073115854,0.0003384538,-0.0002664741,0.00031038414,-0.0009383859,0.013147193,0.013017152
0.008043682,0.005288312,0.0026355314,0.00046964176,0.053066373,0.044276122,0.05241788,0.052507762,0.044492126,0.01074066,0.0007148916,0.0025856865,-7.039955e-05,0.00059865066,0.0027295537,0.00043701968,0.0014841233,-0.0007474029,-1.691049e-06,-0.00023800379,0.0015183303,-0.000621185,0.010475293,0.009886552
0.006361328,0.004482248,0.014239583,0.006589583,0.07114797,0.05703878,0.065318115,0.06389513,0.045733213,0.010293059,0.0011073607,0.0036797498,8.6258486e-05,0.0010065397,0.004108372,0.00026977935,0.0015411067,-0.0007083843,0.0014909359,0.0003835865,0.0005103562,-0.0015584426,0.0119393645,0.011834851
0.005815614,0.0030709552,0.0038859507,0.0037341474,0.064880684,0.054769635,0.06204419,0.058517396,0.05231498,0.007857324,0.0009072381,0.0037498937,9.157785e-05,9.200396e-05,0.0037328517,0.00076226756,0.0019019165,-0.0012348648,0.0019102069,-0.00035897992,0.000672788,-0.0018752564,0.009075846,0.0092583755
0.014920609,0.010468354,0.021987833,0.010230769,0.041077476,0.03537976,0.043980557,0.044225268,0.036890164,0.019916795,0.0011330838,0.0027408602,0.0005165928,0.001656736,0.0033782856,0.0007302064,0.0024095217,-0.000676799,0.0012860089,0.00084532,0.0015182178,0.00044165578,0.018395128,0.017133761
0.008957151,0.0044601224,0.006048296,0.0067455824,0.06207438,0.053796325,0.06346807,0.060616367,0.046221644,0.017720822,0.0008048094,0.00395946,0.00024786193,0.0017382058,0.0045013945,0.0007495175,0.003393566,0.00044674313,0.0015793941,-0.00010245864,0.0009090277,-0.0009193181,0.01718743,0.015439242
0.005991727,0.0034702695,0.015316647,0.0058487896,0.11017201,0.09222168,0.106425524,0.10231028,0.043794543,0.01805716,0.0008075237,0.005959845,0.00048155236,0.0029360384,0.0070533375,0.0006397149,0.004505501,0.0009292959,0.0012468514,0.00067549816,0.0008030113,-0.0014103162,0.017374841,0.016449936
0.012730051,0.009760278,0.008964758,0.0094995545,0.091449566,0.083146624,0.08914733,0.08776632,0.06487274,0.03288748,0.0010212255,0.007475352,0.00063181354,0.004593038,0.0088089835,0.0012265749,0.0066567445,0.0017205429,0.004505123,0.0005850319,0.0016329804,-0.0006094026,0.030889343,0.02860535
0.0048852703,0.002998157,0.009821269,0.0037356482,0.063129574,0.051094845,0.058735467,0.055558637,0.044761658,0.0072974497,0.000183183,0.0019394981,0.00020208597,-0.0004892729,0.0024840282,0.00034340104,0.00085858675,-0.00051361206,0.00027608545,0.00043034297,0.0005697186,-0.0012513527,0.007951828,0.00770979
0.012238929,0.0052092737,0.014975695,0.013710109,0.04526499,0.03926521,0.040760145,0.040978204,0.026463233,0.01521558,0.0004531357,0.0027333957,0.0004673585,0.00017684861,0.0030801944,0.00044010283,0.0007773442,0.0015489622,0.0004687216,0.00036609638,0.00055656093,-0.0001798417,0.015858758,0.015430388
0.010927811,0.008851571,-0.0069165123,0.001671354,0.05812323,0.05381699,0.056409225,0.057250194,0.031962596,0.016737439,0.0009367899,0.004746737,0.00010769238,0.0019016035,0.0056674127,0.0004516203,0.0019872093,0.0023852014,0.002059497,-0.00039964658,0.0018848731,-0.0014888388,0.01750227,0.015545875
0.005576922,0.002362023,0.005415137,0.0017122708,0.078821406,0.06791829,0.074898764,0.074714996,0.037497427,0.008387109,0.00072198524,0.0031433695,-0.00012299017,0.0010127572,0.003904439,0.0003369227,0.0019463606,-0.0010053345,-0.0005229274,-9.8347664e-05,0.0009629431,-0.0015305488,0.00792722,0.008394339
