turn,modp,MI_loc_aexp,MI_loc_time,MI_loc_turn,MI_loc_virt,MI_loc_acap,actual
0.100942395212811,0.0392287520388004,0.1427103066297653,0.077949730619638,0.0663519315849439,0.2046883424389369,0.1352579677187357,0.1171130662821951
0.3235907407964511,0.2545422277149805,0.2473961599741767,0.1872056625753874,0.2475831127980348,0.3842038039695798,0.2418633517432981,0.25254618914069
0.1378851433347923,0.0755163181131545,0.1103077881658588,0.0732354988613213,0.0603052967809132,0.2171946087416657,0.0506654038620366,0.0574199457983383
0.1177268024930597,0.0753822557025942,0.1180317640794425,0.0662736383736117,0.062155426055037,0.1301707905063953,0.2273327974074774,0.0772772356042822
0.1097870985320653,0.0426592193819759,0.0842100678863821,0.0634762116009179,0.0364458086552341,0.2105805872295298,0.0794583863664068,0.0406248129594359
0.2433965625839691,0.1554998182969819,0.1516972576704547,0.1303765902774544,0.130355516371998,0.1634136629177846,0.2353631337306782,0.1412653450362191
0.1890089523927287,0.0780316410878778,0.1843918555247151,0.1206567224330823,0.0595224945374211,0.2451473444332489,0.056099196015684,0.1635736584284913
0.3011880021287143,0.2069816869993884,0.2171525476164575,0.1752829441501273,0.2159138196770475,0.3950552667043419,0.2179443469444977,0.2585080305362917
0.0438309720810158,0.0181962275174005,0.1039257717233875,0.0882551955935595,0.011971780572248,0.163701700877891,0.0814168131484606,0.0424564626049528
0.070394201190643,0.0075847435119989,0.1277243941193641,0.0715874726068303,0.0278219507059292,0.1872532122360226,0.1500699893272084,0.0803433401357061
0.074249802123131,0.0248583334123791,0.1336730105339643,0.0750371211217239,0.0443516892030981,0.1750257211327985,0.1576093648104397,0.1031565356537215
0.7416577388118836,0.6973904097777139,0.7486193116562845,0.6525558962955011,0.7024469535722311,0.7969087439753391,0.7078117245407138,0.7456690698552747
0.1171426331834125,0.0512152075096438,0.0468861704739481,0.0367647887147126,0.0426229962654445,0.141028914656863,0.1178620029041204,0.0404625380325733
0.0566427921512165,0.0188846086074239,0.1045668735888522,0.0556215048549823,0.0083970172432157,0.1615300669452418,0.0646444782306577,0.031973028528542
0.1798836247149589,0.0790610178501768,0.1938122255834474,0.1446148991649405,0.0683749973703286,0.2385728622712251,0.0952357571526675,0.168722818152302
0.038605631291473,0.0327204295423465,0.1175925003085639,0.1368759170220648,0.0227529848166568,0.142169365575788,0.1083519929338145,0.0568740896036617
0.0857442269120184,0.018731948535404,0.0915820651881319,0.0147198625427564,0.0067630172753499,0.1853937115557183,0.0363274153603369,0.0060455112441462
0.5589954689051272,0.5088845925174237,0.5667522100049656,0.5071732646073673,0.5222664525972502,0.6596515559912719,0.5065960608327321,0.5990895936255857
0.178666110211761,0.0839418781218957,0.18912800433879,0.1432226099600627,0.0698025450779925,0.2366515055879389,0.1034415701924535,0.1785013957028547
