duration_D,t05,t06,t07,t08,t10,MI_size_D_t07,MI_size_D_t03,MI_size_D_t10,MI_duration_D_t07,effort_D
0.5062656855870316,0.3834013448754114,0.1907829282964108,0.3832756591179301,0.6309351198560142,0.356310319332531,0.0915918486894709,0.1911440057844486,0.1066956035847255,0.3157602402027127,0.4794311326370238
0.4751445315338843,0.3240380514424072,0.2124632867930261,0.3661568416516168,0.5819880103759693,0.3260832190967955,0.1985773744178255,0.1745217323981645,0.2386515368904065,0.3795146310916407,0.5336988910561409
0.4158672144324893,0.3523051541094367,0.3593797417895087,0.3423830970119206,0.6550655872004637,0.2416320873167033,0.0370305838470187,0.0740174463129456,0.0271738034617044,0.2497709769728474,0.4078161874767476
0.3877647859574031,0.4010406779965539,0.4209156129667314,0.3436961211728082,0.6447956405392097,0.1803575486201202,0.0468354927097271,0.0423716129242944,0.0180215690887807,0.2609210387112396,0.3985448136361996
0.2182146117720134,0.4987071664181348,0.3507815418398313,0.0729969239875874,0.2909247369176488,0.0697213069615728,0.0285939345491759,0.0782238154446484,0.075692510090035,0.1386308467452066,0.288225474271534
0.4147813671266325,0.4637722919192841,0.3313031617640818,0.2513720997048687,0.5505999654516975,0.2684276187615792,0.032603824290396,0.0183029251197517,0.079017159705154,0.2361207708584531,0.4261433703790002
0.3727239719544268,0.4785929216268339,0.4966871291074193,0.3466640873786227,0.6499472423541895,0.2150763065761892,0.030241454857186,0.0515041658715128,0.0150091070185735,0.2342122165243342,0.3758658502753628
0.3365419477737733,0.3248250063744696,0.2876164759493663,0.2217478507955299,0.5423415632117868,0.1292335374702584,0.0238000100873139,0.0406971046389522,0.036806101306824,0.2136187222449512,0.402476001468004
0.3581515359443042,0.3919668636422053,0.3854397724912421,0.2932455733184435,0.609633301181514,0.1915836621348245,0.0339611251597173,0.0388056475784319,0.0285154628618792,0.2371792951276289,0.4040418853268013
0.2550156560832355,0.4108456676184405,0.3001389604337383,0.1214684078240835,0.3970587490757611,0.0432103916588518,0.0101643443556616,0.0514583445185552,0.0455053414250011,0.1732501376968874,0.3463131332877903
0.4878410880947358,0.3135738081028984,0.1962565681373644,0.4917011124181299,0.5925590888963898,0.4447526288291401,0.4089746403711745,0.3769337827848839,0.4445880754682333,0.5054188931328996,0.6601577199022116
0.4010761872787858,0.4346748597923547,0.3152162247673042,0.2565295067859078,0.5465373781937899,0.2593444916095219,0.0434504313674697,0.0275967909562097,0.0814979736809744,0.2359624243884455,0.4217439292506491
0.4310553142548257,0.4373064216167697,0.2923406833360321,0.299736020104907,0.5743099806725256,0.3679954784918955,0.0715041838818771,0.0599596460514502,0.1217166447482385,0.2515074513436642,0.4479059454809939
0.3582170062725966,0.4355800871659638,0.3053719952204228,0.1760250500283181,0.4477709760131166,0.1439698159843088,0.0133735234948829,0.0185617960974362,0.0741562862437112,0.2059399484778127,0.3928636087980575
0.5555497830015234,0.1757203036642764,0.1126524832783929,0.460691473748706,0.6164930224163755,0.2275990900616071,0.3321784544544951,0.377780710434467,0.3488082183387782,0.5306303224144174,0.6519681395010524
0.3916671666668301,0.4373921495841362,0.4368615096645142,0.3394179219951557,0.6463966638084804,0.2327628062253,0.0263038711205766,0.049167758342488,0.0144977098861794,0.237737959325474,0.3966960721565148
0.1418490858175569,0.7782207816476626,0.5748598929796583,0.0696871231339874,0.1617690698610027,0.1608778774138506,0.1022966731875268,0.1796218663608105,0.1839249625211742,0.0973142947239604,0.1497275953281048
0.3745758777011637,0.4510482606635103,0.3367597234399741,0.2409165108410005,0.5436185898153634,0.2207714069591342,0.023929843735022,0.0249896210873019,0.0556789586174972,0.2101599562746038,0.413040859161116
0.4882696255006349,0.3539195164508135,0.1950122251611618,0.3284377505133791,0.6004836147424606,0.2660447346483434,0.0828802301021735,0.1381900864160374,0.1031798102400622,0.3068727073715774,0.4676159979202346
