N_effort,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_NPDR_AFP,MI_N_effort_Duration,MI_AFP_PDR_AFP,Effort
0.0583437306001981,0.103209874216871,0.113908479367397,0.1090628885034831,0.1272977575580871,0.0444059131949263,0.046177646856404,0.0437143853333316
0.4290908125978216,0.7088985155971187,0.7630905970977648,0.716914259135122,0.7662317897506751,0.3599568127931962,0.3709700978658884,0.3662832960086253
0.1063122337923831,0.122523806928293,0.1130560969748666,0.1086420633774153,0.1175410922371287,0.0391485976439781,0.1101253780785116,0.0964595906369104
0.0809479080460975,0.0627245211818393,0.0721533064155237,0.0590167596877889,0.0734203418957053,0.0426640925837374,0.0791732546096776,0.0706766346676891
0.0221223281382824,0.0758774677650913,0.0622721054368877,0.0674839929546531,0.0638209775901492,0.0515694507952992,0.026231594323624,0.0192016048663556
0.132193620418357,0.1177790542017401,0.1147230357351373,0.1130836319263217,0.1186555426076834,0.0919941668524053,0.1266418731702133,0.1166024853373409
0.1121119929735355,0.1067450672484745,0.1444079290493171,0.1197297523476884,0.158822366525605,0.0510036777895628,0.0915912088710915,0.0769956837015238
0.1875791749895654,0.1323139181986115,0.1502694149767313,0.1353446862134812,0.1622933083648638,0.1013327253162295,0.1627737458356869,0.152299365405484
0.2288847233990978,0.179170711514514,0.1836730567215681,0.1629506461877229,0.1894870906459277,0.214337939939812,0.2138348573358518,0.218892926847855
0.1251281994478064,0.1088858012465584,0.1180200051838959,0.0969790199043972,0.1142647616091501,0.0582916333309551,0.1258767761517952,0.1086172463610388
0.0544579204168624,0.0890491514538861,0.0774728791061229,0.0813403220860598,0.0775955265833334,0.04897862743754,0.0585015937737039,0.0482822643769469
0.2003815492303146,0.197940613800608,0.2364655670793737,0.1958372003001169,0.2479015036829652,0.1232290982523595,0.1797643489449845,0.1782801313007828
0.1516437827564199,0.1400159807756664,0.1655886763627967,0.152145145018753,0.1767313498628106,0.039881240420675,0.1342439507016674,0.1252170922806729
0.0738079279323902,0.1128668160369769,0.1052012326165603,0.09836983231935,0.1145047050904952,0.0475496226203064,0.076235669666659,0.0679459200182955
0.13427215987697,0.1584960169696096,0.1733343848456824,0.1614661852997342,0.1797738759587724,0.0847020395958467,0.1258769177621265,0.1244505979888041
0.1496395584292224,0.1257958850379807,0.1412113896702958,0.1187807560978096,0.1649770726534043,0.0819194310642101,0.1345666806467532,0.1275807305747867
0.1139000669556695,0.101997233831346,0.1351469270010184,0.1088074609882542,0.1478959551856475,0.0657673125619078,0.0979190631546,0.0818238967538989
0.4532539600463837,0.4058668385729302,0.3721983996169178,0.4058446632168823,0.36615866093314,0.3803291445426215,0.4563732049921148,0.4608909370503827
0.4250482497463804,0.3731622755110211,0.3803849006137444,0.3237136786615869,0.4315002304621107,0.3182150942335938,0.4080421653527869,0.4256202504380747
0.1689898521840789,0.1582741095964505,0.123069356843987,0.1352768584097332,0.1581309578646012,0.1105731384465499,0.1569058317932929,0.1685555362731041
0.3977054463006502,0.4012583894747848,0.4039626373985044,0.38408700131486,0.3833315131926688,0.3568736090723151,0.3834701699354321,0.3772101297672574
0.1029132959661389,0.0982845593106604,0.1065153007287143,0.0793932607096837,0.1075425541634587,0.0715186002886162,0.1019355603535983,0.0865303187353433
