Output,Enquiry,Added,Dev.Type,source
0.1363153333022814,0.4000477576393716,0.1268195769213142,0.4651810543442386,0
0.0355849120382195,0.0696818986924244,0.0219193621599984,0.4651810543442386,0
0.046995780072039,0.0941897517300317,0.0300164152635597,0.4651810543442386,0
0.0450283890317252,0.0745834692999459,0.0232206742659279,0.4651810543442386,0
0.0340109992059685,0.2569218958997447,0.0182323111931982,0.4651810543442386,0
0.0340109992059685,0.0902684952440146,0.0182323111931982,0.4651810543442386,0
0.0340109992059685,0.0892881811225104,0.0182323111931982,0.4651810543442386,0
0.0765066456767446,0.0736031551784416,0.0269077252327281,0.4651810543442386,0
0.0430609979914115,0.1235991753751606,0.024088215669881,0.4651810543442386,0
0.0367653466624077,0.0667409563279115,0.0182323111931982,0.4651810543442386,0
0.0847696880460622,0.0902684952440146,0.0514880650113961,0.4651810543442386,0
0.0359783902462822,0.0824259822719802,0.0200396891181003,0.4651810543442386,0
0.0792609931331837,0.1226188612536563,0.0337034662303599,0.4651810543442386,0
0.0552588224413565,0.1196779188891435,0.0303778908485401,0.4651810543442386,0
0.0442414326155998,0.1461464001697594,0.0209795256390493,0.4651810543442386,0
0.0517175185687918,0.1657526825998453,0.0309562517845088,0.4651810543442386,0
0.0399131723269096,0.0696818986924244,0.0219916572769945,0.4651810543442386,0
0.0418805633672234,0.0824259822719802,0.0297995299125715,0.4651810543442386,0
0.0450283890317252,0.0843866105149888,0.0196059184161238,0.4651810543442386,0
0.0340109992059685,0.1079141494310919,0.0182323111931982,0.4651810543442386,0
0.0340109992059685,0.138303887197725,0.0182323111931982,0.4651810543442386,0
0.2405870584389079,0.1618314261138281,0.0202565744690884,0.4651810543442386,0
0.0450283890317252,0.0667409563279115,0.0202565744690884,0.4651810543442386,0
0.0387327377027214,0.081445668150476,0.0220639523939906,0.4651810543442386,0
0.0355849120382195,0.078504725785963,0.0207626402880611,0.4651810543442386,0
0.0450283890317252,0.0755637834214502,0.0204734598200768,0.4651810543442386,0
0.0753262110525564,0.0667409563279115,0.0403546169939995,0.4651810543442386,0
0.0647022994348624,0.088307867001006,0.0358723197402423,0.4651810543442386,0
0.0521109967768546,0.0696818986924244,0.0264739545307517,0.4651810543442386,0
0.0513240403607291,0.1265401177396735,0.0407883876959759,0.4651810543442386,0
0.0359783902462822,0.104973207066579,0.0263293642967594,0.4651810543442386,0
0.0741457764283682,0.0667409563279115,0.0325467443584226,0.4651810543442386,0
0.0355849120382195,0.0667409563279115,0.0210518207560454,0.4651810543442386,0
0.0410936069510978,0.0990913223375532,0.0292934640935988,0.4651810543442386,0
0.0619479519784231,0.0736031551784416,0.0209795256390493,0.4651810543442386,0
0.0379457812865959,0.0706622128139287,0.0186660818951746,0.4651810543442386,0
0.0340109992059685,0.0932094376085275,0.0192444428311434,0.4651810543442386,0
0.2889848780306254,0.2980950890029251,0.150170899711049,0.4651810543442386,0
0.0379457812865959,0.0667409563279115,0.0185937867781786,0.4651810543442386,0
0.0997218599524464,0.0696818986924244,0.0327636297094108,0.4651810543442386,0
0.0481762146962272,0.0755637834214502,0.0295826445615832,0.4651810543442386,0
0.0422740415752861,0.095170065851536,0.0313177273694891,0.4651810543442386,0
0.0422740415752861,0.0667409563279115,0.0186660818951746,0.4651810543442386,0
0.0395196941188468,0.1637920543568366,0.0480178993955842,0.4651810543442386,0
0.0395196941188468,0.0990913223375532,0.0189552623631591,0.4651810543442386,0
0.2358653199421551,0.131441688347195,0.166871071737144,0.4651810543442386,0
0.0702109943477407,0.1226188612536563,0.0300887103805557,0.4651810543442386,0
0.1123131626104542,0.0667409563279115,0.0254618228928064,0.4651810543442386,0
0.0875240355025013,0.1677133108428538,0.0454875703007214,0.4651810543442386,0
0.0647022994348624,0.0765440975429545,0.0310285469015048,0.4651810543442386,0
0.0953935996637563,0.0932094376085275,0.0373905171971601,0.4651810543442386,0
0.0407001287430351,0.0726228410569373,0.0196782135331199,0.4651810543442386,0
