AFP,Input,Output,Enquiry,File,Added,PDR_UFP,NPDU_UFP,Duration,N_effort,Generated_Var_1,Generated_Var_3,Generated_Var_5,Effort
0.0460006473630408,0.0807654454290753,0.202296556747832,0.1064953071609938,0.1691088098275799,0.0806699350870908,0.432571396458879,0.3736990331602816,0.3581914935081027,0.1623224228373534,0.3861357380246332,0.3509490739511949,0.4008981788619299,0.1519747127421981
0.1141707834028739,0.2100575020523217,0.1764788753935967,0.1277616941883262,0.2344800194544085,0.1276945590373946,0.3049565394114119,0.2653082379380421,0.2584285240338004,0.1406907897714409,0.3416821641589864,0.4432594936148906,0.4432009251329227,0.1265097877495893
0.1133119459653687,0.179528698010741,0.1957974892838421,0.1169401276050619,0.1729764872479345,0.1305042320239481,0.4362427868797671,0.3743023143243936,0.3063896631481935,0.1493925391814133,0.6236301831477145,0.1916074781073109,0.6580877398150604,0.1472791529101932
0.2154187826835628,0.2989891417937917,0.3160409416632317,0.1475079552401066,0.3088538896461815,0.2742116514822524,0.1713394713296216,0.1310971077120777,0.3632128136616454,0.093048387217662,0.5296129698741386,0.2281277260799481,0.8426574095408679,0.1102174946597384
0.0784019893200343,0.205715238205921,0.2770603942629392,0.0871695129878638,0.1130676451800334,0.0988963612236207,0.410301758963838,0.3566861887259284,0.3353685136677177,0.1443944391187499,0.3907920148775927,0.4119395445046654,0.4491323400906872,0.1442446347480384
0.1854187114399804,0.2462308351572334,0.2317315372446653,0.2290921490459271,0.2450831526290443,0.1876935590223375,0.4313280935042132,0.3762089907693406,0.3841879648149659,0.2244238799556479,0.6181409643476942,0.2530657063787398,0.6359530651549208,0.2164019820884005
0.1756575146440029,0.247032854280752,0.3749436283164736,0.0876280955080081,0.1352876471052827,0.1710939397667067,0.4189025526065827,0.3637240384637423,0.2811583195341538,0.2172134511018701,0.5491561062576874,0.2722924330656138,0.4194657009577387,0.2138861185877201
0.2416099157073022,0.2560696821714004,0.2891481617129049,0.2725665502969434,0.2881673348057721,0.2022340506831494,0.456985288249441,0.4048470875205449,0.3494517659440894,0.2799835967745295,0.5650536637967347,0.1534520024135486,0.3367523834780301,0.274231903561185
0.1709368043368622,0.2178416565999104,0.3631791211919133,0.0767990950172695,0.1946660095822043,0.2165198851005427,0.47698448771286,0.401659565280299,0.3372792060581435,0.2406377758262762,0.6279213913834646,0.2067337381866183,0.4252250881441259,0.2451935881631636
0.1027623220133516,0.1530540447061209,0.2376117807068901,0.0601331360321511,0.1734887950114925,0.1485415490630967,0.5578387091349237,0.4950792961515411,0.2325576319716584,0.1847214128920067,0.7234020382975856,0.1408846964396621,0.4992509379578387,0.1636387836566486
0.1200219799509869,0.217137130286899,0.1871724829116881,0.089617172134444,0.2155657895319825,0.2292277412131489,0.3516400686970149,0.3049060258773957,0.3807588986755201,0.1670764204675885,0.5277684348199694,0.2981019848073851,0.4906965885723477,0.1350730016464749
0.1037724831277674,0.1887486740357328,0.285382338396707,0.0783496231221865,0.1579970238101142,0.1470633807838584,0.495687789834788,0.4103052590502725,0.4565500712169337,0.1903729854383836,0.5114269873296153,0.2411172924374893,0.4132153151234017,0.1987475304436911
0.1756740531158502,0.2269055292999325,0.2248161435319738,0.1089601343584897,0.2000674112800961,0.2594193605755996,0.2670351654334574,0.2152523910685901,0.3984971163492539,0.0715129533643629,0.5768627002914863,0.3172970602130791,0.8042016163741572,0.0916658996977242
0.0984190125883644,0.1065667214106824,0.3388671080190029,0.0733579594049154,0.068738955965113,0.0120449370402452,0.8652732130895936,0.8355139976619296,0.3258772893150081,0.1631526980271473,0.5848859433707941,0.1787424819912837,0.7052169149773282,0.1521498666451128
0.1655408166235802,0.1588760138330889,0.418719095053502,0.1207777567604666,0.1245737393524113,0.1321743310339616,0.5223775221823412,0.4187345418808591,0.2838837237039631,0.2034152169268692,0.5519816431062662,0.1769945836717434,0.3520475956543099,0.2222817672994606
0.1669184233468462,0.3191029142738345,0.1016022165687816,0.1904127432877489,0.1909448910498236,0.1033231101491016,0.3818937293519225,0.3421957851794075,0.1392519448712134,0.2501596362917195,0.4943928387895739,0.3574632880527584,0.4974940114163491,0.2499216361753199
0.3624850937380602,0.4082056109297885,0.4482867643744853,0.3421087633495779,0.3863720232838339,0.3815139546135212,0.3136949236074354,0.2244757013819994,0.4845098897777468,0.2614140899583889,0.5531828654951054,0.0822092815446711,0.4975227479230155,0.2905486889933655
0.1219316602283138,0.198076054208151,0.2063439393596297,0.1567840997546176,0.2313517868943425,0.1702803479711484,0.4942223280831913,0.426527359399717,0.3771002292281236,0.2058777546658944,0.4250646050614144,0.3595564750868365,0.2464913203577063,0.1956544602756544
0.2407398572537346,0.2953486632011404,0.2651991151785691,0.2593895794726487,0.2429740358284622,0.2917531712835449,0.2848683239817224,0.2308145602707978,0.3105360269408225,0.1352719502898504,0.5201693947869455,0.1726141215586145,0.6184835297646738,0.1624526665264183
0.1311175028421057,0.1928874512732729,0.3530911332326041,0.08689877927859,0.1058718825713422,0.130785378302571,0.5424141515183065,0.4720429854814874,0.1313353719309526,0.2077339018586292,0.526866017421779,0.2465825021277803,0.3932739184683138,0.2122298049387407
0.0738844143269471,0.1573874741926029,0.2153126947198965,0.1114673704294149,0.0918597421263662,0.1456365905509372,0.4025500042770884,0.323976519393749,0.2906258403563516,0.1158303692858742,0.712719193863625,0.1463382940246984,0.746389068824151,0.1084849545663521
0.1919000189065769,0.2016499417293398,0.2492425614811664,0.2271127415385942,0.2466058718605281,0.216453793196318,0.5069790946017925,0.433304551910048,0.3854212222997099,0.2431855235609492,0.6104845537564658,0.138481764792274,0.4737838719073477,0.2537151808200641
0.0987824095209996,0.1430607408546085,0.2109615904338271,0.0809902549974943,0.1844960867114305,0.144148069843097,0.5135397930334253,0.4360964178801808,0.2172033432898995,0.1435434891557311,0.5828173177368536,0.2442749003349595,0.4523090065689654,0.1335944990372832
0.0725052910203465,0.1381475560354466,0.1495237949901414,0.1700475854610001,0.2335044058649522,0.1350722155759731,0.4552829444820232,0.3870075953634273,0.3175217314823247,0.1656825380034233,0.4633993372057758,0.2378787315776716,0.3641602288486703,0.1494793762345406
0.0921240954608369,0.1771257956364373,0.1871829447303982,0.0912736736546805,0.1240587820014009,0.1315710361548057,0.4122351141811434,0.3327040138839162,0.397705752033637,0.1211940743649296,0.5211312993883844,0.3320593194996666,0.5609433051764838,0.116042476083529
0.1032862271536089,0.1010123028185219,0.2900256250836858,0.0924444807569249,0.1961443647562281,0.0953487629217144,0.5057852702210535,0.4368203343579596,0.2473024777681124,0.1403499974960022,0.5529529831005375,0.2069872138556083,0.4779724459940613,0.1320070429597692
0.1660587264918726,0.2235682850183053,0.2823409818050665,0.1321188564273665,0.1998764459015853,0.1609919637994549,0.6244295949526677,0.511037383113308,0.3469613060834099,0.2544348348987912,0.6901455956934172,0.2531645751606233,0.4596490320449002,0.2592515792661791
0.0873775206357522,0.1415042340568278,0.1903986422225372,0.101426832306198,0.2085491496157889,0.1462894356079793,0.541352073870088,0.483153490139201,0.2659609917648931,0.1518633227250621,0.533899386699466,0.2937783003593781,0.3920459436312338,0.1301084765950346
0.1780061598549653,0.1910217085411313,0.2907334469491112,0.1404360171240294,0.2293432640400085,0.1242582442292455,0.4077473272904643,0.3639897481220874,0.2192885968047622,0.1485051158450806,0.574330097639467,0.1645562273619245,0.5194080975215307,0.1505450156848428
0.1564363848348493,0.1881976470413922,0.2551362637255648,0.1631509188231609,0.1938435242925397,0.0707677530371906,0.4431121941694577,0.3842775773318427,0.2910277990866864,0.1705965328676479,0.6903956967869118,0.1848625038264655,0.6770703544458985,0.1850842395169775
0.1459106769829398,0.2375015893050534,0.367467238924376,0.0544375063114248,0.1925139240559902,0.1450128595686242,0.3953098847899162,0.3279042409458892,0.7064783142089248,0.1869230276610964,0.36311445889707,0.3087790391104554,0.5037040096339029,0.2240174367889801
0.1452080257638658,0.2672712060521847,0.3243752130432575,0.0727285189334942,0.2259713278486873,0.2138315946234417,0.3799866111513858,0.3242119372051331,0.4136938419116703,0.2036641804670171,0.4226627921180772,0.3786435468545133,0.3356754383295437,0.2025748931940899
0.1765942068010727,0.2420684625852355,0.2242371150672068,0.2063652552332075,0.2136207234154072,0.2052180103848154,0.4153496700565428,0.3536411418526491,0.3215341735536706,0.2272020908990233,0.6111437675860559,0.1638450356812346,0.5997004621317186,0.2374942830166694
