Transactions,PointsAdjust,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Effort
0.0320202898094178,0.0529579480576149,0.5927227692167607,0.1185970000351639,0.2164542248269149,0.354255158572779,0.1141340016625222
0.0922504304481685,0.1772086794971252,0.5843648888974711,0.2300737523481865,0.2662968798822986,0.3566907380122058,0.1858072532376745
0.1087217163101876,0.1274393982340665,0.5613294993079186,0.2925605870448695,0.2793861098655103,0.3610565426028191,0.1689253112299986
0.1054726644657327,0.1251521888428555,0.4914573234113445,0.3169277270891878,0.2703467946795844,0.365878357179653,0.120898314381551
0.1255322214096384,0.125918394990576,0.5698111495837326,0.2530435493723237,0.2198302750705511,0.2996354142436329,0.1418646209905669
0.1019629512150489,0.1706072329535567,0.5791098070095538,0.3401357987415918,0.2984278354593256,0.356458984717963,0.2272710334524847
0.1333482731512647,0.2464551209238385,0.521097001298473,0.3520950332373729,0.3536528516261472,0.4116219744950198,0.2552186709458303
0.0776882996510869,0.0547027763088356,0.7864179317576314,0.0376765296803611,0.0878188491297359,0.1559889201018161,0.1754201007982708
0.1350406215783815,0.1605161064700228,0.4536993662795847,0.4061340946570262,0.3730719843581508,0.4562445332485655,0.2646792524703446
0.2326890302081838,0.2559648293967464,0.3902624358889182,0.326910337314296,0.3667295151930668,0.5361284935753335,0.2617027781026083
0.1890506842714066,0.1734094986797784,0.4135179013019531,0.4221941442718275,0.4120175932502154,0.514231668019559,0.3404725791554447
0.0990810176508826,0.0501624909321683,0.5451387748190918,0.2529421724433577,0.3195963402726824,0.5434556309813328,0.1573519461888215
0.1143494304749321,0.1013294856909704,0.5504210237090678,0.2704548697975639,0.2654370323675266,0.3879589244569422,0.1072420273621651
0.1269903476397456,0.1591312082776808,0.42054294803421,0.3049843920226511,0.3136542616711397,0.388774696385859,0.232533271766154
0.1327774611247796,0.1508583230675442,0.4433886059881811,0.3136579191274176,0.2981672409881377,0.4072731038959671,0.1862915458827883
0.1187144397651511,0.1488630782632989,0.8370668129197656,0.0749456229356855,0.1324463948816311,0.1031915997832862,0.1856706178864634
0.1102344027553805,0.1279305734060436,0.5606229674484825,0.2942781138552256,0.2687377687357424,0.3983123235835,0.2074799924613584
0.0871296243058373,0.1089545828443212,0.4444664972317745,0.309198499608804,0.2832487469799949,0.3868581317099109,0.1176265965861081
0.1349528693563717,0.1895923306675331,0.4575697893153024,0.3420611563867183,0.3182260085405241,0.4133964535693724,0.1764556027666139
0.1544896521912209,0.2569406674571954,0.530225180009674,0.3684004580210012,0.3489290891996782,0.3552181804292961,0.1994719701102705
0.0868650751321309,0.1756710858347308,0.6926593673592009,0.2033097101089135,0.210641279903902,0.2510710503940229,0.2086486000758047
0.4399257755697011,0.4835465039494899,0.2476318294475152,0.6530406676007732,0.6622759120153419,0.6486143858444744,0.5483478441661318
0.0559545969542321,0.0204926900061293,0.6834629162883303,0.1992739923121291,0.355491914917116,0.5273895377238872,0.1262481404615515
0.1803875875382624,0.2258613887375601,0.4802401243777975,0.514885196974167,0.5120911590821251,0.6907653648086054,0.3065727081972651
0.2326621299988684,0.2608553199338652,0.4235897454704514,0.5099229489719337,0.5141412196955361,0.5399814972527901,0.4172231945194906
0.1512053167653314,0.1814139823852976,0.4445708904808765,0.3300661120400709,0.3602743290818478,0.5281284861387041,0.2374808376469142
0.11294998358114,0.1119663214429287,0.8154544724903039,0.083336853867465,0.1714995502953493,0.2844268240010458,0.1702973791325373
0.0592695786420704,0.0469157576714486,0.6799625652575714,0.1237111598568139,0.2487797525317556,0.3702781213785268,0.1419690310671038
0.1059751033483248,0.1357212734088362,0.5595168198819702,0.2970617515990162,0.2506269395665901,0.3396442974174528,0.1455640123955469
0.1506181392354321,0.1821673230063505,0.5530651850485752,0.2168738564804143,0.2756111414869083,0.4268547371151324,0.1948851649705254
0.5274980794864048,0.5090961173653578,0.3416673536746503,0.547127161715421,0.5706737947486878,0.5568856689956699,0.1313988704150637
0.2055450201382342,0.2026382174542768,0.4793814589573184,0.4656756504238564,0.4649361262134024,0.628445368849174,0.3469490671249852
0.1776899686421758,0.2439962567796198,0.4784100653326706,0.350172485093664,0.3808011681388555,0.4750290694080117,0.3070058512170365
0.1526638954584959,0.2225867815641513,0.4437819581003112,0.3990127764335407,0.3825859885150554,0.4757949222954019,0.2841182714617363
0.114492771625205,0.1302424591620016,0.4923592315690011,0.3002621440981082,0.3017750294877728,0.3898964879487903,0.1820345504795761
0.0276114334341258,0.0286631261150224,0.636875799021493,0.1353206791793518,0.2539466567238586,0.4188863819991772,0.1266954994852656
0.1408218103584758,0.2129369418082619,0.5726776644176117,0.2254138283795281,0.2657008678740275,0.3949605427334799,0.203305144336056
0.1638473736248271,0.1956780763441758,0.5987474562924056,0.1859005577876612,0.2760527346638679,0.397811034119599,0.1830375037465215
0.099096990450511,0.187365916539944,0.5077545537715478,0.3198916607471029,0.2760674166384582,0.3763920753104265,0.1665428069301919
0.1072142033105185,0.1187615494364424,0.5407383889324585,0.3038788396641706,0.2815236530456736,0.4023964724974601,0.1084746485888958
0.129991253376879,0.1901641392932441,0.5851969567336139,0.2156266636951597,0.3061350682071269,0.4550104842314952,0.1707213830149641
0.1754581988803076,0.2652804751694189,0.5925579929317948,0.2188466233327421,0.2460138631502896,0.346591981805473,0.2568953508442522
0.1200710520666741,0.1829205966630486,0.6888815118393075,0.1403891913782906,0.1946092406298518,0.2366625225338285,0.2049604710735107
0.1587248003154606,0.2349690599652856,0.4415506328619561,0.4472141546294925,0.4204219870796474,0.4878629859397959,0.300182231522019
0.2089894165049217,0.2329478748440963,0.5760500202472977,0.3296269987123946,0.3242971108115651,0.4025234232920385,0.1164217526613879
0.2523400130113009,0.3221800623386915,0.3021069501310833,0.5416456528080933,0.530172463519666,0.5159086162984443,0.4067241099998233
0.2360462975566952,0.2535310936266697,0.350321421986313,0.4704656244967204,0.4711952169948329,0.5537673323401812,0.3861509438894053
0.1797398653290663,0.2398948072352112,0.5169546606692446,0.2187016675136199,0.2672951441454136,0.3981782260280957,0.2103294938512498
0.1641689553400607,0.2753454520724001,0.3964740735309785,0.4920583141378967,0.4529936726858483,0.4450351970640666,0.3143342187424962
0.4215927835044946,0.4467016193924633,0.2849507902726166,0.6224722623277545,0.5992509254871536,0.6515974338177545,0.4674767490199996
0.2032891588528217,0.2589043301976041,0.3691700233545689,0.497423016442878,0.4760062927433903,0.5634731832926484,0.3624164836979753
0.0888023546177504,0.1407481368545229,0.5676351568936168,0.2750955157082634,0.3211848029898647,0.5140030716278257,0.1757013187794625
0.1361012888922411,0.1250897696936295,0.6372080006216987,0.2806486985199235,0.2834259376808297,0.3773638348733614,0.192011090924325
0.2938222785723697,0.3564211384055161,0.3343265854464137,0.4679235225709449,0.4601017370123973,0.5190835023236852,0.4118482311081106
0.0649278682113413,0.0969778322053636,0.4918961629218185,0.2997527661336917,0.2769905193463503,0.3958152303577101,0.1271646587140959
0.087636283900421,0.1640857753318072,0.5697276267320202,0.2528216800642319,0.2887991595804186,0.4412289222073952,0.1854465391447445
0.113370219316954,0.1489441302442504,0.4487942039607128,0.3576725620500633,0.3531098639710653,0.4445049373971905,0.1824830368320141
0.0887440722537402,0.1342314002197873,0.4445464962955527,0.4066473932761539,0.3724494009376528,0.4728592528484364,0.1781306499820564
0.0603877659623737,0.0331367442912054,0.5242470366435101,0.2853335195493758,0.3014465002085089,0.4741826197167149,0.1003404245083037
0.2244462375071641,0.1381653384306421,0.5405799175045924,0.2252978980525435,0.3098440819402203,0.5740698804809371,0.2011638922705079
0.1141976803414235,0.2117345047416848,0.4826080768597995,0.4047556954454391,0.3421966464801137,0.4327909549368876,0.1915363689113432
0.1705478222078003,0.2439784610023294,0.4560888906155908,0.429815526646348,0.3760497003609118,0.4207021007155453,0.2249793840731448
0.1396643500984982,0.2248804948683231,0.4356923065379831,0.4641700467445478,0.4151258561244494,0.4271979982032877,0.2344376565174454
0.223144125661455,0.3200227637958093,0.3467943578371871,0.5087401850101853,0.4911759035215445,0.4725092448182427,0.3948782408397564
0.1114013357136304,0.2048818414210517,0.5203411611652515,0.3966699955343832,0.3823774367780063,0.4556255637882205,0.2602465959279036
0.2988497919544982,0.2770815364529916,0.3240986382976771,0.5377031363814873,0.5394409275182335,0.5994838286144648,0.5042421107767161
0.1264485444711639,0.1757214179179139,0.6298883833734974,0.201354821080719,0.219506636962073,0.2603264138572714,0.1632427713369255
0.1288015401842472,0.2033891473585566,0.4269750988785828,0.3890236889977688,0.3828905950610817,0.4346823393587835,0.2613416908249972
0.1044653160815145,0.1710243539196598,0.5025163233472405,0.3283294878470883,0.3541311370462329,0.5060047301028107,0.2015861623991042
0.2736928118175838,0.3498052945256638,0.3512609859855232,0.6142444341665274,0.5824740658341281,0.6133599644409167,0.4197708485900107
0.0740304004806011,0.019747436921323,0.9154276041437142,0.0170096023744713,0.1013486187418746,0.2436313390106779,0.1365036496723209
0.1291404094030872,0.113074991671685,0.5629857621612601,0.2484427965750009,0.233809825070264,0.3326345328331205,0.1111651289889914
0.1312663711058457,0.1464651181997787,0.6221551955578064,0.1572596059936241,0.174529740606142,0.2146336235052612,0.1804575419897101
0.124769052824507,0.083497706689319,0.5369747936129168,0.2197848522659589,0.2270201268809135,0.4077955504373716,0.1790872467144063
0.0967246634667284,0.0875230093917658,0.5186203643033743,0.2655797795756429,0.2610387358919054,0.3779345928515846,0.1480633390498747
0.0955689182978493,0.1443830875917014,0.5947005137627518,0.2406840467453156,0.1819912554887091,0.3109706600279511,0.1892435222311518
