Transactions,Entities,PointsAdjust,Envergure,TeamExp_0,TeamExp_1,TeamExp_2,TeamExp_4,TeamExp_?,ManagerExp_0,ManagerExp_1,ManagerExp_2,ManagerExp_3,ManagerExp_4,ManagerExp_5,Language_1,Language_3,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_6,Generated_Var_7,Generated_Var_9,Generated_Var_11,Effort
0.2782212086659065,0.1184210526315789,0.2201138519924098,0.6170212765957447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.097791165,-0.29617658,0.017409973,0.37637797,-0.032381024,-0.24784893,-0.3380723,0.1968880909634949
0.2143671607753705,0.3078947368421053,0.2352941176470588,0.5957446808510638,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.112501,-0.22475544,-0.027323145,0.33697718,-0.04281615,-0.25002757,-0.28602695,0.2175344105326152
0.0353477765108323,0.1394736842105263,0.0256166982922201,0.2765957446808511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.12324969,-0.2687663,-0.011343237,0.36291385,-0.03410712,-0.26047212,-0.31630778,0.0110712148414123
0.217787913340935,0.2947368421052631,0.2333965844402277,0.5319148936170213,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.114065036,-0.22829828,-0.02742986,0.34000766,-0.042847414,-0.251531,-0.28882942,0.1403351286654697
0.1493728620296465,0.2289473684210526,0.1527514231499051,0.4042553191489361,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.11458637,-0.2300686,-0.028110258,0.3405327,-0.04290373,-0.25191194,-0.28855014,0.06852184320766
0.1003420752565564,0.2157894736842105,0.1072106261859582,0.7021276595744681,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1155916,-0.23270556,-0.025869027,0.3438363,-0.042511526,-0.25272983,-0.29346576,0.0972471573907839
0.1254275940706955,0.0921052631578947,0.0834914611005692,0.425531914893617,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07435657,-0.13371044,-0.035207704,0.2441922,-0.044591743,-0.21359514,-0.18907432,0.0864751645721125
0.201824401368301,0.1184210526315789,0.1565464895635673,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.105048984,-0.28563473,0.009788096,0.3704438,-0.03500385,-0.248396,-0.33456364,0.1439257929383602
0.185860889395667,0.2131578947368421,0.1774193548387097,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.089557916,-0.17598757,-0.021389637,0.28188497,-0.039887883,-0.22482632,-0.23260157,0.3123877917414722
0.0786773090079817,0.081578947368421,0.040796963946869,0.4042553191489361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.11220509,-0.24918821,-0.0065042637,0.3376876,-0.038212832,-0.23879878,-0.30030543,0.0801915020945541
0.1801596351197263,0.2421052631578947,0.183111954459203,0.4042553191489361,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08408964,-0.15989181,-0.02653746,0.27341852,-0.04234411,-0.22068612,-0.22158377,0.1505086774386594
0.1562143671607753,0.2763157894736842,0.1755218216318785,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07580667,-0.14855942,-0.024317201,0.25695026,-0.04194184,-0.21223609,-0.2075418,0.3635547576301616
0.0273660205245153,0.1710526315789473,0.0303605313092979,0.2978723404255319,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08950258,-0.21031293,-0.0043831132,0.304952,-0.03749364,-0.22719629,-0.26153946,0.0742070616397366
0.1744583808437856,0.1421052631578947,0.1423149905123339,0.574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.12039634,-0.26423678,-0.008444566,0.35888463,-0.040181782,-0.251562,-0.32157516,0.1549970077797726
0.2440136830102622,0.3,0.2571157495256167,0.4893617021276595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.11981094,-0.2521565,-0.014801778,0.35455552,-0.041435454,-0.2533577,-0.31221503,0.189407540394973
0.1254275940706955,0.1078947368421052,0.0891840607210626,0.4468085106382978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.11053498,-0.22641373,-0.02244185,0.33723742,-0.03974478,-0.24756145,-0.28657335,0.0457809694793536
0.0547320410490307,0.0947368421052631,0.0256166982922201,0.8085106382978723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10163608,-0.20097029,-0.03035004,0.31547374,-0.042349834,-0.24022785,-0.2629343,0.1131059245960502
