PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,actual
0.8113094658446605,0.9238453288137289,0.32494940710642595,0.531840968422984,0.4821918273083473,0.32483511887823235,0.34354685924917905,0.1134033100688504,0.49380281501448403,0.62986847997303,0.1785222176389534
0.407731017655555,0.724740681121477,0.6763669258689156,0.459099476633701,0.5083620766443556,0.6823284182318061,0.3846577919043818,0.22449330445078602,0.45519946969984676,0.6873281620575044,0.1399057406903572
0.05646128271678519,0.4470656252920126,0.6489891260621241,0.5598166810443953,0.47217957055026855,0.5695025702917893,0.44913259281919177,0.12737755435139203,0.7010497025337736,0.633305660030846,0.020809015192073
0.4428875031936025,0.9729237882866009,0.5080167521721783,0.3938357203573638,0.36409366705195395,0.18288734474353274,0.5983264090216442,0.23129091458557488,0.8344683654392251,0.4308677456427789,0.0205457210310599
0.2812747126403309,0.5836781917464361,0.37182519093975525,0.25951472688226646,0.20135577607287936,0.6787911016935697,0.2514291113536602,0.5371363949384547,0.4377357103709964,0.23321108442842525,0.0023784239211521
0.6267211476995945,1.0,0.3940389427873275,0.21501772273072786,0.0,0.03514715756147807,0.4666215282879659,0.4910259491261524,0.37538910250099367,0.7166836304697993,0.0032560711245293
0.12421280048252287,0.5212673366450593,0.34106236293818004,0.5494175573513636,0.20418778107364177,0.2912175260334546,0.27169632479543426,0.4728934748663984,0.5387622833265032,0.5618922019087623,0.0001843059127092
0.9952681830190335,0.07606127503726673,0.41688214723553363,0.3646754199077917,0.36914994932008016,0.07685042684016175,0.5311318604831523,0.3256107840009935,0.32771511280354004,0.31868379903148625,0.093829262513055
0.591250029510725,0.16926367238243473,0.3363733126782719,0.5033451126010757,0.3166162202480174,0.31903717687627287,0.24199251784968887,0.39065102130022256,0.2606739909061426,0.380826719525968,0.0366066648528624
0.5295787310893978,0.22470129478083173,0.7826032137519408,0.2763030878732792,0.05703479917390736,0.7017399865604189,0.28721218961068445,0.4688778871519147,0.31806022102957987,0.35994660827227065,0.0276546633784151
0.528334948833718,0.2244394419174516,0.7832453660159069,0.276474632618091,0.05879955023019695,0.7018010281681858,0.2886945154115924,0.47025795579318747,0.31615816622057147,0.36014524925311875,0.0186148971836301
0.2802366025650814,0.23276327383538079,0.4247532416414703,0.3720473274096852,0.23333089630654602,0.7344514590842185,0.5100190171071765,0.458726035901424,0.44126010571809826,0.586547463908218,0.0171228969378889
0.4067262690101401,0.11143688453826411,0.2770546702181089,0.518055224411995,0.40458986534749786,0.6253628940481535,0.10735514187175632,0.3461121697742293,0.2692754584821888,0.5571330451834493,0.0064156010566872
1.0,0.15275410959573754,0.2881132780297707,0.40089578244261936,0.12869321102067016,0.8938753131817165,0.4542578580245678,0.7067374690144173,0.727397242000338,0.9185928053643165,0.0047480713702705
