PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,Effort
0.8251974852565482,0.5975885682385578,0.600542779770845,0.1130832324000971,0.21151382551595052,0.7448927213376149,0.6677203441585746,0.1968880909634949
0.9006017945680909,0.5846264640305245,0.34298736703896826,0.3576173586005956,0.4807638473253469,0.5870410409980451,0.5868359869535937,0.2175344105326152
0.5682095998123845,0.36485717838056547,0.9466765921558578,0.6025709751346742,0.30239966062198276,0.5027685711638238,0.6389542258440319,0.0110712148414123
0.9128557966051893,0.5725495713534083,0.3511173449643997,0.33737439880773373,0.47389280790265176,0.5552534526791654,0.613206499133104,0.1403351286654697
0.917015572044422,0.4821438134018635,0.43593770151740907,0.3645494788567739,0.4736875648248877,0.5250978730596222,0.6444294785991789,0.06852184320766
0.9652951084062731,0.5298962342849933,0.4115403050063361,0.46476281916173556,0.46330823024269924,0.7191542161513543,0.49724034360858504,0.0972471573907839
0.8401493513567007,0.42107885842016324,0.4786195874697961,0.6367476564553318,0.19508404343086355,0.428729648814742,0.4143282781475258,0.0864751645721125
0.9560789669200552,0.4732112236730146,0.48498890685169693,0.45879626405691776,0.1164517847256013,0.24963465662381745,0.545150843184378,0.1439257929383602
0.8440358870010225,0.5355022861595675,0.49596152783253106,0.463549701781239,0.33331463428511754,0.4995972383505455,0.5793465882081335,0.3123877917414722
0.794203116747374,0.4746189017414233,1.0,0.3738244224426774,0.0771376947696587,0.5052809207465857,0.5245910413390805,0.0801915020945541
0.7706064380816325,0.5472650014103633,0.6421855600763098,0.6466405560310692,0.23274536131356707,0.28917905862387233,0.5467515733412996,0.1505086774386594
0.7638329114387232,0.6132916484842588,0.6002871777474402,0.7112044110253998,0.2442884245365247,0.4893633686643754,0.39688816869217436,0.3635547576301616
0.9729324103061069,0.3957437938530429,0.7030318202294514,0.36071758105594653,0.3190350110557309,0.3928419251519004,0.5284409668507313,0.0742070616397366
0.7927356455417193,0.553763326794175,0.7100207279005785,0.3252525618005826,0.252295582260907,0.7005308023373088,0.597240562547737,0.1549970077797726
0.5632779796723011,0.5928550458083923,0.7256064827285182,0.4746361760743494,0.2933931236848457,0.509766964879996,0.6262846249244419,0.189407540394973
0.9852341250228207,0.41213379408438033,0.30498062375797497,0.5471287694997872,0.2581682000796707,0.3916696338227803,0.39753743716272993,0.0457809694793536
0.6776949317269418,0.5197068508784993,0.8233717218445915,0.7016442229851083,0.22209727546697644,0.837746716733609,0.4476354439897002,0.1131059245960502
0.2860091001109667,0.482257377843109,0.7718381664362797,0.382300216736752,0.7246070630193349,0.3332180561922411,0.2931936430440115,0.1235786953919808
0.3557241816835339,0.4766929189834389,0.6934645363735072,0.15293960896296005,0.9999999999999999,0.4318776878681827,0.2440737988355554,0.1687612208258528
0.5841626166778051,0.2901869917727403,0.46440964815487934,1.0,0.39753524024480485,0.46825836121541753,0.6353724601917802,0.0125673249551166
0.16459339572571197,0.6299267613537586,0.5007722248679184,0.3824722044345222,0.5031208760243884,0.442098976093872,0.42792616552668317,0.6166965888689407
0.6066987845407087,0.5831593197295899,0.8110494563648567,0.521269939579979,0.4414241082722803,0.5975071208395029,0.4374150869140214,0.1980849790544584
0.5011303698204416,0.6524146161627626,0.5285085612790358,0.4494201329929917,0.3521469851011363,0.6542864947844925,0.6623079356932202,0.2235188509874326
0.5290964046407909,0.5415462679510908,0.22641085808178285,0.7370026857237921,0.39626524708062755,0.633531355880389,0.7405266281062459,0.4287851585876721
0.8132673281436018,0.5952924172521574,0.6523273611728881,0.10186560308684545,0.6385903629802594,0.730014142690572,0.4720621108776445,0.146918013165769
0.7250276602698019,0.6201237762713715,0.5869691185248372,0.6510767324293346,0.571594964586479,0.38231595634621207,0.35030505945135126,0.1119090365050867
0.688321039087034,0.5939880292017271,0.5014235715028638,0.6599475244667141,0.681926374666755,0.5101339431265959,0.36434413858545545,0.1280670257330939
0.8567405755829712,0.7815146871037595,0.4454329718643549,0.3220178221971706,0.7113699194983049,0.41406203713487555,0.25036706859734004,0.1594853381208857
0.5021261167738624,0.5408119428094986,0.8403046459134916,0.5209107080994887,0.43528366803116153,0.48737168193569064,0.5297326898490609,0.286654697785757
0.7091739562463397,0.7382307656533973,0.4840286836236268,0.5741774620279388,0.5940820849807594,0.3590600068715182,0.33269317075844573,0.1454219030520646
0.479234463969612,0.4521609345320975,0.8126306451837126,0.5725521097509302,0.47536364498749295,0.6196454041968733,0.5972127353461757,0.144524236983842
0.8301131014768646,0.3076752096052114,0.21758057217291948,0.18450242545530204,0.1941601437369766,0.5874123090951346,0.19633387448432543,0.0070103445327861
0.1078087469612638,0.25797506602537035,0.37433457340933973,0.6608767059847422,0.19457928936345073,0.7697734325792881,0.16521827741691153,0.080490724117295
1.0,0.6021752464262604,0.41386083704355436,0.26900079445585284,0.3381338441723863,0.6041724676252642,0.5376466089228983,0.2504488330341113
