PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,effort_D
0.22812668855445695,0.9070847078163957,0.7811796903132344,0.19472358777022492,0.23444011125366648,0.7539814909854818,0.7303873023450465,0.8353773826198804,0.7551503615230989,0.5533148552671225,0.43894799459204076,0.10822304870808963,0.5735312822304065,0.48448430071038356,0.5832623783951915,0.2053502240884541,0.0075898020947219
0.7016250242468105,0.25658535780486885,0.8133333457302427,0.30243849764539327,0.5468949022979829,0.4644452717309507,0.5459068526523686,0.5544554583935059,0.7976772404262906,0.7424367061358647,0.7309514705102441,0.4899263502478281,0.4494228464871498,0.1970581256321845,0.35654040811243093,0.8291676758473858,0.1154790765476699
0.35389897388538627,0.2155259592103118,0.48762459590768426,0.09480276136845611,0.736285685568173,0.5654674174776205,0.37663235313639615,0.2858444278960579,0.664883552482176,0.4979460056347331,0.7882896087939861,0.35805490208151325,0.8278051848585217,0.42868620786912437,0.5935195824954633,0.8555216635113359,0.0041514157595347
0.3960933896755837,0.5093795293313107,0.20404918190403187,0.24970196034652248,0.40957976467991014,0.683689025213461,0.42858404718989984,0.47009869935399995,0.7465407105460021,1.0,0.18957342223148732,0.6285854451628395,0.777193195755741,0.7162268894188449,0.7262926073138123,0.7815856526867133,0.0276813867630048
0.4427775770207966,0.3996993462779397,0.6139427955086487,0.6425248170356034,0.5604933803078755,0.25844160555130496,0.24841172643556197,0.12953161746288439,0.7744071503227462,0.5059354824206764,0.5358292857105894,0.3604208369508685,0.4965613082668613,0.7988556018960613,0.5126617209959616,0.6286057270930798,0.3278192391183787
0.4898926172368684,0.08215841015630693,0.7076630162376938,0.1323624151854513,0.5875213300053205,0.5779780738274329,0.5745369337894833,0.5709450530362534,0.6522434146478376,0.390218801874599,0.6651804115388181,0.5968317838994573,0.8713380018147253,0.3085389947833291,0.561638141314738,0.6423740379844293,0.0576920029788784
0.43726671020808555,0.4589598958718661,0.30414052645877027,0.1676629221940933,0.9243504390067575,0.567548505097691,0.28945159051613245,0.2690972669086089,0.6787098219183327,0.6317139306412192,0.7570529421522277,0.5393548450823743,0.7607265470735038,0.044670388175000575,0.46145590487098664,0.4040146194645215,0.035540555529147
0.6446253365166622,0.20182197531052462,0.78077740066067,0.47076239110631235,0.32013232114662704,0.47773188511332704,0.6406425066155357,0.2784754406543166,0.89245644702328,0.8723102473103808,0.6962111281499694,0.8343179288380537,0.5793660317909819,0.49101987156044036,0.6806616637609907,0.3769207270525966,0.1067484273739918
0.3026918196980061,0.13708365248898594,0.7042627954218553,0.5811931342405436,0.5204227716250116,0.49178151262870684,0.46441891286328196,0.4516671959366362,0.7570548036195867,0.3077454421720083,0.19252983985220518,0.3994601457206918,0.5157676980647595,0.45213809122532533,0.5897789691346196,0.662680069931191,0.1353488298394891
0.18412299064651216,0.6084037456080937,0.7514153593468264,1.0,0.6195059744382562,0.9438424650242925,0.42623027832033955,0.7640551728424221,0.8444419855672893,0.37493495453212056,0.7349804179795667,0.5011142853253432,0.6306526491615336,0.034841162197648545,0.5587040362301069,0.5201979475668906,0.1793189776742564
