TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,Generated_Var_1,Generated_Var_2,Effort
0.07750371,0.517187,0.76007056,0.22268224,0.44424653,0.29423463,0.14376111,0.4563466,0.4480251,0.17562528,0.14851166
0.7298696,0.25986886,0.5663794,0.48549244,0.31274864,0.38596457,0.5764774,0.68656033,0.37132564,0.33017406,0.35974157
0.33125994,0.28100502,0.8477167,0.44300434,0.29454523,0.37102586,0.37961665,0.8609481,0.610793,0.30088684,0.1672312
0.81729853,0.6743154,0.774921,0.3918891,0.43418992,0.37456268,0.27721578,0.6845104,0.6567858,0.12420905,0.21047439
0.57212037,0.74913645,0.27784657,0.2997267,0.18974073,0.24579278,0.37164503,0.7580598,0.58142805,0.28262055,0.07306248
0.6307685,0.7074581,0.67804277,0.59244525,0.46368173,0.5317992,0.3674582,0.5475811,0.67853975,0.19943067,0.40805894
0.7644195,0.7484409,0.6095169,0.50559354,0.392327,0.42396176,0.47383666,0.6897019,0.64691573,0.18489295,0.35544094
0.14443968,0.5746863,0.8568667,0.11713674,0.52049387,0.22015324,0.1322868,0.45571882,0.4644273,0.13458574,0.13729376
0.29529467,0.29315838,0.6658417,0.42332247,0.31800053,0.39286387,0.3570198,0.8442291,0.64169323,0.42850557,0.16316944
0.41935074,0.14312367,0.77888757,0.34573364,0.19511428,0.21830839,0.1838381,0.6088603,0.26690504,0.21137434,0.07059945
0.3694322,0.5171971,0.7575536,0.309124,0.4638255,0.36562544,0.32653975,0.53971994,0.5024541,0.08595984,0.26869765
0.08932707,0.31783992,0.7135706,0.36145955,0.3351218,0.33808059,0.1284113,0.6602863,0.575502,0.3658103,0.14268358
0.71457934,0.62234545,0.38344893,0.29822332,0.27597132,0.29853332,0.334339,0.73941773,0.56204015,0.26040545,0.109777465
0.6812817,0.79813,0.36693943,0.44675052,0.19100964,0.31816608,0.30246776,0.683757,0.6062421,0.31812945,0.20116769
0.6907521,0.48923448,0.41984224,0.32497394,0.31198835,0.315181,0.46885654,0.71157074,0.49403906,0.2583682,0.20041984
0.6215144,0.73424387,0.2443183,0.25756615,0.18639916,0.24845096,0.33728093,0.7672531,0.5536726,0.30723462,0.060845416
0.7607205,0.68830454,0.4120267,0.3457024,0.30733526,0.31898266,0.3777455,0.673873,0.5535135,0.21617028,0.17017895
0.17398928,0.3497072,0.46905142,0.474072,0.31550905,0.43089685,0.3450803,0.8173257,0.6563144,0.49531138,0.17283651
0.56938714,0.65215474,0.6551441,0.44806966,0.4937159,0.47250128,0.2658111,0.50531226,0.6295759,0.20550153,0.2868172
0.7502657,0.71755236,0.598524,0.5276805,0.37091288,0.4233939,0.5598297,0.719827,0.6220615,0.17069747,0.36216488
0.7560533,0.6018924,0.6040539,0.609252,0.41364056,0.49993,0.682071,0.7370607,0.56490415,0.20399591,0.5393319
0.715149,0.7823379,0.5949623,0.33310753,0.27757517,0.289795,0.21968783,0.7303906,0.6416976,0.1982438,0.0987515
0.23432955,0.59916556,0.42156482,0.39735943,0.1767143,0.27415228,0.3443921,0.7410846,0.54162985,0.25254184,0.09129156
0.5198552,0.7377605,0.5727867,0.32107309,0.2407969,0.25218314,0.19659728,0.6234413,0.57269686,0.17448904,0.08083969
0.828431,0.71521395,0.4585765,0.34885767,0.29913524,0.3135679,0.24631055,0.68512756,0.5725085,0.23592642,0.13161261
0.6639064,0.82053095,0.29242915,0.34274876,0.12983453,0.24694204,0.26774567,0.76713884,0.60038,0.33056414,0.07920106
0.69686794,0.84722203,0.4703576,0.3870219,0.22485901,0.29285508,0.34742984,0.7420737,0.646077,0.22623673,0.16702561
