TeamExp,Transactions,Entities,PointsAdjust,Envergure,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_Entities_Language,Effort
0.0,0.2782212086659065,0.1184210526315789,0.2201138519924098,0.6170212765957447,0.0423295869216172,0.2201138519924098,0.2201138519924097,0.1384615384615384,0.1968880909634949
0.1967822307505056,0.2143671607753705,0.3078947368421053,0.2352941176470588,0.5957446808510638,0.1176470588235294,0.2352941176470588,0.227180527383367,0.36,0.2175344105326152
0.7497413333514907,0.0353477765108323,0.1394736842105263,0.0256166982922201,0.2765957446808511,0.0058020726901182,0.0256166982922201,0.0114833475103055,0.163076923076923,0.0110712148414123
0.1967822307505056,0.217787913340935,0.2947368421052631,0.2333965844402277,0.5319148936170213,0.1117111857149807,0.2333965844402277,0.2012039521036445,0.3446153846153845,0.1403351286654697
0.1967822307505056,0.1493728620296465,0.2289473684210526,0.1527514231499051,0.4042553191489361,0.0567921957865031,0.1527514231499051,0.100078518615455,0.2676923076923077,0.06852184320766
0.1967822307505056,0.1003420752565564,0.2157894736842105,0.1072106261859582,0.7021276595744681,0.0375695356720024,0.1072106261859582,0.1219982987633317,0.2523076923076923,0.0972471573907839
0.6840567309110485,0.1254275940706955,0.0921052631578947,0.0834914611005692,0.425531914893617,0.0124880390535039,0.0511014822208778,0.0575803180003925,0.0659137650044819,0.0864751645721125
0.0,0.201824401368301,0.1184210526315789,0.1565464895635673,0.425531914893617,0.0301050941468398,0.1565464895635673,0.107963096250736,0.1384615384615384,0.1439257929383602
0.3239934919055357,0.185860889395667,0.2131578947368421,0.1774193548387097,0.5319148936170213,0.0614143920595533,0.1774193548387097,0.1529477196885428,0.2492307692307692,0.3123877917414722
0.3239934919055357,0.0786773090079817,0.081578947368421,0.040796963946869,0.4042553191489361,0.0054047259929612,0.040796963946869,0.0267290453445003,0.0953846153846153,0.0801915020945541
0.7497413333514907,0.1801596351197263,0.2421052631578947,0.183111954459203,0.4042553191489361,0.0719927342318234,0.183111954459203,0.1199699011974088,0.283076923076923,0.1505086774386594
0.6840567309110485,0.1562143671607753,0.2763157894736842,0.1755218216318785,0.7446808510638298,0.0787597917578941,0.1755218216318785,0.2118366812798533,0.323076923076923,0.3635547576301616
