TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_PointsAdjust_Transactions,MI_PointsAdjust_ManagerExp,MI_Entities_Language,Effort
0.0,0.948706264613588,0.4,0.2782212086659065,0.1184210526315789,0.2201138519924098,0.6170212765957447,1.0,0.04232958692161725,0.2201138519924098,0.22011385199240976,0.061240341945436705,0.2201138519924098,0.1384615384615384,0.1968880909634949
0.1967822307505056,0.3850974927847175,0.6,0.2143671607753705,0.3078947368421053,0.2352941176470588,0.5957446808510638,1.0,0.11764705882352941,0.2352941176470588,0.22718052738336708,0.05043933194714599,0.09551025238542196,0.36000000000000004,0.2175344105326152
0.7497413333514907,0.948706264613588,0.4,0.0353477765108323,0.1394736842105263,0.0256166982922201,0.2765957446808511,1.0,0.0058020726901182275,0.0256166982922201,0.011483347510305561,0.0009054933261788155,0.0256166982922201,0.16307692307692306,0.0110712148414123
0.1967822307505056,0.3850974927847175,0.6,0.217787913340935,0.2947368421052631,0.2333965844402277,0.5319148936170213,1.0,0.11171118571498075,0.2333965844402277,0.20120395210364458,0.05083095510613853,0.0947400084145718,0.34461538461538455,0.1403351286654697
0.1967822307505056,0.3850974927847175,0.6,0.1493728620296465,0.2289473684210526,0.1527514231499051,0.4042553191489361,1.0,0.05679219578650318,0.1527514231499051,0.10007851861545505,0.022816917255002928,0.062004639653439254,0.2676923076923077,0.06852184320766
0.1967822307505056,0.3850974927847175,0.6,0.1003420752565564,0.2157894736842105,0.1072106261859582,0.7021276595744681,1.0,0.03756953567200244,0.1072106261859582,0.12199829876333174,0.010757736721053955,0.04351878435303499,0.2523076923076923,0.0972471573907839
0.6840567309110485,0.3747051266947662,0.4,0.1254275940706955,0.0921052631578947,0.0834914611005692,0.425531914893617,0.6120563893273326,0.012488039053503935,0.05110148222087783,0.057580318000392545,0.010472133091291457,0.032976148336453015,0.06591376500448196,0.0864751645721125
0.0,0.0,0.0,0.201824401368301,0.1184210526315789,0.1565464895635673,0.425531914893617,1.0,0.030105094146839848,0.1565464895635673,0.10796309625073605,0.03159490154247595,0.0,0.1384615384615384,0.1439257929383602
0.3239934919055357,0.3747051266947662,0.4,0.185860889395667,0.2131578947368421,0.1774193548387097,0.5319148936170213,1.0,0.06141439205955335,0.1774193548387097,0.15294771968854284,0.03297531908632802,0.07007431521496273,0.24923076923076923,0.3123877917414722
0.3239934919055357,0.948706264613588,0.0,0.0786773090079817,0.081578947368421,0.040796963946869,0.4042553191489361,1.0,0.005404725992961274,0.040796963946869,0.026729045344500373,0.003209795339035301,0.040796963946869,0.09538461538461533,0.0801915020945541
0.7497413333514907,0.3747051266947662,0.2,0.1801596351197263,0.2421052631578947,0.183111954459203,0.4042553191489361,1.0,0.0719927342318234,0.183111954459203,0.11996990119740883,0.03298938290142995,0.0723226889651754,0.28307692307692306,0.1505086774386594
0.6840567309110485,0.3747051266947662,0.2,0.1562143671607753,0.2763157894736842,0.1755218216318785,0.7446808510638298,1.0,0.07875979175789419,0.1755218216318785,0.21183668127985333,0.02741903028913038,0.06932485729822511,0.32307692307692304,0.3635547576301616
0.0,0.3747051266947662,0.2,0.0273660205245153,0.1710526315789473,0.0303605313092979,0.2978723404255319,1.0,0.008433480919249411,0.0303605313092979,0.014656808218281744,0.0008308469229454357,0.0119913266678011,0.1999999999999999,0.0742070616397366
0.3239934919055357,0.948706264613588,0.4,0.1744583808437856,0.1421052631578947,0.1423149905123339,0.574468085106383,1.0,0.03284192088746166,0.1423149905123339,0.1325001635804488,0.02482804281458048,0.1423149905123339,0.16615384615384612,0.1549970077797726
