PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,effort_D
0.8134563224062553,0.8550353110291391,0.44993890476686227,0.8433116584570646,0.4278493137219053,0.3547678897572604,0.3080063545148474,0.18986638621528146,0.3091822650217607,0.5751129774859398,0.45139526501030924,0.7799158022651784,0.6790080396801687,0.2932089955272717,0.4987639174279665,0.2495705414158212,0.19232182704489048,0.0075898020947219
0.32903805583417434,0.45406344942289956,0.4257691930559393,0.2233328358674172,0.4511404373817318,0.3180563293838371,0.46813461223595726,0.562028581458534,0.3610751442883685,0.4795241883827082,0.6651104793801988,0.6031280465340118,0.8280077544431825,0.634976922549298,0.5389669765964514,0.8108350944782383,0.22751254136785262,0.1154790765476699
0.7034430045383453,0.17683617294751747,0.029335670043116935,0.30906086982137887,0.6321334785828137,0.35316149388461004,0.7193425841380421,0.7971307565372265,0.7445316349909268,0.6309245807806767,0.5529266931353116,0.7414669946327315,0.7962437541578835,0.44811866263630595,0.6194409873653496,0.7129737959456592,0.30399033407395915,0.0041514157595347
0.7991591160325093,0.22702727436777353,0.03144747629645572,0.39305566216851473,0.6429251581231245,0.5927474046505292,0.3239438348491888,0.48630207866250685,0.30618911956838923,0.5167826461262301,0.14294711745545874,1.0,0.5264162212197833,0.9141601549738495,0.7172859743787192,0.49048357306581075,0.4443126338585862,0.0276813867630048
0.5898883654102298,0.24575611072316017,0.5619716966346535,0.054074548640680564,0.500014007911655,0.8598909933161758,0.48028585193956136,0.9767822274947112,0.5290729550879196,0.6590083659881759,0.653312164830463,0.830281656561451,0.4140875900597092,0.5398921767125332,0.6122886427323426,0.47163453418159906,0.22854734711775648,0.3278192391183787
0.5482864178773919,0.22394289615159532,0.1973126319834698,0.20683642724042087,0.6302794119402925,0.19561117877198692,0.5696189327065189,0.4032852546083424,0.6204148241504643,0.6636724819322672,0.417309226283794,0.4606476552656794,0.862537394427666,0.42207418790617224,0.654366622920576,0.6650029218769908,0.3968438208690893,0.0576920029788784
0.4683111339579144,0.26617039605882264,0.0,0.5909449900802155,0.47803726690831433,0.558711107403735,0.7159138430361623,0.9557795023378644,0.5447684512820338,0.43202513402684595,0.6862746342472537,0.5091412837905882,1.0,0.5641224436177334,0.759459798760828,0.5209993957998171,0.6212033500070172,0.035540555529147
0.392620124447258,0.27061291866606174,0.5580382444704006,0.11068956263614782,0.5978093833678009,0.24538349616738298,0.13913989811324068,0.6913500682230098,0.39981124743045315,0.5780459413121859,0.5575548352051517,0.5881013168369545,0.8152959720489017,0.830501591968826,0.4304081767149156,0.31787096408470517,0.778834719085302,0.1067484273739918
0.7279003959267996,0.23428449177814117,0.6474642247102127,0.28479498324483754,0.5422000861003693,0.6670007465555577,0.4806770193917062,0.7619034161296984,0.3436313414767157,0.6141517230788309,0.20867298328448253,0.42789952386226915,0.4811955972854759,0.43126638949320184,0.57039291417713,0.6177298094057274,0.3099740955068632,0.1353488298394891
0.6076713242281702,0.19353127183925478,1.0,1.0,0.8432476174564401,0.7595624735207018,0.6788928502771041,0.42554439273089206,0.25043375725331185,0.72829177801505,0.6460161414681954,0.5154554388838681,0.9997431544563764,0.6270588453578327,0.5073087468431012,0.5659701326742441,0.536328257497479,0.1793189776742564
0.7716051199196796,0.21220202514810452,0.279825039323873,0.4827408300404092,0.3477174027805895,0.5830115966665129,0.2892771868415389,0.4371756508670438,0.21413590984779898,0.7052205696721562,0.37830558281617144,0.6178234668368452,0.36397493236209955,0.9628159952645412,0.7985172580869517,0.4925959645265061,0.5390901410281417,0.0588962304511099
0.8381191511520213,0.3470430558340078,0.8015913754663877,0.7822359145621001,0.9675402921224577,0.46649747814790954,0.08429668732698514,0.9031146928576717,0.7175654524825795,0.3886986964961705,0.5794908613426204,0.6358399906638286,0.0,0.6702617857331016,0.40304992293390657,0.5950916706435965,0.5129274048269623,0.0565194657032846
0.7933100137302693,0.0,0.04685395126804709,0.399200691563534,0.7160021540464074,0.6171595786126047,0.0,0.5683129963377893,0.41535956740459806,0.851229355837287,1.0,0.8706564032041078,0.6584087562484691,0.23934376920073464,0.5503901002024991,0.0,0.2527941322771355,0.0050228961670707
0.7571358374244221,0.05160227262907388,0.2551458377375642,0.26343039650324507,0.6422778544867415,0.662095036491336,0.2804225294126339,0.6722771111432303,0.5057697623586397,0.6234441372705669,0.8969148392678163,0.9172383066391616,0.8063932018537944,0.349883450088208,0.4525490360172123,0.5799192597252085,0.505592204077737,0.0
0.7729708385287644,0.22981373931063004,0.16009957609532421,0.3558970400351644,0.4976768290303498,0.6717707537534189,0.3172026593003828,0.30630449334653437,0.23014451576397904,0.886963567880074,0.41697146532943163,0.5430657783055564,0.551065595793489,0.5887152201210267,0.3497319085805746,0.5607081074865558,0.6831931801735811,0.0314049848679311
0.5650751689666306,0.2430973618206431,0.26108874120578124,0.31034523045388657,0.6685214562017082,0.18026935702761898,0.4089669827362089,0.6619700342273604,0.21233353940405197,0.37562643264355555,0.36162411101016656,0.5913081386312143,0.57008744016289,0.5703516460970639,0.6986476981759782,0.3422956888899933,0.5505895617837077,0.0548874205764446
0.6619325483847123,0.146626567333047,0.2566602719353342,0.33458939150780703,0.6416511056782506,0.32040753775633857,0.3416600375967848,0.46050761227353265,0.3762831262931594,0.8323694646362324,0.2895620907398053,0.25365030274380873,0.5113083078256282,0.29645358886910933,0.5904150077554382,0.48442028195267844,0.38196504944998133,0.0148468571247484
0.19712709081007168,0.3535716640001973,0.3619484678650203,0.5936264490591218,0.5302194688576124,0.8525146216597403,0.14229562486005426,0.45806393260936107,0.6077008300932321,0.6621148845125762,0.4669093563960125,0.506826129184411,0.8775661915778159,0.4668025712344659,0.8070886790740679,0.4258213781451104,0.0,0.4013088051211357
0.0,0.35397187537546076,0.3780436029329128,0.45806576599715243,0.5903398954907925,0.5978395283243333,0.21002474978883287,0.49448480121729127,0.6038678027842898,0.5226168782180032,0.21011474227330612,0.7568916267736058,0.3313112894867682,0.22684292006728962,0.41129330243561746,0.5251261667515165,0.3388638424289969,0.5815626435962035
0.42780361121177524,0.180995616368257,0.49426420280974026,0.1486855737758082,0.5886192367325194,0.758403128820641,0.48538438570515374,0.4991327492383835,0.6407620466649789,0.8253509267031857,0.5105356076923776,0.5039470438725614,0.5733361679189272,0.9545014602152175,0.5986976721470577,0.5098343580562757,0.2827832014203184,0.2292627275752246
0.4003203897974653,0.20929990464844694,0.3882046494279152,0.10747122480242999,0.7378603802306908,0.25466249165757365,0.22631975719418357,0.5774793509680504,0.5903462756058883,0.6284865244758331,0.5555951537632995,0.6338990661845443,0.6147227908824274,0.9815493714455281,0.5431324774308753,0.3526889682896194,0.7174933693622311,0.1656763480217394
0.46184490088817043,0.09384097232873279,0.1628693687695617,0.4917226516711161,1.0,0.7299907390659797,0.7228560532497741,0.30131302473932003,0.4662827194626645,0.37808630328163073,0.4205702205378105,0.8571502053317327,0.12054178806728932,0.6494962486513023,0.39334325221868055,0.3880805994452404,0.21378489622780192,0.2838966265785679
