TeamExp,ManagerExp,YearEnd,Transactions,Entities,Envergure,Language,Generated_Var_1,Generated_Var_4,Effort
0.0723785065127247,0.2325676335651427,0.62435764830494,0.0320202898094178,0.3693339526791379,0.3714626798553718,0.6085573429962581,0.5927227692167607,0.354255158572779,0.1141340016625222
0.1111359598366167,0.4873422352678954,0.3785126945117109,0.0922504304481685,0.6204121980018271,0.5422201522485987,0.6886172420752225,0.5843648888974711,0.3566907380122058,0.1858072532376745
0.4580720489590225,0.7343675807435361,0.0884209661102878,0.1087217163101876,0.4465545421269443,0.5142818375883399,0.7116873542296303,0.5613294993079186,0.3610565426028191,0.1689253112299986
0.7198367514054149,0.6881490224503607,0.2791904086633356,0.1054726644657327,0.4424881337116056,0.1616426876134045,0.7054899363061152,0.4914573234113445,0.365878357179653,0.120898314381551
0.3590531886482687,0.6812791150767271,0.1253145716217478,0.1255322214096384,0.4939859517330673,0.3431571043907823,0.6489898836853777,0.5698111495837326,0.2996354142436329,0.1418646209905669
0.2735409795585868,0.7119254752724872,0.2658031729462854,0.1019629512150489,0.641524209585205,0.5821849961221006,0.6719889847047491,0.5791098070095538,0.356458984717963,0.2272710334524847
0.4404248031469072,0.3865902763542909,0.5041724868582373,0.1333482731512647,0.7542758714183176,0.660320793325036,0.740619611609617,0.521097001298473,0.4116219744950198,0.2552186709458303
0.0989104534972507,0.1721848584232851,0.4591457582505336,0.0776882996510869,0.400071691945609,0.2759277884929227,0.4626979472550673,0.7864179317576314,0.1559889201018161,0.1754201007982708
0.6298515642107889,0.7259809525734824,0.3454055751327062,0.1350406215783815,0.4787505686923654,0.577505470080203,0.7163395406470918,0.4536993662795847,0.4562445332485655,0.2646792524703446
0.5352263425128989,0.2572660883468081,0.5462688072041241,0.2326890302081838,0.5925579390533703,0.7396111068328634,0.829403036952484,0.3902624358889182,0.5361284935753335,0.2617027781026083
0.6610856922773798,0.7432025322370519,0.2809717239980928,0.1890506842714066,0.3952642555259826,0.7264121457903127,0.728412841829949,0.4135179013019531,0.514231668019559,0.3404725791554447
0.1952670330737544,0.7194587308481092,0.6038037907840131,0.0990810176508826,0.2157231533449296,0.2122015942672228,0.6976653072202484,0.5451387748190918,0.5434556309813328,0.1573519461888215
0.4821873425295923,0.7339984502667344,0.144602032267958,0.1143494304749321,0.3570677492484295,0.3826726007013682,0.728765858184249,0.5504210237090678,0.3879589244569422,0.1072420273621651
0.7162358467430627,0.5700541036302893,0.2252364167069822,0.1269903476397456,0.5118583521641386,0.5458112245511131,0.7066262709363279,0.42054294803421,0.388774696385859,0.232533271766154
0.4640900528059925,0.7128742222818925,0.5525553401634544,0.1327774611247796,0.4489464459487099,0.2563680716642422,0.5374954805050468,0.4433886059881811,0.4072731038959671,0.1862915458827883
0.1441803379660997,0.2010406678386027,0.303492284507433,0.1187144397651511,0.5710452777826005,0.4400904714622897,0.4326110587291346,0.8370668129197656,0.1031915997832862,0.1856706178864634
0.1644420609889892,0.7668401591784466,0.3261495342664126,0.1102344027553805,0.4743735378257974,0.5150162549503923,0.618641779538731,0.5606229674484825,0.3983123235835,0.2074799924613584
0.7260155170615339,0.6647497650164247,0.2652346018458624,0.0871296243058373,0.4060490226537493,0.2614215451858342,0.731985492093918,0.4444664972317745,0.3868581317099109,0.1176265965861081
0.3928552862113573,0.76459965139405,0.5923824398654951,0.1349528693563717,0.5473513126529768,0.2940627892517635,0.4651770051768603,0.4575697893153024,0.4133964535693724,0.1764556027666139
0.6401908611665104,0.5267203220051726,0.5389667910810495,0.1544896521912209,0.7175329046949409,0.6162926772401223,0.3900491071597615,0.530225180009674,0.3552181804292961,0.1994719701102705
0.4436669930835146,0.265766105770565,0.469607868506573,0.0868650751321309,0.6409697329671433,0.6095236247165553,0.546322871311227,0.6926593673592009,0.2510710503940229,0.2086486000758047
0.8359324939666477,0.7795073185343695,0.4536089578046374,0.4399257755697011,0.6725579482490023,0.657402752024108,0.7613361388408043,0.2476318294475152,0.6486143858444744,0.5483478441661318
0.0053623366892281,0.1769712391841525,0.8745343183709,0.0559545969542321,0.2342114730082063,0.3967654540795399,0.806296905488597,0.6834629162883303,0.5273895377238872,0.1262481404615515
0.2936429691191298,0.7983689359987449,0.7559228130901924,0.1803875875382624,0.4979509982962993,0.7664030811008685,0.7591536482454376,0.4802401243777975,0.6907653648086054,0.3065727081972651
0.7482615482193045,0.8003297961224346,0.3351737305674153,0.2326621299988684,0.561734180646851,0.7590457277304633,0.7746389262419571,0.4235897454704514,0.5399814972527901,0.4172231945194906
0.7330821041617241,0.2845457139526808,0.5708201536526323,0.1512053167653314,0.4965143407230132,0.6655627000390046,0.8482382254749732,0.4445708904808765,0.5281284861387041,0.2374808376469142
0.1910626317924804,0.0979252093938701,0.5442005906885123,0.11294998358114,0.3044823478399526,0.6214444031909173,0.4488748200899122,0.8154544724903039,0.2844268240010458,0.1702973791325373
0.0286900303575969,0.1994765629156921,0.6004704723241262,0.0592695786420704,0.3022365346236884,0.3508274730977849,0.6842305846246868,0.6799625652575714,0.3702781213785268,0.1419690310671038
0.4730795177696021,0.7010888807807346,0.2419376306790168,0.1059751033483248,0.5101214672018645,0.3361438988622033,0.6886451458264119,0.5595168198819702,0.3396442974174528,0.1455640123955469
0.4725565442407245,0.2467163858907956,0.4014022328876015,0.1506181392354321,0.5069838176167939,0.5746228279492963,0.7517253045830049,0.5530651850485752,0.4268547371151324,0.1948851649705254
0.8321175425296723,0.7417228760288102,0.4164435264219404,0.5274980794864048,0.834337441371974,0.6981671971751789,0.1093758930178315,0.3416673536746503,0.5568856689956699,0.1313988704150637
0.3785864440158009,0.8131199620095275,0.4340133165982278,0.2055450201382342,0.3767193645346524,0.8098083162494238,0.7150751617006735,0.4793814589573184,0.628445368849174,0.3469490671249852
0.6301741023416272,0.5516811857918548,0.2345487060402409,0.1776899686421758,0.5560561277787439,0.7870194117759978,0.7740557117638261,0.4784100653326706,0.4750290694080117,0.3070058512170365
0.8220353630173349,0.4332433419128298,0.5137590308626158,0.1526638954584959,0.6963865494251575,0.6587479055925431,0.8095813595514962,0.4437819581003112,0.4757949222954019,0.2841182714617363
0.5762792303735709,0.7121868197979072,0.120426496537872,0.114492771625205,0.4206506167505374,0.5641006219844155,0.706407056980722,0.4923592315690011,0.3898964879487903,0.1820345504795761
