rely,data,time,stor,turn,aexp,pcap,tool,Generated_Var_2,actual
0.2537831620035655,0.2235366728696159,0.5347302555328962,0.0917651651719977,0.2056787727824083,0.7103797193617362,0.1812632635804748,0.1987655537007706,0.143855455832458,0.1714919916664116
0.2705703830359944,0.0979214403736095,0.6727453287223952,0.1360193414199054,0.1344731459411843,0.718661568194437,0.2171540012773793,0.1658274328555316,0.1108317564832355,0.2250514379755305
0.381361635046856,0.3817158418122966,0.4723482017363359,0.6045483515541349,0.5373779639794722,0.6087843660647749,0.2950082360917969,0.5448103391857677,0.5413555069763347,0.314762318859922
0.0764682717336514,0.2410837578621055,0.4377411532197122,0.0856878888367796,0.2051587958190677,0.8033567301681519,0.0670084565764531,0.0939327557909995,0.1648611500573741,0.0932339270851905
0.3130827837702994,0.1854869952673947,0.6721864968985882,0.0980489623979372,0.1671810593781285,0.6592948748850317,0.2598807628781998,0.1854551299173417,0.0898422784834714,0.3548605132166581
0.2910304831236221,0.4894699722462373,0.4424238212082024,0.2890832515036635,0.487385968661725,0.5819933432280331,0.2751432311919947,0.4102388830318187,0.3818654971835738,0.3398269118163678
0.0993373718756329,0.2699643646174681,0.3730372460084664,0.3204831137476557,0.3425528207506866,0.6831040593382669,0.1345407737973171,0.1537595075558768,0.2525485665352906,0.115208904973335
0.1135397918328255,0.5263435955829869,0.20059527230958,0.2311926455511791,0.5792060299655672,0.4965395570047334,0.3154447421857891,0.2029771746936655,0.3919485383080035,0.3005022629062939
0.4061799358781676,0.2211236255227612,0.6768525182437376,0.1985664001054546,0.2339636148137111,0.6041965057836794,0.319434400430058,0.3001185994569024,0.2015698483806195,0.3367902742209935
0.2193158957276955,0.4830123542993338,0.3455882424721657,0.4419999652952699,0.4770130433264885,0.5934678783072405,0.2452808287076052,0.3287041333427294,0.4019771292849012,0.2433927771968389
0.0896329827840824,0.2746805598249881,0.3669263397324196,0.302056769638902,0.3151678523600876,0.6932083433866314,0.1320286416597471,0.1399793780299188,0.2579021422361838,0.147083519313528
0.123101769534637,0.2730893629954276,0.3942673987110034,0.196129203874559,0.4065028840202824,0.7768887607311098,0.1446390306981193,0.2296820548825386,0.272491010559609,0.1448280206616038
0.4937487583169576,0.324205300944321,0.6414316011280669,0.1082806894664506,0.3410301916931914,0.4924885341009754,0.5218752103922757,0.3631745122804328,0.2232151510273513,0.5855806469981412
0.2834969402358382,0.1615237766390465,0.6048495642477018,0.1890326628497582,0.2322327436464761,0.7120167985136531,0.1906200287771491,0.2170069686504075,0.1382897002018272,0.1974755747387619
0.2670089499718701,0.3430950861534114,0.4311765913080043,0.4730771866706603,0.328395717098828,0.6206485596773467,0.2058594426116939,0.3503331312602665,0.4865158394135998,0.2529085083998678
0.3632246465179513,0.0920777223540106,0.7991049351214378,0.2325932567428826,0.1872925407988462,0.6158869463373745,0.3058781812279403,0.2145908386541562,0.1169179294726973,0.3299450643253255
0.2195648751994323,0.2009598048169154,0.5343771361522767,0.1363720234370903,0.0853893047418579,0.658533243125862,0.1297084420924362,0.1750819679689704,0.1491183725543153,0.2122770169225767
0.1718267812676278,0.2887398084446965,0.5118048611258332,0.1934155757176425,0.2299668425068878,0.7188791881344023,0.1262857628175811,0.1849037571833615,0.1756186549305073,0.1802140520012218
0.0659398300787734,0.1020572544980232,0.5295099658026221,0.0801925783827992,0.098442260923329,0.8915452779540154,0.0517442470852044,0.0599733982582901,0.1068101946380966,0.061834906370149
0.111158007959295,0.3829411062927467,0.304034920505175,0.2497536145584678,0.4445731607521281,0.6446048186881835,0.2017251940896957,0.1657759314207014,0.3032049749456997,0.1913472865223344
0.3559131809916854,0.2510796202113319,0.6358664934832945,0.1336890020347515,0.179744713401092,0.5665221136547123,0.274972692533599,0.2815251199152447,0.1740976825314628,0.3738682216071234
0.0371318265625959,0.1215706319505935,0.4957920104999886,0.1018341151039788,0.1500791347794971,0.9292656276252113,0.0277548603356422,0.0689433645893401,0.1269484680497487,0.0545715939392283
0.1427945215251135,0.1014657736666297,0.5909753046135389,0.1634168369122924,0.1470661255537619,0.850146178739111,0.0840536810168063,0.15658274449097,0.1596433897624217,0.0837674739592179
0.0640264628824783,0.2597738973288455,0.4327921797347916,0.0951069254654878,0.2149064392658771,0.8069783843111691,0.0711129035565677,0.0696296912733079,0.1473292357616997,0.0785557154949337
0.2351678046851442,0.1526630232608001,0.555783528361327,0.2165368551107186,0.2267624828168512,0.7157782812952289,0.136892290375777,0.1997518935704919,0.1636037494350926,0.1140939530790222
0.2223463139172203,0.2148878528147823,0.5013556414381505,0.1936421809570792,0.3169240808368805,0.6094657119135966,0.257402245138697,0.1503215532314415,0.1150070960837428,0.1779665539566357
0.1146627660013624,0.2895500900696661,0.440956650902259,0.1242727720923941,0.2691437138151556,0.7753456862969332,0.0982573360965174,0.1663110686965103,0.2088901902738192,0.1737421624802633
0.5328376913148819,0.5291849115451877,0.6003954980191223,0.2014974130569141,0.4538819917903428,0.3634629604226334,0.5262821224669416,0.5037860109054364,0.2777077376449309,0.6978283891320529
0.080664696671886,0.2281066348825242,0.4693829398933784,0.0711827416834948,0.1863109999545897,0.8180033018467158,0.0701071478687859,0.0685867570825736,0.1120425645172256,0.0894379575115002
0.0571587693056992,0.0992968509095784,0.5280560523443318,0.0969532982118334,0.1279281822791877,0.8958105432596335,0.0439246836280566,0.0492029987215197,0.0676339334145987,0.0435620325231414
0.1597115076980962,0.2371496756737397,0.4678403315166272,0.0641476169322628,0.2007643886230309,0.7779150183866145,0.1134645059041393,0.1244622277583,0.1133329193606746,0.092263552537643
0.1802549640871059,0.1564502733472724,0.5835495684949635,0.0231989915223772,0.0901465317834166,0.8524327576463876,0.1718552948690466,0.0692964989888135,0.0303690273509187,0.2116530049511192
0.2135711174312149,0.1716053925292226,0.5228387320546817,0.0914641027056819,0.2273082800557564,0.7766422066165664,0.1345588707574276,0.1829651455375853,0.1318019547912927,0.0981695760940153
0.0555970532247012,0.1599220390413282,0.4815146347307553,0.1195534303758123,0.1839698469975391,0.8681110510682735,0.0497428119680541,0.1006784944879979,0.1568920558371281,0.0941799281010907
0.0607033407042432,0.2516022666324837,0.4320079035494213,0.1364372175318307,0.2867878245178411,0.8231198198191346,0.0961587577872549,0.0968865243030193,0.181026489635151,0.1027343119905154
0.1649050282880448,0.1293201128676706,0.5723217026113957,0.1363241923792041,0.2090072338173969,0.7320764999429848,0.1949938987852257,0.0877073051410139,0.0415679142121911,0.1799840345402503
0.0654773562062579,0.0829471812089406,0.5542773291440617,0.0534096298113033,0.102065353524877,0.9320501086866272,0.0279699924832724,0.0579589734266307,0.0648139633735452,0.0692043153505936
0.2993316636423957,0.2827696012072053,0.4740525018375053,0.0996417515660829,0.2620247252154554,0.655419370898478,0.2347752733197186,0.2454727443723871,0.1849910441389221,0.2172217816676384
0.3867588893120771,0.2694690682955135,0.6418187284718286,0.1286718740978984,0.3643974088030711,0.6852321391807187,0.3391472215837905,0.3010987841668437,0.1471596602310794,0.4243624971814231
0.1893740826071252,0.3113181637838131,0.4773189061938699,0.254351479047937,0.3535188187678958,0.708969879863457,0.1646626197833356,0.269350093328646,0.2933663912198672,0.1778782463681181
0.3110287767387689,0.196888732569652,0.5474589172134379,0.1991555267720206,0.1802430235553268,0.6467766640855808,0.199358611489656,0.2520707893700858,0.2219489784553062,0.2130504561664867
0.1720177263804722,0.3860478679439789,0.4010527089552603,0.3210100450984339,0.3715752734512024,0.6592229803992399,0.1702892830914644,0.2519170987219672,0.3012097954885522,0.2289098724680179
