size_D,duration_D,app,har,dba,ifc,source,nlan,t01,t03,t06,t07,t09,t14,effort_D
0.4208223018250344,0.5320905997410103,0.297501079977665,0.1305482932575271,0.1047729185974275,0.2264579849240412,0.2542097826959772,0.1422689575217219,0.0434703190704441,0.2761910038721932,0.1746326483242121,0.3963791048402209,0.1909238020710589,0.2018303196805659,0.5575351863791718
0.385449380389315,0.507296381930862,0.2392818832668213,0.1328720430258447,0.1519693072875662,0.2620480297039288,0.2677076591211265,0.152199516602483,0.0676617694300821,0.3170552841443934,0.2063822170014626,0.3346887334787968,0.1686826861121724,0.1863666264486927,0.4770708810030891
0.3778321784984922,0.3025450623334782,0.3413116274031819,0.0827709673850609,0.2648295054672209,0.1398325737140731,0.0580338902699359,0.0701162873055081,0.2031965654439217,0.406325671875405,0.1536703134779255,0.3466658877314408,0.2176843923686677,0.3559206197283113,0.5897770519890864
0.343592947316716,0.5351124794349554,0.132646763102115,0.0743394140243859,0.1469339168672345,0.2492793646153467,0.2614638570239691,0.1262779976279853,0.0780010649010502,0.2946581524338892,0.2246943390619208,0.2574067042019952,0.0800646733298561,0.1980137643423892,0.4054220079462521
0.3635926662108035,0.5182364740080938,0.2447219670512459,0.0689689217287251,0.1077412708873582,0.1995206976474898,0.201520631170456,0.0974283358723889,0.0313577984421742,0.3190617203116433,0.1459313703433847,0.3191316164381704,0.1166306922135018,0.175676374270122,0.53735741571533
0.5739609659138283,0.5766665782247452,0.2091199420614863,0.2727112527322229,0.1015117147214028,0.2627133688560533,0.360406783671696,0.3251841346805801,0.179825951291372,0.1294162214989713,0.3194024111056924,0.3525277899243407,0.3256944855838665,0.2453294106543126,0.5774090363363914
0.4013965594314288,0.5431695435925024,0.2641338498022172,0.134250860032852,0.1098792788721098,0.2589285401073274,0.2933211522562832,0.1494214154851332,0.0493464982381965,0.2872789846077695,0.169309591883275,0.2586184642449116,0.1405502515327712,0.0889666117484805,0.4451227864178749
0.559990496624243,0.6447779906579596,0.1023799669131732,0.2387528366901666,0.0650817789250456,0.2037231657615144,0.3476146009611296,0.3176336102728407,0.1556985498957747,0.0729957714156952,0.3374515229070901,0.2963909269227583,0.2793691016178108,0.1795242531526115,0.5456384125718846
0.3626627567245228,0.4000619992167681,0.5083517130781705,0.0738698855322838,0.2705790984597419,0.3088260456075277,0.0537455496383938,0.0250620886025461,0.1524875734349437,0.5938020163110735,0.0615803156257422,0.2649986162463572,0.0943469422549654,0.2485204420971051,0.5148449816720272
0.4406323521217972,0.5022452350280746,0.355817182074439,0.1590624629261678,0.1187305027297524,0.2518008576326075,0.2602142130889369,0.1544595317029585,0.0545222201824986,0.2804482477676341,0.1606647700096971,0.4028834919072043,0.2288946012819542,0.21633706649277,0.554999705963975
