AFP,Enquiry,N_effort,Generated_Var_1,Generated_Var_2,Effort
0.12467256,0.1395788060421194,0.033496983,0.813536398812184,0.5304196,0.029203884
0.15245597,0.12672184732781525,0.021301543,0.784740917084455,0.49923635,0.018400906
0.14593169,0.26018533398146654,0.057220515,0.8326915499614931,0.5283141,0.0522854
0.30888227,0.1719773828022617,0.061257318,0.7352264441135866,0.5100167,0.053719793
0.12247603,0.1483075451692455,0.01851022,0.8973749538424972,0.61055446,0.018342257
0.2249887,0.17986620201337977,0.12066348,0.7920933875256032,0.5693052,0.12924743
0.17717284,0.1798407720159228,0.006675143,0.8085249485114969,0.5713351,0.00809259
0.19701913,0.14572078542792147,0.053836357,0.8644593918675636,0.65484095,0.056495164
0.34728536,0.38935646106435384,0.07383707,0.7748665464919928,0.47974157,0.054847866
0.10112323,0.14713048528695147,0.049840197,0.6763356705801402,0.44626307,0.040346716
0.14330676,0.16715390328460966,0.046137076,0.8538824512329471,0.55162406,0.047864195
0.101787254,0.11908158209184178,0.042845264,0.6806925408415525,0.4311626,0.0398203
0.92092985,0.9487059351294064,0.26085544,0.3614725216883513,0.15346372,0.274701
0.15826727,0.13894094610590538,0.052177787,0.8993853539631214,0.6755364,0.057469673
0.19857413,0.17174933282506671,0.10114409,0.7555756453345388,0.47725105,0.10422457
0.26086238,0.4118692188130781,0.050869755,0.6976191418571486,0.4270885,0.04176316
0.12223746,0.23019728698027128,0.094295844,0.6133808868028532,0.73664236,0.09721748
0.14210922,0.1315424468457553,0.043218993,0.8839440530366431,0.6450095,0.040553484
0.33099073,0.4081111591888841,0.16697913,0.7211004432660266,0.5860348,0.16173755
0.07692213,0.10285385371461463,0.12958138,0.566342683980561,0.37594724,0.1347997
0.13297871,0.15513350448664953,0.02795527,0.6246279374776763,0.3931167,0.023815077
0.23749757,0.2207573979242602,0.16857924,0.6837230410233824,0.5327647,0.16685472
0.43821132,0.39063256093674387,0.45957693,0.32418604945116297,0.25668454,0.45858294
0.1860381,0.15187494481250552,0.050549492,0.840204850412291,0.6425307,0.05914812
0.11641738,0.12898552710144728,0.017609209,0.8882453532947212,0.645478,0.020951549
0.085215665,0.1297064170293583,0.06940675,0.5672214340332861,0.39470458,0.06063268
0.21887866,0.3159417684058231,0.019136906,0.834176750050605,0.58383083,0.023298897
0.16808465,0.07828448217155178,0.05205363,0.978154898689294,0.70435166,0.059530247
0.11912307,0.10563763943623605,0.029089537,0.8807746128464767,0.6096587,0.02714804
0.235796,0.2632820736717926,0.1657959,0.7508598450515906,0.54653883,0.15967192
0.41080478,0.32839402716059723,0.27915964,0.39728036383682186,0.22574306,0.28697062
0.13031346,0.13880056611994337,0.05532782,0.7987310479238628,0.5127516,0.059305448
0.19665739,0.1384003361599664,0.032372087,0.838117950287077,0.52682567,0.0375385
0.16039696,0.23257735674226432,0.033133514,0.836940850216451,0.5326307,0.026978957
0.3127822,0.14795245520475447,0.26466614,0.5620527037231623,0.36653757,0.2660995
0.22281331,0.21877812812218717,0.40426436,0.26574761594485696,0.1449976,0.42365614
0.09755489,0.10904694909530509,0.042851426,0.9555549573332974,0.70320916,0.03662078
0.13659425,0.1407405559259444,0.020488521,0.7850168771010126,0.47974682,0.014317238
0.2691657,0.23400384659961532,0.26648128,0.41747369504842174,0.28286338,0.26412004
0.09589393,0.2598619240138076,0.1539162,0.47078826824729614,0.29919434,0.16053686
0.30089152,0.4185128981487102,0.066340014,0.7532431951945917,0.53054595,0.068054385
0.2242313,0.1634085636591436,0.14224254,0.7468959448137567,0.47902703,0.14867076
0.104400784,0.16463001353699866,0.09855366,0.4157176849430611,0.27069688,0.10418158
0.22215688,0.14746129525387047,0.3363824,0.5521092731265563,0.54906464,0.33721313
0.19978854,0.21493761850623816,0.039437696,0.8808029528481772,0.5436046,0.02668204
0.23093197,0.31628776837122313,0.287536,0.6019030361141822,0.3962853,0.27705845
0.34842426,0.22503404749659525,0.35008347,0.4014687740881264,0.24751735,0.343209
0.1088434,0.19327007067299293,0.08796689,0.7594247455654847,0.45638132,0.07658933
0.11415377,0.13528358647164135,0.0527107,0.9121869547312174,0.63652253,0.05383712
0.2353707,0.21552947844705214,0.23614964,0.6023021361381281,0.45410514,0.23785333
0.16770655,0.20121533987846602,0.16680859,0.7491494849489692,0.5628364,0.16351601
0.16561534,0.12257345274265473,0.09064022,0.8108295086497705,0.6619253,0.0968194
0.26448,0.37522750247724973,0.17261535,0.6583050394983024,0.41068268,0.16977586
0.16066992,0.12732329726767025,0.12651098,0.5858749351524961,0.36600614,0.12373026
0.09371455,0.2201103079889692,0.07586727,0.6564405393864323,0.4126165,0.055827033
0.23409072,0.17758278224172178,0.22759306,0.43182262590935755,0.25655723,0.23371243
0.16878518,0.1504929649507035,0.093876496,0.6070747764244866,0.3749287,0.09857657
0.42993215,0.5681217931878206,0.22905557,0.5215297312917839,0.3759508,0.23162344
0.5106443,0.8501580149841985,0.48518455,0.3613059716783583,0.28005815,0.48826045
0.1641857,0.13260053673994632,0.06587894,0.9007443140446588,0.6809089,0.062665194
0.29229507,0.27877317212268277,0.36517316,0.3305379898322794,0.23850155,0.36209548
0.46301213,0.6539828346017166,0.080254376,0.6865245411914724,0.53192425,0.062421825
0.47809768,0.36730071326992864,0.080387816,0.7917500475050028,0.6855469,0.0700074
0.18512419,0.16643850335614965,0.14742829,0.7011658920699535,0.45157814,0.14478044
0.181026,0.20433936956606305,0.14313883,0.6639186398351185,0.442899,0.14417565
0.16533545,0.18516071148392885,0.15847811,0.6690185401411124,0.4285276,0.16439651
0.10902007,0.19850976014902397,0.1314432,0.5789806047388363,0.38741493,0.12906428
0.13395382,0.16642228335777165,0.025828905,0.8423721505423291,0.5391617,0.020908726
0.20718116,0.201670809832919,0.16853298,0.7253814435228866,0.42939115,0.1536868
0.17703828,0.31936976806302314,0.19660865,0.5820188849211331,0.36256695,0.18787125
0.20808655,0.1723449927655007,0.04005813,0.7590157455409448,0.48878217,0.03748631
0.43298817,0.2413948758605124,0.21039627,0.46077259764635586,0.57650757,0.21577896
0.14417306,0.19515044048495594,0.13905223,0.6018473861108432,0.36034584,0.14216112
0.41230923,0.2778601322139868,0.054414954,0.6577899894673993,0.51165915,0.04213223
0.160542,0.2585365541463446,0.048721652,0.824770199486212,0.45743966,0.036035724
0.12357859,0.06716670928332907,0.027657036,0.6129538767772326,0.47786975,0.02361363
0.43693155,0.4254807574519242,0.32918656,0.2772727766363666,0.1769501,0.35971913
0.18845597,0.08706563629343636,0.08566733,0.7433436946006218,0.4929514,0.08661814
0.3697217,0.22395198760480123,0.15943785,0.6350602381036142,0.61418295,0.17372693
0.17784375,0.1710812228918777,0.15897946,0.568510034110602,0.32879806,0.1572556
0.15622,0.18702836129716385,0.113736644,0.4207904552474273,0.31355977,0.108978875
0.35475883,0.36723204327679565,0.19483607,0.4552533273151997,0.30044365,0.19854495
0.34170336,0.46544627345537265,0.06512074,0.7659444459566668,0.5090301,0.062468592
0.10573092,0.20848897915110207,0.13090563,0.6269284376157064,0.3928814,0.12198584
0.20739985,0.1808153919184608,0.10206883,0.7693426461605588,0.47281456,0.09946778
0.16990063,0.20888649911135007,0.092509,0.48164322889859373,0.31295776,0.09698812
0.123295754,0.24016527598347237,0.01727875,0.6820306409218385,0.42895913,0.008905647
0.09068339,0.14526072547392743,0.050377823,0.9786739587204375,0.6659951,0.025443755
0.22800815,0.1811661818833818,0.022849932,0.8695517521731052,0.655185,0.021573873
0.26269943,0.3842739615726038,0.1711027,0.6073721364423281,0.36181545,0.1669248
0.12511821,0.19779273022072696,0.09603976,0.5014134900848094,0.31495333,0.09909478
0.23554626,0.11552155344784465,0.09065656,0.6574531394471884,0.40611196,0.084603086
0.13368705,0.23009254699074527,0.1469004,0.6676236800574208,0.41748118,0.13870957
0.090657786,0.22516805748319424,0.05903962,0.5215362612921758,0.3723383,0.048250075
0.075228535,0.1607389539261046,0.11193691,0.8044122482647349,0.56166315,0.09783927
0.3790903,0.23896156610384336,0.23141944,0.5498476929908616,0.55072284,0.2445599
0.1627645,0.16353906364609364,0.08659382,0.7104657426279446,0.42085862,0.08305758
0.19170305,0.21413963858603613,0.10379994,0.6332787079967226,0.39651847,0.10657668
0.15475553,0.14386394561360544,0.051016692,0.8075860484551629,0.4908278,0.05483694
0.38809267,0.2213673078632692,0.34211993,0.1953827517229651,0.14342272,0.36307025
0.19421199,0.12552912744708725,0.09562239,0.7550875453052528,0.5265422,0.09464873
0.27076218,0.23759359624064036,0.044442378,0.7606199856371991,0.62138295,0.048463028
0.11217961,0.10960548903945108,0.039583042,0.8740040024402401,0.60238385,0.03409389
0.23541698,0.19472999052700093,0.16012746,0.7191363431481805,0.46791077,0.17024164
0.19687521,0.2418922758107724,0.085631564,0.6518606891116414,0.42719555,0.07192961
0.5440773,0.45955102404489756,0.15628834,0.6348911380934683,0.3448212,0.1465928
0.10123058,0.16209316379068361,0.0748812,0.6881815412908925,0.44131327,0.06851097
0.70097214,0.4862645513735448,0.5141087,0.26388783583327013,0.15154159,0.5276497
0.15067962,0.16694819330518068,0.0665406,0.7564436053866164,0.5499432,0.06961226
0.23122174,0.21270770872922912,0.06512232,0.7993988879639333,0.57931185,0.06885085
0.10745957,0.13460731653926833,0.023618534,0.8583985515039131,0.6297662,0.023369778
0.074861184,0.13639141636085836,0.04248906,0.8868478532108712,0.66503596,0.03893483
0.20180213,0.18874044112595587,0.08580583,0.5088874305332458,0.39397573,0.0826478
0.1458627,0.24736381526361845,0.089520514,0.7471787448307247,0.5221727,0.08604194
0.1426188,0.13783337621666236,0.0753082,0.8557633113457987,0.5784581,0.08232689
0.15044983,0.17748756225124376,0.090796754,0.7679434860766092,0.47886658,0.094381526
0.52262557,0.16950018304998168,0.16649222,0.7439247846354871,0.5184586,0.17021337
0.099431716,0.1308516769148323,0.023949679,0.7424701445482087,0.48695755,0.015070964
0.18161798,0.1828890517110948,0.04725677,0.6931010415860624,0.4180677,0.04321847
0.2619529,0.2132578286742171,0.2203105,0.549071532944292,0.39217854,0.21532758
0.18810442,0.2700236129976387,0.040685266,0.7850556471033389,0.5490389,0.03659742
0.14420664,0.14558085544191446,0.034053925,0.8122246187334772,0.5568056,0.03641611
0.1291859,0.28568584143141584,0.1660047,0.4125548247532895,0.29844284,0.16524622
0.18194488,0.1637118336288166,0.079526186,0.7699409461964568,0.7018094,0.07676295
0.23244917,0.3109708689029131,0.09099954,0.7242392434543546,0.4505055,0.09200322
0.5027559,0.4402252259774774,0.3317843,0.4090211045412663,0.303957,0.32197216
0.25178942,0.2552675344732465,0.18288307,0.6506524390391464,0.4102192,0.18221085
0.24057496,0.19867408013259197,0.06612919,0.8399919203995152,0.6287279,0.07459718
0.14915936,0.199173160082684,0.07057488,0.7455127047307624,0.47336316,0.068651676
0.23586273,0.21440917855908212,0.21662262,0.6655199399311965,0.46354675,0.21083859
0.24963334,0.16578210342178964,0.0677896,0.7717542463052548,0.56510687,0.06814925
0.28136826,0.16656917334308266,0.13484466,0.44024202641452165,0.27474618,0.14135495
0.08397382,0.14257271574272842,0.04399749,0.5180214910812895,0.3233347,0.034216054
0.17010115,0.19880315011968497,0.13718055,0.810260648615639,0.5339308,0.12842263
0.25159806,0.3267323073267693,0.08105829,0.7657743459464608,0.4989791,0.06902303
0.51455957,0.3505025149497485,0.07176764,0.6433297785997867,0.48358512,0.056851022
0.13921715,0.08753168124683186,0.023026226,0.9891812593508755,0.6672468,0.026217662
0.1549994,0.14674798532520145,0.13441756,0.7548082452884948,0.500242,0.1328626
0.2449229,0.21875548812445117,0.04345204,0.9251277555076654,0.69253373,0.038111866
0.17896864,0.1501832349816765,0.14207792,0.6101097866065872,0.38927174,0.14083074
0.122424364,0.1799336820066318,0.06996994,0.7846617470797048,0.5058458,0.07035951
0.21911997,0.21513644848635513,0.06417446,0.844267600656056,0.6589725,0.077067934
0.18207738,0.101167379883262,0.10922922,0.8685547021132821,0.59666085,0.09613997
0.16261199,0.301959009804099,0.08498222,0.7615026056901564,0.46269822,0.08078856
0.124026105,0.1793245220675478,0.078113824,0.7646984958819099,0.5352328,0.080678865
0.11741234,0.14604981539501843,0.01119499,0.8782087526925252,0.58383226,0.0021812725
0.17428303,0.18880493111950689,0.12985563,0.7475722848543371,0.4645126,0.1326998
0.43207476,0.5500640449935954,0.3930425,0.4933181695990902,0.4670322,0.37752187
0.30670443,0.24377282562271743,0.03036855,0.5800299948017996,0.41442156,0.023665732
0.10352403,0.17677532232246776,0.07682437,0.6619158797149528,0.43817472,0.07294106
0.557639,0.24811262518873745,0.22891773,0.5436241926174517,0.50589824,0.22660819
0.24606675,0.4441563955843604,0.09800336,0.7150963929057836,0.3888235,0.087616004
0.13114843,0.17099227290077268,0.023417693,0.9053035943182157,0.66213036,0.017163713
0.1576896,0.2189939981006002,0.12630099,0.550267933016076,0.33357024,0.11995561
0.35351154,0.21414995858500413,0.15052642,0.6713916402834984,0.63758993,0.15598999
0.16612819,0.24877569512243047,0.087615415,0.7377440442646427,0.44134784,0.07690643
0.10491152,0.15418235458176455,0.12503254,0.7783280466996828,0.53506327,0.11957281
0.22953299,0.19935785006421497,0.14384636,0.7307677138460629,0.5237992,0.14913957
0.093853466,0.16414231358576864,0.10927604,0.6496149389768964,0.4512174,0.10600289
0.14253692,0.12460550753944924,0.02791734,0.8799910527994632,0.60040355,0.027457621
0.45452395,0.3909721009027899,0.22939277,0.4627508777650527,0.29792285,0.22150324
0.3354718,0.29559192044080795,0.09985125,0.7642376458542587,0.43159866,0.08777396
0.15180853,0.10486105951389404,0.027818568,0.8471647508298851,0.5382972,0.026387207
0.3333816,0.20376483962351602,0.19055063,0.510464700627882,0.59672594,0.1986287
0.16625324,0.13751323624867637,0.035133757,0.8577985514679132,0.596519,0.04474352
0.2414316,0.2522446747755325,0.03965818,0.7896218473773109,0.584579,0.05093238
0.22746813,0.13802121619787835,0.1517195,0.4848679590920776,0.31157613,0.15067002
0.21059242,0.2904850709514929,0.2687156,0.548762232925734,0.32146144,0.27044117
0.13578004,0.12381297761870223,0.015022536,0.9435634566138075,0.6401732,0.014157102
