duration_D,t02,t04,t05,t06,t14,Generated_Var_2,effort_D
0.591524,0.06031698,0.10342789,0.1424582,0.2945928,0.0900779790077979,0.2393330539333054,0.76169467
0.66863006,0.009997338,0.06180191,0.115083694,0.21594334,0.037655997765599775,0.20003120000312002,0.8256383
0.5650264,0.03209448,0.080608696,0.01233986,0.33311364,0.10163025016302502,0.3164548616454862,0.82726103
0.49138576,0.18340605,0.22024217,0.19595674,0.41674492,0.21111130111113013,0.3399527339952734,0.6013036
0.29146296,0.34380782,0.3979633,0.34136292,0.6032182,0.4245681424568143,0.5129038512903852,0.50291765
0.48581848,0.11595839,0.14791292,0.06289506,0.41092438,0.17099083709908372,0.39593345959334597,0.7157494
0.95627916,0.19722855,0.292099,0.56729424,0.033815295,0.08697999369799937,0.0,0.71364737
0.5574646,0.04412806,0.103459746,0.025804937,0.33388987,0.10853700085370009,0.3165260016526002,0.81171644
0.57210755,0.024383754,0.05976242,0.03866321,0.30505535,0.08450200845020084,0.2835105683510568,0.8417398
0.30067572,0.37852263,0.46759045,0.39201555,0.5423503,0.4123034612303461,0.497802989780299,0.4159125
0.6015537,0.046759307,0.08235964,0.08435273,0.29339984,0.08654055865405587,0.2679744267974427,0.75300467
0.4289019,0.19319591,0.33640277,0.20058092,0.44613642,0.2562833656283366,0.3477109147710915,0.614655
0.5795179,0.028755665,0.07255077,0.021259606,0.31488344,0.09115642911564292,0.30217639021763903,0.8245248
0.4361308,0.1459997,0.1764,0.11614713,0.4600821,0.21320959132095912,0.40082564008256405,0.7091522
0.64588666,0.11271462,0.17415252,0.25424358,0.27367318,0.10351674035167405,0.21660956166095616,0.5823534
0.52096695,0.087554455,0.10939938,0.02764088,0.3828454,0.13365109336510936,0.36534396653439666,0.7661723
0.33619964,0.41601002,0.40358788,0.3277574,0.6422396,0.4582793858279386,0.6315311631531163,0.5443641
0.34181267,0.24322975,0.4033078,0.3710766,0.49892044,0.35155183515518357,0.29524638952463894,0.66176605
0.4365199,0.17124796,0.18191653,0.121178865,0.46048388,0.22091769209176923,0.44323714432371447,0.6812769
0.87806064,0.111729056,0.15341124,0.36965075,0.07864018,0.040559474055947405,0.08311013831101384,0.75407404
0.5145951,0.11002901,0.1659548,0.080423415,0.36304098,0.14193327419332744,0.3425417842541784,0.7076705
0.6204149,0.09190637,0.18613255,0.30184212,0.24425358,0.11756105175610519,0.13251930325193034,0.847995
0.4881168,0.11661503,0.2666884,0.12583685,0.37313408,0.1790596179059618,0.30941877094187714,0.71437407
0.5807848,0.03790933,0.120657146,0.15026078,0.2838022,0.10029484002948401,0.21129594112959413,0.7983986
0.34283248,0.343422,0.3335079,0.2746068,0.5784215,0.3790812579081258,0.5670332567033257,0.5145545
0.5090752,0.081147045,0.12536529,0.03779027,0.38404274,0.14705707470570747,0.3603318060331806,0.760275
0.5299764,0.060474098,0.1651712,0.08834553,0.3376323,0.1299232329923233,0.28638079863807986,0.7610699
0.7186777,0.10427794,0.066437036,0.18858221,0.1877448,0.05208534520853452,0.21698295169829518,0.6445136
0.5011,0.18815562,0.19327712,0.08449578,0.47486472,0.23829167382916738,0.47500751750075176,0.76089525
0.21430472,0.395617,0.60581076,0.56879675,0.6037092,0.5421169542116955,0.3914316691431669,0.41755557
0.59084904,0.010174841,0.06970522,0.048749536,0.29821616,0.06700120070012007,0.2516600451660045,0.86171824
0.6961005,0.03799191,0.059507012,0.14478731,0.19223697,0.03596787359678736,0.18436372843637283,0.81001145
0.480277,0.11578357,0.22718897,0.13280311,0.4104934,0.19608541960854198,0.3268096726809673,0.7066766
0.51265824,0.09517068,0.09711164,0.021175325,0.37797043,0.13649503364950336,0.3767365876736588,0.69881815
0.46700522,0.1428363,0.29904842,0.26770595,0.40238428,0.24040507404050743,0.27342530734253073,0.70141757
0.42580646,0.16331059,0.2665053,0.21506545,0.40510082,0.20707845070784509,0.301134930113493,0.7473067
0.4303909,0.21166646,0.19877487,0.14504457,0.51231277,0.26255306625530667,0.498327129832713,0.6851231
0.5827308,0.03824526,0.0974015,0.046321005,0.30016905,0.08568473856847386,0.2786697678669768,0.81051713
0.56564677,0.043361455,0.090361774,0.018615037,0.32352585,0.09854353485435349,0.3131476313147632,0.80528134
0.36186367,0.2116394,0.27184105,0.20782343,0.524642,0.31147355114735514,0.4540283854028385,0.6170269
0.7048992,0.030696005,0.049423724,0.117361605,0.18600327,0.024409877440987746,0.20261239026123906,0.78888875
0.613165,0.042399526,0.0738692,0.066097766,0.27175173,0.07102911710291172,0.27287017728701773,0.7820798
0.4423775,0.16794506,0.26241526,0.22328392,0.46387878,0.2382797238279724,0.3390739339073934,0.6746701
0.53818697,0.07475838,0.117963284,0.06961805,0.34373444,0.12293042229304224,0.3158604815860482,0.7497767
0.51556724,0.078339726,0.13836497,0.06573415,0.36125293,0.11263252126325214,0.3037160603716061,0.8522853
0.57288307,0.033505857,0.074068815,0.019277722,0.32814112,0.09727129972712997,0.31572929157292917,0.8231596
0.4429875,0.14133817,0.2567018,0.26949367,0.4232645,0.22331466233146624,0.2370187137018714,0.82053494
0.4269548,0.18810531,0.331505,0.22954997,0.4587093,0.27132918713291876,0.35572223557222354,0.60769784
0.58990365,0.040442944,0.077928394,0.024257869,0.2978931,0.08761744876174489,0.299735229973523,0.79607195
0.55020696,0.036441028,0.08913499,0.0080756545,0.34537253,0.1084779608477961,0.32364863236486324,0.82105494
0.37394622,0.27060145,0.4903105,0.59303904,0.4722935,0.40484184048418403,0.17575244757524475,0.6804586
0.5129455,0.07469702,0.120545805,0.028987408,0.38006356,0.13562695356269536,0.3570831157083116,0.76973504
0.74983317,0.066476375,0.13381785,0.27076975,0.15915239,0.052074408207440824,0.13190652319065233,0.79565156
0.5487132,0.04477465,0.097007364,0.020592064,0.3511341,0.11526320552632056,0.32303693230369324,0.81233954
0.38034785,0.25802857,0.36562747,0.2431188,0.46323287,0.29705485970548595,0.41576801157680116,0.51344323
0.5044343,0.084688485,0.14940459,0.07159126,0.3697636,0.14677004467700447,0.3291556529155653,0.74157315
0.39333874,0.23239398,0.33714116,0.367497,0.45937634,0.295470979547098,0.27258228725822875,0.61780906
0.47094858,0.15117475,0.23562828,0.15747932,0.40648198,0.21160664116066413,0.3380290038029004,0.62856543
0.2788579,0.52961195,0.4790787,0.4530228,0.71091145,0.5674452167445218,0.7194883319488332,0.43191987
0.43804368,0.107311934,0.25051618,0.17825449,0.4082998,0.20545249054524906,0.27858098785809876,0.76632255
0.42634267,0.15608361,0.31260222,0.2199476,0.44775867,0.26060577606057767,0.3277529827752983,0.64114153
0.31200525,0.27811426,0.5407333,0.5578673,0.5281167,0.4673150467315047,0.23217930321793032,0.68386054
0.41085872,0.3378728,0.37981474,0.2811416,0.4908135,0.3183562518356252,0.4923095892309589,0.42510217
0.31477734,0.29424804,0.3604657,0.3163205,0.5485494,0.3793667679366768,0.47371664737166475,0.5078545
0.75587374,0.038983256,0.07025853,0.19707987,0.1498103,0.02181649418164942,0.15167394516739455,0.79477763
0.8310267,0.159226,0.2169717,0.44200364,0.123896435,0.08792496879249688,0.09310169931016994,0.602366
0.48558712,0.12315974,0.209822,0.16120076,0.3478822,0.1697232569723257,0.2894047289404729,0.726049
0.55574656,0.053365022,0.07799339,0.02924344,0.34163952,0.09749636974963699,0.3186529618652962,0.814111
0.3497467,0.35863537,0.35165548,0.29696998,0.6129904,0.39887756988775697,0.5512193951219395,0.5185219
0.59216076,0.0499973,0.07488778,0.02231437,0.3133601,0.08263467826346782,0.3084957308495731,0.81107986
0.8081064,0.12767038,0.21218976,0.39799634,0.13091137,0.08740790874079088,0.0794777179477718,0.73770213
0.5851067,0.029058784,0.05994007,0.028191537,0.30327815,0.08195318819531883,0.29218992921899295,0.8261283
0.6078781,0.024625093,0.027405143,0.013476193,0.2810229,0.06188026618802662,0.302018490201849,0.81749713
0.48056376,0.112612545,0.19684768,0.10732332,0.401622,0.1805700580570058,0.3307628930762893,0.7302607
0.41029143,0.20125991,0.23881194,0.15685898,0.4840555,0.25738915573891563,0.4373890637389064,0.6177648
0.54296416,0.06256744,0.122207284,0.046792448,0.34460658,0.12698195269819526,0.32462785246278525,0.7686872
0.39488518,0.18473965,0.24699935,0.16433305,0.4827221,0.25836052583605257,0.4146773614677362,0.644694
0.43306583,0.12164539,0.24741098,0.2342932,0.4118368,0.23752739375273937,0.2802812780281278,0.73806137
0.6083184,0.048053056,0.06915614,0.06818619,0.28439158,0.07810269781026978,0.2750397875039788,0.742079
0.76664436,0.08767143,0.06668225,0.15634742,0.15330899,0.023154082315408234,0.21155356115535615,0.7477125
0.40636027,0.19069612,0.22517663,0.13797444,0.4815823,0.25890779589077956,0.45326866532686655,0.66988707
0.35663208,0.2570166,0.33716178,0.24858335,0.5054636,0.3163417316341732,0.4462899746289975,0.5393591
0.4933591,0.10367799,0.15307114,0.055522293,0.39604127,0.15979562597956262,0.37352493735249376,0.70872974
0.46278813,0.14911059,0.30880678,0.29115424,0.41129303,0.24687903468790348,0.2615434261543426,0.6811479
0.49363503,0.11303657,0.1226114,0.048295647,0.42281458,0.18519334851933486,0.4199573419957342,0.7363986
0.63653094,0.11262825,0.24053502,0.33310077,0.2860338,0.15055911505591152,0.1483340548334055,0.7598215
0.39392853,0.20808172,0.2448625,0.17758313,0.50158304,0.2691211969121197,0.4483139048313905,0.621352
0.45140266,0.13685825,0.29832196,0.21284029,0.41655537,0.24211027421102743,0.3075839607583961,0.71592563
0.5519652,0.09821153,0.12613955,0.09483889,0.3519743,0.1320972232097223,0.3262221326222133,0.68101054
0.36155558,0.24383807,0.3007725,0.23043594,0.51091456,0.31210747121074717,0.46125890612589066,0.5616753
0.5126349,0.09104943,0.23437667,0.20657787,0.393948,0.19236452923645292,0.2804745680474568,0.75864667
0.45246425,0.09320557,0.2441841,0.16145909,0.39760873,0.2109909610990961,0.29191976919197693,0.7633072
0.74236387,0.08521822,0.07557261,0.13739648,0.17550412,0.024281221428122144,0.21137025113702512,0.7621703
0.43092182,0.17168725,0.19206053,0.11984596,0.45525244,0.22577011257701127,0.43624214362421443,0.6576376
0.48111507,0.13479114,0.20316279,0.080730915,0.41897184,0.1901565390156539,0.3918427591842759,0.68826425
0.56727797,0.0846785,0.17348194,0.19672653,0.28014022,0.11723972172397218,0.2085036508503651,0.81411946
0.57110393,0.060916454,0.09033379,0.033596843,0.33045587,0.10835932083593208,0.3175025917502592,0.80483687
0.51691186,0.048066884,0.124349594,0.06719506,0.35685667,0.12582443258244325,0.29332407933240795,0.81476045
0.32857054,0.28002644,0.36951685,0.27466062,0.54770404,0.35462773546277354,0.46234919623491966,0.5402333
0.5630112,0.049236745,0.09952673,0.04932654,0.3204384,0.10407532040753205,0.298256429825643,0.8116058
0.5793184,0.024107963,0.061465263,0.01881963,0.31680322,0.08487980848798087,0.30490789049078904,0.8395712
0.5318914,0.037370503,0.10308814,0.09488857,0.32465178,0.11283559728355974,0.25321022532102255,0.8906847
0.44026121,0.10997799,0.16980559,0.10374579,0.43315947,0.20518532051853206,0.3817959781795978,0.73097205
0.4685066,0.11556521,0.14025408,0.061754525,0.41763473,0.17609401760940177,0.39752963975296396,0.71506685
0.5854896,0.043553412,0.098009884,0.06239912,0.2773422,0.07503605750360576,0.2495749249574925,0.78203577
0.7100148,0.025382161,0.04628378,0.14081782,0.17291021,0.028078945807894582,0.18072336807233683,0.8154986
0.5468461,0.062120706,0.096660405,0.017699689,0.35948065,0.1102786770278677,0.33645113364511336,0.806544
0.5656451,0.16023582,0.34450042,0.4362025,0.2891825,0.21440469144046914,0.13039428303942832,0.76869214
0.52739245,0.08285117,0.1214706,0.047706366,0.38334268,0.1403208840320884,0.3475378547537855,0.7833673
0.58867353,0.0505701,0.14184475,0.13373208,0.28016087,0.09226433322643332,0.23455750345575038,0.7639415
0.42515397,0.17293003,0.27063447,0.16554612,0.45734048,0.2402107640210764,0.3600240660024066,0.6625091
0.6098384,0.017213762,0.04701686,0.044220597,0.27785105,0.06566993056699306,0.2692764969276497,0.8405476
0.34831852,0.25074673,0.3423347,0.29123273,0.53004503,0.33771926377192635,0.4138568413856842,0.59002304
0.38927758,0.19802135,0.29536325,0.208433,0.46400088,0.27864259786425977,0.394393839439384,0.598701
0.58351314,0.03256145,0.10037172,0.12246293,0.28842124,0.09216395921639592,0.2390448839044884,0.7878604
0.7281998,0.044799715,0.053123564,0.10827759,0.19478579,0.02198596519859652,0.22102497210249722,0.78939986
0.3444335,0.3622315,0.3306526,0.29834065,0.6065099,0.4064133906413391,0.6034194603419462,0.56540924
0.54660094,0.12422475,0.24703813,0.3309292,0.32566056,0.19104345910434592,0.198993509899351,0.73920476
0.57261235,0.11455974,0.24154928,0.26251522,0.2980151,0.15209184520918453,0.2088756608875661,0.7167772
0.38876855,0.17559788,0.38181,0.2747921,0.4630471,0.3168616616861662,0.3153378315337832,0.6842599
0.6618062,0.03751892,0.060408115,0.1154052,0.22009003,0.04917124491712449,0.21329308132930816,0.81171644
0.68889403,0.05680871,0.13507211,0.23889789,0.19871199,0.0682369568236957,0.14266842426684243,0.8197783
0.3883198,0.27517062,0.28380913,0.20990375,0.5669197,0.33311591331159135,0.5266999526699953,0.6151978
0.58342135,0.072980404,0.19391572,0.20217237,0.26728877,0.11078248507824852,0.18465255846525586,0.78399044
