data,cplx,aexp,loc,Generated_Var_3,actual
0.17611784,0.48668897,0.0809574698574482,0.29401994,0.5709365429063457,0.58251953
0.15313661,0.3728988,0.1628659797719588,0.28609914,0.42879183712081625,0.5298103
0.1495142,0.44146717,0.08812923528775413,0.29223022,0.4619608338039166,0.60087943
0.18722816,0.3598087,0.1688937901336274,0.23399663,0.43366549663345033,0.42199284
0.38909388,0.25295478,0.34512782070766923,0.6160639,0.33972131602786837,0.75419074
0.26689118,0.31261912,0.22831334369880063,0.34812945,0.39128256087174385,0.5993622
0.15976346,0.5735186,0.05400794324047659,0.371307,0.6056629994337001,0.5890107
0.6067353,0.22023162,0.5025608301536498,0.50334907,0.30932250906774905,0.7169524
0.099905536,0.5581513,0.05737195344231721,0.17098036,0.6091846790815321,0.39888155
0.77535516,0.03352682,0.7331064739863884,0.8178583,0.09734035026596496,0.71035933
0.08468649,0.79958355,0.012459233747554026,0.09681399,0.8776331122366887,0.42988637
0.53025144,0.087275356,0.5557541033452462,0.69025,0.20411397958860203,0.6818194
0.64043593,0.09476951,0.5833279849996792,0.5428543,0.22489390751060923,1.0
0.14476916,0.44751883,0.1375400782524047,0.26739872,0.49563531043646897,0.53650934
0.11877838,0.76003903,0.04624776077486565,0.16292195,0.7940726205927379,0.49649405
0.8195667,0.063609034,0.8681509520890571,0.86355,0.09449814055018595,0.81739014
0.2700791,0.4426875,0.24723921483435288,0.37671652,0.4977153502284649,0.459238
0.2637812,0.27937225,0.27886851673211105,0.40916964,0.34849246515075344,0.617162
0.51436704,0.09959637,0.5073109304386558,0.6464147,0.19940261005973897,0.60026383
0.3726912,0.21927384,0.34891872093512327,0.51543283,0.31446611855338813,0.52997065
0.3217235,0.2534207,0.2944336676660201,0.414036,0.2842381915761808,0.62588483
0.20353425,0.4291952,0.1201691032101462,0.21537554,0.5334697466530253,0.40313324
0.48231888,0.13114482,0.4939418696365122,0.58810425,0.2567146443285355,0.63352615
0.17206044,0.38170096,0.1587683395261004,0.36761877,0.44633795536620446,0.4888761
0.595105,0.07623361,0.6515786390947184,0.72400033,0.19232277076772292,0.56586826
0.51788276,0.1375849,0.4431401765884106,0.5050257,0.20814414918558505,0.56023586
0.8251109,0.029926237,0.7554154453249267,0.7799644,0.14915749508425047,0.77498496
0.8240969,0.022048455,0.7682971860978313,0.75985235,0.12580229741977025,0.9771873
0.38638598,0.16287272,0.3864773731886424,0.49014547,0.25834602416539754,0.5838974
0.1422005,0.41724837,0.08675178520510711,0.3111082,0.4817669218233078,0.5915828
0.85524535,0.038160305,0.9204684552281073,0.96781063,0.09860504013949598,0.6863051
0.20227394,0.33412638,0.21030806261848375,0.32054985,0.41344533865546607,0.5309824
0.8201262,0.04003341,0.8893410533604633,0.9133465,0.100133589986641,0.80107766
0.2660855,0.35801342,0.23058901383534083,0.41860092,0.40887075911292403,0.6456095
0.1875258,0.32109296,0.2733210763992646,0.3023574,0.3824657417534258,0.4430312
0.4780691,0.12023823,0.47399720843983256,0.5846486,0.2205051879494812,0.66511935
0.17351526,0.5313135,0.0808631898517914,0.2927309,0.6281190371880963,0.46905336
0.5262048,0.0999957,0.44847544690852686,0.5524328,0.16849210315078966,0.7893727
0.48792726,0.12149352,0.46809342808560567,0.61231786,0.2316936368306363,0.64925367
0.48929974,0.09572229,0.49731888983913336,0.638707,0.2097936090206391,0.66005385
0.12031157,0.38310227,0.15433303925998237,0.29132244,0.4452673054732694,0.42699546
0.48508978,0.10400331,0.5119424307165459,0.62452644,0.23382995661700431,0.66605365
0.18481334,0.5837188,0.09660759579645574,0.20769855,0.6510106848989314,0.48220396
0.4106395,0.15602703,0.45326467719588065,0.5402184,0.26821625317837466,0.60718876
0.10805012,0.5020126,0.09334717560083053,0.19151044,0.5647807735219226,0.53218347
0.20702639,0.36313313,0.1929413215764793,0.34752887,0.4303466869653313,0.52467483
0.22285506,0.39094612,0.1658370899502254,0.23940322,0.4943216505678349,0.39393678
0.25420788,0.32062265,0.2513801350828081,0.3595922,0.3921888607811139,0.5548313
0.42178994,0.13782589,0.45554145733248746,0.5060119,0.23936012606398738,0.6802997
0.1543623,0.4176877,0.11001396060083764,0.2877965,0.46689330331066964,0.4747061
0.37232843,0.1841712,0.3853864631231878,0.50133294,0.29565841043415897,0.6304563
0.12156589,0.5205777,0.06160860869651652,0.24450263,0.5824058417594158,0.45471647
0.18349004,0.3808487,0.12049513722970824,0.3659248,0.44875125512487446,0.52660644
0.5507356,0.08672102,0.5852986951179217,0.6732085,0.18489037151096283,0.62503135
0.13871028,0.72016835,0.07933292975997579,0.1726393,0.7783894221610577,0.48803163
0.40172622,0.24190989,0.31714828902889736,0.4128696,0.31106751889324813,0.75995487
0.31950632,0.22207874,0.34877809092668544,0.4479731,0.3256312274368772,0.59480023
0.4296787,0.19449833,0.33881052032863124,0.47556478,0.2209714479028552,0.7124259
0.19506422,0.38822046,0.15273663916419836,0.35342434,0.4473160352683965,0.44245484
0.5447919,0.08965388,0.5637415938244956,0.6624026,0.20979598902040109,0.77070427
0.24637163,0.32838207,0.20965792257947535,0.31808427,0.4457241154275884,0.6610817
0.22051972,0.3195433,0.1905363914321835,0.33933678,0.39631026036897393,0.48921072
0.25790712,0.29588634,0.22713975362838523,0.38261557,0.396019560398044,0.52366894
0.19480655,0.34203348,0.1914918814895129,0.34745443,0.40592028940797104,0.51836765
0.26035607,0.31408682,0.18502439110146346,0.4025567,0.3179026682097331,0.69415694
