PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,effort_D
0.9659694442502833,0.10500967374884496,0.15306139742673072,0.38472400195764445,0.21752736829924385,0.33945648333570977,0.5633632379586431,0.8096656718632662,0.7469596133963456,0.24216309305220052,0.5554416544348144,0.5609292039808919,0.25415790392848275,0.6267681055908334,0.5601168407064846,0.2564440634189448,0.42962818610729503,0.0075898020947219
0.29934923328123264,0.524793137641991,0.4223205356675194,0.45067430318769175,0.7332278337326437,0.6482567379742986,0.4736304127191656,0.6573648725564992,0.6684533475320388,0.5650885829455693,0.795829108989581,0.15989369417578558,0.21538820287232255,0.5018220148686604,0.3759969822812221,0.7279026866836974,0.8261247846039519,0.1154790765476699
0.640233329533815,0.7857513822909932,0.20640818047732853,0.6257920166903063,0.6185027057276022,0.7357583800386086,0.4217865380231929,0.2870389224970196,0.43067069152916326,0.6024699906315123,0.5640343025196288,0.7141256403895168,0.18143832354963446,0.32784326703029787,0.4068153721748958,0.7997541717607703,0.6917384569925344,0.0041514157595347
0.7049328165452133,0.8871096548611881,0.18399704780104054,0.6359000771360263,0.5560964779834079,0.3295897716986078,0.5679022527238706,0.615838473108844,0.6907538112437995,0.0719087632498257,0.4206899548559006,0.4034647907214791,0.5162025524437348,0.0,0.2974721767210129,0.650014231869955,0.5219506731263461,0.0276813867630048
0.5269404998159993,0.8087326985816401,0.5894492262059388,0.22672465334503156,0.72432693717849,0.42636060709254325,0.35102006244268724,0.01132797481209491,0.6405502512741426,0.40369232015106316,0.5630829415096631,0.5278154546237459,0.5028462612072749,0.492179715870301,0.15106867396822588,0.5653669898787412,0.7342534373851723,0.3278192391183787
0.5183876780258831,0.6374478773157671,0.30978601525028204,0.5872857705603906,0.7161010189602408,0.6893888275509668,0.48632357866000736,0.7274626210648942,0.5896687961049704,0.7976267731684442,0.4200958782508043,0.6596989400701252,0.1890981970643421,0.2956761600827194,0.5440049839612108,0.7191862647950694,0.3263043658743122,0.0576920029788784
0.3980092206595298,0.873721112600552,0.21055064353292566,0.6835235613908535,0.4502787625017437,0.7221781596466224,0.4547976839306928,0.20800612440162103,0.4315280967796023,0.6828495382848638,0.6184238783558563,0.24649480900361473,0.009417832843287122,0.25690425817562146,0.3987490739614052,0.5140639291120865,0.26318485639231803,0.035540555529147
0.43043792166583006,0.5645937527406217,0.5850202810728873,0.508527159450039,1.0,0.5310530190391031,0.2797021518307085,0.6692399509906821,0.7449815556761323,0.5242603061378652,0.7855798373233756,0.31958286412902737,0.5557471527181688,0.1943642350164368,0.5974251378432863,0.4751590303425678,0.2166405837054609,0.1067484273739918
0.7389423057082798,0.717503609300224,0.6536029254828086,0.394094860288863,0.6280885223568324,0.5030624592612962,0.45435518691520876,0.4012233751575851,0.7779276329801444,0.4888054353517023,0.09821940886788966,0.4352806374611652,0.40230845360462664,0.5300955781236252,0.4266794535004188,0.6959591770423333,0.5225556336542938,0.1353488298394891
0.7572819625467111,0.38324890368770625,1.0,0.5786291508489685,0.0,0.4405213094641492,0.7277247432787977,0.4376918363850068,0.7918636406009456,0.6872609855631389,0.721423331911729,0.3185058102924615,0.1928809915315977,0.28807728454877696,0.7194610734469011,0.5912312839484224,0.16388597158855678,0.1793189776742564
