N_effort,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_NPDR_AFP,MI_N_effort_Duration,MI_AFP_PDR_AFP,Effort
0.22596921,0.1925512,0.1627755897665354,0.15491183,0.18776348,0.15274626,0.23797264427835865,0.21620041
0.10826785,0.07477403,0.06361944381716662,0.03481168,0.085119314,0.07587743,0.12371276742276606,0.11555384
0.24332313,0.30201665,0.31796319907779197,0.28449196,0.34292945,0.167764,0.22279883336793002,0.24387664
0.11480232,0.07708545,0.061873536712412205,0.02913882,0.09504613,0.09429498,0.12696230761773847,0.12280923
0.12229997,0.07722609,0.05992507559550454,0.024042264,0.109132245,0.11697157,0.12770426766225607,0.12565045
0.15210317,0.1215899,0.09604465076267904,0.060479224,0.13578627,0.12541325,0.15543893932633637,0.15180193
0.3472522,0.28129208,0.23460115407606927,0.24999596,0.24461475,0.34869027,0.34831782089906926,0.34799027
0.19791467,0.16605797,0.17640577058434623,0.1588501,0.19413036,0.20458888,0.21235679274140756,0.20221972
0.08475092,0.061044622,0.054543483272608995,0.020978954,0.078671575,0.05841275,0.09700694582041675,0.09183562
0.1725283,0.096478924,0.08722141923328515,0.06450467,0.101256326,0.07395196,0.1876925612615537,0.17937776
0.10921131,0.11079027,0.09266592555995554,0.0753496,0.113074794,0.07167481,0.12205324732319484,0.1212416
0.092770234,0.06851869,0.05498529529911772,0.034189597,0.07318939,0.091342226,0.10690690641441439,0.102390476
0.11275855,0.073427215,0.05753826645229599,0.021338118,0.10204319,0.10513328,0.11962609717756584,0.1180238
0.11145468,0.09822352,0.08572033514322011,0.09239365,0.095695876,0.099462196,0.1310756778645407,0.123768725
0.12295991,0.081936486,0.06751209905072594,0.038795725,0.09427998,0.092562936,0.1378536882712213,0.12997037
0.15386319,0.11192085,0.09064160543849634,0.0778228,0.10479838,0.08960542,0.17463783047826983,0.15952767
0.10477455,0.07290214,0.062022119721327186,0.032426108,0.08407187,0.0740346,0.11976323218579393,0.112289
0.09587388,0.066520676,0.0532747531964852,0.015261309,0.089761645,0.084052265,0.10520835631250139,0.104939654
0.104399264,0.06930673,0.062171470730288246,0.038240902,0.09003407,0.077713445,0.11852916311174978,0.107884124
0.2009602,0.11854103,0.09524367571462054,0.08035739,0.11290634,0.19450183,0.21470239288214357,0.19821936
