MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_PointsAdjust_ManagerExp,Effort
0.38978088,0.090759866,0.19575852042414796,0.26749295
0.54487926,0.18335071,0.2716415528358447,0.39126194
0.33040583,0.06445748,0.15644825435517457,0.21127926
0.29935205,0.1094981,0.13974170602582942,0.1284489
0.6240739,0.33071882,0.37414314258568576,0.42395896
0.18220109,0.15784633,0.13596510640348936,0.10733912
0.310312,0.05996529,0.11228014877198512,0.20262513
0.21015477,0.029689008,0.06275955372404463,0.1340263
0.49881637,0.16850118,0.25412539458746053,0.30208445
0.34358257,0.101318136,0.07685711231428877,0.24640936
0.3686142,0.10369478,0.10606120939387906,0.2287644
0.19752632,0.02499565,0.1117834638216536,0.1082821
0.44561595,0.18773544,0.2827846717215328,0.28268307
0.50359243,0.19421999,0.26997861300213866,0.37696046
0.46704346,0.16541494,0.1513695748630425,0.21505168
0.5697232,0.25974566,0.1915012008498799,0.34564817
0.27399373,0.054803006,0.1111470948852905,0.23676485
0.23448168,0.017795302,0.0907220749277925,0.11882895
0.43596005,0.1708765,0.12427011357298863,0.28158477
0.4560094,0.30490863,0.3823653617634638,0.31352013
0.27889642,0.094462335,0.15397718460228155,0.1992595
0.39345405,0.15176821,0.13448478655152132,0.23614253
0.29762387,0.09168309,0.12351538764846122,0.10621586
0.29400876,0.030360095,0.18595559140444085,0.21101847
0.406877,0.2106485,0.11427265857273414,0.1295914
0.36991853,0.13280737,0.17472724252727573,0.24662101
0.6469614,0.41578943,0.3621477637852236,0.58968705
0.44583565,0.07398583,0.22755122724487728,0.23973615
0.51741886,0.2224166,0.16335152366484762,0.2188772
0.36956808,0.012200337,0.1816650818334918,0.14850713
0.28170544,0.14298886,0.15549042445095757,0.21433531
0.62237895,0.61038804,0.6425177357482265,0.54982626
0.44453356,0.15654647,0.15893580410641958,0.26250172
0.28859738,0.15476057,0.20184922981507702,0.2552021
0.6767511,0.37950802,0.23456395654360435,0.13960505
0.31244922,0.12157716,0.1300824169917583,0.20238425
0.51677775,0.20517318,0.22370094762990522,0.29960588
0.43267512,0.17386134,0.23616782638321737,0.34991622
0.26928377,0.18027443,0.16656452334354765,0.25904226
0.54185516,0.1916894,0.303465989653401,0.34279028
0.30645424,0.01626981,0.2115781088421891,0.18118954
0.43084478,0.1892558,0.22323981767601822,0.1976828
0.4630159,0.18081313,0.4187454181254582,0.35881197
0.5462714,0.20397766,0.2637521936247806,0.38418758
0.42141882,0.1840213,0.19764779023522097,0.2774474
0.22689791,0.019755874,0.1501690249830975,0.13064094
0.46499246,0.1330127,0.14613932538606747,0.18478243
0.32293198,0.21952073,0.43069875693012427,0.19136783
0.41718477,0.3373971,0.29160312083968787,0.26264012
0.5993842,0.30748326,0.13800142619985736,0.325595
0.6421411,0.36155537,0.30704436929556306,0.47083473
0.7480797,0.30834228,0.3215899178410082,0.3339082
0.542464,0.32567194,0.3313623368637663,0.4553159
0.5981526,0.30693373,0.27568513243148673,0.35720515
0.31018424,0.05180808,0.1411822758817724,0.1684702
0.7358687,0.42157602,0.41447772855222714,0.45573467
0.43483987,0.206056,0.2505380249461975,0.32054836
0.47988564,0.20740992,0.2764171723582827,0.3871348
0.2386319,0.08934548,0.0806625779337422,0.2674024
0.32091975,0.12691057,0.16887694311230567,0.22646779
0.8438551,0.5800899,0.38448300155169984,0.6084113
0.3617291,0.11806029,0.11297334870266512,0.22320639
0.73590326,0.36509693,0.32681628731837126,0.529888
0.42819154,0.36014542,0.2959941304005869,0.19275947
0.45101628,0.13079244,0.1393548160645184,0.2125314
0.29218474,0.08623148,0.08624798637520135,0.21700466
0.38992828,0.1241464,0.13641683635831636,0.2387793
0.54780823,0.20761843,0.16816554318344568,0.29284346
0.36015707,0.030153776,0.10991435900856408,0.21810837
0.41058224,0.3460165,0.37483444251655573,0.22182493
0.63322145,0.28204334,0.34078558592144137,0.44991452
0.64620876,0.32850355,0.29865471013452893,0.42155343
0.23592672,0.07139408,0.14551250544874944,0.16454211
0.5607033,0.22431311,0.31843216815678316,0.36381203
0.40893567,0.14586082,0.202364709763529,0.30972692
0.56152004,0.22631648,0.34064730593526943,0.32803637
0.3658551,0.14589258,0.17452295254770472,0.25847483
0.5144323,0.16556232,0.27947590205240974,0.35091126
0.39908415,0.15922967,0.10304714969528503,0.30084738
0.81717205,0.5315246,0.37790283220971677,0.67027235
0.1963079,0.049967058,0.06251093374890662,0.13633832
0.5669317,0.3760212,0.36415454358454563,0.50765556
0.47361523,0.18902822,0.1631821536817846,0.29943943
0.45046192,0.26606745,0.38512613148738684,0.3401903
0.4941665,0.1710779,0.3545173045482695,0.32042044
0.5716729,0.1858931,0.47886528211347174,0.39010996
0.49402112,0.2251294,0.26455134354486565,0.4072522
0.3481868,0.073646866,0.1297467270253273,0.17883992
0.31475252,0.035888955,0.11508888849111114,0.17879704
0.28694975,0.042864308,0.12906260709373926,0.15438996
0.25864935,0.0964863,0.10383778961622103,0.22132573
0.7644768,0.5347022,0.512278978772102,0.59613633
0.3356974,0.11877942,0.11764634823536517,0.24385318
0.33242035,0.17687678,0.19800025019997497,0.23903576
0.88401896,0.6399594,0.6768833923116607,0.7415932
0.3147711,0.045476526,0.12864850713514928,0.21253146
0.43269187,0.16645126,0.16476777352322264,0.28119728
0.26194406,0.08008756,0.11144347885565212,0.16456951
0.58158076,0.2921385,0.3223459977654002,0.46349716
0.44667602,0.1836394,0.10840499915950007,0.2257683
0.24708885,0.36948848,0.24661112533888746,0.11125634
0.3933274,0.12053715,0.19312908068709192,0.22997917
0.39898825,0.08999624,0.10570789942921005,0.19206253
0.4007405,0.18016131,0.0807386719261328,0.20412296
0.2834797,0.044459794,0.07632681736731826,0.17226124
0.44457608,0.19406693,0.2327146867285313,0.32238728
0.5535845,0.23571861,0.27581182241881774,0.31121778
0.5165555,0.24200308,0.29364559063544093,0.2862485
0.437656,0.1741793,0.25988412401158756,0.3606817
0.2583991,0.118860275,0.08997637100236289,0.28816774
0.4443605,0.17053682,0.24319832568016742,0.30237564
0.44957334,0.18256038,0.18953652104634788,0.31561375
0.37165362,0.16007401,0.1925277507472249,0.277609
0.56929404,0.31804729,0.21308911869108813,0.43388784
0.6560226,0.57278633,0.5617536938246306,0.44347507
0.31276983,0.14064501,0.1693104630689537,0.22801349
0.5415709,0.26981282,0.2858488014151198,0.45638895
0.30641586,0.13183196,0.19468526053147392,0.247098
0.19963606,0.07235563,0.08115236188476381,0.16769844
0.2730137,0.06733295,0.12621788737821124,0.17101109
0.73088807,0.40726358,0.3709118629088137,0.2954375
0.42657012,0.15754597,0.2584750141524986,0.31974638
0.33974278,0.17793518,0.07168480283151972,0.1655036
0.28641984,0.10082024,0.054277191572280836,0.12952922
0.6688606,0.42084804,0.5698276430172358,0.5858613
0.6763245,0.43436864,0.18384744161525582,0.36102825
0.24953848,0.10274692,0.11281326871867313,0.14492379
0.3880794,0.16446652,0.28184661181533877,0.37214756
0.74742985,0.38312376,0.48820747117925284,0.5564923
0.37920126,0.18541631,0.08301346669865332,0.2590289
0.34780553,0.100682944,0.13197910680208932,0.30337027
0.7553804,0.48633283,0.4231236776876322,0.63237125
0.35424286,0.10438134,0.10428253957174603,0.235557
0.6283763,0.26868787,0.201216249878375,0.23400933
0.473859,0.87752396,0.9469656553034345,0.5681077
0.3009567,0.06451573,0.11186353881364612,0.17272946
0.48693168,0.15892312,0.3211739378826062,0.26904672
0.37177816,0.16410115,0.2521351947864805,0.24619798
0.6739809,0.4505833,0.3446612055338794,0.6080305
0.3427835,0.07219541,0.09745259025474097,0.21764895
0.45901877,0.13767761,0.20656504934349504,0.30519915
0.23326057,0.056920707,0.09627345037265496,0.1463776
0.21730801,0.028857956,0.13438138656186135,0.12939434
0.38620612,0.16755065,0.07433579256642073,0.17471999
0.58996236,0.2824965,0.17836378216362175,0.34731132
0.4768721,0.1507502,0.26464287353571264,0.33086437
0.3973502,0.15247977,0.29888299011170094,0.19360211
0.8670257,0.45875442,0.501030449896955,0.66145223
0.59466577,0.23687592,0.35530968446903155,0.4196875
0.46890312,0.1690669,0.20919815908018408,0.3181337
0.44136435,0.20175315,0.3102320689767931,0.28646645
0.3287332,0.14665604,0.099961030003897,0.20885742
0.25435108,0.10530242,0.15275886472411354,0.14714424
0.6998851,0.51368326,0.42488242751175725,0.63075405
0.3167077,0.04929462,0.11736469326353066,0.21350719
0.7561223,0.55507565,0.6399513360048663,0.5570789
0.6544187,0.3581347,0.27604681239531875,0.5344847
0.48193628,0.27756125,0.3243767275623272,0.36250305
0.45957726,0.1419395,0.24401427559857242,0.22780178
0.61425275,0.21994507,0.19684398031560194,0.3838665
0.615831,0.27911398,0.23562101643789835,0.3771103
0.6369932,0.35185155,0.397183560281644,0.5247986
0.57877666,0.2964027,0.18120808187919182,0.42060047
0.6019666,0.3276756,0.43792577620742235,0.50704515
0.53030276,0.2071381,0.18321125167887484,0.3826629
0.7042308,0.556487,0.5852308914769109,0.54605997
0.4849844,0.1592424,0.16398173360182663,0.3526346
0.25182322,0.022551922,0.12409981759001823,0.113634676
0.3009263,0.06636604,0.10803613919638608,0.17860791
0.7212104,0.55371964,0.6239626376037362,0.6109689
0.2515038,0.09974162,0.06779626822037317,0.25801244
0.2361578,0.100040585,0.07493171850682814,0.18931082
0.5499709,0.18048956,0.4327096567290343,0.41525525
0.7926093,0.48699355,0.5196112480388752,0.74786997
0.098331384,0.2974873,0.13741804625819537,0.06892288
0.23870078,0.0896669,0.060286381971361803,0.21932088
0.26931942,0.11410864,0.10722915927708407,0.17946318
0.15393266,0.064884424,0.04229513177048682,0.13600335
0.6647046,0.33903477,0.36539563346043663,0.5753536
0.45555788,0.18243381,0.22889625711037428,0.32536548
0.6459407,0.34367463,0.34208371579162844,0.5711635
0.44634703,0.15851456,0.20995292900470708,0.2850429
0.2709574,0.11079753,0.11848746815125319,0.17658445
0.5583312,0.26121596,0.300024069997593,0.41507632
0.4866398,0.18660067,0.3802966119703388,0.4050017
0.2896961,0.12056121,0.13256645674335432,0.20033458
0.30163682,0.109065935,0.12501524749847523,0.20134565
0.36371753,0.10182083,0.12798872720112725,0.20071134
0.36596975,0.0903939,0.09771102022889798,0.21341056
0.6488842,0.30427095,0.26691937330806265,0.42036974
0.39088273,0.17565444,0.19707919029208096,0.2911054
0.3647156,0.10819419,0.15205685479431452,0.18023384
0.5362869,0.23194803,0.29570895042910494,0.40060085
0.34462586,0.095913336,0.13317094668290533,0.16954938
0.743069,0.6313737,0.5419763458023654,0.54225516
0.35752827,0.14897914,0.2224794377520562,0.23390533
0.46064675,0.2582944,0.2707035229296477,0.33947584
0.22636035,0.06376923,0.12670995732900425,0.16288471
0.3173449,0.10295986,0.07657282234271776,0.212215
0.3321237,0.054510638,0.21562183843781613,0.2690375
0.48003012,0.15279119,0.16579125342087464,0.354473
0.340783,0.15343133,0.21451245854875414,0.24531157
0.28759316,0.08819085,0.10809387919061207,0.12882295
0.7377802,0.47070464,0.39483251051674895,0.48101413
0.77925956,0.77072906,0.8535322146467785,0.75597465
0.3550089,0.116759956,0.14511208548879143,0.13753304
0.536682,0.23093766,0.17705087229491276,0.36566776
0.4247489,0.124972135,0.20674697932530203,0.27062187
0.2655239,0.070853464,0.12891711710828826,0.18446727
0.45211938,0.21220201,0.11809221819077818,0.22609755
0.3854327,0.015628904,0.12429462757053723,0.21520022
0.6185882,0.2649879,0.3176795482320452,0.42798257
0.3839289,0.13113849,0.09577074442292555,0.3457592
0.5883648,0.28951553,0.16529940347005964,0.3436116
0.32787284,0.16823436,0.23574854642514534,0.2773624
0.6667494,0.30589092,0.22550701744929824,0.4216994
0.3669838,0.12616451,0.1923025307697469,0.15672472
0.785927,0.4895565,0.7422453257754674,0.6361835
0.34152412,0.11024758,0.16715820328417966,0.2573529
0.16557601,0.12518975,0.202377659762234,0.084647074
0.24321072,0.08212094,0.07996656700334329,0.124115154
