size_D,MI_size_D_t09,MI_size_D_t11,MI_size_D_app,MI_size_D_t15,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.022568256,0.03841107384110738,0.0329452,0.014912912,0.006802700908162054,0.044781875521812446,0.040597282,0.033385627,0.020039786,0.04546921272815277,0.024584565
0.09045284,0.08423153442315345,0.10391441,0.051321134,0.048702927922175676,0.14668795533120446,0.07763114,0.08402069,0.09902161,0.04137030448221827,0.072089806
0.2687308,0.2911354891135489,0.27222246,0.27779943,0.27701349662080976,0.2831083716891628,0.2796498,0.3204991,0.29157016,0.26713065602783936,0.29207417
0.30348048,0.3096383809638381,0.30324858,0.3028391,0.29776211786572704,0.300992219900778,0.3283432,0.3600912,0.3098524,0.2911281774676907,0.32200417
0.113832794,0.09515208951520895,0.096026614,0.054245256,0.05121609907296595,0.1503897649610235,0.10441769,0.081119284,0.14549175,0.03854583431275006,0.10204973
0.018430099,0.04740668974066897,0.036362074,0.01448018,0.01082316864939012,0.07241352675864732,0.038889505,0.037965786,0.0204732,0.0536097032165822,0.0058288677
0.28696895,0.22852205285220528,0.27057087,0.16543712,0.19834652190079133,0.3186105681389432,0.23916891,0.19994001,0.30689153,0.18002800080168005,0.24972318
0.17115644,0.16012555601255563,0.17445737,0.11034332,0.12645988758759324,0.23105837689416228,0.15391135,0.16289817,0.17199232,0.12261313235678795,0.14896615
0.050414957,0.037303603730360374,0.05058021,0.031806186,0.021225781273546875,0.09482359051764093,0.079736345,0.04699093,0.0536359,0.043834189630051375,0.043841504
0.012404114,0.04363910136391014,0.03270957,0.02568878,0.01923306415398385,0.06483202351679765,0.029072084,0.022571232,0.010230657,0.03812822228769334,0.022232886
0.26047918,0.2782458078245808,0.25934356,0.2234739,0.22103980326238823,0.2190444680955532,0.24542287,0.25256568,0.27327064,0.19918735195124113,0.25979656
0.022459447,0.02885605288560529,0.029671218,0.034943413,0.0280512066830724,0.046976427302357265,0.08523116,0.03512334,0.017424073,0.0957756917465415,0.087333046
0.050940253,0.06525239652523965,0.07153441,0.04255379,0.03966786938007217,0.0912623908737609,0.033245765,0.054243647,0.04539003,0.04943367296602038,0.03890556
0.3776603,0.39904159990416005,0.37256593,0.3826585,0.37425609245536556,0.4234187176581282,0.3798602,0.42092672,0.38879535,0.36792924207575456,0.36552307
0.032894045,0.06466341646634166,0.04126174,0.043075174,0.03869002532140152,0.0799703370029663,0.063704155,0.043404587,0.019494686,0.061293106677586404,0.05314028
0.07401229,0.09821324982132498,0.043061867,0.054968745,0.08284926897095615,0.16717278328272167,0.14133069,0.06468056,0.026089799,0.15292075917524556,0.11097236
0.049333036,0.06486312248631225,0.06328316,0.029916417,0.023493179409590767,0.10816590918340907,0.046048604,0.05543132,0.047313925,0.03658256219495373,0.024826758
0.053067237,0.049096518909651894,0.04672438,0.03248056,0.019173944150436648,0.06209827379017262,0.07104673,0.04620461,0.06436756,0.028220893693253625,0.063159674
0.5271905,0.5316431531643154,0.545487,0.5415612,0.519286631157198,0.5101361489863852,0.562734,0.5788021,0.5360302,0.5179788810787329,0.54054785
0.07421631,0.08099407809940781,0.08956446,0.05397418,0.04013267240796035,0.08929465107053489,0.059625648,0.057063423,0.09904759,0.03163609189816551,0.06778907
0.4134204,0.42432867243286726,0.40302873,0.3536211,0.36281975176918513,0.36107369389263055,0.4204551,0.4247333,0.42642865,0.3582989514979371,0.4178459
0.08038085,0.09101883510188351,0.07369386,0.060908675,0.07516257950975477,0.12829956717004326,0.08078458,0.08828565,0.055634875,0.07666583059994984,0.085432224
0.1012338,0.13568773356877337,0.1082139,0.12756589,0.11972751718365103,0.13943670605632938,0.122465424,0.12438789,0.10697785,0.12948290776897448,0.13129622
0.038670696,0.05230244523024452,0.028143734,0.058508664,0.03805796228347774,0.09700649029935096,0.13010207,0.048459418,0.032903407,0.11537849692270982,0.11620788
0.19117284,0.21703367170336718,0.20231536,0.21160424,0.19877740192664412,0.203732779626722,0.2039212,0.24294408,0.20573372,0.18998341139900468,0.20462027
0.04489159,0.036152980615298064,0.03722407,0.061632648,0.02655653859339232,0.10786560921343907,0.124755435,0.0511482,0.019181702,0.13073460784407648,0.098640025
0.04387813,0.08135907813590783,0.031591102,0.057381786,0.03593553815613229,0.10168725983127401,0.097577594,0.038400173,0.01680192,0.11755007705300463,0.076411866
0.13255239,0.13129631312963133,0.16633666,0.14267722,0.12558990753539445,0.15993942400605757,0.13368577,0.14554423,0.15200843,0.1241434514486071,0.14621302
0.33626035,0.35336331533633153,0.33241677,0.3583192,0.3483001808980109,0.3427667257233274,0.37479737,0.39368787,0.34792778,0.34166857050011423,0.37487924
0.09705553,0.10619501061950107,0.09166731,0.084189735,0.08104046486242789,0.16151016384898362,0.11877362,0.11933743,0.08204301,0.10163229609793777,0.0928754
0.034128167,0.05587607058760707,0.020137351,0.040257476,0.03426856705611402,0.07560553243944675,0.104596965,0.0430345,0.015341606,0.10010895000653701,0.09146094
0.15659735,0.09137759513775952,0.11862609,0.16268428,0.09656662579399755,0.21408687859131212,0.34664583,0.08737844,0.11910419,0.3005492180329531,0.25983524
0.0453199,0.053179548317954836,0.046407677,0.03635858,0.01955235817314149,0.031403196859680314,0.06461159,0.030645177,0.043198843,0.05562571733754304,0.049844634
0.31791452,0.33444086344408636,0.32431847,0.35138434,0.3286695197201712,0.3301248269875173,0.35176602,0.36448252,0.32808933,0.32115351926921115,0.34632838
0.06869464,0.07468631146863114,0.08819212,0.060220152,0.04624308277458496,0.05946833805316619,0.052757002,0.050903603,0.102124706,0.025910773554646414,0.069931544
0.07330812,0.09244700924470094,0.09401963,0.07310739,0.06684151401049085,0.10471093952890603,0.07928752,0.07566084,0.08711043,0.07823456469407387,0.059277896
0.026861325,0.01798422479842248,0.029650949,0.024921259,0.006662108399726504,0.06744741725525828,0.05376882,0.040730752,0.015795525,0.05461653627699218,0.044009835
0.023282208,0.038922130892213094,0.029446363,0.023315705,0.006608017396481044,0.05458475054152494,0.06070312,0.033824503,0.012019012,0.07049587022975222,0.03165968
0.0394751,0.07205184720518473,0.06154392,0.048072018,0.04716046282962777,0.0801434619856538,0.05475057,0.03941931,0.045376655,0.0735686984141219,0.04033769
0.19642925,0.18114236811423684,0.16985933,0.08980573,0.1249933314995999,0.2619434938056506,0.16694939,0.15699407,0.20566335,0.12332577739954664,0.15768862
0.14047551,0.14392867439286747,0.14484252,0.079675674,0.09982452598947156,0.20647563935243607,0.104679205,0.11111297,0.13747977,0.10198105611886338,0.10165417
0.036658138,0.04189311718931173,0.031172086,0.04322592,0.025381939522916373,0.08149167185083281,0.11057382,0.050886117,0.021083493,0.12115801726948104,0.08526156
0.014597185,0.04467458446745845,0.048444748,0.023586499,0.01730863103851786,0.06531050346894965,0.015080094,0.030455671,0.01584604,0.03611162516669751,0.004655645
0.1725693,0.21136497113649713,0.18673894,0.2141848,0.20527106231626377,0.2199640480035952,0.2099317,0.23177564,0.20420036,0.20561720233703215,0.20305736
0.08947294,0.08596584859658486,0.093393564,0.02658787,0.05315794318947659,0.16832360316763967,0.06885313,0.094945915,0.08603805,0.07251181935070916,0.04717542
0.22414508,0.2281473228147323,0.22395928,0.1390044,0.14636731878203912,0.31595446840455316,0.1808227,0.19372457,0.2179744,0.14930233895814035,0.15913504
0.599646,0.6054902105490211,0.5896865,0.57765645,0.5838696350321781,0.6049719395028059,0.5975239,0.63171506,0.60853153,0.5914376354862582,0.5993415
0.06973948,0.05563104356310436,0.06524693,0.05644372,0.03583734715024083,0.07347417265258273,0.13291273,0.05396951,0.062200185,0.11162967669778061,0.10561274
0.177124,0.1877596587759659,0.16971192,0.16033815,0.17371225042273503,0.1918001408199859,0.18585026,0.20762669,0.18266264,0.1654006099240366,0.1876134
0.14521635,0.12504521250452125,0.13833599,0.0767715,0.08852375131142508,0.19838660016134,0.09872628,0.086760655,0.17692776,0.06953836417230184,0.12848054
0.17156562,0.1800439380043938,0.17545421,0.16936824,0.17250435035026104,0.1916537508346249,0.18239966,0.21515253,0.16963802,0.1641087898465274,0.17364089
0.181532,0.17156966715696673,0.17466477,0.11567843,0.14810240888614454,0.21610714838928513,0.16338709,0.17673302,0.17804484,0.13242751794565108,0.16232787
0.008745275,0.028581677858167787,0.02476729,0.014367662,0.0051759483105568984,0.054090524590947535,0.032498024,0.028006963,0.006506894,0.03914078534844712,0.0187146
0.17030677,0.198412319841232,0.16406825,0.19469976,0.18666917120015028,0.19692206030779397,0.2013903,0.19192407,0.16676684,0.19087557145253428,0.20258555
