FunctionalSize,ProjectElapsedTime,DevelopmentType,LanguageType,MaxTeamSize,NormalisedWorkEffortLevel1
0.0,0.0,0.0,0.0,0.025765016086504267,0.00032469289463715566
0.12571312143439284,0.1590909090909091,1.0,0.5,0.025765016086504267,0.24563017479300828
0.14812550937245314,0.13733377017519657,0.0,0.5,0.025765016086504267,0.2837139455598247
0.022616136919315404,0.13733377017519657,0.0,0.5,0.025765016086504267,0.09857135126359652
0.09311328443357783,0.09090909090909091,0.0,0.5,0.014586709886547812,0.030426430001623466
0.0008149959250203748,0.0425,0.0,1.0,0.025765016086504267,0.005303317279073543
0.015688671556642216,0.31136363636363634,0.0,0.5,0.009724473257698542,0.04322474159857135
0.0002037489812550937,0.002272727272727273,0.0,0.5,0.025765016086504267,0.0019075707559932898
0.062347188264058676,0.06818181818181818,1.0,1.0,0.025765016086504267,0.0339845229720223
0.013447432762836185,0.20454545454545456,1.0,0.5,0.025765016086504267,0.03938254234536501
0.055419722901385485,0.1240909090909091,0.0,0.5,0.025765016086504267,0.02548839222901672
0.013243683781581092,0.06818181818181818,0.0,0.5,0.025765016086504267,0.03660912387033931
0.0018337408312958435,0.05681818181818182,0.0,1.0,0.025765016086504267,0.004586287136749824
0.14242053789731052,0.2795454545454546,1.0,1.0,0.025765016086504267,0.06495210779804102
0.030766096169519152,0.13636363636363635,1.0,0.5,0.027552674230145863,0.0325234049461551
0.0,0.13733377017519657,0.0,0.5,0.025765016086504267,0.0008252611072027707
0.00876120619396903,0.1590909090909091,0.0,1.0,0.0340356564019449,0.054913685805508955
0.04074979625101874,0.13733377017519657,0.0,0.5,0.025765016086504267,0.024595486768764545
0.002241238793806031,0.06818181818181818,0.0,0.5,0.025765016086504267,0.002381081227339142
0.1393643031784841,0.13636363636363635,0.0,0.5,0.011345218800648298,0.024135505168028572
0.005093724531377342,0.09090909090909091,1.0,0.5,0.011345218800648298,0.009226689755939174
0.004278728606356968,0.06136363636363637,0.0,0.5,0.025765016086504267,0.03169814383895232
0.053789731051344734,0.13733377017519657,0.0,1.0,0.025765016086504267,0.11475188051301477
0.06540342298288508,0.2727272727272727,1.0,0.5,0.02431118314424635,0.07931976838573516
0.02241238793806031,0.05818181818181818,0.0,1.0,0.025765016086504267,0.02493370853401158
0.061939690301548486,0.29545454545454547,0.0,0.5,0.0340356564019449,0.04045132312354565
0.017114914425427872,0.09090909090909091,0.0,1.0,0.011345218800648298,0.02167325071703014
0.15118174409127955,0.13733377017519657,0.0,0.5,0.025765016086504267,0.2043941771740895
0.015077424612876936,0.13636363636363635,0.0,0.5,0.017828200972447323,0.026137778018291032
0.009372453137734311,0.041818181818181824,0.0,1.0,0.025765016086504267,0.0021240326857513937
0.032192339038304804,0.13733377017519657,0.0,0.5,0.025765016086504267,0.13143297797499864
0.07823960880195599,0.11363636363636365,0.0,0.5,0.011345218800648298,0.01665403972076411
0.06866340668296658,0.1590909090909091,0.0,1.0,0.008103727714748784,0.00909140104984036
0.007538712306438467,0.13733377017519657,0.0,1.0,0.025765016086504267,0.0034769197467395424
0.009779951100244499,0.06818181818181818,0.0,1.0,0.014586709886547812,0.005587423561881054
0.019763651181744092,0.15545454545454546,0.0,1.0,0.025765016086504267,0.01182423291303642
0.005704971475142624,0.13733377017519657,0.0,1.0,0.025765016086504267,0.007765571730071974
0.01365118174409128,0.022727272727272728,0.0,0.5,0.025765016086504267,0.005844472103468802
0.045843520782396084,0.20681818181818182,0.0,0.5,0.012965964343598054,0.07944152822122409
0.003056234718826406,0.0425,0.0,1.0,0.025765016086504267,0.003571621841008713
0.5488997555012225,0.13636363636363635,0.0,0.5,0.0858995137763371,0.14818171979003192
0.006316218418907905,0.13733377017519657,0.0,1.0,0.025765016086504267,0.011404837924130093
0.030969845150774247,0.13733377017519657,0.0,0.5,0.025765016086504267,0.11338546458141674
0.061939690301548486,0.13733377017519657,0.0,1.0,0.025765016086504267,0.021537962010931326
0.06255093724531377,0.3340909090909091,0.0,0.5,0.011345218800648298,0.08072677092916283
0.04013854930725346,0.1590909090909091,1.0,0.5,0.017828200972447323,0.02612424914768115
0.09596577017114914,0.1590909090909091,1.0,0.5,0.014586709886547812,0.022187347800205637
0.04319478402607987,0.18181818181818182,0.0,1.0,0.027552674230145863,0.026273066724389848
0.02465362673186634,0.11363636363636365,0.0,0.5,0.025765016086504267,0.03782672222522864
0.03402607986960065,0.13733377017519657,0.0,0.5,0.025765016086504267,0.029601168894420694
0.10920945395273023,0.13636363636363635,0.0,0.5,0.014586709886547812,0.03253693381676498
0.09209453952730236,0.4545454545454546,1.0,1.0,0.017828200972447323,0.14429893392499593
0.08027709861450692,0.13733377017519657,0.0,1.0,0.025765016086504267,0.06309865252448725
0.030562347188264057,0.13733377017519657,0.0,0.5,0.025765016086504267,0.03526976567996104
0.08231458842705786,0.04318181818181818,0.0,0.5,0.025765016086504267,0.019860382055306023
0.009779951100244499,0.13733377017519657,0.0,0.5,0.025765016086504267,0.005154499702364847
0.011817440912795437,0.04113636363636364,0.0,1.0,0.025765016086504267,0.0047215758428486385
0.02302363488182559,0.11363636363636365,0.0,1.0,0.00486223662884927,0.018886303371394558
0.023227383863080684,0.13733377017519657,0.0,1.0,0.025765016086504267,0.04198008550246225
0.018744906275468622,0.29545454545454547,0.0,0.5,0.04376012965964344,0.05703771849126035
0.006723716381418093,0.06204545454545455,0.0,1.0,0.025765016086504267,0.009876075545213485
0.03117359413202934,0.09090909090909091,0.0,1.0,0.025765016086504267,0.012135396937063694
0.060309698451507736,0.38636363636363635,1.0,1.0,0.02431118314424635,0.11862113750744088
0.060309698451507736,0.03363636363636364,0.0,0.5,0.025765016086504267,0.02685480816061475
0.022616136919315404,0.34090909090909094,0.0,1.0,0.02431118314424635,0.04841982791276584
0.019559902200488997,0.045454545454545456,1.0,1.0,0.0016207455429497568,0.004545700524920179
0.028321108394458026,0.20454545454545456,1.0,0.5,0.017828200972447323,0.04175009470209427
0.0048899755501222485,0.13733377017519657,0.0,0.5,0.025765016086504267,0.006020347421397261
0.019559902200488997,0.18181818181818182,0.0,0.5,0.00486223662884927,0.01618052924941826
0.08272208638956804,0.09090909090909091,0.0,0.5,0.00486223662884927,0.007440878835434817
0.0059087204563977175,0.13636363636363635,0.0,0.5,0.011345218800648298,0.02082093186860761
0.03973105134474327,0.18181818181818182,0.0,1.0,0.014586709886547812,0.029046485199415554
0.0008149959250203748,0.13733377017519657,0.0,0.5,0.025765016086504267,0.0012175983548893337
0.02343113284433578,0.13733377017519657,0.0,0.5,0.025765016086504267,0.060622869202878946
0.0008149959250203748,0.057499999999999996,0.0,0.5,0.025765016086504267,0.0012311272254992153
0.08577832110839445,0.15681818181818183,1.0,0.5,0.025765016086504267,0.09389036203257753
0.034229828850855744,0.13636363636363635,0.0,0.5,0.017828200972447323,0.052979057308295906
0.02689486552567237,0.09090909090909091,0.0,1.0,0.017828200972447323,0.015355268142215488
0.040546047269763644,0.13733377017519657,0.0,0.5,0.025765016086504267,0.0249201796634017
0.03973105134474327,0.09090909090909091,1.0,0.5,0.008103727714748784,0.014624709129281887
0.0711083944580277,0.18181818181818182,0.0,0.5,0.04700162074554295,0.020239190432382707
0.09413202933985329,0.13636363636363635,0.0,1.0,0.0016207455429497568,0.014421776070133665
0.04788101059494702,0.13733377017519657,0.0,0.5,0.025765016086504267,0.022268521023864927
0.044213528932355334,0.022727272727272728,0.0,0.5,0.017828200972447323,0.014881757670869637
0.0016299918500407497,0.20022727272727275,0.0,0.5,0.025765016086504267,0.0026516586395367715
0.003259983700081499,0.13733377017519657,0.0,0.5,0.025765016086504267,0.0017858109205043562
0.040342298288508556,0.11363636363636365,0.0,1.0,0.014586709886547812,0.020509767844580334
0.021189894050529748,0.06818181818181818,0.0,1.0,0.025765016086504267,0.013136533362194924
0.0291361043194784,0.18863636363636366,1.0,0.5,0.00486223662884927,0.03517506358569187
