size_D,duration_D,Generated_Var_1,Generated_Var_2,Generated_Var_3,effort_D
0.14333519241494702,0.2,0.9925792402705909,0.012148829701228638,0.9926106016639743,0.007589802094721997
0.16703848298940324,0.24,0.8848172500569538,0.11797589061261059,0.8854054865825783,0.11547907654766998
0.02286670384829894,0.020000000000000004,0.9959511546123093,0.004998863575946049,0.9966986586918299,0.004151415759534788
0.057445621862799785,0.08,0.9724820900180615,0.029029283339530955,0.9731561316966213,0.027681386763004866
0.28109313998884555,0.24,0.6721337265295042,0.3268484480364929,0.6724199115031478,0.32781923911837874
0.09341885108756275,0.15999999999999998,0.9425047166285977,0.05941826619101477,0.943137361022527,0.057692002978878484
0.08282208588957055,0.15999999999999998,0.9646858212229878,0.03763239281164967,0.9652854519054513,0.03554055552914706
0.04489682097044061,0.46,0.8930024215860637,0.10461387880540275,0.8916212152406408,0.10674842737399186
0.0886781929726715,0.39999999999999997,0.8644933257199389,0.1338988014384106,0.8638437854495387,0.13534882983948918
0.31595092024539884,1.0,0.8212801737956781,0.18549581712333413,0.8208577441813216,0.1793189776742565
0.03708867819297267,0.18,0.9410434180799567,0.05820603009718439,0.9411006759181323,0.05889623045110995
0.19269380925822643,0.33999999999999997,0.9440978032706488,0.06222128260161891,0.9455136771361315,0.056519465703284685
0.016731734523145567,0.06000000000000001,0.9950350474462766,0.005527961434880024,0.9955241593767593,0.005022896167070717
0.0,0.12000000000000001,1.0000000000000002,0.0,0.9999999999999999,0.0
0.05605131065253765,0.3,0.9687197821803063,0.03252180025684538,0.9687063013178339,0.03140498486793111
0.09007250418293362,0.14,0.9453258062426251,0.056558296597238863,0.9461237496620433,0.054887420576444676
0.045454545454545456,0.18,0.9853116224987881,0.016219661663722285,0.9858846843032252,0.01484685712474846
0.5022308979364194,0.56,0.5992848885988414,0.40671204791024673,0.6003318014771769,0.4013088051211358
0.6787506971556051,0.68,0.4190739585442843,0.587330885715979,0.4199735375809005,0.5815626435962036
0.10764082543223648,0.7200000000000001,0.7702210073737834,0.22498360189476235,0.7673537609825761,0.22926272757522465
0.06804238706079196,0.49999999999999994,0.8339248486333074,0.16227276182203448,0.8320702538137728,0.1656763480217395
0.8103736754043502,0.2,0.7185369513819572,0.3056267343609291,0.7249622645727848,0.2838966265785679
0.07138873396542109,0.2,0.8605412604435592,0.1369421334711326,0.8601612505553327,0.13921503382928493
0.08505298382598996,0.48000000000000004,0.8953153427734475,0.10421432720640132,0.8945771696518844,0.1045934940026303
0.14472950362520914,0.24,0.8437443007389824,0.15635109740622916,0.8437355569569047,0.15629604981698914
0.11684327941996653,0.18,0.9286766780701291,0.07373095550333839,0.9294275921242889,0.07157230910617801
0.9258226436140546,0.8200000000000001,0.0,1.0,0.0,1.0
0.05716675962074736,0.0,0.9832818640601257,0.018636110500362915,0.9844613857886476,0.016922565004515853
0.04127161182375907,0.12000000000000001,0.9863938904706395,0.014948911184629599,0.9869457868003986,0.013737700242430005
0.03820412716118238,0.15999999999999998,0.9816819577734952,0.01930294985179744,0.9817762114757363,0.01841200424648635
0.09453430005577244,0.039999999999999994,0.9811192684733123,0.022180480563414068,0.9826585843539235,0.01925179445738461
0.10652537646402677,0.48000000000000004,0.9626883831355039,0.04055408049019572,0.962624485057981,0.037616263408914455
0.04350250976017848,0.039999999999999994,0.9941619168190543,0.007557533111680309,0.9951601078871753,0.006021137361157326
0.0064138315672058,0.039999999999999994,0.9897045794536318,0.01027075236348518,0.9903501611894088,0.010299313907242796
0.22085889570552147,0.039999999999999994,0.9585777607282704,0.048925644280951794,0.9618308788657778,0.04210042623314478
0.4461795872838818,0.14,0.8521770286791311,0.16147769352677788,0.8558247687857997,0.14921329086846985
0.2752370329057446,0.08,0.9023255998105796,0.1058892332545287,0.9046839613700064,0.09850897624819763
0.13943112102621305,0.36,0.9486347725673058,0.05548088797321844,0.9492635808057337,0.05176593620763417
0.5593976575571667,0.54,0.7889709126246184,0.22711298531916002,0.7920303301514185,0.21259368414381014
0.07083100948131622,0.44,0.9174927070538665,0.08227510097726541,0.9167164013558574,0.0824578916512177
