Transactions,PointsAdjust,Generated_Var_1,Generated_Var_2,Generated_Var_3,Effort
0.27822120866590655,0.22011385199240985,0.1964582457992158,0.7974810219522072,0.8007790936456528,0.19688809096349494
0.21436716077537057,0.23529411764705882,0.21909796434364837,0.7857308990536813,0.7859857202454155,0.2175344105326152
0.03534777651083239,0.025616698292220116,0.014471272228764494,0.9905125220922599,0.9928035443101219,0.011071214841412332
0.217787913340935,0.2333965844402277,0.1415033634912107,0.8693619963564132,0.8597007069735093,0.1403351286654698
0.14937286202964653,0.15275142314990514,0.0708938077151941,0.9395222852599696,0.9324532673299539,0.06852184320766008
0.10034207525655645,0.10721062618595827,0.0999643832990594,0.9053124760869633,0.906316150918617,0.09724715739078396
0.12542759407069554,0.08349146110056925,0.08833847186639529,0.9088672242435151,0.9149797542198164,0.08647516457211252
0.20182440136830102,0.15654648956356737,0.1445074466107214,0.8517075065095877,0.8559388726972628,0.14392579293836028
0.18586088939566706,0.1774193548387097,0.31972942205380595,0.6803033074158569,0.6982683531338214,0.3123877917414722
0.07867730900798177,0.040796963946869075,0.08250325512421441,0.9129138558809573,0.9233372088138458,0.08019150209455417
0.18015963511972632,0.18311195445920303,0.15192302825647094,0.8528916464923034,0.851579506915156,0.1505086774386595
0.15621436716077536,0.17552182163187857,0.37401068330140924,0.6296278986340151,0.6524793205435961,0.3635547576301616
0.02736602052451539,0.030360531309297917,0.07792830531795769,0.9233157482915593,0.9327860591595578,0.0742070616397367
0.17445838084378562,0.14231499051233398,0.15629203334592048,0.8402383790905756,0.8466939175558778,0.1549970077797726
0.24401368301026224,0.25711574952561667,0.18988656795534897,0.8176043764543646,0.8110049069147705,0.1894075403949731
0.12542759407069554,0.08918406072106262,0.04846239567896534,0.9544419823860367,0.9549344373986645,0.04578096947935368
0.05473204104903079,0.025616698292220116,0.11787122235143813,0.8781865402537357,0.8932896763788744,0.11310592459605029
0.06727480045610035,0.29506641366223907,0.12761741383619057,0.9189209556591561,0.8867362751765313,0.12357869539198085
0.0,0.3055028462998102,0.17493465505592642,0.8794657107036871,0.8493830143683798,0.1687612208258528
0.055872291904218926,0.018026565464895644,0.016210698006046062,0.9850570301737329,0.9899877483966845,0.012567324955116699
0.3523375142531357,0.48766603415559767,0.6276247067739588,0.3947247572660324,0.4029562684818371,0.6166965888689407
0.09007981755986318,0.17552182163187857,0.2024658209186613,0.8099735846419949,0.8124662688694545,0.19808497905445843
0.33865450399087804,0.34629981024667933,0.22298354109625784,0.786876758014981,0.7734736218321996,0.22351885098743268
0.33637400228050174,0.29316888045540795,0.43518383455407833,0.5599314836976008,0.578562637789034,0.428785158587672
0.09122006841505131,0.20493358633776088,0.15066273445147518,0.8717674439625529,0.8614573540274448,0.14691801316576902
0.0877993158494869,0.230550284629981,0.11586461321273461,0.9163055761895139,0.895559366824484,0.1119090365050868
0.07069555302166478,0.22106261859582543,0.13262270541100638,0.8986173044952483,0.8811571759062744,0.12806702573309398
0.15849486887115163,0.37855787476280833,0.16283864234595274,0.8861958460002676,0.8470354515308492,0.15948533812088572
0.12200684150513112,0.20208728652751423,0.2938707081203976,0.7188811627225349,0.727329479890898,0.28665469778575703
0.18928164196123146,0.35958254269449713,0.14770593552422606,0.8940633237833953,0.857868833155152,0.14542190305206465
0.0798175598631699,0.127134724857685,0.1481186498383396,0.8600614124617558,0.8633542193388366,0.14452423698384204
0.15507411630558723,0.10436432637571157,0.00940275907184731,0.9934352377521901,0.9899588928682543,0.007010344532786185
0.18814139110604333,0.16982922201138523,0.08288881958489533,0.9254260409546523,0.9185741864160527,0.08049072411729505
0.21094640820980615,0.20113851992409865,0.25311407468701536,0.744555011712533,0.7545751770580417,0.2504488330341113
0.13340935005701254,0.09677419354838711,0.007319947902535984,0.9971073169604026,0.9930548541197856,0.004488330341113109
0.1459521094640821,0.17362428842504746,0.37778382642376596,0.6262881115754608,0.649836967008453,0.36714542190305205
0.3192702394526796,0.28842504743833014,0.03808861657078817,0.9753287939594663,0.9505968699336337,0.03800119688809096
0.2862029646522235,0.31404174573055027,0.22974848817238852,0.7794775291004095,0.7705073277449546,0.22980251346499106
0.16989737742303307,0.13662239089184058,0.014738853252446643,0.990907673332669,0.9834158774073627,0.012866546977857572
0.33409350057012543,0.3548387096774194,0.3211644857352455,0.6830277423990068,0.6804726555068346,0.3207660083782166
0.5039908779931584,0.40417457305502846,0.17338440366439165,0.831520062871934,0.814085095265855,0.17414721723518853
0.7434435575826682,0.6831119544592031,0.06762781160266243,0.9525092726777301,0.8864435133445071,0.07719928186714542
0.06271379703534778,0.04269449715370019,0.07231643101646706,0.9266355097144239,0.9343806317658596,0.06959049328887748
0.3135689851767389,0.41840607210626185,0.8488192876159241,0.16522967881289974,0.20843386097761263,0.827049670855775
0.19726339794754846,0.22296015180265655,0.26622669215679967,0.7368365697013999,0.7439021700657045,0.263016157989228
0.18700114025085518,0.4098671726755218,0.63356504204164,0.3996938083346454,0.4147118001061485,0.6172950329144224
0.2770809578107184,0.1764705882352941,0.14801015252708127,0.842088769639407,0.8481575861670376,0.14781567923399164
0.13911060433295325,0.2258064516129032,0.5419448529689,0.4707313271079846,0.5029352757583345,0.5248354278874925
0.11060433295324971,0.0683111954459203,0.07770401036867802,0.9183075234680244,0.9256956104565371,0.0763016157989228
0.09920182440136831,0.12428842504743833,0.23195457329890334,0.7725211568729696,0.785901936529551,0.22531418312387794
0.12200684150513112,0.10910815939278938,0.10615038248869088,0.8947971735508375,0.898387106092563,0.10442848593656495
0.0877993158494869,0.058823529411764705,0.11354849923787827,0.882239880073346,0.8937232947259889,0.1107121484141233
0.241733181299886,0.25521821631878555,0.6099397256460625,0.3907873206317082,0.431469204685913,0.5936564931178935
0.059293044469783354,0.07969639468690702,0.09015228198158862,0.9153085095274345,0.9188760029081928,0.08707360861759425
0.14025085518814137,0.14041745730550287,0.13389316378580132,0.8675443630404298,0.8710706383898164,0.13255535607420707
0.04104903078677309,0.34060721062618593,0.33698191860468035,0.7075777362796865,0.6953955323731564,0.32854578096947934
0.05245153933865451,0.08918406072106262,0.12012231317294003,0.8853431941998198,0.8915258199900036,0.11669658886894077
0.13112884834663627,0.09772296015180267,0.09426294094727664,0.9033280461673319,0.9084055120868485,0.09305804907241172
0.1265678449258837,0.16413662239089183,0.12711912690273686,0.8827062268108525,0.8792784662135957,0.12507480550568523
0.04332953249714938,0.005692599620493358,0.04641210011669198,0.9490402370824459,0.9597461029650642,0.04398563734290844
0.13340935005701254,0.15180265654648956,0.10352433914634995,0.905054506537848,0.9007009057626526,0.10173548773189708
0.10490307867730901,0.06925996204933586,0.059005492928951735,0.940592857874328,0.9449099646498198,0.056852184320766004
0.07867730900798177,0.09867172675521822,0.086974068469539,0.9197279588505893,0.9205154651990869,0.08438061041292638
0.06841505131128849,0.06641366223908919,0.04763845156694602,0.9572918489629437,0.9582198685705833,0.04518252543387193
0.21094640820980615,0.20683111954459205,0.13289827460968534,0.8741721205715739,0.8679827777189842,0.13165769000598446
0.2451539338654504,0.2476280834914611,0.26771643439901455,0.7306473142453718,0.7372386611538801,0.26660682226211846
0.3580387685290764,0.4117647058823529,0.46668950036199564,0.5410819483167089,0.5465579858763772,0.4622980251346499
0.037628278221208664,0.0,0.03393178579240418,0.9632365131915719,0.9727326186084662,0.030819868342309993
0.07411630558722919,0.04174573055028463,0.08810709422983287,0.9073899684022378,0.9183399756276197,0.08557749850388988
