AFP,Added,N_effort,Generated_Var_2,Generated_Var_3,Effort
0.0901250785310411,0.1106038291605301,0.1366392496656835,0.90708065,0.013549804,0.1367183206945818
0.0143354846079159,0.0037555228276877,0.0754547619483778,0.91598,0.038851567,0.075539436568121
0.0081672282825975,0.0120029455081001,0.0116690175676418,0.95597893,0.036797065,0.0117595340147268
0.0138785767319664,0.005081001472754,0.070893403432926,0.93837404,0.04086506,0.0588343041359856
0.0161631161117139,0.0,0.0655077030170913,0.940824,0.035921935,0.0543649485291424
0.0042263978525329,0.0,0.0288519665134001,0.9417024,0.04123554,0.0239403597464922
0.0039979439145582,0.0,0.0348971404495411,0.9340227,0.042211182,0.0289592262886031
0.0050259866354446,0.0088365243004418,0.0206451849273663,0.9413669,0.04001678,0.0207348792907645
0.0061111428408247,0.0059646539027982,0.0268735459524812,0.9493619,0.038944032,0.0222918269406894
0.0024558798332286,0.0,0.0738610342743043,0.813065,0.03508611,0.0612887863135143
0.0260437489291221,0.0338733431516936,0.1862829507776291,0.86935693,0.034340046,0.1863574751804227
0.0033125821006339,0.001840942562592,0.0370404293905365,0.9208646,0.044095304,0.030735978312635
0.0108515620538009,0.0157584683357879,0.0550110828188829,0.9271143,0.041736167,0.0478807194929845
0.009537951910446,0.0123711340206185,0.0607631574126655,0.8940317,0.0331298,0.0608491775653002
0.0218173510765891,0.0027982326951399,0.0143435490666617,0.9581921,0.037531212,0.0119060702641315
0.0145068250613969,0.012960235640648,0.0161204638297092,0.9645346,0.036635038,0.0162105725903945
0.0018847449882917,0.0038291605301914,0.0451556174320833,0.81259906,0.034986604,0.0452430670037
0.0103375406933577,0.0117820324005891,0.0208833281430324,0.9485664,0.038300104,0.0209730006960471
0.0134787823405105,0.0013991163475699,0.0641337998497866,0.9188717,0.0433049,0.0642195113016082
0.0038837169455708,0.0,0.009049442195314,0.962047,0.040295415,0.0075099827819906
0.0197612656348163,0.0,0.0194911062668303,0.956925,0.03880901,0.0161739385280433
0.1797361357016391,0.002061855670103,0.2001502134129586,0.6622517,0.110709675,0.1660988387002234
0.0021131989262664,0.002061855670103,0.0057337558848852,0.9533006,0.040045332,0.0058248159138366
0.0026843337712033,0.0039027982326951,0.0048544578578101,0.9941013,0.02910405,0.0049455984174085
0.0055400079958878,0.0025773195876288,0.0767370715711956,0.881797,0.03760395,0.0636883173975162
0.0035410360386087,0.0022827687776141,0.0048544578578101,0.96019673,0.04162552,0.0040297468586291
0.0169627048946256,0.0225331369661266,0.037571671948561,0.916841,0.037952296,0.037659816097007
0.0134216688560169,0.0179675994108983,0.0029309934235835,1.0,0.029960454,0.0030223101439718
0.0050831001199383,0.0083946980854197,0.0650680540035538,0.88373303,0.035544954,0.0539986079056306
0.0183905420069678,0.0229749631811487,0.0066680100386524,0.9650861,0.037460104,0.0055317434150272
0.0052544405734193,0.0082474226804123,0.0068695158365238,0.9595117,0.037107345,0.006960471846723
0.010451767662345,0.014580265095729,0.0388356628624814,0.93040603,0.04137389,0.0322196578378576
0.0029127877091781,0.0028718703976435,0.0080602319148546,0.950648,0.038613092,0.0081510788731362
0.0097664058484208,0.0112665684830633,0.0122552162523585,0.9624494,0.036759615,0.0123456790123456
0.006225369809812,0.0027982326951399,0.0122185788345637,0.9579204,0.04092766,0.0101293182400996
0.003655263007596,0.000441826215022,0.0261591163054827,0.9383217,0.04239704,0.0217056819430706
0.0076532069221543,0.0010309278350515,0.0245653886314092,0.954023,0.03909422,0.0203868556984283
0.1245645096807356,0.1343888070692194,0.3051713715217351,0.8216376,0.010942832,0.2654870498589589
0.0,0.0003681885125184,0.0038102914506585,0.9184674,0.046493437,0.0039015276404
0.0110800159917756,0.01480117820324,0.027276557548224,0.9451665,0.040680442,0.0226398505330256
